Gene = Pdxk
index = 1365
Annotated 5SS: [456 627]
Annotated 3SS: [526 692]
SMsplice 5SS: [456 627]
SMsplice 3SS: [526 692]
top_k =  1000
Partition function (log Z): -0.2690696749341403

Sorted 5' Splice Sites (High to Low Probability):
Position 627: 0.9980199731363613
Position 456: 0.7856718497865514
Position 140: 0.1129461875090231
Position 788: 0.06730276666736483
Position 435: 0.04657126395229172
Position 980: 0.017097093102359795
Position 835: 0.01612521303752486
Position 361: 0.00586298811104234
Position 867: 0.005486009883597398
Position 423: 0.005299453506583238
Position 31: 0.00288418334427124
Position 632: 0.0017830297504377818
Position 1376: 0.0017059539182685893
Position 239: 0.0013440757434461357
Position 1468: 0.0013094989843770723
Position 387: 0.001249917888674523
Position 172: 0.0011274310587112576
Position 13: 0.0010826913420602109
Position 1046: 0.0010125180320839206
Position 258: 0.0008699805241935416
Position 858: 0.0008646479083468704
Position 74: 0.0008276246539477528
Position 1043: 0.0007350427852280962
Position 159: 0.0005986835527267202
Position 260: 0.0005801533965557494
Position 262: 0.0005548963115201936
Position 264: 0.0004970523885671629
Position 266: 0.0003614173723461455
Position 736: 0.0002779139221721258
Position 901: 0.00025849553290195344
Position 1143: 0.0002431539965713922
Position 408: 0.0002326059040182581
Position 10: 0.0002052948258981058
Position 26: 0.00018079785059867885
Position 108: 0.00018024512985681784
Position 1018: 0.00014872638824264415
Position 411: 0.0001474246964227792
Position 28: 0.00013210327530502897
Position 186: 0.00012253545241524972
Position 1015: 8.804978777396281e-05
Position 48: 8.533994397894214e-05
Position 1157: 7.165829068236208e-05
Position 1086: 5.2536257833541836e-05
Position 843: 5.177509444214141e-05
Position 1029: 5.115919190140727e-05
Position 851: 4.700009620602743e-05
Position 839: 4.5902435023565526e-05
Position 1059: 4.10351304332554e-05
Position 1571: 3.319588239198815e-05
Position 956: 2.3603124977256623e-05
Position 833: 1.8982623459404402e-05
Position 1343: 1.8411220192137724e-05
Position 270: 1.4938456234346905e-05
Position 1527: 1.473199291977176e-05
Position 1419: 1.2657968916997915e-05
Position 775: 1.0200405694939662e-05
Position 268: 9.625383688113252e-06
Position 708: 9.29679710536709e-06
Position 330: 7.910697408987433e-06
Position 998: 6.768467873348363e-06
Position 813: 3.862928696710952e-06
Position 1299: 3.2798628505490576e-06
