Gene = w-cup
index = 1933
Annotated 5SS: [1037]
Annotated 3SS: [1096]
SMsplice 5SS: [1037]
SMsplice 3SS: [1096]
top_k =  1000
Partition function (log Z): -5.979785287682791

Sorted 5' Splice Sites (High to Low Probability):
Position 1037: 0.9814727475097167
Position 1187: 0.07981242242052862
Position 1447: 0.024447559903042034
Position 949: 0.015096092966964233
Position 533: 0.004492107221016816
Position 1117: 0.002360104867018969
Position 367: 0.001982126221870081
Position 295: 0.001687863870609755
Position 49: 0.0016794746304350748
Position 1050: 0.0015705736482251025
Position 1283: 0.0014374703085290883
Position 148: 0.0013261747360942414
Position 523: 0.001312056977096363
Position 546: 0.0006607602089175798
Position 1548: 0.0005685935433001598
Position 467: 0.000529578927552881
Position 139: 0.0004995714460345723
Position 819: 0.0004912975509756318
Position 9: 0.00043889840015557487
Position 1008: 0.00029505655206871467
Position 772: 0.0002413539160862198
Position 14: 0.00020278257944543606
Position 236: 0.00018316737101541878
Position 678: 0.0001590355181635395
Position 1416: 0.0001484315156749114
Position 738: 0.00014656049150432753
Position 954: 7.490706756149652e-05
Position 611: 7.217010483955098e-05
Position 25: 6.822028681965517e-05
Position 1608: 5.8540388524686265e-05
Position 1829: 5.557403140761075e-05
Position 1737: 5.10935845094965e-05
Position 1719: 4.3511202682083076e-05
Position 1316: 3.30188974934711e-05
Position 108: 3.054793674561696e-05
Position 1499: 2.5585111004251137e-05
Position 1365: 2.4197288316355662e-05
Position 220: 2.3372063600521174e-05
Position 1405: 2.017624431792328e-05
Position 1682: 1.8727162830646765e-05
Position 909: 1.4320643590756823e-05
Position 393: 1.1021305148486078e-05
Position 690: 9.030512396542686e-06
Position 1839: 3.8453616513182315e-06
Position 246: 3.3804754847442854e-06
Position 937: 3.2554583474548243e-06
Position 1854: 1.2543217181298993e-06
Position 1801: 9.247919134043306e-07
Position 1739: 8.130879965893187e-07
Position 645: 7.523779245148024e-08
Position 889: 3.260662723032265e-08
Position 1137: 1.7520539713167484e-08
Position 642: 7.1110338588085785e-09
Position 1191: 2.9442518250349143e-09
Position 1096: 2.188722133694335e-09
Position 619: 1.5387070882463765e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1096: 0.5850850329024536
Position 1099: 0.40798238050758384
Position 1652: 0.025433994436496386
Position 1608: 0.018457525018497456
Position 1494: 0.015605011745735961
Position 1674: 0.0099061422191547
Position 603: 0.009653190128445724
Position 1632: 0.008787394479557559
Position 1105: 0.00619722810061361
Position 1307: 0.00507231206407552
Position 1338: 0.004732975266812605
Position 1548: 0.0036331845697120425
Position 1635: 0.0025731261486174255
Position 1267: 0.0025627480943813024
Position 1313: 0.002525668062647397
Position 1235: 0.0019190130351712205
Position 1765: 0.0019104782821855106
Position 1806: 0.001686960740801109
Position 120: 0.0010455103532204034
Position 899: 0.0007469874256832087
Position 1434: 0.0006780245756227609
Position 1405: 0.0006651283173186812
Position 1429: 0.0006527078343031253
Position 1324: 0.000566082514142857
Position 606: 0.0005351741579906436
Position 1768: 0.0005236497309144769
Position 419: 0.0004972182350462363
Position 1382: 0.0003927639945154885
Position 431: 0.00038504818029662467
Position 266: 0.0003825208671832832
Position 889: 0.0003541908270571851
Position 1412: 0.0003195654656246254
Position 1008: 0.0002645277303661226
Position 669: 0.00020781258422419052
Position 189: 0.00017113067390404847
Position 590: 0.00016102853345140484
Position 515: 0.0001462484549093688
Position 339: 0.00013666303386942994
Position 192: 0.00010987150318170925
Position 1232: 9.997563608789658e-05
Position 1199: 9.948862238616437e-05
Position 1554: 9.09004763310924e-05
Position 1910: 8.726614032134948e-05
Position 630: 8.072294905647007e-05
Position 786: 7.686927904140233e-05
Position 1340: 7.095457733533953e-05
Position 1386: 6.744898982041267e-05
Position 661: 5.097544650498885e-05
Position 1202: 5.0817918950454894e-05
Position 1180: 3.553128829761963e-05
Position 865: 3.052314300953033e-05
Position 1277: 2.9685200853312804e-05
Position 1154: 2.5267740137733064e-05
Position 1166: 2.288686756536044e-05
Position 1447: 2.1344374440328e-05
Position 627: 2.0429541734630046e-05
Position 1121: 1.8662506291243947e-05
Position 1347: 1.7383428666861145e-05
Position 1356: 1.6389163339891944e-05
Position 291: 1.5441211166977594e-05
Position 1915: 1.3217446042607916e-05
Position 201: 1.3034638999813624e-05
Position 1839: 1.2812863069352546e-05
Position 836: 1.2036609230271425e-05
Position 328: 1.0132972403702228e-05
Position 1143: 9.7937195599971e-06
Position 367: 9.76948884559052e-06
Position 834: 8.845549159113372e-06
Position 710: 8.616445264537018e-06
Position 683: 8.54776617516206e-06
Position 482: 8.532343302033664e-06
Position 767: 8.389282940526757e-06
Position 241: 7.601591853037218e-06
Position 236: 6.157596485877912e-06
Position 619: 6.056145650662943e-06
Position 1682: 5.88433515411388e-06
Position 678: 5.546824884411323e-06
Position 1223: 4.6142007791817e-06
Position 523: 3.7639380725647322e-06
Position 819: 3.6592462194788016e-06
Position 295: 3.153938243481304e-06
Position 791: 2.8880053378747673e-06
Position 738: 2.500985071985595e-06
Position 81: 2.4313505960319616e-06
Position 853: 2.1604150951578877e-06
Position 1271: 1.8617205971507714e-06
Position 734: 1.5530535887178968e-06
Position 435: 1.2539850526749226e-06
Position 1041: 1.1278092193318922e-06
Position 353: 1.0951216173455514e-06
Position 572: 1.0243418289604028e-06
Position 1701: 8.260251347891862e-07
Position 135: 7.691277326016659e-07
Position 465: 7.506753754500031e-07
Position 914: 6.330366559417734e-07
Position 533: 5.83719664557873e-07
Position 125: 3.4135158001203076e-07
Position 634: 3.2274467677510996e-07
Position 869: 3.066745561432372e-07
Position 443: 2.895747843441699e-07
Position 772: 2.8208020118824024e-07
Position 148: 2.3784676318351497e-07
Position 251: 1.9460361384677334e-07
Position 687: 1.8244413371403786e-07
