Gene = mTerf3
index = 1783
Annotated 5SS: [819]
Annotated 3SS: [877]
SMsplice 5SS: [819]
SMsplice 3SS: [877]
top_k =  1000
Partition function (log Z): -2.5181218440946425

Sorted 5' Splice Sites (High to Low Probability):
Position 819: 0.9885003730231108
Position 146: 0.03143079263980537
Position 791: 0.009653582437902831
Position 168: 0.0072572571109565075
Position 521: 0.0027374670005057356
Position 404: 0.0021567282960680205
Position 345: 0.0008326291962911461
Position 377: 0.0005483917418946209
Position 630: 0.00048398926303866387
Position 132: 0.0002842536255421123
Position 788: 0.0002733135262598383
Position 213: 0.00024329768719058158
Position 303: 0.00021929315558571075
Position 51: 0.0001815026756985745
Position 676: 0.0001800326218359045
Position 823: 0.00016796940954357369
Position 263: 0.0001677431379193962
Position 290: 0.00016016377828533237
Position 152: 0.00013336234032620007
Position 332: 6.983718305825173e-05
Position 428: 4.906957130419433e-05
Position 440: 3.736005208543247e-05
Position 134: 3.568758828865517e-05
Position 621: 3.4991831763537356e-05
Position 780: 3.415920251206207e-05
Position 39: 3.3674489358299166e-05
Position 154: 3.166736900712391e-05
Position 230: 3.109842407075773e-05
Position 730: 2.8474898255920036e-05
Position 34: 2.236902405350402e-05
Position 657: 1.8692505840947603e-05
Position 660: 9.71053284025126e-06
Position 466: 9.560386841733132e-06
Position 1115: 8.246442687457806e-06
Position 646: 5.101461117403431e-06
Position 614: 4.889650720871779e-06
Position 421: 3.5025017000817863e-06
Position 487: 2.1391463620302584e-06
Position 995: 1.6764167998077774e-06
Position 1002: 1.5556011465953599e-06
Position 853: 1.162691268358426e-06
Position 1050: 6.624791888299156e-07
Position 598: 3.748330694472928e-07
Position 1105: 2.1027543757067169e-07
Position 736: 1.0955337554563554e-07
Position 734: 9.694196199944696e-08
Position 1072: 6.0341781968282e-08
Position 905: 5.7641351020498286e-08
Position 1096: 3.466805878330884e-08
Position 892: 3.049609181099863e-08
Position 951: 3.714444268973508e-09
Position 946: 2.2965063364754904e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 877: 0.9997246221387136
Position 609: 0.015488823295504465
Position 462: 0.011804728322927827
Position 230: 0.00345415433468229
Position 313: 0.002534007015957613
Position 436: 0.0024781598923993412
Position 730: 0.002060138212708302
Position 196: 0.0018002720090442054
Position 643: 0.0017412553335496473
Position 580: 0.001627543493152415
Position 687: 0.0007973572429731058
Position 748: 0.0004225687620855063
Position 184: 0.00041110596208247634
Position 218: 0.00029303011847665167
Position 227: 0.00025731115929579024
Position 918: 0.00012991640811308033
Position 324: 0.00012665548568205074
Position 345: 0.00010283456650065894
Position 514: 8.922043285142296e-05
Position 942: 8.083706982437127e-05
Position 493: 7.622419829610975e-05
Position 541: 7.044779869051317e-05
Position 385: 6.14661891605811e-05
Position 409: 5.9314468528932836e-05
Position 543: 5.9122891082874244e-05
Position 537: 4.65005742094168e-05
Position 561: 4.363242028416815e-05
Position 496: 3.484508158411562e-05
Position 193: 3.4546658777653994e-05
Position 646: 3.051421328626479e-05
Position 751: 2.3220854255911128e-05
Position 905: 1.6714404830510273e-05
Position 303: 1.5400284816871075e-05
Position 772: 1.434652568269108e-05
Position 845: 1.4100991559366233e-05
Position 557: 1.4012126306067426e-05
Position 1169: 8.6085079418791e-06
Position 361: 5.313826660634824e-06
Position 614: 5.119556360293713e-06
Position 475: 4.230873274388932e-06
Position 983: 4.123920538749573e-06
Position 689: 4.076360128279612e-06
Position 951: 3.917046533722131e-06
Position 145: 3.4461377509475197e-06
Position 1072: 3.300340144516862e-06
Position 397: 1.4290857293597872e-06
Position 567: 1.2302130875924155e-06
Position 519: 9.421819728289747e-07
Position 799: 5.447530020773802e-07
Position 780: 5.24025579344179e-07
Position 1115: 4.8639041863899e-07
Position 1045: 4.625782220433164e-07
Position 775: 3.397489738022612e-07
Position 149: 2.8463129041531836e-07
Position 256: 2.7341613400324983e-07
Position 332: 2.134961245868e-07
Position 122: 1.7629434623366766e-07
Position 132: 1.528438094619457e-07
Position 1156: 1.3504029461431388e-07
Position 371: 5.926260679258801e-08
Position 1022: 3.1578257802154845e-08
Position 1151: 2.7062280271284084e-08
Position 823: 9.609982229274507e-09
Position 1078: 7.711232935262953e-10
Position 152: 4.7771199978318344e-11
Position 202: 4.5390673570125983e-11
