Gene = Kebab
index = 1244
Annotated 5SS: [148 518 725]
Annotated 3SS: [205 571 933]
SMsplice 5SS: [518 725]
SMsplice 3SS: [571 933]
top_k =  1000
Partition function (log Z): -5.966529441849118

Sorted 5' Splice Sites (High to Low Probability):
Position 725: 0.9549530622956685
Position 518: 0.8480227305949737
Position 2146: 0.4391334543473078
Position 148: 0.1831205495082307
Position 1820: 0.09271142876717331
Position 1854: 0.030096541330629716
Position 1293: 0.027105073521889
Position 265: 0.024816322281641243
Position 1998: 0.02011241856556552
Position 523: 0.01889835804414838
Position 1278: 0.01791993327426761
Position 1584: 0.012708731922203816
Position 1273: 0.012127339288402577
Position 1598: 0.011642547422402953
Position 1298: 0.009615173279994851
Position 67: 0.006377388309049912
Position 1415: 0.006359633854073437
Position 2397: 0.005887576404337969
Position 512: 0.0027713130967412657
Position 269: 0.0024408686969076385
Position 152: 0.0015328851994147697
Position 2339: 0.0010570607337658223
Position 729: 0.0009727391286527721
Position 1310: 0.00048418917297178186
Position 441: 0.0004271674537934465
Position 1618: 0.0004069070515405078
Position 65: 0.0003708814420954901
Position 753: 0.0003179686794565418
Position 461: 0.00029729829306875897
Position 2020: 0.0002592659608823023
Position 1183: 0.0002061800994101682
Position 1919: 0.00017339892055229358
Position 260: 0.00015803682362612096
Position 1006: 0.00013970616445543996
Position 1068: 7.924197759673087e-05
Position 647: 7.260055772188147e-05
Position 1114: 6.948180043948953e-05
Position 41: 6.206808815178838e-05
Position 215: 5.8682108764040205e-05
Position 543: 5.180324039632381e-05
Position 120: 4.0619151754889706e-05
Position 2452: 3.568464277983774e-05
Position 44: 3.445314641068493e-05
Position 2117: 3.080789484923791e-05
Position 727: 3.042473870000059e-05
Position 783: 2.6371294622415916e-05
Position 123: 2.1743620217678175e-05
Position 1527: 1.3099880599963706e-05
Position 1525: 1.1004289919598647e-05
Position 27: 5.927125392966202e-06
Position 232: 5.17772474717553e-06
Position 683: 5.111516866821195e-06
Position 351: 3.7950831830364952e-06
Position 1379: 2.5657728864739795e-06
Position 619: 2.018675333918282e-06
Position 164: 1.9199728517380356e-06
Position 6: 1.88867629725714e-06
Position 1094: 1.4318395693278122e-06
Position 577: 1.20556467443191e-06
Position 571: 1.0935176718747631e-06
Position 1402: 9.076182335034575e-07
Position 170: 3.655569545668927e-07
Position 30: 2.097806936071501e-07
Position 829: 1.2779814025126695e-07
Position 796: 5.969657261158222e-08
Position 899: 4.038956841093328e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 933: 0.6951497304775128
Position 571: 0.4935584684371719
Position 2209: 0.4495474100229415
Position 574: 0.36419255190499267
Position 205: 0.17264322589931785
Position 1353: 0.1553181700582907
Position 2050: 0.08015882118604399
Position 808: 0.0388706316469056
Position 1932: 0.038127853832433424
Position 783: 0.03761483574324578
Position 1356: 0.03514904332992091
Position 1978: 0.028673027234990527
Position 829: 0.028353619770440742
Position 1664: 0.017996846824310634
Position 875: 0.013020167599108519
Position 1926: 0.010030607533250389
Position 441: 0.009609946919962194
Position 2457: 0.00907854162720992
Position 327: 0.007683620002274834
Position 213: 0.0038614845129666935
Position 311: 0.0034213883397687887
Position 140: 0.003332215613820769
Position 1880: 0.003331283681733272
Position 1637: 0.0031075132282391417
Position 1901: 0.0027129747040667285
Position 1696: 0.002607012147878277
Position 465: 0.002369570109618109
Position 899: 0.002090078567472926
Position 2117: 0.0018818619493272712
Position 473: 0.0017016893458548159
Position 964: 0.0016144080778844937
Position 239: 0.0014931170338275733
Position 2239: 0.0014488034395566329
Position 1375: 0.0012970217324166841
Position 1123: 0.0012597669099567333
Position 398: 0.0012120874987834593
Position 1981: 0.0010907691085532405
Position 616: 0.001060550320168613
Position 2429: 0.0010285626476546706
Position 2510: 0.0008059670530468379
Position 2014: 0.0007064946057249854
Position 1446: 0.0006112101022751565
Position 1555: 0.0005568184374920516
Position 1154: 0.0005507975965342583
Position 1639: 0.0005490053141406591
Position 123: 0.0005171692330120075
Position 2191: 0.00048249861071520425
Position 2548: 0.0002543895350942613
Position 2303: 0.00025359760106453483
Position 1643: 0.00024544734499514946
Position 478: 0.00024046233682255993
Position 1372: 0.00016992679314076277
Position 1057: 0.00015193706921165566
Position 646: 0.00015080084955913767
Position 626: 0.00013975378269755214
Position 285: 0.00011039959681932368
Position 2127: 0.00010299821490378936
Position 1003: 0.00010197625316458889
Position 1086: 9.682235181855667e-05
Position 2268: 8.525186585960935e-05
Position 329: 7.965923010173746e-05
Position 1514: 7.593257491683596e-05
Position 1310: 7.154911002120757e-05
Position 543: 6.896879411906149e-05
Position 1987: 6.50250608267649e-05
Position 1552: 5.66617241544588e-05
Position 2470: 5.0845976232694406e-05
Position 259: 4.465052927644667e-05
Position 1102: 3.870323777037462e-05
Position 2176: 3.533136521935215e-05
Position 689: 2.984511219945842e-05
Position 523: 2.2557245819939885e-05
Position 2557: 1.7119751261300575e-05
Position 1618: 1.5220444886193528e-05
Position 377: 9.386306325219262e-06
Position 691: 5.391286085134753e-06
Position 638: 4.777974089384901e-06
Position 510: 4.157280258181293e-06
Position 482: 3.4276206588236957e-06
Position 164: 2.609656154011328e-06
Position 1763: 2.1383918624536734e-06
Position 660: 2.1253871315812184e-06
Position 1615: 2.0319391691263414e-06
Position 268: 1.829185121532651e-06
Position 512: 7.923705382227713e-07
Position 313: 5.65082897153206e-07
Position 653: 3.358095085985521e-07
Position 701: 3.19465398051994e-07
Position 265: 2.880497146800236e-07
Position 1717: 1.8483934111516003e-07
Position 1709: 1.8282441574202756e-07
Position 65: 1.5601455582820765e-07
Position 722: 1.3364059239004626e-07
Position 711: 1.2146104799877685e-07
Position 120: 1.4503212592544096e-08
Position 251: 6.959987966268422e-09
Position 407: 6.026595177403587e-09
Position 80: 4.389353701937221e-09
Position 495: 2.4830676835867165e-09
Position 253: 2.6985660366331163e-15
