Gene = IFT46
index = 1219
Annotated 5SS: [473]
Annotated 3SS: [597]
SMsplice 5SS: [473]
SMsplice 3SS: [597]
top_k =  1000
Partition function (log Z): -2.534898552026738

Sorted 5' Splice Sites (High to Low Probability):
Position 473: 0.9822662147611484
Position 23: 0.023607182066953766
Position 480: 0.01255528088717412
Position 1108: 0.012301232309263945
Position 496: 0.0025583212304058317
Position 1095: 0.0018917813713002205
Position 514: 0.0008367063253221876
Position 194: 0.00044249987559487027
Position 1238: 0.00043361132772649094
Position 724: 0.0003174736018496698
Position 1404: 0.00023900176470918332
Position 437: 0.00023686538743264497
Position 179: 0.00023198366836415577
Position 737: 0.00021162739452704305
Position 1112: 0.0001953976357763729
Position 150: 0.00018560381685301058
Position 1375: 0.00016669739128354996
Position 1068: 0.0001513492062479372
Position 477: 0.00010213554114694386
Position 996: 0.00010202155688316449
Position 920: 7.944278286032975e-05
Position 742: 6.953461960554935e-05
Position 796: 5.675302855678951e-05
Position 1036: 4.7783564698499746e-05
Position 537: 4.7625837252750933e-05
Position 1269: 4.2496407688371975e-05
Position 31: 3.2732957143689635e-05
Position 153: 3.1110590757495526e-05
Position 842: 2.8269202506267987e-05
Position 926: 2.3479672279753314e-05
Position 1653: 2.2181963609766802e-05
Position 465: 2.1794058688621263e-05
Position 1362: 2.058152384926274e-05
Position 1209: 2.053619116218195e-05
Position 148: 1.9957768643385142e-05
Position 785: 1.9375461167685826e-05
Position 1384: 1.6267138193009274e-05
Position 1099: 1.3708653455479253e-05
Position 1273: 1.1410534683476076e-05
Position 1646: 6.528216277978247e-06
Position 419: 3.949381627768353e-06
Position 390: 3.930041011391737e-06
Position 548: 2.6421061560639535e-06
Position 1135: 1.974089279870673e-06
Position 1543: 1.79066984935721e-06
Position 264: 1.6630398602406638e-06
Position 277: 1.5206288836427629e-06
Position 974: 1.427668337501508e-06
Position 1117: 8.273634560726e-07
Position 12: 8.173005677667972e-07
Position 626: 6.283738571919191e-07
Position 1000: 6.049139112911946e-07
Position 402: 5.119130942600178e-07
Position 405: 3.8997302681907155e-07
Position 393: 2.942486968373149e-07
Position 1531: 2.3167723658876823e-07
Position 1327: 2.0477021779214502e-07
Position 1398: 1.5432522855647712e-07
Position 381: 1.491023932374629e-07
Position 1304: 1.457797340777396e-07
Position 347: 9.690995108749512e-08
Position 345: 2.0859005157631216e-09
Position 1549: 5.731116546460185e-12
Position 1247: 2.0848770434305298e-13
Position 597: 2.720040585971157e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 597: 0.9809033354817075
Position 636: 0.017400369007855056
Position 93: 0.01634739467038841
Position 1158: 0.016240714735520988
Position 273: 0.002413728044805991
Position 377: 0.0013699172451445685
Position 68: 0.001163669524167833
Position 72: 0.0010508065913864596
Position 1497: 0.0005573816965001795
Position 1140: 0.0002802720437178506
Position 212: 0.00025417556020207503
Position 1521: 0.0001935245597467199
Position 371: 0.00019015887172792932
Position 1170: 0.00015288560325360339
Position 1742: 0.00011546017003035713
Position 660: 9.637626411652767e-05
Position 89: 9.358440582307683e-05
Position 334: 7.817338086356802e-05
Position 1617: 7.712654783518181e-05
Position 1398: 6.932666273112835e-05
Position 1286: 6.832034233167854e-05
Position 1416: 6.560514104240675e-05
Position 229: 5.174849716294445e-05
Position 1421: 4.6398686594443455e-05
Position 175: 4.3619325056020414e-05
Position 345: 4.345868447474245e-05
Position 974: 3.747092676980135e-05
Position 171: 3.675148256139642e-05
Position 101: 3.1417499912655225e-05
Position 1173: 2.3841451125321772e-05
Position 1518: 2.1928528876819564e-05
Position 1135: 1.9581470380786403e-05
Position 1425: 1.773063876004706e-05
Position 304: 1.5670713953713797e-05
Position 1446: 1.504090928343542e-05
Position 1505: 1.3872756195396537e-05
Position 666: 1.2530288377479496e-05
Position 307: 8.127986890850118e-06
Position 1238: 7.171298630045058e-06
Position 1534: 5.970548391276262e-06
Position 1350: 4.963656802143392e-06
Position 785: 4.442089796119567e-06
Position 126: 3.5556775497874453e-06
Position 796: 3.5399201443776674e-06
Position 792: 3.4483174426842074e-06
Position 765: 2.903885667035564e-06
Position 129: 2.789005277593519e-06
Position 235: 2.573454652473636e-06
Position 1593: 2.436508477682165e-06
Position 848: 2.219748493236233e-06
Position 776: 2.1296674969747193e-06
Position 1357: 2.098720121889734e-06
Position 200: 1.5091524545661405e-06
Position 413: 1.488697643225454e-06
Position 1384: 1.2698164924136272e-06
Position 358: 1.1845431011170255e-06
Position 1576: 9.724962973767503e-07
Position 148: 9.659530850879139e-07
Position 1194: 9.530589529123221e-07
Position 1432: 9.306689935454925e-07
Position 1095: 9.232287865172346e-07
Position 824: 8.876830015063491e-07
Position 689: 8.444869056916095e-07
Position 1646: 6.273118210404322e-07
Position 990: 5.191601763695229e-07
Position 114: 5.088272983093976e-07
Position 699: 3.8045643682178183e-07
Position 1009: 3.6728922908177347e-07
Position 1700: 3.58443977008522e-07
Position 897: 3.4134336356447507e-07
Position 218: 2.558300309486571e-07
Position 416: 1.9463404630015055e-07
Position 926: 1.7539439020214645e-07
Position 521: 1.6361835560645817e-07
Position 1017: 1.572821175785503e-07
Position 1570: 1.3195584667391979e-07
Position 524: 1.2661677250222266e-07
Position 708: 1.1003046019386521e-07
Position 107: 1.080523366350011e-07
Position 387: 9.703029866543162e-08
Position 419: 7.221694593929367e-08
Position 389: 6.755927208935835e-08
Position 186: 3.650189725939548e-08
Position 455: 2.0150106905586276e-08
Position 434: 9.768285886212779e-09
Position 179: 6.818254842318946e-09
Position 431: 2.0744505712134337e-09
Position 449: 1.8225577652973324e-09
Position 220: 1.8087536096351343e-09
Position 459: 1.4463666345295506e-09
Position 951: 1.0726214532141044e-09
Position 342: 3.023043200343792e-10
Position 485: 7.847783680876299e-11
Position 444: 5.480320235688568e-11
Position 428: 2.440173504623254e-11
Position 477: 2.4458132154139104e-12
Position 671: 2.7281077550632775e-13
Position 693: 1.148665203267179e-13
Position 675: 6.609215486503445e-14
Position 237: 5.422294149178646e-22
Position 446: 9.674792136675755e-23
