Gene = ver
index = 1924
Annotated 5SS: [84]
Annotated 3SS: [439]
SMsplice 5SS: [73]
SMsplice 3SS: [129]
top_k =  1000
Partition function (log Z): -12.879602354507075

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.3206284078363171
Position 73: 0.24404483429606802
Position 70: 0.168622519931998
Position 222: 0.11990265928819437
Position 116: 0.03525850621466501
Position 340: 0.027635414730775784
Position 276: 0.022256134689435644
Position 181: 0.009217361285127918
Position 29: 0.007388316442304264
Position 267: 0.007215961110621942
Position 230: 0.006690522731039746
Position 131: 0.006255083333638481
Position 149: 0.004895812505785348
Position 859: 0.0030311472609205557
Position 50: 0.002534865131995546
Position 297: 0.002450233452827891
Position 139: 0.002352811480442433
Position 129: 0.0018429193779066658
Position 527: 0.0017715150491271414
Position 377: 0.0014504011605312578
Position 894: 0.0008396907130988528
Position 16: 0.0007961060733421956
Position 883: 0.0007374160514958096
Position 688: 0.0006083815352346866
Position 534: 0.000571053532925886
Position 548: 0.0004696510548291591
Position 559: 0.00045228848661295454
Position 157: 0.0004099318503787544
Position 299: 0.0003845287709510034
Position 571: 0.00032001802956423044
Position 646: 0.0002635028210358509
Position 1103: 0.0002632699211293709
Position 199: 0.00023401224976347284
Position 470: 0.00021597705076591354
Position 355: 0.00019521374773760818
Position 252: 0.00018101468325439272
Position 551: 0.00017363780700528574
Position 812: 0.00016127372554675955
Position 505: 8.24626083242496e-05
Position 807: 8.15197284889735e-05
Position 974: 6.040717545371181e-05
Position 628: 5.63436974351271e-05
Position 1098: 2.879212548199785e-05
Position 45: 2.7874229617252974e-05
Position 726: 2.590785795097522e-05
Position 947: 2.137422322110802e-05
Position 821: 2.1193721969407068e-05
Position 944: 1.9729524305196688e-05
Position 1107: 1.9393819874481595e-05
Position 957: 1.765250676340127e-05
Position 630: 1.5339294891458556e-05
Position 202: 1.499666506262582e-05
Position 793: 8.039733017192145e-06
Position 1114: 3.3309533982556723e-06
Position 1036: 1.8071605623795922e-06
Position 120: 7.701891581757596e-09
Position 717: 3.094674121640049e-10
Position 834: 2.499627601674169e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 129: 0.39416067584497533
Position 439: 0.3323512098628328
Position 344: 0.07724103958161185
Position 468: 0.06378968440957332
Position 194: 0.02538708321626766
Position 525: 0.023579747570641976
Position 591: 0.02219602703306857
Position 164: 0.01770418465004571
Position 516: 0.011133352612271576
Position 640: 0.007332735022252835
Position 990: 0.004756119659911665
Position 191: 0.0035019488354437107
Position 929: 0.0030798271372660356
Position 609: 0.0026182515344858044
Position 956: 0.0025561933082284506
Position 181: 0.002477615075182922
Position 726: 0.001448953899890601
Position 803: 0.0014215618978117544
Position 226: 0.0012358720127382153
Position 418: 0.0008915457647154536
Position 355: 0.0006395880839902368
Position 484: 0.0005572678863589102
Position 445: 0.0005261174424703654
Position 1149: 0.00040629280445002904
Position 452: 0.00038990272711140957
Position 1000: 0.0003834166715274755
Position 882: 0.0003550629116441083
Position 1160: 0.0002615781686179658
Position 1039: 0.00022776172969321426
Position 202: 8.67492679191179e-05
Position 470: 8.653363639175771e-05
Position 764: 7.717760161147271e-05
Position 800: 5.771966903361089e-05
Position 238: 5.6686534177527826e-05
Position 477: 4.6798341635185834e-05
Position 488: 4.6184169801975984e-05
Position 558: 3.0235889451303508e-05
Position 969: 2.71292527999815e-05
Position 534: 1.829227104259004e-05
Position 492: 1.7477933884262516e-05
Position 714: 1.3907293487648088e-05
Position 812: 8.863185440339176e-06
Position 920: 8.401564193624026e-06
Position 1064: 7.036129020224709e-06
Position 618: 6.073385516267703e-06
Position 759: 5.2769131585708315e-06
Position 821: 5.085456087210547e-06
Position 624: 4.26441742059988e-06
Position 1004: 2.891654822548212e-06
Position 1080: 2.862890272969161e-06
Position 1098: 2.3038892857199772e-06
