Gene = Muc68D
index = 1292
Annotated 5SS: [26]
Annotated 3SS: [82]
SMsplice 5SS: [26]
SMsplice 3SS: [82]
top_k =  1000
Partition function (log Z): -10.240434612209459

Sorted 5' Splice Sites (High to Low Probability):
Position 26: 0.9755982087803547
Position 797: 0.3405575579288705
Position 607: 0.033700799994801654
Position 662: 0.029498729095153397
Position 334: 0.027608531480523925
Position 1313: 0.025269971236050067
Position 1280: 0.02331459560525298
Position 989: 0.017638286020560966
Position 1295: 0.01447963159631052
Position 192: 0.010291932266707361
Position 4235: 0.007585545207562198
Position 1517: 0.007507228920847647
Position 209: 0.007213749547988874
Position 1415: 0.005785938332023384
Position 1922: 0.005718205975952928
Position 977: 0.004199634570197645
Position 3485: 0.00383787094321608
Position 3599: 0.0032857909207234105
Position 22: 0.0032793361277484506
Position 1484: 0.003156043059795172
Position 1499: 0.0031414091891608293
Position 844: 0.0030716134734525852
Position 275: 0.0030467457533569667
Position 1703: 0.002616001473933735
Position 1586: 0.0026059984547880943
Position 410: 0.002348430041155393
Position 1787: 0.002291510987542058
Position 2204: 0.0022765163879188604
Position 2090: 0.00206198095817772
Position 1397: 0.002043133283993507
Position 1382: 0.0019668850540831085
Position 1178: 0.0019230920091327767
Position 36: 0.0019205116780782266
Position 1889: 0.0019116973341188526
Position 2222: 0.0017518558154172548
Position 1952: 0.0016487502932194418
Position 2720: 0.001534669454162872
Position 2387: 0.00150062448359603
Position 2189: 0.0014724281782008668
Position 1688: 0.0014171403703506895
Position 1076: 0.0012170230117795622
Position 2888: 0.0008596661335796309
Position 1991: 0.0008298935139296469
Position 2105: 0.0008172546837800681
Position 2402: 0.0007555834133432054
Position 252: 0.0006836121835392015
Position 785: 0.000683053842681586
Position 30: 0.0006213066620812939
Position 277: 0.0006116887341788634
Position 2420: 0.0006031013985320026
Position 2123: 0.0005974361989114048
Position 2486: 0.0005144965404197695
Position 5: 0.0005048311475772948
Position 2519: 0.000498242665647694
Position 2006: 0.0004841707048258736
Position 3188: 0.0004460469224854544
Position 414: 0.00033302944610967544
Position 2687: 0.00032597736818707233
Position 1211: 0.00021785443589079247
Position 596: 0.00020079971065157428
Position 1091: 0.00019180184823685135
Position 1193: 0.00017090464405218936
Position 1047: 0.00013890108550635043
Position 1619: 0.00013204057477221964
Position 1240: 0.00011968604385646283
Position 677: 0.00011805190452898918
Position 622: 0.00010572168213284852
