Gene = Wbp2
index = 1601
Annotated 5SS: [ 167  633  989 1558 2552]
Annotated 3SS: [ 332  749 1143 2450 2615]
SMsplice 5SS: [ 167  633  989 1558 2357 2552]
SMsplice 3SS: [ 332  749 1143 2066 2450 2615]
top_k =  1000
Partition function (log Z): 14.060538513303847

Sorted 5' Splice Sites (High to Low Probability):
Position 2552: 0.9945222911598319
Position 1558: 0.9917306895708491
Position 633: 0.990960734186735
Position 989: 0.9846118008323258
Position 167: 0.9111207718539117
Position 2357: 0.426670751285415
Position 2379: 0.18276179995622138
Position 2364: 0.17660410922636463
Position 2113: 0.07434666907636284
Position 1384: 0.04566054288807245
Position 1301: 0.03020187029055261
Position 2377: 0.029808343029599924
Position 1964: 0.029334221154669333
Position 2314: 0.024370696263855827
Position 2344: 0.022266291578229
Position 407: 0.01681725668712018
Position 1361: 0.015907591780834184
Position 1917: 0.015361644414894923
Position 1340: 0.013707611934062888
Position 2173: 0.013029667783621595
Position 25: 0.009702028983137143
Position 164: 0.009572978098375167
Position 1369: 0.0095236578117497
Position 1780: 0.007831290957997169
Position 231: 0.0077136505871468405
Position 1398: 0.005564457290406681
Position 1900: 0.005101777937829986
Position 2395: 0.002826072145292818
Position 983: 0.0023618290005919047
Position 2176: 0.002036687157521805
Position 556: 0.0012876179698709043
Position 49: 0.0010888166438453694
Position 2318: 0.001057171903111968
Position 1208: 0.0010466323249933294
Position 1898: 0.0009116591923717172
Position 1877: 0.0008887306143992681
Position 637: 0.0007790184097638006
Position 1744: 0.0007458529342333334
Position 2213: 0.0007020179257228811
Position 2068: 0.0006801582937640247
Position 685: 0.0006777880220090121
Position 1279: 0.0006566754535036846
Position 1823: 0.0006564213907381176
Position 171: 0.0005972350458060499
Position 2181: 0.0005522553723137836
Position 975: 0.00049849288256633
Position 2327: 0.0003638051083223146
Position 374: 0.0003514455927727963
Position 1562: 0.0003346926407306517
Position 183: 0.00028571425001780665
Position 55: 0.00025533634395356674
Position 2783: 0.00024331122798477403
Position 2571: 0.0002396799008168906
Position 949: 0.00019005143363397362
Position 2261: 0.00017986544320287812
Position 489: 0.00014634263534220557
Position 1723: 0.0001401093641454305
Position 597: 0.0001355680700976425
Position 2709: 0.00013492237778360965
Position 592: 0.00012743323927218942
Position 2776: 0.00011882795192160264
Position 117: 0.000111797844631998
Position 2200: 8.007603888047008e-05
Position 2321: 7.446631568487478e-05
Position 1698: 7.247358686171242e-05
Position 583: 6.596695255689146e-05
Position 243: 6.449366810978303e-05
Position 222: 6.427874335160806e-05
Position 2316: 6.417341799518051e-05
Position 2561: 5.76881743547094e-05
Position 1213: 5.574556008511934e-05
Position 644: 5.4631981193220395e-05
Position 1312: 5.322442825864783e-05
Position 456: 4.709859714384299e-05
Position 2754: 4.3064429365442465e-05
