Gene = gry
index = 1720
Annotated 5SS: [   63  1084  1369  1865  2326  2818  3113 10707 11565 11818]
Annotated 3SS: [  131  1137  1426  1926  2382  2918 10197 10769 11622 11876]
SMsplice 5SS: [ 1084  1369  1865  2326  2818  3113 10707 11565 11818]
SMsplice 3SS: [ 1137  1426  1926  2382  2918 10197 10769 11622 11876]
top_k =  1000
Partition function (log Z): 15.942291480334328

Sorted 5' Splice Sites (High to Low Probability):
Position 2326: 0.9966830367067339
Position 1369: 0.9889840438072679
Position 3113: 0.9795254162889735
Position 11818: 0.9769755190873138
Position 11565: 0.9624850144210965
Position 1865: 0.9560277075091244
Position 1084: 0.952576695620369
Position 10707: 0.9105061105586356
Position 10948: 0.712896178421241
Position 2818: 0.5896086523590406
Position 63: 0.4130655355871047
Position 3648: 0.31276586562349956
Position 67: 0.06384039999514222
Position 4275: 0.052132235764880415
Position 4901: 0.03670319113978334
Position 38: 0.02579724737848764
Position 3717: 0.023184371462350622
Position 2699: 0.020691862111978262
Position 3117: 0.014767203814792792
Position 2835: 0.014220459071554805
Position 10404: 0.010974650467044277
Position 77: 0.010570800593680487
Position 1042: 0.010014039218326177
Position 2822: 0.008213623721018953
Position 17: 0.0075444257503967365
Position 1357: 0.006599668655182151
Position 3665: 0.003944050220162864
Position 11154: 0.0036281111840970196
Position 831: 0.003523381328294474
Position 1653: 0.002771816954240009
Position 4051: 0.0026469751766187285
Position 508: 0.002360620439209127
Position 10449: 0.0018079453759382801
Position 1319: 0.0014496150297295279
Position 11900: 0.0013604176691026026
Position 11469: 0.0012490569694305746
Position 2479: 0.001104631660232215
Position 21: 0.0010100315756137854
Position 6862: 0.0009259979528548678
Position 10925: 0.0009178709801244702
Position 4471: 0.0009055650285233
Position 574: 0.0006475737764212968
Position 401: 0.0006381557138012163
Position 2989: 0.0006198170674368967
Position 12176: 0.0005255390769859958
Position 11043: 0.0004933592698335169
Position 2089: 0.0004886573371553067
Position 3273: 0.00046445033932267335
Position 2783: 0.00045621975864161416
Position 4006: 0.0004150396749218212
Position 433: 0.00036080042732095964
Position 3007: 0.00035094919098608424
Position 638: 0.00033942970064443703
Position 5233: 0.00031439198120884976
Position 12072: 0.00031397545772258426
Position 3944: 0.0002963697953823538
Position 3654: 0.0002932782411598308
Position 1382: 0.00028670096765227133
Position 2966: 0.0002842176964536467
Position 634: 0.0002769829800823506
Position 3131: 0.00026483310603342284
Position 229: 0.0002439104670689009
Position 11441: 0.00023910018664405802
Position 3522: 0.00023296013622358194
Position 294: 0.00023179413146509227
Position 2126: 0.0002054127066294733
Position 3804: 0.0001976795993817338
Position 290: 0.0001867156400906854
Position 245: 0.00018593505601419242
Position 4607: 0.00017629556828872026
Position 437: 0.0001708627637767802
Position 411: 0.0001515469350840232
Position 641: 0.00014407875817231436
Position 644: 0.00014146760600534282
Position 12074: 0.00014121792033705295
Position 695: 0.00013919449064761695
Position 4281: 0.00013319813699966203
Position 2321: 0.00011626043322513658
Position 12059: 0.00010916853241461237
Position 764: 8.609133052226899e-05
Position 3786: 8.556361718920176e-05
Position 11968: 8.282103545369852e-05
Position 702: 8.207037481446858e-05
Position 3094: 8.194431460788396e-05
Position 3420: 7.451507886728898e-05
Position 2716: 7.425611102403043e-05
Position 3158: 7.310017206935891e-05
Position 2330: 6.1484943026394e-05
Position 11686: 6.061578302987736e-05
Position 132: 5.975872046888818e-05
Position 1873: 5.388848529449699e-05
Position 370: 5.278670899351591e-05
Position 3678: 5.257522990867751e-05
Position 3573: 5.2371466710795916e-05
Position 11947: 5.05851953771204e-05
Position 495: 4.870913699398244e-05
Position 3934: 4.684844451017302e-05
Position 471: 4.246779102842783e-05
Position 3857: 4.23155068555221e-05
Position 4226: 4.053101864903442e-05
Position 571: 3.908976781115375e-05
Position 700: 3.85320416360822e-05
Position 2551: 3.6253912524841504e-05
Position 110: 3.541361895154908e-05
Position 12133: 3.540528888081377e-05
Position 1793: 3.418228729821595e-05
Position 431: 3.3698982842983386e-05
Position 2054: 3.287658351526368e-05
Position 11372: 3.154034226877412e-05
Position 4012: 2.556126848418225e-05
Position 11782: 2.552750792069994e-05
Position 2182: 2.203553339097388e-05
Position 3110: 2.200282051192202e-05
Position 3416: 2.1408636105134186e-05
Position 846: 1.9717878487130135e-05
Position 3414: 1.938323290800393e-05
Position 6169: 1.7179303476787746e-05
Position 535: 1.6683622355642362e-05
Position 4290: 1.597209676708892e-05
Position 1312: 1.5908068483256952e-05
Position 3355: 1.5045157240632511e-05
Position 1323: 1.491634913617492e-05
Position 713: 1.4036914914317898e-05
Position 664: 1.3721944918864301e-05
Position 3070: 1.2961867550564589e-05
Position 503: 1.2826991992310202e-05
Position 10941: 1.2759757799045417e-05
Position 12089: 1.2617094506897874e-05
Position 2240: 1.157454895223826e-05
Position 3098: 1.0653134940935294e-05
Position 1434: 1.038730414331632e-05
Position 12084: 1.027433867598591e-05
Position 2284: 1.0132623386095052e-05
Position 383: 9.807306947831326e-06
Position 11931: 9.098844186876507e-06
Position 1625: 7.596180634023565e-06
Position 1648: 7.381936601579345e-06
Position 11937: 6.733832442437773e-06
Position 11806: 6.381060139892808e-06
Position 1012: 6.091994685419848e-06
Position 11812: 5.8099617188041e-06
Position 3426: 5.476452735643379e-06
Position 11109: 5.106504683523973e-06
Position 2666: 5.022534575504194e-06
Position 1702: 4.941324416835402e-06
Position 12078: 4.595779017650223e-06
Position 1882: 4.338034273302923e-06
Position 12096: 4.247611485687945e-06
Position 2138: 4.201363540923875e-06
Position 679: 3.8749757144276245e-06
Position 2207: 3.597049091360588e-06
Position 1530: 3.375592104323379e-06
Position 1784: 3.1299742436646616e-06
Position 2260: 2.9989734815370407e-06
Position 542: 2.909873800779717e-06
Position 868: 2.6493531838633986e-06
Position 1239: 2.531013239241065e-06
Position 3298: 2.4727370011545737e-06
Position 460: 2.378665111634516e-06
Position 2193: 2.3747871490002494e-06
Position 1926: 2.290662712741475e-06
Position 11970: 2.2554728526021032e-06
Position 1030: 2.243071032095161e-06
Position 943: 2.002671036472958e-06
Position 1829: 1.8917170784052753e-06
Position 3261: 1.8581073976730415e-06
Position 2161: 1.6948319291772947e-06
Position 1088: 1.6760353905563153e-06
Position 919: 1.653408151286866e-06
Position 2279: 1.609458359918742e-06
Position 757: 1.5997209384711812e-06
Position 1046: 1.5947138544717917e-06
Position 12076: 1.576096067434107e-06
Position 11822: 1.3182449365411538e-06
Position 2030: 1.2734796939900067e-06
Position 2010: 1.264075554547413e-06
Position 1671: 1.2328450697606493e-06
Position 212: 1.0909507799142601e-06
Position 284: 1.043010866318715e-06
Position 1890: 1.0350369180664772e-06
Position 1697: 7.070485380837525e-07
Position 1298: 6.288871304805544e-07
Position 2638: 6.275206552729447e-07
Position 1634: 5.638503132356144e-07
Position 5035: 5.345648250509545e-07
Position 5242: 4.887260069826723e-07
Position 1988: 4.379774066878298e-07
Position 449: 3.2595893317179743e-07
Position 194: 2.90557095858669e-07
Position 3025: 2.8835230801227877e-07
Position 2249: 2.873081241474648e-07
Position 2308: 2.6280027588621377e-07
Position 2252: 2.4063159740380636e-07
Position 1249: 2.059554929764248e-07
Position 204: 2.0565583899313784e-07
Position 1956: 2.0525862277387845e-07
Position 1285: 1.748087462711291e-07
Position 2335: 1.696496510332954e-07
Position 172: 1.3014062946564133e-07
Position 3660: 1.0670125368907866e-07
Position 4332: 9.345129668748572e-08
Position 3999: 7.516572050537659e-08
Position 2423: 5.5987491753052866e-08
Position 1769: 4.876591693498061e-08
Position 1130: 3.5795968300625276e-08
Position 649: 9.431907604647964e-09
Position 11789: 2.8467729181461074e-09
Position 11939: 2.4494797975897306e-09
Position 11721: 1.5516520621771462e-09
Position 2743: 1.2648723713981112e-09
Position 2338: 1.127963637515393e-09
Position 3662: 1.1055048191133374e-09
Position 3086: 3.4496284529021267e-10
Position 151: 2.6123039272226837e-10
Position 12101: 2.3691134903775685e-10
Position 178: 1.0521275978424365e-10
Position 2905: 9.987359077623874e-11
Position 3222: 4.237483038872688e-11
Position 11836: 2.8469996581362914e-11
Position 134: 2.6551767201083407e-11
Position 2262: 1.621725057151296e-11
Position 961: 1.1684150712277757e-11
Position 1930: 1.1454569403140108e-11
Position 2007: 6.711333116496333e-12
Position 2065: 7.568827238991452e-13
Position 626: 2.544166225428931e-13
Position 3037: 2.6496005624279243e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1426: 0.9989635400294028
Position 11622: 0.9980812200084687
Position 10769: 0.9954600621607341
Position 2382: 0.9502905193661144
Position 11876: 0.9478035875546669
Position 1926: 0.9261752008221066
Position 10197: 0.924985584020082
Position 1137: 0.8589839408439318
Position 2918: 0.5411043989124745
Position 3179: 0.31828471445331
Position 147: 0.30730355255927355
Position 11010: 0.21870053840276418
Position 11108: 0.18201531128751994
Position 131: 0.17911039417292204
Position 11080: 0.1388276249776782
Position 1151: 0.09224760713623657
Position 2879: 0.08529298110301677
Position 11468: 0.06524639379896188
Position 11223: 0.042395588045184576
Position 11391: 0.024038025821032823
Position 887: 0.02076165261081635
Position 4640: 0.019643840538703244
Position 2506: 0.013756286052280253
Position 12045: 0.013463977535066642
Position 3251: 0.012971277490124302
Position 2415: 0.012781013295384329
Position 151: 0.012206556597793272
Position 3187: 0.011746337291913931
Position 3261: 0.011606055222191583
Position 3066: 0.011586447614338387
Position 11931: 0.011207061477295043
Position 3721: 0.009281297871109017
Position 3278: 0.008762048182235879
Position 2161: 0.008665426864500093
Position 3536: 0.00768951833104731
Position 2125: 0.006106686463406081
Position 1255: 0.005873067346058898
Position 11511: 0.005464302634454635
Position 2033: 0.005342681875802706
Position 329: 0.005181660748892711
Position 3237: 0.00505157238014095
Position 4538: 0.0039207080032435965
Position 2622: 0.003725112801136149
Position 3334: 0.0035638084157287183
Position 3776: 0.0035245921243961397
Position 4371: 0.003355876772407549
Position 2821: 0.003163176653051273
Position 2234: 0.002982281723371728
Position 4605: 0.0027245190636202986
Position 2611: 0.002632204400084929
Position 2052: 0.0025078630853375
Position 11020: 0.002504843119095612
Position 10798: 0.0025035497039086014
Position 11894: 0.0024845203500331488
Position 2763: 0.002365760728596881
Position 899: 0.002022519872366493
Position 1709: 0.0018614207427557678
Position 3347: 0.0017863549191126113
Position 943: 0.0017665307646461876
Position 1961: 0.0017171571923150632
Position 4217: 0.0016348756614202146
Position 2982: 0.0016181348023377412
Position 1285: 0.0014589054332427133
Position 3847: 0.0013705191601477123
Position 11240: 0.0013095748316678045
Position 11270: 0.0012448476778626606
Position 12137: 0.0012277113268452744
Position 11144: 0.0011361351649348036
Position 12224: 0.0010505251814747806
Position 159: 0.0010456229922861362
Position 4121: 0.0010144035416214299
Position 2089: 0.0009798069543633092
Position 10983: 0.0009178709801244702
Position 4666: 0.0008767310256946264
Position 4402: 0.0007724737498779316
Position 2721: 0.0007673399032950134
Position 1217: 0.0007626708581956747
Position 1261: 0.0006773207188232709
Position 2095: 0.0006688872911004343
Position 3377: 0.0006143177927817919
Position 11937: 0.0006138363156698502
Position 12155: 0.0006052198348172215
Position 4588: 0.0005982800213314315
Position 4009: 0.0005802467769570502
Position 4693: 0.0005768170955546637
Position 2135: 0.0005484546191251707
