Gene = tant
index = 1908
Annotated 5SS: [284 528]
Annotated 3SS: [440 580]
SMsplice 5SS: [284 528]
SMsplice 3SS: [440 580]
top_k =  1000
Partition function (log Z): -5.808723855234031

Sorted 5' Splice Sites (High to Low Probability):
Position 528: 0.9531155064603906
Position 284: 0.84760757578611
Position 299: 0.015428607715445757
Position 1191: 0.002960012738810796
Position 60: 0.0015969824575382714
Position 1421: 0.0013782114503564653
Position 1089: 0.0009452870053407469
Position 288: 0.0007828646379035846
Position 1505: 0.0007439616433282181
Position 116: 0.0006280410809741207
Position 1095: 0.0005991909114035318
Position 3: 0.0005505835680512184
Position 1104: 0.00047396826027700125
Position 10: 0.0003879303642958597
Position 331: 0.0002644290001437103
Position 218: 0.00022200102674518044
Position 250: 0.00018639207496285687
Position 1595: 0.00017013594111448105
Position 703: 0.00016284863524780471
Position 414: 9.413566823132102e-05
Position 726: 4.941191854913284e-05
Position 696: 3.6639896645714436e-05
Position 342: 3.605145759233138e-05
Position 119: 3.567697846425471e-05
Position 1098: 3.0235294088367534e-05
Position 1538: 2.951903698816889e-05
Position 852: 2.5609495824216345e-05
Position 425: 2.296257065803275e-05
Position 507: 2.2582513290018882e-05
Position 82: 2.190145522352493e-05
Position 34: 1.5708776928440432e-05
Position 1526: 1.567426539017657e-05
Position 854: 1.3448713922656583e-05
Position 825: 1.2562220662159647e-05
Position 1489: 7.371696787229737e-06
Position 205: 6.993802687722693e-06
Position 161: 6.594271612138526e-06
Position 1070: 6.271718310648934e-06
Position 1582: 5.491950330364942e-06
Position 71: 4.9105901302790334e-06
Position 1547: 3.9150444424355925e-06
Position 1394: 3.5705454340750876e-06
Position 1787: 2.9524216711712623e-06
Position 781: 2.8449287811954543e-06
Position 832: 2.751962764181692e-06
Position 1213: 2.597568735887815e-06
Position 1606: 2.3989672580899386e-06
Position 799: 1.8331545080991488e-06
Position 436: 1.3674379659295481e-06
Position 1741: 8.040989100467196e-07
Position 484: 7.030297557638039e-07
Position 223: 6.875666610171869e-07
Position 1106: 4.477332381325933e-07
Position 989: 4.3649934807294435e-07
Position 1700: 3.7749593554091927e-07
Position 742: 1.0381500340422528e-08
Position 581: 1.0015399217271889e-08
Position 429: 8.39479238210617e-09
Position 462: 6.854498311704641e-09
Position 608: 3.00642882660361e-12
Position 632: 1.9357634835732062e-12
Position 605: 9.760493560733146e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 580: 0.9210928294070563
Position 440: 0.8080402841861813
Position 453: 0.025324898744731483
Position 342: 0.019614492574218302
Position 623: 0.019307866611413406
Position 1564: 0.0045740128118267566
Position 672: 0.004133304461101734
Position 952: 0.004016810255242697
Position 331: 0.0031812135776374015
Position 1840: 0.0024430591646457745
Position 484: 0.0019357553679188722
Position 729: 0.001782469164305905
Position 1141: 0.0015836971599571617
Position 1276: 0.0011159104580429984
Position 962: 0.000918921591750629
Position 561: 0.0008924198150058842
Position 1482: 0.0006851954821129565
Position 154: 0.0006561765626572612
Position 976: 0.0006511972474676002
Position 1265: 0.0006423603650639744
Position 129: 0.00042376266734449314
Position 1659: 0.0004201586954549594
Position 177: 0.00039690027679581457
Position 883: 0.0003737276304056593
Position 703: 0.0003712939388278284
Position 402: 0.0003284785773036996
Position 793: 0.00032155494020780754
Position 1678: 0.00023714876136547602
Position 376: 0.0002338941723589148
Position 1602: 0.00018841579456216302
Position 644: 0.00018605443693654001
Position 973: 0.00017747434292626613
Position 94: 0.00017311701328873302
Position 1816: 0.0001668267405469805
Position 1175: 0.00016339616195797893
Position 1653: 0.00015406740773613864
Position 1757: 0.00015334303781422025
Position 119: 0.0001522470958814107
Position 911: 0.00012407489917770116
Position 819: 0.00010188222286101011
Position 1530: 9.227279872035652e-05
Position 653: 8.317241061110131e-05
Position 166: 7.782788193338857e-05
Position 501: 7.62843157157261e-05
Position 1526: 6.89273268018539e-05
Position 700: 6.64545707010002e-05
Position 283: 6.568254120928974e-05
Position 231: 5.4240627586137974e-05
Position 799: 5.1838976744468164e-05
Position 1030: 5.006002999665348e-05
Position 1226: 4.81014944696799e-05
Position 908: 4.41168275586479e-05
Position 1157: 4.336465674949336e-05
Position 1053: 4.240901521198432e-05
Position 838: 4.231454366757655e-05
Position 1367: 3.322221108380241e-05
Position 1489: 3.189698128323343e-05
Position 104: 3.0069176821581485e-05
Position 371: 2.9852811595246698e-05
Position 1700: 2.8628240913711544e-05
Position 850: 2.7647306510160204e-05
Position 1187: 2.324372600335097e-05
Position 1637: 2.3187646155728116e-05
Position 1571: 1.564830595059464e-05
Position 317: 1.504767308692686e-05
Position 1084: 1.43083701371699e-05
Position 1340: 1.4028561365695226e-05
Position 514: 1.3009958339259708e-05
Position 1686: 9.575200970580901e-06
Position 383: 8.534507722251255e-06
Position 50: 7.702239200576505e-06
Position 781: 7.030695552922605e-06
Position 1359: 6.039934708207616e-06
Position 1010: 5.953218750645178e-06
Position 60: 5.522657241530691e-06
Position 1177: 5.03704022939141e-06
Position 1304: 4.094424159923816e-06
Position 241: 3.2100622214282163e-06
Position 527: 2.7835946084338006e-06
Position 520: 2.3883467919153263e-06
Position 298: 2.3807775318176655e-06
Position 989: 2.282145225747048e-06
Position 1384: 1.9594625692077595e-06
Position 1612: 1.8215117543089764e-06
Position 769: 1.7129272723203292e-06
Position 1022: 1.5181261241090881e-06
Position 921: 1.0759170476917852e-06
Position 288: 8.90840869971184e-07
Position 262: 7.651069754621876e-07
Position 531: 7.248987224764426e-07
Position 539: 6.845578081663832e-07
Position 213: 6.315652022403039e-07
Position 205: 1.1241470219806965e-07
Position 339: 1.2283003194270213e-08
Position 1055: 5.953307754774862e-09
Position 259: 3.645920342106923e-09
Position 248: 2.2930630700528876e-09
