Gene = ppk10
index = 1842
Annotated 5SS: [ 326  490  636  945 1202 1385 1602 1720 1906 2091]
Annotated 3SS: [ 383  543  691 1000 1265 1446 1656 1798 1975 2146]
SMsplice 5SS: [ 326  636  945 1202 1385 1602 1720 1906 2091]
SMsplice 3SS: [ 383  691 1000 1281 1446 1656 1798 1975 2146]
top_k =  1000
Partition function (log Z): 16.947783321280035

Sorted 5' Splice Sites (High to Low Probability):
Position 1385: 0.986952073260093
Position 326: 0.9799072500946489
Position 1906: 0.97776310971867
Position 1602: 0.9678179248810809
Position 1202: 0.917029796453922
Position 1720: 0.91052503537263
Position 636: 0.7051711803095345
Position 945: 0.6776146002047697
Position 2091: 0.5289728978064248
Position 490: 0.09536364807846193
Position 1735: 0.07689767300682543
Position 823: 0.04447450119144881
Position 1910: 0.02133877289001386
Position 1084: 0.017617013813378476
Position 653: 0.00937471068229868
Position 1136: 0.009060901292769619
Position 910: 0.009005042233709947
Position 919: 0.00900105056821214
Position 2063: 0.007168954811150326
Position 93: 0.0067384109292254815
Position 1102: 0.006135490204598664
Position 1065: 0.0038062647280806654
Position 1220: 0.00247837419939216
Position 632: 0.002302000139393292
Position 333: 0.0022236006072432436
Position 643: 0.0019210365588455001
Position 215: 0.001543772682568637
Position 586: 0.0015399370910916662
Position 936: 0.0015345273135632367
Position 1093: 0.0014867576870096918
Position 1724: 0.0014017705152342707
Position 761: 0.001333071364109505
Position 926: 0.0009526620234500235
Position 455: 0.0007704512918485375
Position 691: 0.0007559255558003628
Position 1227: 0.0005732821970152007
Position 1606: 0.0004449288940668878
Position 237: 0.00041281799003539194
Position 107: 0.00037665815698629813
Position 1396: 0.0003340425512044095
Position 1108: 0.00027612052562297893
Position 1001: 0.00026176064633562216
Position 11: 0.00024954520227903927
Position 317: 0.00020351746786011394
Position 1575: 0.0001920547449698864
Position 1330: 0.0001742275525379882
Position 1188: 0.00014386420727366934
Position 1389: 0.00013879495017147565
Position 226: 0.0001357036694202844
Position 1885: 0.00013485306414163562
Position 1206: 0.00011344372058351547
Position 1882: 0.00010748628065820866
Position 2027: 8.813900648832808e-05
Position 1337: 7.181757376567589e-05
Position 595: 7.105520322744119e-05
Position 2106: 6.323568903951411e-05
Position 330: 6.198974835287638e-05
Position 2046: 6.055924245214518e-05
Position 1896: 4.004199277403506e-05
Position 1012: 3.153630718701644e-05
Position 580: 2.6885648658362393e-05
Position 1209: 2.4845771127988483e-05
Position 158: 1.645729695540349e-05
Position 433: 1.4052947738691164e-05
Position 198: 1.4033794259809065e-05
Position 1290: 1.3223552460769015e-05
Position 104: 1.213586977433069e-05
Position 257: 1.2082104027951494e-05
Position 966: 8.878687778014427e-06
Position 2114: 8.317039814665708e-06
Position 1676: 6.393091108712265e-06
Position 1021: 6.126885818996598e-06
Position 1530: 4.695757933650402e-06
Position 1299: 4.662486959904654e-06
Position 357: 3.6149857861662527e-06
Position 578: 3.5128824572591816e-06
Position 1140: 1.8194431773912093e-06
Position 52: 1.7827707238141237e-06
Position 1700: 1.209150721865774e-06
Position 1764: 1.091930757660509e-06
Position 271: 9.707522515055052e-07
Position 1674: 8.689655136192186e-07
Position 1617: 8.628280307181492e-07
Position 127: 8.324037222502747e-07
Position 376: 5.620890991102276e-07
Position 1853: 4.153687551249688e-07
Position 252: 3.9418236927112743e-07
Position 1815: 2.43799986663282e-07
Position 1812: 8.005290453415175e-08
Position 1799: 7.818933596671498e-08
Position 2021: 6.596822735131622e-08
Position 590: 5.070743857282749e-08
Position 1457: 5.050337972393534e-08
Position 2188: 3.6899036222971176e-08
Position 2146: 3.6396450841713946e-08
Position 1771: 2.5624348123557662e-08
Position 1656: 2.054960869826312e-08
Position 370: 1.295170851180716e-08
Position 2186: 1.901802465633397e-09
Position 1981: 2.983188133840246e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1975: 0.9993624914935352
Position 1446: 0.9897471743596344
Position 1798: 0.9799894599976616
Position 1656: 0.9621887859655069
Position 383: 0.944299174128751
Position 1000: 0.8916752942658841
Position 1281: 0.6001784052931727
Position 2146: 0.5224598227606162
Position 1265: 0.3237582744072994
Position 691: 0.31323665976199344
Position 776: 0.19046858916518586
Position 543: 0.1128450026324163
Position 1135: 0.04574199739888296
Position 874: 0.026953786987562657
Position 788: 0.025041412626158943
Position 1812: 0.012432722073081784
Position 1156: 0.0072815179289197115
Position 2164: 0.0072621452867565744
Position 707: 0.0067912065958304745
Position 2186: 0.004584147564629978
Position 158: 0.004451585193970919
Position 1670: 0.003752571607519305
Position 944: 0.0025720520572347625
Position 743: 0.0024134025025120713
Position 586: 0.0021644537005596235
Position 2228: 0.0015688292565169198
Position 964: 0.0013396293862515405
Position 172: 0.0012649517351422243
Position 1448: 0.0012637576125811834
Position 182: 0.0009015508355173091
Position 797: 0.000888491298978619
Position 1298: 0.00047018155508179007
Position 1239: 0.00036634977025437187
Position 1186: 0.00028381186095248907
Position 2114: 0.0002414245518020729
Position 2206: 0.00022695427853148067
Position 1236: 0.00021760436013587036
Position 1534: 0.00018146878023312
Position 1220: 0.00017651927544586678
Position 848: 0.0001713005093733808
Position 794: 0.0001609790342432817
Position 822: 0.00015679454287061768
Position 1696: 0.0001522816971652622
Position 1042: 0.0001412313195977569
Position 2233: 0.00013480828425560442
Position 1602: 0.0001323507914909568
Position 127: 0.00011894692994475949
Position 470: 0.00010669642462356118
Position 1470: 0.00010429456565753008
Position 1052: 9.315615954121532e-05
Position 1084: 7.71329801156072e-05
Position 83: 6.337021748695021e-05
Position 1674: 5.0966432634607575e-05
Position 357: 3.3828610397151676e-05
Position 1059: 3.0229408419930855e-05
Position 490: 2.3253164151805646e-05
Position 1409: 2.3122047454787953e-05
Position 1866: 2.0387289158298332e-05
Position 718: 1.622695136362569e-05
Position 806: 1.3706378950498262e-05
Position 136: 1.0674038765466494e-05
Position 595: 1.0506691207008257e-05
Position 2027: 9.395869651614008e-06
Position 2106: 5.114150641600562e-06
Position 206: 4.892995769645441e-06
Position 1289: 4.4952078258297624e-06
Position 220: 2.803819721948557e-06
Position 1538: 2.7079816828739262e-06
Position 323: 2.5931294778551203e-06
Position 1091: 2.4131654050908928e-06
Position 1846: 2.0244309815384674e-06
Position 1356: 1.4855622862184619e-06
Position 63: 1.2800392268122618e-06
Position 1093: 1.1226067326592385e-06
Position 1821: 9.61939333527376e-07
Position 326: 5.138777271267836e-07
Position 1467: 3.1942587348456183e-07
Position 215: 2.0466002472085883e-07
Position 1611: 1.8213076297679455e-07
Position 578: 1.6836208335350152e-07
Position 1606: 1.382211997217585e-07
Position 2046: 8.585595948103387e-08
