Gene = l(3)04053
index = 1753
Annotated 5SS: [ 870 1733 2117]
Annotated 3SS: [ 935 1925 2175]
SMsplice 5SS: [ 870 1733 2117]
SMsplice 3SS: [ 935 1925 2175]
top_k =  1000
Partition function (log Z): 7.502259433658191

Sorted 5' Splice Sites (High to Low Probability):
Position 2117: 0.9997178633091135
Position 870: 0.9834161890522712
Position 1733: 0.8038014399484772
Position 1749: 0.10796991084395556
Position 1515: 0.06006711583419375
Position 1754: 0.05067020062643844
Position 560: 0.04315804398224462
Position 2335: 0.027213551989663676
Position 827: 0.013204420976956283
Position 2478: 0.008974733802844376
Position 344: 0.006541021791501672
Position 1277: 0.005292410319235186
Position 494: 0.003937918157349924
Position 1425: 0.003255787226668771
Position 2318: 0.0024433404551212337
Position 1231: 0.0020480735314186847
Position 119: 0.0015197497755398603
Position 1170: 0.0010816692711621884
Position 1239: 0.0010560119977070822
Position 2505: 0.0009823350221083518
Position 1148: 0.0009436056734055503
Position 1417: 0.0009044479302230862
Position 1304: 0.0007588490290772234
Position 1809: 0.0006689350233913632
Position 2509: 0.00046916776900948374
Position 515: 0.0004413203371420117
Position 1167: 0.0004175493405030858
Position 153: 0.00041669639632080846
Position 568: 0.0004012683363301902
Position 602: 0.0003486262145262344
Position 2449: 0.00031880755342459673
Position 2312: 0.00025707897842323734
Position 2350: 0.00022669868499574722
Position 365: 0.0001710485781056767
Position 2123: 0.00016202311241528204
Position 2500: 0.00015342851396448297
Position 2269: 0.00013551426336417302
Position 1846: 0.00012494834899365716
Position 225: 0.00011778926328463942
Position 1291: 0.00011426030314311955
Position 369: 0.00010897477036525419
Position 1460: 0.00010293435644486917
Position 546: 8.920501356216926e-05
Position 538: 8.447956737518864e-05
Position 682: 7.59088117065421e-05
Position 1767: 7.48736812718772e-05
Position 1394: 7.157151923934528e-05
Position 874: 5.753368489101678e-05
Position 1094: 5.6077357968616567e-05
Position 1099: 4.442520555549128e-05
Position 615: 4.300232047760199e-05
Position 1441: 2.847007370694707e-05
Position 2133: 2.8460936094813266e-05
Position 1737: 2.674057191793434e-05
Position 23: 2.571913275351911e-05
Position 2259: 2.513723597214976e-05
Position 415: 2.3377172363248308e-05
Position 2420: 1.988828321852293e-05
Position 483: 1.9453333741633194e-05
Position 1642: 1.8294984485828222e-05
Position 1053: 1.8251685435071632e-05
Position 1205: 1.5901350024195093e-05
Position 2359: 1.585499983508118e-05
Position 971: 1.5256415685947255e-05
Position 1581: 1.4331977400045356e-05
Position 2341: 1.4261904310143449e-05
Position 1362: 1.3642316481316467e-05
Position 2002: 1.3231757214227794e-05
Position 457: 1.0832570416866265e-05
Position 2439: 9.29034457041985e-06
Position 451: 9.187403429961862e-06
Position 1618: 8.295243342778575e-06
