Gene = stwl
index = 1900
Annotated 5SS: [325]
Annotated 3SS: [3101]
SMsplice 5SS: [325]
SMsplice 3SS: [3101]
top_k =  1000
Partition function (log Z): -9.949621354418252

Sorted 5' Splice Sites (High to Low Probability):
Position 325: 0.8777374659890373
Position 3382: 0.36745365625637966
Position 1194: 0.17366297137010184
Position 2193: 0.09051360826828017
Position 3015: 0.07236621351301266
Position 1767: 0.062063913726225134
Position 332: 0.05512170825440011
Position 4449: 0.04919122500872665
Position 5200: 0.04572994507003452
Position 2600: 0.04159925173369178
Position 3870: 0.04040385862757933
Position 6105: 0.033247179617122175
Position 6607: 0.019560631329981912
Position 1527: 0.017712756958572443
Position 6780: 0.015072896326074257
Position 3417: 0.014656573094937016
Position 1523: 0.014369302874897943
Position 2466: 0.008766349632235078
Position 215: 0.008352318392683047
Position 588: 0.008295951333805791
Position 629: 0.007706250825421249
Position 465: 0.007419308247265422
Position 1511: 0.007198329983919839
Position 1669: 0.006979991008597222
Position 1722: 0.0066272123552313916
Position 4323: 0.0061915835227667575
Position 2221: 0.0044273215971197865
Position 3413: 0.004190732100567696
Position 1952: 0.004036040042026589
Position 3710: 0.00384907642376101
Position 1003: 0.0036269706456262193
Position 974: 0.003121480318682419
Position 1684: 0.0027346195672082393
Position 1996: 0.0026377520842304626
Position 280: 0.002462330229418442
Position 2462: 0.002360750967070519
Position 4533: 0.0023299265842383586
Position 4058: 0.0021240687441770193
Position 195: 0.0020480158600679364
Position 916: 0.00199700112195073
Position 1578: 0.0016522296758167468
Position 1492: 0.0014875030850271878
Position 992: 0.0014318163180979321
Position 1372: 0.0012840691852286773
Position 1798: 0.0010866209777173421
Position 573: 0.0010823134362514617
Position 408: 0.001065254782899622
Position 925: 0.0010013340913054456
Position 1007: 0.0005324222097673501
Position 2167: 0.0005321908665779955
Position 1937: 0.000484274851694803
Position 440: 0.0004589862236492915
Position 68: 0.00037558393457263084
Position 4199: 0.00036980284715099396
Position 1279: 0.0003642233196508876
Position 981: 0.0003233991683151941
Position 5078: 0.00031048005286294424
Position 33: 0.00030572903396739403
Position 98: 0.0002498848882158674
Position 1692: 0.00024812411396249576
Position 2844: 0.0002460341958714243
Position 950: 0.0002448333716859481
Position 1420: 0.00019725421535371542
Position 3624: 0.0001496753710015752
Position 645: 0.00014816958499083181
Position 3542: 0.00013465041793454097
Position 4202: 0.00012686103054299975
Position 4315: 0.00011890027755186183
Position 653: 0.00011093455489921855
Position 528: 9.780842349881773e-05
Position 445: 7.924932180472809e-05
Position 336: 7.720458309807158e-05
Position 37: 7.532221673973262e-05
Position 1501: 6.898815412490556e-05
Position 1673: 6.618796878290848e-05
Position 1249: 5.012285535107519e-05
Position 1313: 4.501312231665655e-05
Position 364: 4.338055810713541e-05
Position 300: 4.043030058236008e-05
Position 75: 3.6443611953134843e-05
Position 81: 3.5944281286292165e-05
Position 83: 3.408688619166322e-05
Position 1641: 2.858218635402387e-05
Position 166: 2.7919097018043533e-05
Position 2218: 2.6167701739249607e-05
Position 72: 2.4451236081436657e-05
Position 1109: 2.1728814942783384e-05
Position 1771: 1.9973652947334357e-05
Position 92: 1.937037064067506e-05
Position 247: 1.7565470209068773e-05
Position 102: 1.2364666886788507e-05
Position 43: 1.1759286158135723e-05
Position 1267: 1.0425233947463602e-05
Position 1399: 9.546838981026657e-06
Position 1241: 8.262955442433596e-06
Position 50: 6.5083010791192896e-06
Position 312: 6.046022772254053e-06
Position 559: 5.16677605627254e-06
Position 320: 3.905803991117922e-06
Position 1316: 3.817197259890998e-06
Position 443: 3.5602528034261508e-06
Position 601: 3.5280709972764316e-06
Position 390: 2.7702765057214063e-06
Position 660: 2.7429631622316023e-06
Position 657: 2.4604565925455808e-06
Position 837: 2.2008170970419953e-06
Position 451: 2.0809977514450807e-06
Position 512: 2.059962317489423e-06
Position 716: 1.812733388937162e-06
Position 1377: 1.7679710831937436e-06
Position 531: 1.7057994682048994e-06
Position 1048: 1.6757738236907212e-06
Position 519: 1.4535197744434898e-06
Position 1046: 1.2905083369192852e-06
Position 1042: 1.1773697274765273e-06
Position 219: 8.512683894115997e-07
Position 329: 7.425532525290264e-07
Position 828: 7.138126223017493e-07
Position 412: 6.558230320255672e-07
Position 1010: 5.289254520024922e-07
Position 1120: 4.357788929461521e-07
