Gene = Nulp1
index = 1336
Annotated 5SS: [ 287  739 1677 2071 2347]
Annotated 3SS: [ 361  809 1743 2125 2643]
SMsplice 5SS: [ 287  739 1677 2071 2347]
SMsplice 3SS: [ 361  809 1743 2125 2643]
top_k =  1000
Partition function (log Z): 7.2754359226276

Sorted 5' Splice Sites (High to Low Probability):
Position 1677: 0.998773074705277
Position 739: 0.9735409133877762
Position 2347: 0.9338177105678315
Position 287: 0.9187053449288551
Position 2071: 0.9123607540012616
Position 1434: 0.0636435704121229
Position 1869: 0.04948447817203679
Position 2095: 0.024404044238296112
Position 728: 0.02029763303305421
Position 1503: 0.01700530570192673
Position 981: 0.01579026297887683
Position 2351: 0.012885629491078653
Position 1123: 0.00864653522026707
Position 2804: 0.008313403222555398
Position 393: 0.0066917895630179405
Position 1438: 0.0036468313506469053
Position 1817: 0.002867308621402643
Position 1883: 0.002838184469979072
Position 1852: 0.0026352559252878524
Position 42: 0.0025210210045193055
Position 1455: 0.0019506749362849238
Position 948: 0.0014766348598483237
Position 1828: 0.0014116388103363872
Position 2485: 0.00132814483788223
Position 2099: 0.0012355474741307978
Position 2808: 0.0012259104154055123
Position 734: 0.0011201758350144035
Position 2788: 0.0009889272620119975
Position 1355: 0.00094163979897582
Position 1393: 0.0008044452203054287
Position 563: 0.0007922720695846615
Position 2054: 0.0007377009200515935
Position 743: 0.0006735848887068833
Position 619: 0.0006638393907392214
Position 1015: 0.0006614521074721605
Position 2828: 0.0005928594310476558
Position 2266: 0.0005715608778013073
Position 725: 0.0005368586057263965
Position 39: 0.0005273391721709979
Position 73: 0.00045945531359763354
Position 2301: 0.0004074648407433995
Position 623: 0.0003656465953949819
Position 2650: 0.00034832290546952605
Position 1841: 0.0003057961139106003
Position 2328: 0.0002656154613686879
Position 1026: 0.00020771944851666351
Position 2836: 0.00020201292109752134
Position 1614: 0.00018797900121139894
Position 1108: 0.0001649941836403216
Position 507: 0.00014470668040855595
Position 1681: 0.00013449471706784364
Position 1777: 0.00013445680986153453
Position 1891: 0.0001266727057970531
Position 2442: 0.00012526836486905204
Position 856: 0.00012200686514138983
Position 973: 0.00010738497202537386
Position 1296: 0.00010711240471656641
Position 705: 9.899737177056082e-05
Position 939: 9.780013637132797e-05
Position 2555: 8.614315280714176e-05
Position 1686: 8.387121425515946e-05
Position 584: 8.275781978781731e-05
Position 1920: 8.09991232038927e-05
Position 937: 7.139444099093758e-05
Position 1425: 6.934099008120635e-05
Position 2078: 6.648070340021695e-05
Position 112: 6.621814129462389e-05
Position 1850: 5.676291801025817e-05
Position 1806: 5.5249987155834485e-05
Position 2174: 5.281829579527008e-05
Position 750: 5.228578417784259e-05
Position 2445: 5.19533531348223e-05
Position 1443: 4.416753099906176e-05
Position 25: 4.129367047498829e-05
Position 2612: 3.3355129377189566e-05
Position 2468: 3.070741560664382e-05
Position 550: 2.6158074585623338e-05
Position 2180: 2.5557499813697526e-05
Position 1991: 2.471775042900854e-05
Position 1221: 2.409821477791013e-05
Position 540: 2.3007887078069175e-05
Position 1979: 2.2338757630146108e-05
Position 596: 2.103350240328375e-05
Position 502: 1.9542131616174025e-05
Position 1711: 1.808392504013491e-05
Position 668: 1.676932036767065e-05
Position 1586: 1.61116455140142e-05
Position 1214: 1.482971044652322e-05
Position 2812: 1.4727481574135771e-05
Position 1618: 1.344411013293899e-05
Position 2536: 1.1567661123965938e-05
Position 2172: 1.076669118068447e-05
Position 607: 9.164033926571548e-06
Position 2505: 8.43410548096464e-06
Position 2660: 8.39993080507817e-06
Position 1697: 7.927141201223743e-06
Position 1538: 7.424282334056583e-06
Position 2116: 7.180190564789014e-06
Position 459: 6.970070100349137e-06
Position 2075: 6.4186990989586625e-06
Position 2615: 5.08554027765079e-06
Position 375: 4.5877566705024795e-06
Position 1276: 4.3518623212571505e-06
Position 2910: 3.5059467863361762e-06
Position 1650: 2.6192683712167e-06
Position 2135: 2.5913468985462953e-06
Position 2864: 2.583663838387605e-06
Position 2728: 1.932438597620631e-06
Position 1769: 1.9119521850690867e-06
Position 1595: 1.740787230187256e-06
Position 1999: 1.1077192820882262e-06
Position 1668: 5.426285262642889e-07
Position 1588: 4.930174657850462e-07
Position 1781: 4.1254942439685865e-07
Position 1578: 3.587132404849622e-07
Position 397: 2.1049610997278267e-07
Position 1666: 1.9684773810129425e-07
Position 1636: 1.5946498105606817e-07
Position 1708: 1.2327247410518529e-07
Position 381: 1.1271915482995096e-07
Position 843: 5.167102267672742e-08
Position 2433: 3.729471160702133e-08
Position 430: 3.6681580367480204e-08
Position 133: 2.4156191100626256e-08
Position 1096: 1.5425739993001468e-08
Position 873: 1.1361218095357048e-08
Position 1281: 3.661425576788839e-09
Position 1796: 2.1612218965649915e-10
Position 818: 6.475269408991992e-11
Position 1194: 4.3819287114637474e-11
Position 343: 2.481305569711916e-11
Position 1952: 1.2105320097192727e-11
Position 1997: 1.6640580937970646e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 809: 0.9950336739965631
Position 1743: 0.992114694188537
Position 361: 0.9172462496537921
Position 2125: 0.8308101167339388
Position 2643: 0.5454251578750866
Position 2413: 0.18003728742944286
Position 2718: 0.1618735239057216
Position 2223: 0.09836074553419002
Position 1554: 0.09730588315554932
Position 2646: 0.03412583341210092
Position 1920: 0.020399344089267944
Position 1972: 0.020111688679972137
Position 2594: 0.014468124713372835
Position 2998: 0.014298243455684131
Position 2116: 0.010744468662007471
Position 2615: 0.009100354978827099
Position 1214: 0.0063661599964727695
Position 1935: 0.006180115480482952
Position 1663: 0.00539758154043451
Position 459: 0.005062638746702865
Position 1765: 0.003508456699895931
Position 2853: 0.003286584405302867
Position 2143: 0.002758497667451352
Position 1118: 0.002447929849759352
Position 1418: 0.0022036491502183
Position 694: 0.002027669692629367
Position 2493: 0.001982054704577133
Position 2897: 0.0019079362502000849
Position 109: 0.0018281431381231175
Position 1393: 0.0017174711964433578
Position 2603: 0.0014149431036428056
Position 1482: 0.0011853248803650137
Position 2237: 0.0008839345217414184
Position 2140: 0.0007928571704812528
Position 118: 0.0007095723840492272
Position 3004: 0.0006674139333065625
Position 2660: 0.0005759721038685712
Position 2657: 0.0005718472571012786
Position 1287: 0.0005474162470120315
Position 1296: 0.0005442704141653676
Position 371: 0.0005297824436567442
Position 3010: 0.0005278994289347126
Position 1897: 0.0003608491615699312
Position 2526: 0.0003348740491705213
Position 129: 0.00027712674985780155
Position 583: 0.000274063462038344
Position 2427: 0.0002675086475522399
Position 2247: 0.00025978447123067443
Position 1441: 0.00025843883256563703
Position 2146: 0.0002334833225755168
Position 1011: 0.0001902158533070838
Position 1044: 0.000172442737850609
Position 1873: 0.00014304558220442016
Position 2008: 0.00014275588648277298
Position 96: 0.00013500922838796436
Position 619: 0.00013259594439660852
Position 1015: 0.0001269573997019192
Position 607: 0.00012617281291833174
Position 562: 0.00011535164215402834
Position 2005: 0.00011354402104848172
Position 1903: 9.879863189585998e-05
Position 2011: 9.332811759226905e-05
Position 525: 8.792287148876835e-05
Position 1123: 8.114755696523535e-05
Position 475: 8.072592028306596e-05
Position 1794: 7.797304242501028e-05
Position 1975: 7.583505004689352e-05
Position 154: 7.488013276943842e-05
Position 2052: 6.720521896238452e-05
Position 2938: 6.398520877284793e-05
Position 998: 6.129186232026052e-05
Position 671: 5.891439415893212e-05
Position 522: 5.692191860342866e-05
Position 1254: 5.579918000149318e-05
Position 603: 5.4408476304462104e-05
Position 2244: 4.9544592355390255e-05
Position 1455: 4.9403377329607854e-05
Position 1796: 4.706587836131969e-05
Position 2902: 4.599488124029754e-05
Position 1422: 4.3707686161233104e-05
Position 816: 4.0315923680547694e-05
Position 958: 3.487015237691437e-05
Position 867: 3.4794862887285576e-05
Position 391: 3.390123479927132e-05
Position 1020: 3.246636478231537e-05
Position 160: 2.8415231930623386e-05
Position 824: 2.531889674838737e-05
Position 151: 2.317187641470901e-05
Position 1131: 2.068576975995223e-05
Position 1362: 2.018429293082576e-05
Position 2250: 1.5462511797747678e-05
Position 550: 1.4619341616113954e-05
Position 481: 1.4484075798191343e-05
Position 407: 1.4242662135855487e-05
Position 1850: 1.4106682108051247e-05
Position 1170: 1.3977100299231867e-05
Position 828: 1.3367623310886211e-05
Position 948: 1.2574700275314936e-05
Position 1856: 1.2480390681893948e-05
Position 484: 1.2137786718367581e-05
Position 2095: 1.2116183832458749e-05
Position 1816: 1.2112764363778857e-05
Position 655: 1.0177756142746321e-05
Position 1979: 9.462711806012771e-06
Position 2253: 8.594920211307122e-06
Position 2764: 8.359974221203422e-06
Position 472: 7.929026996306784e-06
Position 1810: 7.433489759197078e-06
Position 404: 7.209019999594761e-06
Position 3018: 6.8860368612240915e-06
Position 1425: 6.032950628617419e-06
Position 1900: 5.6974429281818e-06
Position 290: 5.531440216938384e-06
Position 1141: 5.528127081062988e-06
Position 496: 5.0453334323620676e-06
Position 700: 4.692960187409947e-06
Position 530: 3.2518059671374795e-06
Position 2720: 2.6265771960773712e-06
Position 381: 2.3886000239875037e-06
Position 909: 2.300623513891595e-06
Position 925: 1.762085993639332e-06
Position 493: 1.6900643694303477e-06
Position 2262: 1.5389154704720102e-06
Position 544: 1.4767029662060805e-06
Position 1366: 1.049810432577635e-06
Position 175: 8.456448077146142e-07
Position 507: 7.656213479513921e-07
Position 2301: 6.715801414286663e-07
Position 1319: 5.776503786816811e-07
Position 843: 5.424293128075574e-07
Position 2277: 5.364325856034707e-07
Position 2259: 5.230576321272313e-07
Position 490: 4.86461264070769e-07
Position 2099: 4.624254309038816e-07
Position 397: 3.7038879737847814e-07
Position 308: 2.156233040741397e-07
Position 312: 1.4839216328899383e-07
Position 721: 1.2225448888394032e-07
Position 502: 7.143284730581233e-08
Position 424: 1.859857240745887e-08
Position 2331: 1.0944703906245617e-08
Position 211: 5.654781992971253e-09
Position 199: 4.527890896020477e-09
Position 235: 3.6278992741542997e-09
Position 1708: 2.846524072337609e-09
Position 240: 9.038683629534035e-10
Position 208: 6.937564558861748e-10
Position 831: 1.4320777868529255e-10
Position 216: 8.717546109936028e-14
Position 393: 5.492288742427837e-17
