Gene = Gr33a
index = 1197
Annotated 5SS: [  95  596 1146 2098]
Annotated 3SS: [ 158  737 1631 2156]
SMsplice 5SS: [  95  596 1146 2098]
SMsplice 3SS: [ 158  737 1631 2156]
top_k =  1000
Partition function (log Z): 3.254298353893284

Sorted 5' Splice Sites (High to Low Probability):
Position 2098: 0.9944179646964044
Position 596: 0.917860792868407
Position 95: 0.8377252188169715
Position 1146: 0.7916357995718452
Position 812: 0.37895498805588057
Position 1531: 0.06258690693576686
Position 495: 0.021816139182068955
Position 600: 0.021339661809432035
Position 1196: 0.017745940074230145
Position 50: 0.016913237537260702
Position 489: 0.01594258896173862
Position 1842: 0.01486792010949608
Position 1352: 0.007678156740248088
Position 1559: 0.0026121233506158376
Position 1756: 0.0024699936009257074
Position 1725: 0.0024483458790069963
Position 579: 0.0024019776689301036
Position 116: 0.0023298229656424966
Position 590: 0.0011520545695369575
Position 504: 0.0011061499183370141
Position 1213: 0.0010602469570336328
Position 1846: 0.0006869113129434084
Position 1208: 0.0006199923804925727
Position 1176: 0.000578587623448743
Position 17: 0.00039607327234058437
Position 1789: 0.0003733546409662272
Position 85: 0.0003386556708662387
Position 1361: 0.00025352342108125197
Position 227: 0.0002460768200802365
Position 1349: 0.00023395873639256583
Position 30: 0.0002262139530450966
Position 1395: 0.00016770040265714215
Position 961: 0.00016601962371637786
Position 514: 0.0001389984635500599
Position 318: 0.00011864953630312514
Position 316: 9.629836884005128e-05
Position 552: 8.132101068090758e-05
Position 249: 8.030080855870361e-05
Position 1409: 7.337194545509036e-05
Position 1801: 7.256956157284728e-05
Position 234: 5.9880944438959814e-05
Position 1020: 5.595806343212485e-05
Position 1873: 4.959839957782926e-05
Position 2102: 3.020550170713772e-05
Position 1609: 2.5270054608877614e-05
Position 1512: 2.511189704185675e-05
Position 1217: 2.4259535131909108e-05
Position 43: 2.1023290548456986e-05
Position 2160: 2.0255234712914518e-05
Position 921: 1.940724840626176e-05
Position 125: 1.822609020977125e-05
Position 1974: 1.7078925222884413e-05
Position 159: 1.4463100249133248e-05
Position 835: 1.4254008480328269e-05
Position 2059: 1.3235275934434938e-05
Position 1729: 1.1478764897013975e-05
Position 831: 1.1371741791019357e-05
Position 2039: 1.0756597125119782e-05
Position 471: 1.0614145798151215e-05
Position 976: 1.0245776182529876e-05
Position 919: 9.986105595864705e-06
Position 640: 9.020524431686167e-06
Position 386: 8.292311060948442e-06
Position 1220: 7.460949412500222e-06
Position 419: 6.814338770942105e-06
Position 3: 6.090430058815602e-06
Position 295: 5.909580124895341e-06
Position 701: 5.778542520654931e-06
Position 407: 5.286784751741077e-06
Position 607: 4.138115217833204e-06
Position 816: 3.527172426968545e-06
Position 772: 2.9228170324197973e-06
Position 2110: 2.8997642150119733e-06
Position 2067: 2.5097550281556817e-06
Position 2007: 2.150442403562643e-06
Position 450: 1.5979008743273219e-06
Position 516: 1.0627273811869674e-06
Position 1885: 9.721544801085014e-07
Position 1696: 8.889719243446398e-07
Position 779: 3.8001287122227125e-07
Position 1713: 2.873532457482822e-07
Position 2022: 1.8509171299899216e-07
Position 1814: 1.846790016333053e-07
Position 765: 1.414516750197879e-07
Position 2246: 1.227185782396882e-07
Position 1753: 1.1410706187709e-07
Position 829: 1.0032486097894454e-07
Position 1939: 9.130040749647293e-08
Position 774: 7.158286429701258e-08
Position 2237: 6.231935519385705e-08
Position 1318: 5.8903086593684886e-08
Position 1501: 4.9883402293680034e-08
Position 1363: 6.586510288189825e-09
Position 704: 4.779764562104e-09
Position 1623: 1.0222668817231558e-09
Position 731: 7.463867450464001e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 2156: 0.9938865535858838
Position 1631: 0.9307673651049357
Position 737: 0.9213768273530569
Position 158: 0.8304630196768679
Position 879: 0.19548117313708557
Position 858: 0.05696320160333385
Position 704: 0.038471650118466656
Position 1668: 0.01685723965366627
Position 1657: 0.016043863315264553
Position 2022: 0.01598062594553769
Position 1279: 0.014772297041983915
Position 1276: 0.012547076220650757
Position 188: 0.01237097843620035
Position 1225: 0.006741793934754472
Position 717: 0.005831628473134837
Position 800: 0.003955326335374131
Position 165: 0.0035774721369687215
Position 989: 0.0032497366189302413
Position 450: 0.003025809825508859
Position 779: 0.0025484368560889825
Position 1645: 0.0025365908289881594
Position 846: 0.002525956899644058
Position 1587: 0.002276959044425493
Position 2198: 0.00224378758012282
Position 277: 0.0022024815734360695
Position 1959: 0.0020902509880218155
Position 876: 0.0016351387026910156
Position 933: 0.001617555558078056
Position 1020: 0.0015826933788983223
Position 2007: 0.0014999416664535745
Position 419: 0.0013974211052146103
Position 1788: 0.0013372548070605741
Position 1318: 0.0012520828793309794
Position 1694: 0.0012504990820758112
Position 1330: 0.001249998461850465
Position 1782: 0.000938998053688788
Position 316: 0.000879798648002326
Position 888: 0.0008348239115457822
Position 1477: 0.0007938977970822956
Position 1885: 0.0007466426088449388
Position 404: 0.0007179980082509305
Position 939: 0.0004907482392760873
Position 2037: 0.0004373271664677457
Position 458: 0.00038018204493409167
Position 1812: 0.00036442919689101043
Position 1725: 0.00019811549622979522
Position 326: 0.00017951501051790563
Position 1085: 0.00017760103940124545
Position 2169: 0.0001759067726694874
Position 1947: 0.0001331476584051277
Position 1389: 0.00012437415795675478
Position 106: 0.00011913954456425134
Position 891: 0.00011592446531616658
Position 1373: 0.00010540702139665661
Position 1530: 9.939171159570278e-05
Position 2141: 8.85545921073597e-05
Position 1044: 8.145815678698196e-05
Position 1038: 8.138741883184792e-05
Position 1395: 6.448596482761113e-05
Position 1361: 6.360043336772363e-05
Position 810: 6.355264674299496e-05
Position 1713: 6.342334015943581e-05
Position 1349: 6.24565093089844e-05
Position 2282: 5.374998958066936e-05
Position 855: 5.229786853077903e-05
Position 583: 4.7948157753592947e-05
Position 334: 3.136687367274904e-05
Position 948: 2.932434647944353e-05
Position 514: 2.8198577050972554e-05
Position 1014: 2.6434018127688456e-05
Position 416: 1.7224798696710182e-05
Position 1856: 1.3268320029278445e-05
Position 1814: 9.695031298610406e-06
Position 2164: 9.015737601986069e-06
Position 1059: 8.904338605764263e-06
Position 467: 8.325979977787172e-06
Position 957: 8.306963342621511e-06
Position 951: 7.898967521027262e-06
Position 1358: 5.3199476208841694e-06
Position 1293: 4.951409429122702e-06
Position 623: 2.810944629733903e-06
Position 2108: 2.081126275184824e-06
Position 2246: 1.5793182058161323e-06
Position 1000: 1.3418193457694072e-06
Position 407: 1.1042346458486628e-06
Position 2350: 1.0759379289506904e-06
Position 630: 2.9460064033156813e-07
Position 331: 2.8570420942609616e-07
Position 2122: 1.657786744474831e-07
Position 2102: 1.1462363133936855e-07
Position 60: 1.1160666659397122e-07
Position 2307: 1.040480043145482e-07
Position 2300: 8.193680995702756e-08
Position 494: 6.909530622425203e-08
Position 488: 2.8277687218922947e-08
Position 816: 7.862975751303443e-09
Position 1047: 7.838942443069651e-09
Position 46: 2.063088341111917e-09
Position 430: 7.568440414098034e-10
Position 600: 1.8045785246973986e-10
Position 50: 4.3581348348371654e-11
