Gene = sala
index = 1863
Annotated 5SS: [ 325 1048 1515]
Annotated 3SS: [ 473 1374 1584]
SMsplice 5SS: [ 325 1048 1515]
SMsplice 3SS: [ 473 1374 1584]
top_k =  1000
Partition function (log Z): -3.0807465087716506

Sorted 5' Splice Sites (High to Low Probability):
Position 1515: 0.9857347894972928
Position 325: 0.8037610964656907
Position 1048: 0.6421974857148233
Position 2040: 0.1281318255178636
Position 1756: 0.07691150252763775
Position 2061: 0.04357428248214389
Position 375: 0.04037230140893915
Position 1811: 0.02885446275908407
Position 890: 0.026604311913054127
Position 245: 0.022909437934063803
Position 1135: 0.01104328148085342
Position 1406: 0.0075905753180111986
Position 1027: 0.00738345780264735
Position 744: 0.006271872682709183
Position 1309: 0.0061075080319197015
Position 2001: 0.006071411740976408
Position 967: 0.00550931737208643
Position 235: 0.005123716690970893
Position 677: 0.0045179084862302194
Position 390: 0.004195678284787994
Position 878: 0.0035909037716373034
Position 1234: 0.003506850387780244
Position 67: 0.0033386841583062958
Position 599: 0.0031621329592273983
Position 1079: 0.0028352892912275754
Position 97: 0.0021956191579113305
Position 75: 0.0020716734132271222
Position 2134: 0.0020189954611830206
Position 1706: 0.001787285467560156
Position 1328: 0.0013612681902465335
Position 1375: 0.0012768281856693502
Position 605: 0.0012265006539772725
Position 1140: 0.00086601397238533
Position 379: 0.0007899358947047276
Position 959: 0.0007827431080389126
Position 288: 0.0007088971327469405
Position 698: 0.0006882692418656546
Position 2128: 0.0005738311941987448
Position 749: 0.0004879505483992741
Position 1519: 0.000457946541630938
Position 1835: 0.00041744898058086895
Position 1849: 0.00041356332773354824
Position 1245: 0.0003720714238561119
Position 1744: 0.00030636352414979207
Position 1071: 0.0002782292965995682
Position 1449: 0.0002595268187896254
Position 839: 0.00023077551625827085
Position 1036: 0.00021998174518797915
Position 554: 0.00021445806516133217
Position 837: 0.00019953873844896376
Position 1882: 0.00015654396672424247
Position 1053: 0.00015239365788818657
Position 866: 0.00013906891100257744
Position 329: 0.00011662519364141555
Position 2051: 9.075024023941938e-05
Position 1739: 7.15908794594925e-05
Position 203: 4.683952987057352e-05
Position 587: 4.5150452786277974e-05
Position 614: 4.26398634697147e-05
Position 1358: 3.3970203729248486e-05
Position 851: 3.223520874392431e-05
Position 35: 3.132938439718632e-05
Position 1712: 3.1202615814179845e-05
Position 180: 2.945789719168232e-05
Position 1748: 2.8554305207943735e-05
Position 1251: 2.3083463550118442e-05
Position 1946: 2.1301642599474014e-05
Position 1061: 2.0544665156805637e-05
Position 1766: 1.9578996662653677e-05
Position 1145: 1.8324912237334892e-05
Position 2104: 1.8318351360882385e-05
Position 1892: 1.4706302911490966e-05
Position 1787: 1.1899453647781386e-05
Position 1084: 1.1135905373296729e-05
Position 1446: 1.0427717385065069e-05
Position 263: 7.955086552362089e-06
Position 1278: 7.747908451266646e-06
Position 1844: 7.287179149765486e-06
Position 1483: 7.261821220429868e-06
Position 295: 5.653979080854114e-06
Position 2095: 3.6858306353280353e-06
Position 33: 3.1422100497682573e-06
Position 457: 9.176579799215586e-07
Position 441: 6.956881667369647e-07
Position 1777: 6.570245245608476e-07
Position 569: 5.0511633290455513e-08
Position 515: 4.671932112056221e-09
Position 477: 1.728639700837133e-09
Position 1887: 8.419275059173947e-10
Position 1393: 7.500187100543412e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1584: 0.9136628960199703
Position 1374: 0.8123162064736714
Position 473: 0.6570836690638054
Position 2118: 0.10226287772223294
Position 2095: 0.09848007516648358
Position 1623: 0.08195947822506297
Position 507: 0.05156931894003101
Position 1882: 0.04061694512626103
Position 1335: 0.034912507149691706
Position 1830: 0.029723271420054598
Position 457: 0.01713134385260363
Position 2194: 0.016921238838399855
Position 1378: 0.007909739783488693
Position 733: 0.006899086689995413
Position 1472: 0.00563125313164492
Position 425: 0.003990987427257431
Position 306: 0.0036055681461556834
Position 310: 0.002755841027460537
Position 1421: 0.0024850173382220423
Position 832: 0.002320708538152163
Position 132: 0.0014545112891049402
Position 2161: 0.0007891704836014644
Position 1401: 0.000777370213953414
Position 829: 0.0006666087596545883
Position 765: 0.0005247006909698018
Position 1405: 0.0005162706609857685
Position 859: 0.00048302894712500243
Position 209: 0.00041521419664171464
Position 593: 0.00033801834092064365
Position 2134: 0.0003370987201801213
Position 2035: 0.0003272837219890372
Position 148: 0.0003256975387061506
Position 2073: 0.0002886584739057224
Position 930: 0.00023128786941199175
Position 1245: 0.00021144547455695617
Position 1020: 9.750559145478076e-05
Position 1887: 7.420376317771401e-05
Position 553: 7.109758818125212e-05
Position 364: 6.275035340973051e-05
Position 1251: 5.761072406949574e-05
Position 532: 5.621428270323579e-05
Position 899: 5.423720112074999e-05
Position 2051: 5.178559820213413e-05
Position 835: 4.595406793610571e-05
Position 1639: 3.9861704421463024e-05
Position 862: 3.643971234670205e-05
Position 1810: 2.8933701708929395e-05
Position 316: 2.2296351800802175e-05
Position 2234: 1.5799857246267057e-05
Position 1047: 1.4844620834002956e-05
Position 103: 1.4754736561152368e-05
Position 1393: 1.4577740405394868e-05
Position 1483: 1.243216520762408e-05
Position 1994: 8.513354187912165e-06
Position 1497: 8.181868227112486e-06
Position 1844: 7.350846527107507e-06
Position 1737: 6.67669302685903e-06
Position 967: 5.564403974266199e-06
Position 1755: 5.414962421947352e-06
Position 1474: 4.546043109693582e-06
Position 1135: 4.299243908057494e-06
Position 348: 4.157279218825366e-06
Position 1409: 3.1468504607645927e-06
Position 1792: 2.929246148827027e-06
Position 1550: 2.625546587726797e-06
Position 630: 1.9371961714470246e-06
Position 938: 1.8751146870905271e-06
Position 134: 7.261534220065628e-07
Position 636: 6.26199591944242e-07
Position 219: 5.966195568623781e-07
Position 878: 5.515684213322534e-07
Position 1027: 5.445071124638484e-07
Position 1795: 5.199565680162258e-07
Position 497: 5.135577096446352e-07
Position 677: 4.722609392058627e-07
Position 535: 4.2550417271464973e-07
Position 245: 3.674507397377451e-07
Position 263: 1.9952108573002365e-07
Position 1648: 2.618049895253313e-08
Position 329: 2.1878531049607705e-08
Position 1651: 1.0846239404740435e-08
Position 1532: 1.054922356839608e-08
Position 1723: 9.536967048971983e-09
Position 1030: 5.3895227005640254e-11
