Gene = emc
index = 1693
Annotated 5SS: [828]
Annotated 3SS: [2871]
SMsplice 5SS: [828]
SMsplice 3SS: [2871]
top_k =  1000
Partition function (log Z): -7.690535442227925

Sorted 5' Splice Sites (High to Low Probability):
Position 828: 0.9626445711436482
Position 203: 0.2389276081348193
Position 123: 0.03662388724383819
Position 195: 0.029291205230401844
Position 105: 0.02660462455474518
Position 3198: 0.026212046573597988
Position 2509: 0.021170672372846124
Position 3645: 0.01727802160775809
Position 2975: 0.014729424810252623
Position 3138: 0.011988934934995012
Position 2037: 0.0076452213579585844
Position 2421: 0.00595816445352817
Position 52: 0.004173989254845127
Position 2010: 0.0037791613449266646
Position 118: 0.0034840426170007002
Position 1806: 0.003227389853967385
Position 386: 0.0023624664644517753
Position 2062: 0.002053320247233767
Position 853: 0.0019073118936072228
Position 1912: 0.0017533868876319473
Position 2243: 0.0015060001092979457
Position 3482: 0.0015059766257824196
Position 925: 0.0014471370047782464
Position 942: 0.001368695640738643
Position 244: 0.0013152709764113542
Position 295: 0.0012942615419060026
Position 213: 0.001223309811004775
Position 2477: 0.001110458369529033
Position 3143: 0.0008513872315352507
Position 2279: 0.0007845875802762778
Position 899: 0.0005137051897651379
Position 817: 0.0005049061493088039
Position 2904: 0.0004674816351513225
Position 80: 0.0004293611949745631
Position 3206: 0.0004248014111149754
Position 2041: 0.00041514748975581917
Position 1439: 0.0004145207473963065
Position 552: 0.0003380212557253246
Position 3672: 0.00017107024764508833
Position 1479: 0.00016434497836246748
Position 1792: 0.00012779073476434772
Position 416: 0.00011627578638093343
Position 1167: 8.63406436316398e-05
Position 2539: 7.53578716981557e-05
Position 618: 7.144000385624506e-05
Position 1451: 6.275117635907929e-05
Position 1796: 5.6133783894033316e-05
Position 82: 5.292205927338551e-05
Position 876: 4.492414571840196e-05
Position 1369: 4.2420663024186176e-05
Position 3030: 4.122064026453789e-05
Position 1665: 4.070629336254436e-05
Position 3662: 3.7648891338732765e-05
Position 945: 3.739107925249441e-05
Position 3959: 3.686257647545119e-05
Position 3006: 3.597298897589247e-05
Position 1063: 2.9714850816876534e-05
Position 1232: 2.210120900278158e-05
Position 211: 2.1359834028746782e-05
Position 1431: 1.9904173593248833e-05
Position 1226: 1.8906912895604588e-05
Position 832: 1.8650253743438986e-05
Position 1906: 1.8501328545566896e-05
Position 1159: 1.6526645157356887e-05
Position 3004: 1.3850485083279698e-05
Position 1238: 1.2963086197437976e-05
Position 3980: 1.266230146901802e-05
Position 1980: 1.2485844000856735e-05
Position 669: 1.1237221963008856e-05
Position 1047: 1.0431584135244509e-05
Position 1683: 9.2880747570927e-06
Position 392: 8.394154215208726e-06
Position 1500: 7.171431110131702e-06
Position 688: 5.451288276759485e-06
Position 164: 4.776249641160262e-06
Position 10: 3.974679503946253e-06
Position 1869: 3.7953390829397356e-06
Position 411: 3.3499236689989595e-06
Position 1659: 3.260440935098866e-06
Position 282: 3.120857909008025e-06
Position 269: 2.875142552399512e-06
Position 1334: 2.7369622932209953e-06
Position 1746: 2.58320748726378e-06
Position 13: 2.3370444119598405e-06
Position 982: 9.403461187105538e-07
Position 1871: 7.61798966983333e-07
Position 2980: 5.926152184476399e-07
Position 1494: 5.083738367462656e-07
Position 1033: 4.43911509603252e-07
Position 87: 4.43015440128345e-07
Position 968: 4.4063184213191464e-07
Position 676: 4.2560230282683633e-07
Position 465: 3.0871444823647567e-07
Position 1187: 9.972104597287994e-08
Position 856: 5.049050698894994e-08
Position 809: 7.424019675001101e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2871: 0.8715659202018281
Position 262: 0.2660498227554711
Position 2877: 0.07507121864983651
Position 491: 0.042645646491690815
Position 3361: 0.028779202656074063
Position 3568: 0.026475213905956287
Position 2333: 0.024508674964255576
Position 3740: 0.013297268362469356
Position 1391: 0.007936684672926617
Position 1708: 0.0074732996984536474
Position 3714: 0.006578512677446328
Position 1936: 0.005665078240484914
Position 3045: 0.005531151859048402
Position 3865: 0.00551021942586098
Position 1558: 0.0042373582597351085
Position 3574: 0.0037843745356611904
Position 1008: 0.0034789669360446745
Position 3242: 0.0033717378509250688
Position 3893: 0.0027506775758373053
Position 2293: 0.0023661393468871863
Position 3055: 0.0023194146722679064
Position 2582: 0.002201045762013022
Position 227: 0.0021120722914161508
Position 1410: 0.0019407135574352541
Position 1805: 0.001762797288663644
Position 103: 0.0014934464191556562
Position 3683: 0.00140763336711017
Position 1145: 0.0012692935996050936
Position 164: 0.0012545596447340733
Position 1278: 0.001019121052065179
Position 1033: 0.0009457129937578258
Position 2601: 0.0008807478691519697
Position 428: 0.0008801186105157079
Position 3452: 0.0008620680944826108
Position 160: 0.0007913905343157875
Position 3549: 0.0007029672806253295
Position 1117: 0.000674257403720466
Position 195: 0.00063984440623368
Position 290: 0.0006178437998539619
Position 749: 0.0005673463276986427
Position 3416: 0.0005205375683970169
Position 746: 0.0004809239155093228
Position 3547: 0.0004459780255233772
Position 3024: 0.00044153330114393274
Position 4062: 0.00041390300415339835
Position 433: 0.00039526048024770394
Position 3185: 0.0003935909438098541
Position 982: 0.00037562529382183956
Position 1097: 0.00035785105371135265
Position 1421: 0.0003310795566118763
Position 3387: 0.00031617444134385145
Position 2634: 0.00030376807595039625
Position 872: 0.00028709481961523
Position 404: 0.000252716104029146
Position 3409: 0.00021146348259176565
Position 1911: 0.0002049096598984262
Position 3813: 0.0001994815177935892
Position 3011: 0.00019219219538357216
Position 2421: 0.0001574726081122752
Position 294: 0.00013785535241063397
Position 325: 0.00011627593220287516
Position 3136: 0.00011264828138734608
Position 239: 9.577975893988059e-05
Position 3191: 9.267944120524576e-05
Position 2021: 9.227418916710438e-05
Position 2645: 7.317427168138746e-05
Position 3258: 7.24116118450635e-05
Position 269: 7.240370262470407e-05
Position 3603: 6.713120965117864e-05
Position 2704: 6.668207141573615e-05
Position 641: 6.450222584358078e-05
Position 1043: 6.432765959235632e-05
Position 1497: 5.325639977833065e-05
Position 1063: 4.111525673197856e-05
Position 3606: 3.959744083094808e-05
Position 1307: 3.4767385430326816e-05
Position 659: 3.085268950197841e-05
Position 4047: 2.7472697010622814e-05
Position 497: 2.7160319163654684e-05
Position 2980: 2.690331475365807e-05
Position 537: 2.674978495535838e-05
Position 1017: 2.2300536801434344e-05
Position 461: 1.6928013551933414e-05
Position 968: 1.4507572867273528e-05
Position 945: 1.4370316077210029e-05
Position 2040: 1.388638240175563e-05
Position 1715: 1.3636880733153754e-05
Position 249: 9.887220451823956e-06
Position 242: 9.41238975553089e-06
Position 1196: 9.155969488306302e-06
Position 1284: 8.998821055012325e-06
Position 446: 8.798401293689255e-06
Position 2776: 8.518067101652052e-06
Position 1659: 7.914501590710606e-06
Position 171: 7.4728222154707585e-06
Position 803: 7.126350163314585e-06
Position 169: 4.439263705386586e-06
Position 656: 4.280329846725873e-06
Position 437: 4.125665179642961e-06
Position 338: 2.727078332219871e-06
Position 893: 2.4791212511490247e-06
Position 1343: 2.3163857191097483e-06
Position 503: 2.264912057594285e-06
Position 1212: 1.9652638357080465e-06
Position 1047: 1.1335841970271563e-06
Position 883: 1.1270012013902054e-06
Position 956: 1.0554526570220652e-06
Position 942: 7.48216477918129e-07
Position 118: 2.564156786133573e-07
Position 123: 1.7797425213002617e-07
Position 61: 5.975453217595044e-08
Position 136: 4.843578325997895e-08
Position 569: 3.8744091753418884e-08
Position 782: 3.447968563480981e-08
Position 800: 2.6823624733410745e-08
Position 109: 2.2958315942458757e-08
Position 755: 1.776491237602783e-08
Position 515: 1.5963120520052733e-08
Position 851: 1.324789287924816e-08
Position 758: 1.2846908276106965e-08
Position 80: 1.201786868016476e-08
Position 876: 6.353747463155868e-09
Position 627: 5.592293693390343e-09
Position 590: 5.214799535413298e-09
Position 822: 4.640734654150493e-09
Position 779: 3.748013047253002e-09
Position 105: 2.966452837546648e-09
Position 924: 2.670739044353655e-09
Position 676: 6.517684165832969e-10
Position 383: 5.52508492182496e-10
Position 817: 5.290369470089112e-10
Position 609: 3.902576012930943e-10
Position 764: 2.1936404567271627e-10
Position 612: 1.0957215783560029e-10
Position 761: 6.1400673092742846e-12
Position 368: 2.4439264392602614e-12
Position 452: 2.007242207802865e-12
Position 127: 4.650342896592758e-13
Position 377: 1.186010943418011e-14
