Gene = ScpX
index = 1477
Annotated 5SS: [ 158  818 1068 2016]
Annotated 3SS: [ 493  876 1131 2075]
SMsplice 5SS: [ 158  818 1068 2016]
SMsplice 3SS: [ 493  876 1131 2075]
top_k =  1000
Partition function (log Z): 2.9915805876128796

Sorted 5' Splice Sites (High to Low Probability):
Position 818: 0.9971537818932965
Position 1068: 0.9878833218473254
Position 2016: 0.9223301337927234
Position 158: 0.5115998011658552
Position 2321: 0.07055483097759922
Position 2297: 0.035664440962296165
Position 130: 0.024528604338556186
Position 236: 0.019479745305643403
Position 2311: 0.014408833895084896
Position 1967: 0.01320439629414636
Position 306: 0.010649384228267183
Position 1422: 0.010534435365647112
Position 1310: 0.006003034512839838
Position 1907: 0.005231381985966667
Position 1271: 0.003816850806090825
Position 659: 0.0035011664576345735
Position 999: 0.0033960863814208537
Position 1570: 0.002399362430582545
Position 1074: 0.002358491713278451
Position 1688: 0.0019951504165320877
Position 160: 0.0017745812987963725
Position 1841: 0.0010589381377735657
Position 141: 0.0006713965305109386
Position 76: 0.0006456240930721545
Position 1426: 0.0006445907869807635
Position 49: 0.0006132487167839464
Position 1448: 0.0005592320226617108
Position 440: 0.0004380744907592963
Position 459: 0.00040317426092907225
Position 1931: 0.00037393800439782275
Position 126: 0.0003618936360770243
Position 2279: 0.0003487468900243014
Position 1492: 0.000338487271610586
Position 1187: 0.00016555177710147928
Position 137: 0.00016509310716713164
Position 583: 0.00015242388805762798
Position 1959: 0.00014921566399591518
Position 1824: 0.00014689557258384925
Position 1593: 0.00011015574718545225
Position 923: 9.219305362660278e-05
Position 134: 8.350292981197286e-05
Position 1563: 6.355787693383294e-05
Position 1057: 6.0623833146079056e-05
Position 2082: 6.050527464359583e-05
Position 70: 5.676114056762661e-05
Position 798: 5.323833726933971e-05
Position 1702: 5.097841752315517e-05
Position 143: 4.671681550457718e-05
Position 1629: 4.535736712368355e-05
Position 1407: 4.1457898429623286e-05
Position 1787: 3.719828617773522e-05
Position 1784: 3.43127151465682e-05
Position 1731: 2.5744648970843627e-05
Position 680: 1.894073863417253e-05
Position 1734: 1.7458423172780235e-05
Position 1577: 1.4820335018346597e-05
Position 164: 1.3754133400163673e-05
Position 1641: 1.2755244757611474e-05
Position 1275: 1.2044285074890675e-05
Position 689: 1.0890731294912397e-05
Position 1339: 1.0868896843026474e-05
Position 724: 1.0186807255331095e-05
Position 2057: 9.312283571788003e-06
Position 102: 9.2027558711806e-06
Position 1590: 7.183595756125737e-06
Position 73: 7.124595358977457e-06
Position 162: 6.2883648500155405e-06
Position 2062: 4.96159311326773e-06
Position 1753: 4.725033212489286e-06
Position 808: 4.676715025678416e-06
Position 1411: 4.249262112207962e-06
Position 115: 3.962987958433375e-06
Position 1329: 3.8370338451089984e-06
Position 593: 3.773669779920037e-06
Position 1742: 3.5281436838982373e-06
Position 1587: 3.2525241677507697e-06
Position 402: 3.025139049861264e-06
Position 521: 3.0201351640657384e-06
Position 2055: 2.665072928290454e-06
Position 1574: 1.6591812781830938e-06
Position 1534: 1.6385738513033902e-06
Position 617: 1.5746958268911704e-06
Position 1483: 1.5597367814531556e-06
Position 1301: 1.5110030202864815e-06
Position 1764: 1.5085998480911032e-06
Position 493: 1.4924553574293153e-06
Position 743: 1.3167042404198503e-06
Position 605: 9.590320514781143e-07
Position 1218: 7.868921102762497e-07
Position 385: 7.106749481435077e-07
Position 1510: 6.997746089004838e-07
Position 507: 4.7494465185406615e-07
