Gene = RhoGDI
index = 1424
Annotated 5SS: [ 166 2272 2455 2635]
Annotated 3SS: [2071 2344 2519 3238]
SMsplice 5SS: [ 383 2272 2455 2635]
SMsplice 3SS: [2071 2344 2519 3238]
top_k =  1000
Partition function (log Z): -1.978132112862153

Sorted 5' Splice Sites (High to Low Probability):
Position 2455: 0.987342996013722
Position 2272: 0.9546538726236488
Position 2635: 0.8949150477006776
Position 383: 0.3748499956697739
Position 3170: 0.3621263193525882
Position 68: 0.3174705939165945
Position 782: 0.2504730326345028
Position 206: 0.2157358330183625
Position 166: 0.07965063686089127
Position 32: 0.07569544080674599
Position 3555: 0.032126560265985725
Position 3806: 0.018743988118412026
Position 3352: 0.018476044067346088
Position 2600: 0.015360910942129852
Position 2035: 0.014605103727228862
Position 389: 0.01267211447871175
Position 3031: 0.011898373550519691
Position 387: 0.011683023596011703
Position 492: 0.011163476050289054
Position 1621: 0.009664334621817665
Position 1263: 0.009631150929022593
Position 2268: 0.009077218767930478
Position 2815: 0.007724977613584675
Position 391: 0.007603020571052921
Position 1570: 0.007473816459488525
Position 1062: 0.007131762015907102
Position 407: 0.006623865721166175
Position 2999: 0.006573701455609009
Position 399: 0.0063639326528852555
Position 393: 0.0056829056640741666
Position 2282: 0.005426655241524239
Position 395: 0.005224432337103618
Position 3607: 0.004895707355778096
Position 196: 0.004478267309742928
Position 3794: 0.004463298434472921
Position 2931: 0.0040548173215647736
Position 1606: 0.003080555282189269
Position 3577: 0.0027806244644982448
Position 641: 0.002748948542146674
Position 3166: 0.002517226575399165
Position 2553: 0.0023499014437913996
Position 202: 0.002276494822835299
Position 200: 0.002078181867724636
Position 3526: 0.0020501875257472628
Position 891: 0.002045478750775714
Position 198: 0.0018352615514600921
Position 3640: 0.001696666342114413
Position 1113: 0.0016362597884787338
Position 298: 0.001512451302370089
Position 215: 0.0011937271491520482
Position 3592: 0.0010173589092263655
Position 719: 0.0008288300432669445
Position 1674: 0.0006942732089519664
Position 3645: 0.0006732893818297708
Position 3629: 0.0006488477698417293
Position 3396: 0.0006147018996064305
Position 3798: 0.0005798101451019847
Position 22: 0.00040407592718460464
Position 3778: 0.0003407335095615807
Position 3149: 0.00033403028528529503
Position 3178: 0.00033161047834840844
Position 82: 0.0002907518496453954
Position 1464: 0.0002535775711408935
Position 1913: 0.00022941969594880208
Position 3774: 0.00022809222240786832
Position 60: 0.00016759715987333992
Position 2301: 0.00011962199348228488
Position 2242: 0.00011578727709766348
Position 104: 0.0001006608841262779
Position 2308: 0.00010031364499267052
Position 3163: 9.91618741242653e-05
Position 2658: 8.226270801440116e-05
Position 3638: 7.316922885399304e-05
Position 2935: 7.275038759014952e-05
Position 210: 5.990090801004068e-05
Position 3575: 5.971719270493159e-05
Position 2810: 5.659772718452926e-05
Position 3770: 5.050235168085119e-05
Position 72: 3.9983390735320537e-05
Position 409: 3.0270168885979505e-05
Position 204: 2.2537015993151046e-05
Position 2639: 2.0691933090543632e-05
Position 2438: 2.0352775383801427e-05
Position 2628: 1.8772331516754524e-05
Position 115: 1.5172701644154757e-05
Position 2626: 1.3590959632362195e-05
Position 85: 1.1173718832495353e-05
Position 3095: 8.881031783887798e-06
Position 2429: 7.955724730849403e-06
Position 397: 7.073986186507929e-06
Position 413: 6.802398993649694e-06
Position 3093: 5.838280591241851e-06
Position 381: 5.2255280677327644e-06
Position 431: 4.951433375799041e-06
Position 2578: 4.538043738423225e-06
Position 3009: 3.0051117457378694e-06
Position 3553: 2.832298311117063e-06
Position 540: 2.6715443262424876e-06
Position 3361: 2.4983481161701527e-06
Position 3109: 2.3121367175393215e-06
Position 3088: 2.1722787847741725e-06
Position 694: 1.381838757090244e-06
Position 411: 1.2855406536099256e-06
Position 170: 1.249378750518725e-06
Position 302: 9.266289951365986e-07
Position 716: 8.384548031987108e-07
Position 310: 3.9865613865583603e-07
Position 6: 3.77887349579552e-07
Position 2965: 3.394839188441639e-07
Position 2604: 1.8527021379244262e-07
Position 2539: 1.5820001997521197e-07
Position 2975: 1.0779805998160636e-07
Position 2586: 8.928251700416625e-08
Position 2901: 8.343332028876105e-08
Position 176: 5.0546797128307427e-08
Position 179: 2.5539204727037224e-08
Position 135: 1.7956622947256872e-08
Position 305: 7.089907124670415e-09
Position 2546: 5.246672540262654e-09
Position 2571: 4.451465510593507e-09
Position 496: 1.1761825814692437e-09
Position 484: 9.241258199298307e-10
Position 357: 1.8727767808517334e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2519: 0.9657390714995497
Position 2344: 0.9529516506082704
Position 3238: 0.7111264475974578
Position 2071: 0.6296173237869583
Position 2863: 0.3910130578260364
Position 129: 0.24948220413826944
Position 2077: 0.2254066313953135
Position 2729: 0.08684369602981451
Position 3698: 0.07920590895392114
Position 115: 0.06515176097260407
Position 2100: 0.04523983264190537
Position 165: 0.029141590068232658
Position 2992: 0.028868249541395215
Position 1783: 0.02648466606157701
Position 3861: 0.0255931319067135
Position 279: 0.023573899414691634
Position 636: 0.0230421781557889
Position 1719: 0.02170734321109532
Position 1684: 0.02039938273859875
Position 3638: 0.0172481632072146
Position 2900: 0.01572259551870353
Position 319: 0.015092268653984584
Position 2365: 0.014866887366572525
Position 305: 0.013653483508091195
Position 2156: 0.010826592490327596
Position 104: 0.010332884986730859
Position 3163: 0.008152161408840102
Position 1452: 0.007744825001082183
Position 3044: 0.006306981315148433
Position 292: 0.006237194771057039
Position 578: 0.005517976621619408
Position 2802: 0.005131903991979922
Position 3088: 0.004600429310660001
Position 2082: 0.004038136222777392
Position 2674: 0.0036945888025449515
Position 2576: 0.0036742964328351072
Position 1024: 0.0034921332838835375
Position 3650: 0.0034289166057119907
Position 2538: 0.0028929005878078973
Position 2376: 0.002832880540072897
Position 1761: 0.0027253810819236604
