Gene = RnrL
index = 1431
Annotated 5SS: [117 257 667]
Annotated 3SS: [167 488 724]
SMsplice 5SS: [117 257 667]
SMsplice 3SS: [167 488 724]
top_k =  1000
Partition function (log Z): 4.9652209907780875

Sorted 5' Splice Sites (High to Low Probability):
Position 667: 0.9977162218056328
Position 117: 0.9856731395742077
Position 257: 0.8575903973085579
Position 423: 0.18476635268589064
Position 2119: 0.07544094000972673
Position 313: 0.07106286920232781
Position 1818: 0.04468251194181228
Position 430: 0.007888734747246653
Position 97: 0.006737661512194996
Position 1251: 0.00528235671495102
Position 1475: 0.004353517220307442
Position 394: 0.0033300948543198367
Position 805: 0.002879906277175829
Position 282: 0.0021222277957695344
Position 1724: 0.001952496391665007
Position 2534: 0.0017829856451202796
Position 261: 0.0015712132655060446
Position 297: 0.0011852385340822837
Position 317: 0.001086092551525116
Position 1855: 0.0010860090412509046
Position 1843: 0.001010290467184849
Position 1801: 0.0009283290570944704
Position 1192: 0.0008987080471238924
Position 1797: 0.0008899466609870676
Position 1696: 0.0008670816522623716
Position 784: 0.0007982881472999591
Position 1588: 0.0007636245436177775
Position 1548: 0.0007618488416802348
Position 808: 0.0007262597502761683
Position 2158: 0.0006797112208484181
Position 1053: 0.0006470803241648884
Position 383: 0.0005850634795138373
Position 1137: 0.0005282586155836925
Position 854: 0.0005222436963141638
Position 368: 0.0004589251851019816
Position 2464: 0.0004517184024625967
Position 2552: 0.0003339713077667657
Position 1710: 0.00032651379077138377
Position 344: 0.0001842751990900983
Position 104: 0.00017198369736498646
Position 1949: 0.00017195358499189634
Position 751: 0.00015769248996442742
Position 2797: 0.0001523710399461178
Position 121: 0.00013518223299585202
Position 1992: 9.870737716673159e-05
Position 1630: 9.728981759646488e-05
Position 1735: 8.605822644592857e-05
Position 2148: 7.305691281563361e-05
Position 400: 6.705370035474018e-05
Position 1608: 6.680611726026963e-05
Position 274: 5.928599229607181e-05
Position 185: 5.613647693821208e-05
Position 1167: 5.585379371391713e-05
Position 248: 3.216715214655029e-05
Position 1149: 2.853671433166971e-05
Position 671: 2.8075137182114614e-05
Position 79: 2.739145768773497e-05
Position 775: 2.6190691695623323e-05
Position 46: 2.479137914088624e-05
Position 2172: 2.106714089656973e-05
Position 265: 1.4217854857301833e-05
Position 1524: 1.085475259979381e-05
Position 336: 9.240641288699298e-06
Position 1522: 8.27907295903135e-06
Position 699: 6.609583348166597e-06
Position 792: 6.5286028831899734e-06
Position 1605: 6.229465988192292e-06
Position 1647: 6.1239562337167534e-06
Position 837: 6.0179944463913514e-06
Position 1571: 5.084989893806203e-06
Position 67: 3.468318777102854e-06
Position 1765: 2.8188740835502355e-06
Position 1175: 2.736560652320246e-06
Position 1322: 2.265887759145094e-06
Position 326: 2.11099957909108e-06
Position 1255: 2.0432591421627826e-06
Position 517: 1.8332470974460803e-06
Position 1985: 1.7130420980556513e-06
Position 16: 1.5673993895400917e-06
Position 59: 7.555488165727026e-07
Position 958: 7.549528621138309e-07
Position 896: 6.680040060557391e-07
Position 453: 6.39549330634732e-07
Position 997: 3.9819138078504535e-07
Position 2090: 3.764580879774051e-07
Position 741: 3.575308145097327e-07
Position 629: 2.68113049680881e-07
Position 2344: 2.3582497987969834e-07
Position 489: 1.674116278738935e-07
Position 1089: 8.005134654532765e-08
Position 1080: 6.57374002714095e-08
Position 1086: 6.228299910973443e-08
Position 464: 4.478976185435578e-08
Position 627: 3.470509610926113e-08
Position 682: 2.303828603282158e-08
Position 521: 1.7661981635779804e-08
Position 146: 1.5987403671922245e-08
Position 507: 1.287714879759808e-08
Position 466: 8.522683272649334e-09
Position 531: 6.727723028250327e-09
Position 1368: 5.450289089725899e-10
Position 1091: 4.931609116061411e-10
Position 727: 3.543143702879671e-10
Position 1083: 3.4863967010785357e-10
Position 691: 1.3390194034499804e-10
Position 1141: 4.4255540562882456e-11
Position 134: 1.3713454238275325e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 488: 0.9927918603090927
Position 167: 0.9916126681799631
Position 724: 0.9443094500809885
Position 364: 0.13408357609048446
Position 2343: 0.08520613151192702
Position 1906: 0.04500583888191348
Position 885: 0.013011418555406414
Position 2028: 0.008967899059830836
Position 2184: 0.008683866682042948
Position 1875: 0.005568808731813599
Position 1111: 0.005011657451889866
Position 762: 0.0049039635642427705
Position 313: 0.0048705058423489465
Position 914: 0.004297374283466229
Position 1738: 0.0037485910486207523
Position 2626: 0.0026242638001002525
Position 2426: 0.00222566155083157
Position 1956: 0.0017635272008541896
Position 759: 0.0016765295020584254
Position 2463: 0.0011665747463943464
Position 1908: 0.0010717732867427312
Position 2664: 0.0010396496926349768
Position 1302: 0.0010108737150104656
Position 2025: 0.0009383676035867247
Position 2260: 0.0008876059402895765
Position 1676: 0.0007495152676117336
Position 2685: 0.00061015291587367
Position 507: 0.0004946349534574947
Position 1928: 0.0004081696106914077
Position 317: 0.0003526496043187803
Position 1080: 0.0002628367913800807
Position 1149: 0.0002517386129136025
Position 542: 0.00024061834176176768
Position 2545: 0.00018665619332461112
Position 2000: 0.0001819709108258715
Position 1662: 0.00015978324773916508
Position 2858: 0.0001523710399461178
Position 813: 0.0001372287209764478
Position 2595: 0.00012951158400324427
Position 174: 0.0001226821090638197
Position 1137: 0.00011282178507683969
Position 931: 0.00011136304889239134
Position 1503: 9.541926529682242e-05
Position 2668: 9.44579567487194e-05
Position 2005: 8.209741634220725e-05
Position 2423: 7.981757017700561e-05
Position 735: 7.487915256392857e-05
Position 281: 7.479453135259212e-05
Position 816: 5.753586415525356e-05
Position 178: 5.503647536868446e-05
Position 2066: 5.3934235839777526e-05
Position 1913: 5.135583598803734e-05
Position 1023: 4.765300365502935e-05
Position 1212: 4.431038622879808e-05
Position 1306: 3.997144612295579e-05
Position 440: 3.985226478922416e-05
Position 2412: 3.3003239502626914e-05
Position 924: 3.18484910443529e-05
Position 627: 3.1479896829249246e-05
Position 2062: 2.611407111045596e-05
Position 1545: 2.5375774717213643e-05
Position 296: 2.235753690522971e-05
Position 2265: 1.886968183558992e-05
Position 564: 1.6900667328007768e-05
Position 775: 1.3191616188231812e-05
Position 210: 7.786886372724145e-06
Position 407: 5.848205835209337e-06
Position 437: 4.73564780695567e-06
Position 220: 4.264349663224296e-06
Position 1593: 3.71859441399217e-06
Position 1815: 2.867663998086104e-06
Position 430: 2.470599640133503e-06
Position 561: 2.4307174247188095e-06
Position 1833: 1.4978927236926191e-06
Position 545: 1.2740035378724895e-06
Position 1830: 1.1372880865970376e-06
Position 181: 1.0991125504420417e-06
Position 1692: 7.433338988595122e-07
Position 217: 6.543902040640062e-07
Position 1710: 5.824003917270544e-07
Position 112: 2.978608889809478e-07
Position 573: 2.1818977398117678e-07
Position 453: 1.472467650900346e-07
Position 59: 9.456160511662334e-08
Position 261: 5.949905346560832e-08
Position 97: 4.3117538197381435e-08
Position 644: 3.250403667134755e-08
Position 656: 2.3586998863238515e-08
Position 184: 2.2390734565797352e-08
Position 942: 1.2625174954626205e-08
Position 374: 1.2363871485115442e-08
Position 653: 5.3436605675514225e-09
Position 1167: 5.050062682317126e-09
Position 400: 3.672500356459424e-09
Position 79: 3.3574871292213525e-09
Position 1125: 1.7634696440995271e-09
Position 1146: 1.5213522344257088e-09
Position 678: 1.2026365579351389e-09
Position 1314: 1.056370790025732e-09
Position 73: 2.137026059773084e-10
Position 1368: 1.765534325667979e-10
Position 116: 8.82109974543999e-11
Position 792: 5.515242158629542e-11
Position 64: 2.990897587956731e-11
Position 114: 8.919671689240708e-12
Position 1383: 7.6884393107066e-13
