Gene = Pldn
index = 1384
Annotated 5SS: [  92  360  503 1174]
Annotated 3SS: [ 149  417 1086 1290]
SMsplice 5SS: [ 503 1174]
SMsplice 3SS: [1086 1290]
top_k =  1000
Partition function (log Z): -1.642769533389806

Sorted 5' Splice Sites (High to Low Probability):
Position 1174: 0.9431614506807517
Position 503: 0.7299711073635808
Position 1028: 0.4386803873278672
Position 360: 0.37015826370422844
Position 92: 0.32495720760705266
Position 39: 0.036360880633208754
Position 537: 0.03628156418068526
Position 1226: 0.02899953102474142
Position 970: 0.024282616008797643
Position 1217: 0.014094596413159083
Position 420: 0.009145590787471769
Position 618: 0.008340575710889413
Position 532: 0.0046357917625239305
Position 1501: 0.004159584335058414
Position 589: 0.0018999138688567461
Position 334: 0.0014456971734844951
Position 369: 0.001275891509583134
Position 1647: 0.001243664619691634
Position 1416: 0.000858202734862651
Position 927: 0.0008124868266431077
Position 1595: 0.0006583807724586818
Position 547: 0.0006566196601039501
Position 530: 0.0006372398211730853
Position 51: 0.0005845852548894595
Position 1525: 0.0004563334752747539
Position 974: 0.00044396610954454955
Position 1167: 0.00041222928054469936
Position 692: 0.0003329310619791424
Position 1443: 0.00032376529026372473
Position 720: 0.0002755513407550446
Position 645: 0.00022741110420728547
Position 1453: 0.00018689584936482047
Position 372: 0.0001859811458686438
Position 824: 0.00017834887867566776
Position 111: 0.00016259283903697676
Position 976: 0.00015645264611574032
Position 662: 0.00014839085268306438
Position 854: 0.00011185960069663527
Position 522: 0.00010401042090944914
Position 1481: 9.79571316332347e-05
Position 507: 9.493680233688983e-05
Position 288: 8.79743122626808e-05
Position 1514: 8.242200107527281e-05
Position 131: 6.255987480142251e-05
Position 1383: 5.163315663216172e-05
Position 109: 4.750462663241576e-05
Position 43: 2.9539304538048756e-05
Position 20: 2.8439796494562213e-05
Position 665: 2.7157064130241744e-05
Position 1576: 2.3456680496234304e-05
Position 1642: 2.3384284111244593e-05
Position 648: 1.997026229981888e-05
Position 262: 1.8640773341511418e-05
Position 291: 1.542486872796794e-05
Position 602: 1.5093123351083224e-05
Position 1096: 1.4788128866411989e-05
Position 272: 1.187479394231099e-05
Position 123: 1.1515276105449934e-05
Position 1570: 7.282012171743219e-06
Position 1046: 6.584689681288111e-06
Position 1400: 5.74256486974769e-06
Position 772: 4.1331140463681804e-06
Position 406: 3.894328902357541e-06
Position 1637: 3.6912737155720752e-06
Position 482: 2.60720372324756e-06
Position 128: 2.5742276252807406e-06
Position 1628: 1.9929276286821998e-06
Position 301: 1.7549352084685106e-06
Position 1147: 1.3711679681672475e-06
Position 239: 1.1684849269460006e-06
Position 68: 1.031498112217195e-06
Position 151: 9.635143128400938e-07
Position 149: 1.1204230621510532e-07
Position 1365: 4.872608292968423e-10
Position 1418: 1.8879202755668494e-10
Position 448: 6.657459821610101e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 1290: 0.9817195604344351
Position 1086: 0.9203001123030874
Position 149: 0.32155631913260674
Position 417: 0.26075306347824484
Position 823: 0.13395924080480168
Position 889: 0.11652851231974905
Position 719: 0.05811582806669457
Position 423: 0.04989210322536201
Position 798: 0.02649839613031757
Position 107: 0.024069398797811746
Position 772: 0.01399090822590504
Position 970: 0.010736980777070589
Position 1270: 0.00788866889909986
Position 178: 0.007804682536570767
Position 784: 0.005846110447830471
Position 1260: 0.00542576348524987
Position 805: 0.004202759569162546
Position 1642: 0.0035317954345546665
Position 861: 0.003313810121978046
Position 1011: 0.0032161798670781194
Position 651: 0.002747501652902995
Position 927: 0.0024727673512870145
Position 252: 0.0023366686193520615
Position 454: 0.0021570041832720223
Position 933: 0.002120634246654207
Position 1729: 0.001909543733348124
Position 555: 0.00169151287413214
Position 477: 0.001690341040793905
Position 979: 0.0014913498209077687
Position 1583: 0.001383877945993237
Position 1610: 0.000970860352727424
Position 589: 0.0009160779222593376
Position 937: 0.000798315845957923
Position 903: 0.000678834186080056
Position 1323: 0.0005312368260331474
Position 1019: 0.000517838793985844
Position 427: 0.0004920772686328247
Position 689: 0.00048636028889336976
Position 406: 0.00040539328062429744
Position 226: 0.00034653761047025855
Position 648: 0.00030310526698742427
Position 1507: 0.0002948861646172101
Position 345: 0.00027829348118628693
Position 288: 0.00023050664858754322
Position 1588: 0.0002035646067439564
Position 1320: 0.0001428098944236956
Position 1703: 0.00012808091504877556
Position 1492: 9.514346694545815e-05
Position 91: 7.538593245618838e-05
Position 457: 5.7081489301531324e-05
Position 182: 5.6217221014230274e-05
Position 1670: 4.946900014148632e-05
Position 1111: 4.1016206205563436e-05
Position 1415: 3.6292607141909045e-05
Position 691: 3.532765198798655e-05
Position 1131: 2.8137458885446198e-05
Position 1459: 2.461353127915687e-05
Position 1436: 2.2364245960803087e-05
Position 1101: 2.1727520289338547e-05
Position 109: 2.116645369782755e-05
Position 842: 1.7891669360442177e-05
Position 350: 1.3576776637368677e-05
Position 1134: 1.2810267192371372e-05
Position 1335: 1.1501268780701796e-05
Position 1297: 1.038181616176157e-05
Position 942: 1.0153789104396815e-05
Position 1116: 1.0035481853156501e-05
Position 1217: 9.936777833847998e-06
Position 1143: 9.172715098599923e-06
Position 482: 8.44454491601652e-06
Position 951: 8.066658210928158e-06
Position 1647: 7.921949310188112e-06
Position 726: 7.272467263152259e-06
Position 1222: 6.623060100946798e-06
Position 1514: 5.957761929455223e-06
Position 732: 5.876215003815254e-06
Position 834: 5.320817296573724e-06
Position 1525: 3.959437938759801e-06
Position 1651: 3.461950012701724e-06
Position 313: 2.2384896547100853e-06
Position 662: 2.1631732590127122e-06
Position 1707: 1.6986695698368442e-06
Position 1226: 1.0459985770988151e-06
Position 74: 7.035241724245223e-07
Position 272: 5.152107312284227e-07
Position 489: 3.114628376144694e-07
Position 79: 1.7783411995006393e-07
Position 277: 1.4225102567529734e-07
Position 526: 1.3752387340129022e-07
Position 262: 6.650046243650696e-08
Position 364: 2.17118764612935e-08
Position 552: 1.0425363634445949e-08
Position 1155: 8.79860806879589e-09
Position 76: 1.8875190942320814e-09
Position 507: 4.853819975362973e-11
Position 530: 1.6906799454125203e-12
Position 318: 1.1316404296351507e-14
