Gene = Lon
index = 1251
Annotated 5SS: [ 456  875 1398 1585 1948 2434 3219 3468]
Annotated 3SS: [ 618  937 1454 1642 2010 2489 3277 3530]
SMsplice 5SS: [ 456  875 1398 1585 1948 2434 3219 3468]
SMsplice 3SS: [ 618  991 1454 1642 2010 2489 3277 3530]
top_k =  1000
Partition function (log Z): 22.181799425949702

Sorted 5' Splice Sites (High to Low Probability):
Position 2434: 0.9985146958014214
Position 3219: 0.9973087433364665
Position 1948: 0.9941774567603597
Position 3468: 0.9811534626330204
Position 1585: 0.9723513356965038
Position 1398: 0.9623324339490942
Position 456: 0.9096293382472055
Position 875: 0.8989598939238092
Position 4191: 0.04747332588289675
Position 3832: 0.03807974361820798
Position 513: 0.027558868333372923
Position 2679: 0.026312357311711394
Position 1330: 0.013627155573552567
Position 844: 0.010539632133418337
Position 839: 0.01045493313263856
Position 4209: 0.008034133460431284
Position 2983: 0.007927397235386274
Position 3879: 0.007775434769925195
Position 3806: 0.007394126425342864
Position 563: 0.00703044926763916
Position 59: 0.005977321454134163
Position 2581: 0.00591437699681642
Position 3445: 0.005416139998385463
Position 3472: 0.0037319870310350057
Position 461: 0.0037036135391033823
Position 4043: 0.0032849528024127485
Position 3624: 0.0031330357979768124
Position 3438: 0.002745549974681195
Position 77: 0.0022756118572162774
Position 847: 0.002048110507935116
Position 1392: 0.0016901448233298025
Position 3787: 0.0016614760152137457
Position 270: 0.001641049667559039
Position 1727: 0.0015937730100394445
Position 1100: 0.0015473090390162839
Position 1297: 0.001512362022113334
Position 1865: 0.001258617411521648
Position 2620: 0.0011816691473554067
Position 509: 0.001170738574225985
Position 3796: 0.0008058057781999284
Position 3602: 0.0007722612897313139
Position 788: 0.0006339527616806991
Position 2438: 0.0005653830235297307
Position 2220: 0.000563038791762898
Position 913: 0.0005402266303249181
Position 2908: 0.0005083037404411241
Position 4047: 0.00045302933670252033
Position 3616: 0.000451069360068974
Position 679: 0.00041918723738910166
Position 21: 0.0004030395881011796
Position 2711: 0.00040203986540639415
Position 2355: 0.0003890197981801585
Position 1168: 0.0003679763536824691
Position 2866: 0.0003437937914322365
Position 3957: 0.00033176003519615416
Position 88: 0.0003119023977699268
Position 3733: 0.0003086905020324322
Position 2824: 0.00028484477008002755
Position 2744: 0.0002777616011701236
Position 1515: 0.00025969234557948897
Position 2854: 0.0002571168084258992
Position 2417: 0.00023571203364280998
Position 3163: 0.00021964784055255741
Position 3442: 0.00021261144215910344
Position 619: 0.0001910248539881894
Position 2142: 0.0001816565528045334
Position 450: 0.0001811900508099242
Position 1889: 0.00017376105699696428
Position 1935: 0.00017276940729554603
Position 3675: 0.0001709196125259002
Position 805: 0.00016990829398830866
Position 830: 0.00015389456948873768
Position 170: 0.0001375354205266796
Position 1942: 0.00011836919670427649
Position 3411: 0.00010820147815413406
Position 4033: 0.0001076098686742332
Position 1243: 9.860975930252255e-05
Position 2162: 8.067305417955862e-05
Position 937: 7.492049131098846e-05
Position 2967: 7.42889358014183e-05
Position 4055: 6.906395890872814e-05
Position 2881: 6.802739615342225e-05
Position 1628: 6.308036177674007e-05
Position 401: 6.0344310083335226e-05
Position 924: 5.7847615808730266e-05
Position 3665: 5.6458802155556504e-05
Position 658: 5.1896703886550004e-05
Position 3429: 5.152203480467244e-05
Position 2402: 4.6326614703582865e-05
Position 1739: 4.319944366687602e-05
Position 1929: 4.3096370500047826e-05
Position 1229: 4.06679222437178e-05
Position 3381: 3.7808610404311055e-05
Position 821: 3.629663748330256e-05
Position 2012: 3.4180049408933286e-05
Position 1833: 3.2731271398768905e-05
Position 2222: 3.138465695398112e-05
Position 856: 3.0594172070463034e-05
Position 2715: 3.014146912603879e-05
Position 1840: 2.8883935000157154e-05
Position 6: 2.8800520797561393e-05
Position 2987: 2.8596402408993848e-05
Position 138: 2.8564777817319037e-05
Position 384: 2.85620003298885e-05
Position 3758: 2.8415201487695304e-05
Position 3890: 2.7237068051242234e-05
Position 3304: 2.545749696269148e-05
Position 1288: 2.4395621430726572e-05
Position 3798: 2.4251489230784446e-05
Position 3862: 2.321433547105443e-05
Position 1082: 2.1826481832952813e-05
Position 375: 1.9270590653457354e-05
Position 1282: 1.9160328366229613e-05
Position 119: 1.8520317993674465e-05
Position 3546: 1.851202334097322e-05
Position 1952: 1.83619383817115e-05
Position 811: 1.742737249509771e-05
Position 915: 1.6237190316880772e-05
Position 2878: 1.4944785666532571e-05
Position 3840: 1.4613773786337678e-05
Position 1213: 1.3532392895888079e-05
Position 3223: 1.3493569410147674e-05
Position 230: 1.2995269817369033e-05
Position 824: 1.0683326827018615e-05
Position 1402: 1.0414211110393705e-05
Position 3502: 1.039283112908055e-05
Position 4058: 1.0233321573919914e-05
Position 4148: 9.938200610282144e-06
Position 3975: 9.864569580027841e-06
Position 808: 9.836300822122343e-06
Position 3498: 9.770673673770942e-06
Position 685: 9.591274526197768e-06
Position 2989: 9.427699207058183e-06
Position 3020: 9.01091084264408e-06
Position 2520: 8.329722395275564e-06
Position 2575: 7.743697928448225e-06
Position 1784: 6.927524036070827e-06
Position 546: 6.422867713793015e-06
Position 2804: 6.408367052601678e-06
Position 2596: 6.225011173855987e-06
Position 2245: 6.124853084888e-06
Position 544: 5.7375675762176655e-06
Position 3023: 5.597980503680261e-06
Position 2200: 4.911111409786565e-06
Position 4143: 4.493098625186815e-06
Position 396: 4.467529070772032e-06
Position 174: 4.385982734443858e-06
Position 2999: 4.375739421916143e-06
Position 1868: 2.9578496178202038e-06
Position 1460: 2.825756843186826e-06
Position 3699: 2.480449253369458e-06
Position 2464: 2.1949001836336512e-06
Position 3141: 2.037930023340948e-06
Position 2288: 1.9544896067901524e-06
Position 176: 1.792280888781468e-06
Position 2339: 1.7902274385231136e-06
Position 2673: 1.7655195143370627e-06
Position 650: 1.7170052430429235e-06
Position 202: 1.6988813857176873e-06
Position 3204: 1.6966959234918571e-06
Position 404: 1.5092324420723782e-06
Position 1777: 1.3981686724691731e-06
Position 3053: 1.3484692011440346e-06
Position 1492: 1.235035436205678e-06
Position 338: 1.214548772773609e-06
Position 3824: 1.173933353717029e-06
Position 99: 8.604432555379121e-07
Position 1173: 7.84853297027699e-07
Position 3789: 7.766113302783057e-07
Position 369: 7.697029796445553e-07
Position 1687: 7.131310876044048e-07
Position 609: 6.193177844633232e-07
Position 2306: 4.794485050191031e-07
Position 3538: 4.253750807966425e-07
Position 1273: 3.3508565100934565e-07
Position 2272: 3.23637763829508e-07
Position 233: 2.4290268229962316e-07
Position 2166: 2.105186726438588e-07
Position 1495: 1.9122671266847878e-07
Position 3294: 1.8939807228764046e-07
Position 167: 1.7676491819372808e-07
Position 1426: 1.0484351885302631e-07
Position 3535: 8.814272060805701e-08
Position 3651: 7.603344186669196e-08
Position 3328: 7.578419042126327e-08
Position 3541: 6.976900866752983e-08
Position 3553: 6.005048001430414e-08
Position 154: 5.914789801096308e-08
Position 3237: 5.635045105501034e-08
Position 3357: 5.2571349195816974e-08
Position 3251: 4.8289038988124094e-08
Position 739: 3.978106891050787e-08
Position 190: 2.484253131759199e-08
Position 3910: 1.2908494490127256e-08
Position 3567: 7.910271676801665e-09
Position 2368: 3.480304058997354e-09
Position 386: 2.846343531640951e-09
Position 3362: 9.380085271286388e-10
Position 2286: 7.725227740689005e-10
Position 3500: 6.8566553197667e-11
Position 3130: 5.7174968268529316e-11
Position 2010: 5.581232604154539e-12
Position 2992: 3.1211819778067476e-12
Position 2057: 1.49050267272639e-12
Position 1653: 2.121012602543248e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2489: 0.9972991326123672
Position 3277: 0.993102527381658
Position 2010: 0.9906596702735108
Position 1642: 0.9858708842976112
Position 1454: 0.9613511799767686
Position 3530: 0.9335018956233501
Position 618: 0.7852109637655939
Position 991: 0.5787712866503821
Position 937: 0.37428520053983944
Position 3612: 0.03644918857929672
Position 682: 0.033846100458484726
Position 4256: 0.03288334906581362
Position 563: 0.028370373621705604
Position 3940: 0.021787588034128093
Position 3906: 0.02064758726144805
Position 509: 0.019431662746807705
Position 4292: 0.018541453667967906
Position 2804: 0.017988962218002273
Position 772: 0.014672986290857953
Position 4092: 0.012219642216357447
Position 1397: 0.010899485511656022
Position 3910: 0.009311209435126006
Position 123: 0.008253007283108365
Position 3050: 0.007733273420997453
Position 2954: 0.007168998871117524
Position 696: 0.006479171498777646
Position 838: 0.0059547380291063694
Position 3927: 0.005769905982645835
Position 3303: 0.005560390468965534
Position 3956: 0.004577967874974561
Position 4262: 0.003735810648350808
Position 2648: 0.0032708934907410376
Position 2064: 0.003270850687710044
Position 3831: 0.0029980902280167606
Position 997: 0.002847992863658479
Position 2959: 0.0026384339676505625
Position 3951: 0.002389671471604998
Position 3541: 0.002300989255988526
Position 544: 0.00225940950035409
Position 1201: 0.002180367462625043
Position 1684: 0.0019153986798427813
Position 658: 0.0018322976320666886
Position 3879: 0.00151733141256257
Position 348: 0.001416474322025985
Position 4120: 0.0012091261625205923
Position 663: 0.0011912798833062658
Position 2286: 0.0011317142227349796
Position 2188: 0.0010837769110062655
Position 1040: 0.0010731905591630805
Position 2499: 0.0010666611755134087
Position 532: 0.0010355894363273388
Position 1470: 0.0009648890918260338
Position 1777: 0.0009108224360086976
Position 513: 0.000906332455104856
Position 1137: 0.0008741614848832499
Position 2731: 0.0007941862644149784
Position 1079: 0.0007749118703865229
Position 1288: 0.0007594369635567612
Position 1771: 0.0007116830728065816
Position 3351: 0.0006961509492353443
Position 3066: 0.0006912460153157533
Position 1525: 0.0006888177102708793
Position 3849: 0.0006858936939033781
Position 3578: 0.000656281175011123
Position 2692: 0.0006151306211061875
Position 2992: 0.0005967821454653812
Position 1004: 0.0005905786464892217
Position 1262: 0.0004487816417404751
Position 4237: 0.0003955789758379825
Position 4005: 0.000387908318902728
Position 1051: 0.0003815489705486022
Position 1649: 0.0003772707379226348
Position 4067: 0.0003393778673516673
Position 77: 0.00033586598376744427
Position 3856: 0.00032302894263709343
Position 3978: 0.0003169242968327009
Position 1015: 0.0002870442844749076
Position 2524: 0.0002757273539250007
Position 3211: 0.0002488919460604545
Position 2697: 0.00024116461849412886
Position 4303: 0.00022827650772568896
Position 2166: 0.00021626991257268774
Position 3582: 0.0002159012760666908
Position 200: 0.00020286429114175835
Position 4313: 0.00019537382026393378
Position 2150: 0.0001900821117515334
Position 2865: 0.0001891044558343806
Position 780: 0.000173865745784692
Position 1162: 0.0001627895810440953
Position 3079: 0.00015781424458160106
Position 3960: 0.0001468097750542396
Position 2089: 0.00014323282619425567
Position 843: 0.00014189778889091745
