Gene = JhI-21
index = 1239
Annotated 5SS: [ 141  958 1740 2061 2386 3279 3483]
Annotated 3SS: [ 682 1543 1957 2117 2953 3357 3538]
SMsplice 5SS: [ 141  958 1740 2061 2386 3279 3483]
SMsplice 3SS: [ 682 1543 1957 2117 2953 3357 3538]
top_k =  1000
Partition function (log Z): 16.86652154167115

Sorted 5' Splice Sites (High to Low Probability):
Position 3483: 0.9997736665559528
Position 3279: 0.9933440780118947
Position 1740: 0.9868004733289628
Position 2061: 0.9848364617180932
Position 2386: 0.8629121149576285
Position 958: 0.8486342154788197
Position 141: 0.8145817854097593
Position 2757: 0.10754950991337216
Position 2657: 0.10123087661165361
Position 816: 0.06130354230232999
Position 634: 0.05059389651154378
Position 1245: 0.019613939228568758
Position 2527: 0.01927790286351355
Position 2277: 0.018343165110255927
Position 1303: 0.014976798262182376
Position 3594: 0.012192570370163988
Position 1456: 0.011362813698122936
Position 3825: 0.010864029982278615
Position 715: 0.008719227067282457
Position 2319: 0.008320804181970733
Position 1009: 0.008042646804184213
Position 2682: 0.007715656613294369
Position 379: 0.006128313045149731
Position 1686: 0.005979099085446879
Position 323: 0.005328608739115979
Position 328: 0.005141321739792042
Position 3747: 0.004093246244338542
Position 2183: 0.003541228853530845
Position 563: 0.0030378466498530514
Position 1247: 0.00284684654862026
Position 2412: 0.0022993605990310087
Position 1879: 0.0020468993723100513
Position 2531: 0.0020229483261364834
Position 965: 0.0018465624285385989
Position 40: 0.0016394811189438924
Position 2891: 0.0015172552715602575
Position 2789: 0.0014062401638803182
Position 2691: 0.0011898592942099712
Position 4007: 0.0010853648904026192
Position 2451: 0.0010752032703403012
Position 2065: 0.0010300539983057822
Position 4003: 0.0009891378100437198
Position 2417: 0.0009798088295509115
Position 610: 0.0009052865284664649
Position 3722: 0.0007032749220906057
Position 1288: 0.0006399608667099375
Position 3942: 0.0006228393456727304
Position 2227: 0.0006051975868261166
Position 2390: 0.0005903562559960491
Position 516: 0.0005720250005686641
Position 2396: 0.0005127475803208349
Position 2872: 0.0005088348792248106
Position 3036: 0.0005059288476402403
Position 3840: 0.0005023450439339623
Position 2269: 0.0004936932383539849
Position 896: 0.0004728108887104204
Position 3875: 0.00046868806501808866
Position 1404: 0.0004582220007824703
Position 2894: 0.00041940047757589973
Position 1914: 0.00039774454298457273
Position 962: 0.0003354137331043508
Position 2069: 0.0003210052250387236
Position 1753: 0.00031574389724580104
Position 2334: 0.00029265286343369815
Position 543: 0.00028927326087486635
Position 4049: 0.0002838781305716545
Position 3337: 0.0002647910045690833
Position 61: 0.00025986761939921133
Position 491: 0.00025899437791904883
Position 2750: 0.000247589120074918
Position 941: 0.00022677539067657545
Position 2605: 0.0002181338576339905
Position 6: 0.000206825573171722
Position 153: 0.0001975537215014129
Position 367: 0.0001875715433060498
Position 3829: 0.00017002280356737644
Position 2720: 0.00016887323953708547
Position 690: 0.00016882040681503262
Position 169: 0.00016720587425718102
Position 3750: 0.00016440332076317622
Position 3162: 0.00014521220421532624
Position 2855: 0.00013673171182612356
Position 2033: 0.00012920762534300066
Position 3895: 0.00012437208287839635
Position 2055: 0.00011652173140584162
Position 3075: 0.00010992386646384323
Position 3117: 8.689440856079481e-05
Position 162: 8.186913349679608e-05
Position 121: 7.926573940765294e-05
Position 457: 6.96259689523504e-05
Position 1148: 6.953206460112143e-05
Position 2699: 6.913388073003299e-05
Position 126: 6.900660926575335e-05
Position 3240: 6.160256341618755e-05
Position 3979: 5.9598099948249154e-05
Position 2476: 4.939580894727744e-05
Position 51: 4.287548639178474e-05
Position 1744: 4.014648245978836e-05
Position 3283: 3.731168694387038e-05
Position 3462: 3.609229814335578e-05
Position 3737: 3.571290453080457e-05
Position 3858: 3.459540336787151e-05
Position 2323: 3.458567151065823e-05
Position 2088: 3.443057264595984e-05
Position 1251: 3.4043611240754754e-05
Position 2427: 3.3694955771753496e-05
Position 1808: 3.102525922341763e-05
Position 2486: 3.055784118267483e-05
Position 3148: 3.0489493489788847e-05
Position 2628: 3.0234574245731203e-05
Position 3938: 2.914980894500377e-05
Position 4112: 2.881554675367703e-05
Position 3487: 2.7713439080408456e-05
Position 1021: 2.764904746761496e-05
Position 342: 2.7131160621834187e-05
Position 2875: 2.7030597742244916e-05
Position 2165: 2.6482657954174055e-05
Position 682: 2.6229291798760047e-05
Position 2357: 2.4637016048205087e-05
Position 1357: 2.3425825685531398e-05
Position 3221: 2.2773490789464205e-05
Position 2829: 2.2248873493550915e-05
Position 1352: 2.1225087495700302e-05
Position 3095: 2.0254064816440805e-05
Position 1339: 1.7910025190027184e-05
Position 4117: 1.7582558936653426e-05
Position 2581: 1.750773064309824e-05
Position 155: 1.740236226977081e-05
Position 4195: 1.571612173596545e-05
Position 1134: 1.5295799462844045e-05
Position 3033: 1.518539857033125e-05
Position 320: 1.425569018751648e-05
Position 590: 1.3351813054209555e-05
Position 3911: 1.2551028617254097e-05
Position 32: 1.2110641205648798e-05
Position 474: 1.166635786222381e-05
Position 1460: 1.1201573705786286e-05
Position 469: 1.1062161109151534e-05
Position 1778: 1.0833943578229607e-05
Position 2153: 1.0675992236207749e-05
