Gene = Las
index = 1250
Annotated 5SS: [ 152  544  914 1029]
Annotated 3SS: [ 210  756  970 1083]
SMsplice 5SS: [ 544  914 1029]
SMsplice 3SS: [ 756  970 1083]
top_k =  1000
Partition function (log Z): -0.5552222216922615

Sorted 5' Splice Sites (High to Low Probability):
Position 914: 0.9841873029010866
Position 1029: 0.983889092594515
Position 544: 0.8319163095892286
Position 152: 0.20604903836792227
Position 561: 0.03494939200623047
Position 1395: 0.01221227934160013
Position 17: 0.004185027013601286
Position 171: 0.0037512614284582204
Position 94: 0.0030635923691423295
Position 327: 0.002977628610814468
Position 140: 0.0024624865477941415
Position 78: 0.00172142279657344
Position 595: 0.00164221695906342
Position 387: 0.001287654702073704
Position 1560: 0.0012682979826678998
Position 1615: 0.0010480427082852086
Position 1699: 0.0007876804994206672
Position 38: 0.000711618936563712
Position 1196: 0.0007013521922283987
Position 269: 0.0005900830231265456
Position 1520: 0.0003839069774149355
Position 1430: 0.00034212734177687873
Position 1376: 0.00026890956688041035
Position 624: 0.00025299588906238377
Position 1217: 0.000249352875527485
Position 7: 0.00023538976053643818
Position 1689: 0.00022345941336486926
Position 318: 0.0002063784944767558
Position 1399: 0.00017064133933124783
Position 918: 0.00016568088364478506
Position 1256: 0.00011370932766936812
Position 832: 0.00010764847909850169
Position 1658: 7.884538640497684e-05
Position 889: 7.47354590772427e-05
Position 406: 6.415996828808371e-05
Position 498: 6.273874264881872e-05
Position 1601: 5.998544411981406e-05
Position 60: 5.93305004058119e-05
Position 1138: 5.697773093637062e-05
Position 1009: 4.634482206454284e-05
Position 901: 4.4326483684386734e-05
Position 658: 3.763217335633854e-05
Position 212: 2.9667076712649138e-05
Position 1456: 2.3003198550005338e-05
Position 251: 2.164490883492113e-05
Position 143: 1.5452961843656263e-05
Position 1692: 7.980015969139402e-06
Position 983: 6.955861462333496e-06
Position 463: 6.631567482499641e-06
Position 1491: 5.78247518433792e-06
Position 1442: 5.587886823656367e-06
Position 1385: 4.87328783703724e-06
Position 482: 4.5522788276860475e-06
Position 926: 4.440294987709595e-06
Position 1638: 4.430771809275705e-06
Position 257: 3.5489386812506384e-06
Position 1498: 3.516826730600993e-06
Position 1302: 3.07542105952185e-06
Position 480: 2.996787980919471e-06
Position 289: 2.84090200996145e-06
Position 1140: 2.754564188662946e-06
Position 1546: 2.4938672427504703e-06
Position 785: 2.233589828672795e-06
Position 799: 2.0686389889139146e-06
Position 1054: 1.8352991573495214e-06
Position 1142: 1.2295692847436553e-06
Position 844: 1.0735019824958024e-06
Position 103: 6.878760798668975e-07
Position 929: 4.2153186881426155e-07
Position 1172: 1.9920470616222635e-07
Position 456: 1.5773657008824236e-07
Position 794: 1.4124966885933524e-07
Position 1509: 8.154435515458397e-08
Position 98: 2.0999656740194272e-08
Position 1112: 2.468477246014406e-09
Position 1105: 3.5698993166389973e-10
Position 1100: 3.822522638376372e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 970: 0.9790634055016368
Position 1083: 0.9784169676138321
Position 756: 0.7464553173554921
Position 210: 0.1838705234399554
Position 616: 0.07272972807672431
Position 685: 0.05463595823086835
Position 294: 0.02471759325437634
Position 1752: 0.009738502545544172
Position 979: 0.005619883965982078
Position 1505: 0.004807263187588467
Position 1456: 0.004780433555370009
Position 779: 0.004689239354672203
Position 1112: 0.002363503060368276
Position 237: 0.001571165254911659
Position 621: 0.0013016896985309954
Position 658: 0.0010548051934815023
Position 267: 0.000913204442100172
Position 692: 0.0007064033169354021
Position 946: 0.0006117106551996576
Position 1190: 0.0005638758153146432
Position 1300: 0.0005591604709613868
Position 901: 0.00041572180472571025
Position 591: 0.00041515646232488255
Position 853: 0.0003587091671549925
Position 1161: 0.0003577595061799774
Position 432: 0.0002858876511340246
Position 393: 0.0002846808210292603
Position 1273: 0.0001656067241480992
Position 1638: 0.00015206678484693304
Position 1709: 0.0001348894706325044
Position 1453: 0.0001225606119376807
Position 1462: 0.00011491178545536328
Position 788: 9.072701579954556e-05
Position 1127: 7.825053187090029e-05
Position 1147: 7.62709097230291e-05
Position 156: 6.988690360539373e-05
Position 1429: 6.599550466279393e-05
Position 595: 6.191610706144693e-05
Position 1268: 5.1561301474016205e-05
Position 1105: 5.002319220732478e-05
Position 1527: 3.889003234307207e-05
Position 1204: 3.516291567034022e-05
Position 311: 3.4826035490189714e-05
Position 438: 2.6840328217265277e-05
Position 1509: 2.4985087769754323e-05
Position 1357: 2.1163483012758513e-05
Position 143: 2.0859703527008393e-05
Position 1246: 1.9278412033393035e-05
Position 1023: 1.8561243681107472e-05
