Gene = RabX6
index = 1404
Annotated 5SS: [283]
Annotated 3SS: [431]
SMsplice 5SS: [283]
SMsplice 3SS: [431]
top_k =  1000
Partition function (log Z): -7.508823584701944

Sorted 5' Splice Sites (High to Low Probability):
Position 283: 0.9459490438895582
Position 1186: 0.09729655412277373
Position 48: 0.037053787839255635
Position 262: 0.011646304216220286
Position 1321: 0.010028217434190597
Position 260: 0.00783125864689004
Position 648: 0.007544944217449437
Position 1172: 0.003503319901006445
Position 707: 0.0029267090630454968
Position 309: 0.0023936813438423864
Position 1140: 0.0020466298028096737
Position 516: 0.0019126615399692112
Position 133: 0.001738453243849195
Position 368: 0.0016820194244467766
Position 1248: 0.0015921632125721953
Position 1230: 0.0015313273375997354
Position 343: 0.0013395290894027048
Position 911: 0.0011791506461011822
Position 1083: 0.001044752926125637
Position 1200: 0.0007477738984682694
Position 736: 0.0005702903783813323
Position 23: 0.0004875570955335093
Position 157: 0.0004348752184580791
Position 896: 0.0003493843018727824
Position 494: 0.0003483284178964913
Position 40: 0.00021095439000777563
Position 663: 0.00017007911121395998
Position 831: 0.00013652657217758527
Position 174: 0.0001029095003388164
Position 228: 8.611936559341402e-05
Position 576: 6.898936540056239e-05
Position 1022: 5.863884990969151e-05
Position 700: 4.6651578366246874e-05
Position 141: 3.963652273696017e-05
Position 683: 3.730793597612532e-05
Position 738: 2.9197696492056278e-05
Position 38: 1.9098063387562105e-05
Position 754: 1.6354561728844547e-05
Position 542: 1.6048356194301142e-05
Position 485: 9.925012794970325e-06
Position 749: 6.56379955303399e-06
Position 1165: 6.443228166182671e-06
Position 26: 5.0578447493495626e-06
Position 396: 4.9316073515429265e-06
Position 12: 3.7021029646920906e-06
Position 474: 3.4006675205595858e-06
Position 972: 1.1544816221157995e-06
Position 774: 4.433959504128826e-07
Position 409: 1.5390400252297276e-07
Position 1092: 1.0076345214403313e-07
Position 1004: 9.866612098651074e-08
Position 1028: 9.122880344552016e-08
Position 463: 9.070882868987192e-08
Position 1075: 7.35589438661974e-08
Position 1056: 6.792531065892643e-08
Position 721: 5.567852330015486e-08
Position 1134: 4.320259612220727e-08
Position 610: 3.1246835470862385e-08
Position 554: 1.906017285602105e-08
Position 29: 7.114259917613548e-09
Position 15: 4.6539520292404776e-09
Position 451: 1.8143737299218993e-09
Position 393: 1.4580376736642691e-09
Position 418: 1.0403715761832214e-10
Position 465: 2.135282519938995e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 431: 0.9676126780542016
Position 1247: 0.07666646132392166
Position 1378: 0.017662467205075767
Position 132: 0.01272466549569537
Position 766: 0.012126551224071656
Position 1288: 0.010186563984051615
Position 1346: 0.008645146950643924
Position 100: 0.008499827849377313
Position 355: 0.007963530918671873
Position 992: 0.004197638097693157
Position 343: 0.0030444281532880694
Position 1229: 0.0024705332513941685
Position 1017: 0.002333372089988439
Position 588: 0.002017132460672574
Position 806: 0.0015160008630039448
Position 1206: 0.0009526061738011073
Position 1106: 0.0009002572146080055
Position 1144: 0.0008980089742109322
Position 335: 0.0007227451898919711
Position 1254: 0.0005455629723499869
Position 560: 0.0005378953486134559
Position 91: 0.0004150681918726298
Position 1365: 0.00034745787922809833
Position 1271: 0.00029136239736460946
Position 494: 0.00019562953298966443
Position 620: 0.00013452186724783352
Position 1226: 0.00010771164725037771
Position 368: 0.00010029057530430881
Position 1351: 9.771705943327231e-05
Position 700: 8.153850146653181e-05
Position 727: 5.780112995595484e-05
Position 1148: 4.9430255995950234e-05
Position 376: 4.1007121476852275e-05
Position 637: 3.9486675371561107e-05
Position 713: 3.086143964154494e-05
Position 1302: 1.708169615950873e-05
Position 939: 7.41303610466698e-06
Position 218: 7.31300010397161e-06
Position 590: 5.067444877257467e-06
Position 683: 2.3540965693019505e-06
Position 362: 1.8202008634117347e-06
Position 1081: 1.4016071539300336e-06
Position 647: 1.2907093892442691e-06
Position 260: 5.099504789753273e-07
Position 956: 3.085600183554189e-07
Position 893: 2.5111718733359096e-07
Position 276: 2.2379399719879248e-07
Position 251: 1.8620668319381782e-07
Position 165: 1.5982041077896839e-07
Position 896: 7.540369348887167e-08
Position 1092: 7.290456560966415e-08
Position 847: 6.161983006047574e-08
Position 1176: 5.7382515227735825e-08
Position 273: 4.0761417594232597e-08
Position 167: 2.745643081365221e-08
Position 305: 1.0081915928529946e-08
Position 157: 4.834125141738814e-09
Position 282: 1.2864466375896641e-09
Position 461: 7.74260822212226e-10
Position 599: 4.846938974715967e-10
Position 400: 8.265090617819373e-12
Position 320: 3.1913677228056533e-13
