Gene = Ptth
index = 1393
Annotated 5SS: [383 816]
Annotated 3SS: [491 873]
SMsplice 5SS: [383 816]
SMsplice 3SS: [491 873]
top_k =  1000
Partition function (log Z): -6.228347894867348

Sorted 5' Splice Sites (High to Low Probability):
Position 816: 0.8000333764323084
Position 383: 0.7235216128442185
Position 268: 0.05507553709081288
Position 1003: 0.030831455509113117
Position 585: 0.028984198429908938
Position 221: 0.012129099257318558
Position 810: 0.011285460834771497
Position 637: 0.008250169073683863
Position 1116: 0.003755112566572384
Position 734: 0.0034357701833320764
Position 379: 0.002906105060487492
Position 4: 0.0015353718266727934
Position 231: 0.0010549619674209063
Position 178: 0.0007478124557525667
Position 571: 0.0007208402422943589
Position 1090: 0.0005170591175403348
Position 308: 0.0004966535283247264
Position 113: 0.0004840941834758412
Position 353: 0.00035179720336068815
Position 1130: 0.0001871295499201413
Position 708: 0.000155224941740242
Position 205: 0.0001307208268834787
Position 1009: 0.00012457339445164618
Position 589: 7.463374420790689e-05
Position 387: 7.24524684243486e-05
Position 762: 5.743605051973972e-05
Position 41: 5.47726476974877e-05
Position 8: 4.945454168019212e-05
Position 342: 4.8587690171109913e-05
Position 181: 2.1630183402132878e-05
Position 655: 2.1294530779521097e-05
Position 193: 1.9033732398245345e-05
Position 550: 1.3794513280248623e-05
Position 184: 1.273707991284082e-05
Position 947: 1.2728304460810546e-05
Position 673: 9.915973461706354e-06
Position 554: 9.15408538946571e-06
Position 820: 8.826675023007535e-06
Position 841: 7.643247953756771e-06
Position 198: 6.852188265787286e-06
Position 928: 6.388385453718863e-06
Position 1029: 6.35657323709613e-06
Position 896: 5.450541121549743e-06
Position 186: 3.837144092158168e-06
Position 491: 1.964703258136991e-06
Position 963: 1.5258699790955683e-06
Position 783: 1.1261559797956674e-06
Position 1084: 1.0132848927163408e-06
Position 484: 5.574145620839909e-07
Position 1074: 4.721585739198605e-07
Position 598: 4.268018043216973e-07
Position 215: 2.1982762065252083e-07
Position 1047: 2.0670884884495e-07
Position 893: 1.2021887786679575e-08
Position 289: 2.315170141194568e-09
Position 848: 7.059451676898015e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 873: 0.9255135571684353
Position 491: 0.397458078122943
Position 696: 0.07597976862036658
Position 550: 0.056199690704455706
Position 795: 0.04666703799424073
Position 328: 0.03383389913649845
Position 540: 0.025397654451329764
Position 526: 0.02301626867985162
Position 1074: 0.022656745339345863
Position 722: 0.017779466074589047
Position 267: 0.00921724704781447
Position 986: 0.008736947126259373
Position 1170: 0.008491616483196083
Position 554: 0.006922755878612646
Position 436: 0.006457116091104335
Position 1059: 0.004187651382850878
Position 433: 0.0032206938756674714
Position 673: 0.002783150863767169
Position 655: 0.002662999104162459
Position 330: 0.0021671023179553853
Position 220: 0.0020804499155204275
Position 679: 0.0016820926062552457
Position 755: 0.0010834412523595008
Position 623: 0.000703319350098398
Position 1180: 0.0004409881664916944
Position 308: 0.00031705120012954894
Position 562: 0.0003053063230575991
Position 836: 0.0002558768609670827
Position 698: 0.00014112036354869517
Position 637: 0.0001301585561599288
Position 570: 0.000116843441492934
Position 363: 8.150759720357613e-05
Position 595: 7.957926649365863e-05
Position 1008: 6.660801022864483e-05
Position 93: 5.958563316130333e-05
Position 446: 4.99929372347272e-05
Position 336: 4.6773277419120276e-05
Position 626: 4.0145176430308605e-05
Position 1116: 3.888583125715147e-05
Position 617: 3.76490834544737e-05
Position 339: 2.1663325352536388e-05
Position 1020: 1.9234410468309488e-05
Position 105: 1.8072347942446613e-05
Position 1126: 1.4420362213414306e-05
Position 845: 1.3422212145383645e-05
Position 620: 1.3095716507133604e-05
Position 144: 8.536219562214046e-06
Position 417: 6.0567346388031774e-06
Position 1029: 5.0652576573074285e-06
Position 75: 3.684289786124997e-06
Position 342: 3.395356544791362e-06
Position 387: 2.2955819243252867e-06
Position 357: 1.9130387407812605e-06
Position 879: 1.6281544391913055e-06
Position 102: 1.4791258942585628e-06
Position 1002: 1.1133383109958262e-06
Position 598: 7.720245214459962e-07
Position 108: 6.892197526467708e-07
Position 277: 6.273218054742284e-07
Position 66: 4.804526884800337e-07
Position 279: 7.820877201062607e-08
Position 347: 3.8834520285519615e-08
Position 198: 2.7705268879567888e-08
Position 122: 2.515541293609186e-08
Position 110: 4.730447605762313e-09
Position 369: 1.963167985002091e-09
Position 113: 1.7432730964682892e-09
Position 411: 6.43800175649897e-10
Position 158: 1.833247429371118e-12
Position 127: 1.8025058209970754e-14
