Gene = corn
index = 1655
Annotated 5SS: [ 1138 11107 11483 11843 12111 12337 13014]
Annotated 3SS: [ 9208 11172 11544 11900 12164 12791 13066]
SMsplice 5SS: [ 1138 11107 11483 11843 12111 12337 13014]
SMsplice 3SS: [ 9208 11172 11544 11900 12164 12791 13066]
top_k =  1000
Partition function (log Z): 20.06836532772997

Sorted 5' Splice Sites (High to Low Probability):
Position 13014: 0.994562926604782
Position 12111: 0.9902185244468831
Position 11843: 0.9883087325102833
Position 11107: 0.9774620396608181
Position 11483: 0.9330621212956318
Position 1138: 0.8695866810072513
Position 12337: 0.8390150701807032
Position 696: 0.2613799192513955
Position 8990: 0.17498042539518438
Position 12664: 0.1742915589266505
Position 180: 0.13058609553897563
Position 356: 0.11955607756891085
Position 12342: 0.06488954611231308
Position 11488: 0.05983515021228793
Position 700: 0.05186994125115226
Position 495: 0.04338876586158889
Position 1651: 0.030544420955747335
Position 6861: 0.030452127776263938
Position 9077: 0.023188524178223195
Position 515: 0.02262485158310872
Position 1640: 0.01703353844149199
Position 732: 0.015800937248783842
Position 501: 0.015418439434243977
Position 702: 0.014155300746412918
Position 13313: 0.01229459283363767
Position 1776: 0.012126098416876053
Position 3586: 0.011573426359776907
Position 704: 0.010679189997816524
Position 206: 0.009554939367759238
Position 11847: 0.009359333878939105
Position 505: 0.008340451114926567
Position 12103: 0.007644247222050161
Position 191: 0.005089558370008318
Position 13303: 0.004959145127451991
Position 12978: 0.004572517938182708
Position 11625: 0.0044296302107284845
Position 1134: 0.0044032078293740175
Position 5945: 0.004179688053711832
Position 555: 0.004047709006809887
Position 7942: 0.0040004645848617775
Position 13316: 0.003513669123315725
Position 1697: 0.0030317038211957214
Position 1988: 0.002981557989704845
Position 2063: 0.0027972669843537444
Position 12684: 0.002731082556492073
Position 12692: 0.0022838621714505905
Position 12735: 0.0017859891440274564
Position 6003: 0.001566081346450262
Position 12013: 0.0012411621263548945
Position 694: 0.0012207231645850274
Position 13656: 0.0012138072801459309
Position 13367: 0.0009719377162925145
Position 13211: 0.0009013568580737544
Position 939: 0.0008929072914025393
Position 13627: 0.0008496005005664137
Position 3276: 0.0008495873760313404
Position 11459: 0.000804878232873459
Position 13694: 0.0007262069653247899
Position 13301: 0.0006829242099471938
Position 6857: 0.0006272566646105544
Position 11345: 0.0005567653035817424
Position 13214: 0.0005380266463904847
Position 13006: 0.0005357898879293474
Position 5950: 0.0005051380617879118
Position 12434: 0.00049078411592676
Position 13642: 0.00047312003030707873
