Gene = saturn
index = 1864
Annotated 5SS: [330]
Annotated 3SS: [388]
SMsplice 5SS: [330]
SMsplice 3SS: [388]
top_k =  1000
Partition function (log Z): -4.3617310911256375

Sorted 5' Splice Sites (High to Low Probability):
Position 330: 0.9874924947671391
Position 150: 0.329847530997715
Position 522: 0.3252967774886942
Position 32: 0.0745746555511824
Position 479: 0.030591037144298294
Position 47: 0.02136708815250728
Position 550: 0.004156679915317776
Position 258: 0.002585105713892026
Position 231: 0.0019108095723521501
Position 719: 0.001118454876459541
Position 132: 0.00041670038466394197
Position 190: 0.00025098332131251943
Position 99: 0.00024250005437268646
Position 704: 0.00015459722876113772
Position 297: 0.00014255330271279582
Position 840: 0.00010317280572250363
Position 707: 7.910268673232747e-05
Position 430: 7.735661915890379e-05
Position 194: 6.133806229084059e-05
Position 51: 6.0162579578086917e-05
Position 164: 5.644729530655327e-05
Position 334: 5.476749134266092e-05
Position 124: 5.0001166368125105e-05
Position 434: 4.979261465858422e-05
Position 815: 4.568230647382213e-05
Position 644: 3.6917248460913484e-05
Position 58: 3.4160343491815454e-05
Position 671: 2.5425352611338306e-05
Position 847: 1.8598311809211413e-05
Position 425: 1.6849803339188398e-05
Position 282: 1.1948027648498811e-05
Position 113: 1.1687503195654305e-05
Position 627: 5.276706712860427e-06
Position 353: 5.009603821701952e-06
Position 423: 3.4247968544360132e-06
Position 218: 1.962164077819062e-06
Position 389: 1.7578673786755585e-06
Position 358: 9.545634870224798e-07
Position 273: 3.4945961510878496e-07
Position 821: 6.840772651204195e-08
Position 377: 2.2619039194710162e-09
Position 397: 9.848477804222058e-10
Position 409: 5.795740127788127e-10
Position 382: 9.269641574856895e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 388: 0.9878440858356548
Position 207: 0.3364996036056382
Position 578: 0.18277596157584655
Position 611: 0.17822761679118593
Position 81: 0.07225661775782875
Position 103: 0.00707016678369255
Position 128: 0.0031461624765736357
Position 99: 0.0029928633891821363
Position 961: 0.0022796794626447417
Position 307: 0.0016339030432122464
Position 85: 0.0013192894517506095
Position 680: 0.0009711482134746321
Position 548: 0.0007055618770231385
Position 932: 0.0005334929625388176
Position 737: 0.00044596748055009724
Position 587: 0.0004139876737523805
Position 627: 0.0003770292107060126
Position 782: 0.0003114020112626524
Position 803: 0.00022911057026334578
Position 831: 0.0001910516112815473
Position 796: 0.00016252390287968232
Position 241: 0.00012033676363072249
Position 638: 0.000112486536513744
Position 717: 9.698933148704662e-05
Position 155: 6.009319113980492e-05
Position 898: 4.466187656416057e-05
Position 707: 2.4177290744541367e-05
Position 653: 2.230695308520594e-05
Position 519: 1.721762454424221e-05
Position 644: 1.7149575635854956e-05
Position 442: 1.4414726179823025e-05
Position 742: 9.282578367424508e-06
Position 430: 7.533961585565171e-06
Position 490: 6.626269240960755e-06
Position 132: 5.068463155221444e-06
Position 500: 2.5072179485256905e-06
Position 698: 2.361163882826838e-06
Position 650: 2.3610219636794954e-06
Position 550: 1.9967570880754845e-06
Position 375: 1.4258329217391447e-06
Position 522: 1.217907343232191e-06
Position 340: 8.520912038758755e-07
Position 758: 7.294536454819548e-07
Position 409: 4.14610298386335e-07
Position 464: 3.051884240633995e-07
Position 403: 1.4020467146832724e-07
Position 886: 1.1192544515537807e-07
Position 364: 9.29885144944421e-08
Position 361: 6.274990537608169e-08
Position 334: 2.027172903490845e-08
Position 358: 1.126543258929889e-08
Position 461: 3.3984676512952158e-09
Position 417: 1.3005634270823748e-09
