Gene = tadr
index = 1905
Annotated 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
Annotated 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
SMsplice 5SS: [ 311 2100 2353 2781 3004 3717 4552 4731]
SMsplice 3SS: [1953 2157 2688 2865 3561 3884 4631 4795]
top_k =  1000
Partition function (log Z): 20.561973077162193

Sorted 5' Splice Sites (High to Low Probability):
Position 4731: 0.9883328754188944
Position 2353: 0.9789302965521005
Position 4552: 0.9764128708991386
Position 2781: 0.9724249728198823
Position 3717: 0.9629697757322951
Position 311: 0.9385161351531164
Position 2100: 0.8980338331285457
Position 3004: 0.7563028375008544
Position 1694: 0.2850938515943487
Position 4100: 0.26058733517732
Position 3314: 0.10937160764804735
Position 5018: 0.07988184333902484
Position 604: 0.06312084890932756
Position 2136: 0.0557959904497092
Position 4205: 0.05551191160033901
Position 4841: 0.046906344545103784
Position 4025: 0.03944130360187769
Position 3051: 0.01729964401466193
Position 4178: 0.01444735569729674
Position 1506: 0.013220987340960045
Position 1558: 0.0122252273471267
Position 2360: 0.012071791533163801
Position 1417: 0.009872520288185653
Position 3055: 0.009733252300138141
Position 4588: 0.008929292602823522
Position 1536: 0.007574134126004683
Position 4137: 0.0072543916494749614
Position 1202: 0.006912292263344952
Position 2785: 0.006836729030548938
Position 4097: 0.00638270875479553
Position 3020: 0.006366851502032734
Position 1469: 0.005524961596823688
Position 1576: 0.00445111721170293
Position 4030: 0.003701770538724026
Position 2373: 0.0036764426678098103
Position 2111: 0.0034968907161137654
Position 1622: 0.003448989264591244
Position 979: 0.003222465125388749
Position 2122: 0.003166134488857205
Position 4210: 0.003140781004288393
Position 3495: 0.003065011477632558
Position 3661: 0.002815087200343947
Position 1091: 0.00267313006136138
Position 2106: 0.002541991555174241
Position 3332: 0.0023599067978459943
Position 450: 0.002308666560322566
Position 416: 0.0021427335091559765
Position 446: 0.002080103376916067
Position 2195: 0.0019747136187573
Position 5402: 0.0019317740570787304
Position 273: 0.0017719352334160882
Position 2536: 0.0015621364345457282
Position 3825: 0.001452432079455772
Position 3948: 0.0013438483304728645
Position 4053: 0.0013202966957381447
Position 3310: 0.001243299321210006
Position 2329: 0.0012229844759828613
Position 2009: 0.0010585778754872179
Position 4033: 0.0010244647649523717
Position 3367: 0.000904969503686942
Position 510: 0.0008565069246926475
Position 608: 0.0008039738005432595
Position 4146: 0.000800705202225154
Position 3326: 0.0007543056057823822
Position 3799: 0.0006837942377803517
Position 4556: 0.0006424698391480189
Position 1843: 0.0005667351190380804
Position 3504: 0.000541926873804567
Position 2809: 0.0005247014871448104
Position 5132: 0.0005140186398663703
Position 67: 0.0004937658591955676
Position 2474: 0.0004864365118100019
Position 1740: 0.00046758424644555174
Position 3757: 0.0004639959302605925
Position 3706: 0.00043830145210197564
Position 1457: 0.0004078751322387357
Position 4958: 0.0004026816773070695
Position 3703: 0.0003886274719561653
Position 3952: 0.00033643193492252193
Position 2060: 0.000331830957453291
Position 4877: 0.0002910446418119961
Position 815: 0.00029030282783395014
Position 4079: 0.0002840611251628695
Position 745: 0.00028266051640141914
Position 3394: 0.00027603354047059907
Position 3986: 0.00026341155734975073
Position 4119: 0.00022966325333547113
Position 2164: 0.00020687872303225206
Position 1432: 0.00019095717317742922
Position 454: 0.00018785927325367313
Position 591: 0.00018389733055680345
Position 803: 0.00017903308213457835
Position 3778: 0.00016247050807643675
Position 544: 0.00015915652804373922
Position 2382: 0.00012714145708812939
Position 813: 0.00012246222599103344
Position 101: 0.0001134101622942234
Position 2621: 0.00011033018588551817
Position 2357: 0.0001075091236915446
Position 87: 0.00010690858606465717
Position 3192: 0.00010642886972846213
Position 4139: 0.00010174392130423801
Position 1442: 0.00010166835725622608
Position 140: 9.950118040210745e-05
Position 4117: 9.153109747456484e-05
Position 1605: 9.11365100964968e-05
Position 1445: 9.079686872814498e-05
Position 4065: 8.703493974452014e-05
Position 1206: 8.668986128369523e-05
Position 1019: 8.55963932399371e-05
Position 3692: 8.348458719964281e-05
Position 2964: 8.081675637085399e-05
Position 5007: 8.063324431694593e-05
Position 261: 7.294023006723756e-05
Position 4108: 7.10871622187469e-05
Position 713: 6.754575680974633e-05
Position 3721: 6.0338389963161864e-05
Position 3626: 5.6950679651356836e-05
Position 28: 5.446625884089083e-05
Position 708: 5.4315875516496715e-05
Position 130: 5.374448769813739e-05
Position 5009: 5.3565744283635476e-05
Position 877: 4.93895995586193e-05
Position 855: 4.89671985926428e-05
Position 3786: 4.553598967834959e-05
Position 138: 4.549970749136527e-05
Position 3014: 4.221469717548016e-05
Position 2398: 4.188522727703471e-05
Position 3572: 4.1786521944094115e-05
Position 1581: 4.1735044936016204e-05
Position 1423: 3.892540802069801e-05
Position 4754: 3.867161341081789e-05
Position 2081: 3.791091742309119e-05
Position 3791: 3.221744474847314e-05
Position 1252: 3.163196978589187e-05
Position 146: 2.883193223084276e-05
Position 2627: 2.8469106563534796e-05
Position 103: 2.5390666915518777e-05
Position 4717: 2.4214176816725695e-05
Position 2590: 2.2504236378611797e-05
Position 3972: 2.1897862725587778e-05
Position 4939: 2.0474212133584533e-05
Position 1698: 2.0190719860895863e-05
Position 1733: 1.9932147524184317e-05
Position 2066: 1.8884553091157825e-05
Position 448: 1.6150819189698527e-05
Position 4355: 1.492670899404118e-05
Position 299: 1.4629201504808267e-05
Position 3300: 1.449481969822965e-05
Position 204: 1.3874107625132694e-05
Position 2199: 1.3604354505707539e-05
Position 2502: 1.3365818666045387e-05
Position 4565: 1.3213995054295646e-05
Position 1390: 1.3151839905516898e-05
Position 4874: 1.1532395952223175e-05
Position 4577: 1.1114096654490054e-05
Position 801: 1.0200803473733685e-05
Position 699: 1.0113529134470992e-05
Position 1475: 1.0088327531319268e-05
Position 35: 9.850062997615144e-06
Position 2512: 9.191449019789933e-06
Position 4983: 8.969624927819735e-06
Position 4967: 7.785803366176591e-06
Position 2140: 7.746947618455257e-06
Position 630: 7.1852896762690675e-06
Position 2739: 6.91381304639753e-06
Position 4712: 6.696184074030912e-06
Position 4406: 6.602668073484983e-06
Position 195: 6.486579167179797e-06
Position 3238: 5.980772441351161e-06
Position 2268: 5.6335574121307555e-06
Position 3765: 4.886906643318104e-06
Position 3262: 4.599294605410315e-06
Position 304: 4.014794669150904e-06
Position 2762: 3.4652156026185788e-06
Position 4704: 3.4628959247877728e-06
Position 826: 3.2300475935489237e-06
Position 395: 2.815197277194752e-06
Position 392: 2.4880947605721297e-06
Position 2735: 2.4781913231072363e-06
Position 5230: 2.1736755068466483e-06
Position 4594: 1.8203021855557347e-06
Position 2562: 1.302957996168267e-06
Position 3008: 1.0930043970418505e-06
Position 74: 9.758610041462346e-07
Position 3072: 9.468027514497114e-07
Position 3002: 5.582743778983891e-07
Position 5562: 4.6101021514988784e-07
Position 3562: 4.421607329930776e-07
Position 2302: 3.965956329384645e-07
Position 3066: 2.7201361187833164e-07
Position 72: 2.489089307297754e-07
Position 189: 2.4549098009128624e-07
Position 3059: 2.0952645233241013e-07
Position 2856: 2.0654866801873652e-07
Position 2230: 1.6662114504670684e-07
Position 42: 1.2592848603063324e-07
Position 2724: 1.256628168619294e-07
Position 2940: 1.0633474800201934e-07
Position 3107: 9.465650550658963e-08
Position 4669: 8.117757229495912e-08
Position 3083: 8.11641177675709e-08
Position 2955: 7.026540411703478e-08
Position 3098: 6.96371918344543e-08
Position 1264: 6.302462005893092e-08
Position 3381: 6.19033490318335e-08
Position 901: 6.05147368360591e-08
Position 2733: 6.00869880534178e-08
Position 866: 5.466439513534346e-08
Position 3409: 5.428657337133655e-08
Position 2742: 3.317915271577868e-08
Position 2751: 2.935227066466356e-08
Position 4773: 2.908247716612447e-08
Position 411: 1.9445463949146377e-08
Position 5154: 1.3823169848082413e-08
Position 4856: 1.357016671502505e-08
Position 2904: 8.460671587302617e-09
Position 4826: 8.383224163359505e-09
Position 4391: 7.556260477454409e-09
Position 5076: 7.049174985334194e-09
Position 4475: 2.950920056810424e-09
Position 4516: 1.8305911387587544e-09
Position 2932: 1.6403062688361505e-09
Position 5027: 5.387808895401712e-10
Position 527: 4.662165525426799e-10
Position 4376: 4.166246248804827e-10
Position 4824: 2.491026717318359e-10
Position 5022: 2.3063287238738126e-10
Position 473: 2.2879648274731402e-10
Position 481: 2.2071709407459572e-10
Position 487: 2.088330990218174e-10
Position 4796: 1.445501507804729e-10
Position 4845: 1.3208861864066392e-10
Position 495: 1.1017832377244524e-10
Position 466: 4.521895360176702e-11
Position 3915: 3.8671411082732893e-11
Position 498: 1.502517042960093e-11
Position 2714: 4.690142529452535e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 2688: 0.9987391286746016
Position 4795: 0.9969011748429801
Position 1953: 0.9937227972675454
Position 2865: 0.918025574071991
Position 3884: 0.9132639918062909
Position 4631: 0.8191589453575187
Position 2157: 0.7680548918306389
Position 4250: 0.45715543210154963
Position 3561: 0.3710021084701899
Position 3542: 0.30424864973366034
Position 2227: 0.1423109484393138
Position 3424: 0.13457765950376335
Position 370: 0.12773867716949627
Position 4653: 0.12549219263897773
Position 5070: 0.0873872650073754
Position 1394: 0.04940362506689317
Position 487: 0.04152150764334376
Position 1115: 0.039601097694873584
Position 3412: 0.03597170405389308
Position 2253: 0.025658807870341045
Position 3381: 0.024645849659871325
Position 2182: 0.023805862337610735
Position 3461: 0.017635628318220874
Position 3107: 0.01717541627547865
Position 4646: 0.016339707161990367
Position 708: 0.016076014395741536
Position 4669: 0.01513354987372565
Position 928: 0.012427365156539418
Position 1605: 0.012394341135516492
Position 1361: 0.011919949425811453
Position 3440: 0.011293883639952835
Position 5274: 0.009313253367779887
Position 1539: 0.009007413859297975
Position 3482: 0.0085289759131457
Position 5194: 0.007739007198268198
Position 1017: 0.006326944672964595
Position 392: 0.0061748384936263214
Position 834: 0.006171517650588524
Position 4309: 0.00567269924434092
Position 3155: 0.005547667484949088
Position 3842: 0.005404237127152892
Position 4295: 0.005297054566465064
Position 850: 0.00490779810612617
Position 5474: 0.0047849496174766125
Position 4274: 0.004775384512502697
Position 5205: 0.004739480301126791
Position 2927: 0.004529751466399504
Position 2173: 0.0043354066313198774
Position 654: 0.004273094128378661
Position 933: 0.003399405187904674
Position 5258: 0.003369652159617456
Position 1486: 0.0029644702831410443
Position 1489: 0.002861887752304029
Position 4170: 0.0025473312655965217
Position 3167: 0.0025219657835603097
Position 5007: 0.0023832818623030663
Position 813: 0.002207938483449214
Position 1505: 0.001990189660687615
Position 4937: 0.0018030509182964277
Position 1521: 0.0017831937796903969
Position 1894: 0.0015485122772341525
Position 2422: 0.001548231069340931
Position 1311: 0.0015432125115545368
Position 5595: 0.0014373638266113086
Position 5546: 0.001412354356057836
Position 5289: 0.0012817928951748163
Position 591: 0.0012333776907285038
Position 1421: 0.0011400732507889986
Position 5139: 0.0010944671744102623
Position 801: 0.0010909185887842908
Position 5218: 0.0010521040487009646
Position 4271: 0.0009961739030415122
Position 1904: 0.0009650809385734097
Position 1038: 0.0009480764574373251
Position 1442: 0.0009149703876172674
Position 5343: 0.0008364596907370004
Position 3389: 0.0007350775798549418
Position 4824: 0.0007099943482562884
Position 3051: 0.0006719892830369581
Position 901: 0.0006133641140109637
Position 5326: 0.0005862086313194291
Position 2404: 0.00045326502574343576
Position 627: 0.00043271610605687165
Position 5620: 0.000415999912951306
Position 3489: 0.0003694566132156802
Position 3891: 0.0003620348249978749
Position 5505: 0.0003563130840191564
Position 171: 0.00034889177534504266
Position 861: 0.00033673323690170564
Position 3360: 0.0003221738597442294
Position 778: 0.0003041545824299654
Position 1831: 0.00023663936647554763
Position 5220: 0.00023172447141782968
Position 5234: 0.00021845620711048486
Position 3255: 0.000216048936578405
Position 1974: 0.0002086289591611662
Position 3466: 0.00018471862647282457
Position 3072: 0.00017106296853967076
Position 1041: 0.0001701165328893632
Position 2882: 0.0001597275758876133
Position 970: 0.0001569418346459395
Position 1567: 0.0001511307686351898
Position 5599: 0.00013812260703168183
Position 1558: 0.00013046866999429232
Position 3059: 0.0001298759460458069
Position 5625: 0.00012776699488297548
Position 1776: 0.00011726786596402058
Position 1758: 0.00010741344742544614
Position 3300: 0.00010511476588322408
Position 3504: 0.00010363124341915254
Position 3665: 0.00010207614060012851
Position 1615: 0.00010159678807178317
Position 189: 9.516230635141005e-05
Position 4189: 9.508648653669765e-05
Position 3948: 9.353619778083704e-05
Position 1063: 9.19943535855395e-05
Position 670: 7.985467658691e-05
Position 2446: 7.500719994706782e-05
Position 4328: 7.017818243254664e-05
Position 1035: 6.64624739715836e-05
Position 4406: 6.342708576979012e-05
Position 4763: 6.313512732133239e-05
Position 888: 5.438562124960548e-05
Position 3442: 3.995704768256165e-05
Position 1694: 3.828040402548323e-05
Position 3805: 3.2064142509049676e-05
Position 959: 3.109489555358444e-05
Position 2474: 3.088888910849935e-05
Position 2502: 3.0170778691759603e-05
Position 2985: 2.8896722695122353e-05
Position 3894: 2.695742749207411e-05
Position 4355: 2.601542659105712e-05
Position 2136: 2.408769682849466e-05
Position 4724: 2.0144523302564092e-05
Position 1843: 1.9457333297727793e-05
Position 5550: 1.909149514895853e-05
Position 256: 1.9020109158019047e-05
Position 4074: 1.8837700127019405e-05
Position 745: 1.850254316618726e-05
Position 2975: 1.8300365005856033e-05
Position 2479: 1.7182700866138494e-05
Position 986: 1.706262670730544e-05
Position 2531: 1.6386152849694167e-05
Position 4376: 1.3582881494750372e-05
Position 4425: 1.2695388149844575e-05
Position 4133: 1.1576121540831465e-05
Position 4712: 1.0365833652676176e-05
Position 124: 9.99277439265408e-06
Position 116: 9.431379988164998e-06
Position 3394: 9.265589743849557e-06
Position 5299: 8.932552987121499e-06
Position 1727: 7.716719012177099e-06
Position 5312: 7.584338732905559e-06
Position 4386: 7.507654744011657e-06
Position 4371: 7.207837469972872e-06
Position 4419: 7.1483051703767956e-06
Position 216: 5.416680007297418e-06
Position 5449: 5.3705097340355724e-06
Position 2052: 4.974134092154664e-06
Position 1980: 3.811335943328306e-06
Position 1860: 3.578269901610953e-06
Position 138: 3.574786591567342e-06
Position 224: 3.009442334926155e-06
Position 3341: 2.685974394558468e-06
Position 4178: 2.43567013611985e-06
Position 2302: 1.585410836136316e-06
Position 2521: 1.4544739022854717e-06
Position 1849: 1.3540784500438084e-06
Position 1710: 1.1320654485738154e-06
Position 3904: 1.0674443745245783e-06
Position 3002: 7.91176382221156e-07
Position 3807: 6.528998323832961e-07
Position 4730: 6.214347658586324e-07
Position 204: 4.088572883956047e-07
Position 2385: 2.0585082746241725e-07
Position 4832: 1.516292903887335e-07
Position 79: 1.4319529036695106e-07
Position 273: 1.3275751314677258e-07
Position 146: 1.0117063185979408e-07
Position 324: 7.744048299675944e-08
Position 130: 5.965984199323713e-08
Position 2999: 4.30381053733917e-08
Position 3262: 2.4327178666793674e-08
Position 84: 1.5187804880662068e-08
Position 99: 1.312305835915317e-08
Position 2804: 1.0129510131615e-08
Position 2873: 7.853076246059718e-09
Position 87: 3.6837044360510657e-09
Position 4819: 2.255020322798841e-09
Position 310: 1.9548217202678348e-09
Position 4735: 1.4117773487287254e-09
Position 81: 1.0689331526261751e-09
Position 314: 7.865100881360654e-10
Position 221: 7.28703045306347e-10
Position 686: 2.624681359959419e-10
Position 304: 2.4254387564769386e-10
Position 2809: 1.5812469425303207e-10
Position 2780: 5.935913679303519e-11
Position 261: 1.2838881612893447e-12
