Gene = nSMase
index = 1812
Annotated 5SS: [189]
Annotated 3SS: [274]
SMsplice 5SS: [189]
SMsplice 3SS: [274]
top_k =  1000
Partition function (log Z): -8.314767115255522

Sorted 5' Splice Sites (High to Low Probability):
Position 189: 0.977334130040972
Position 109: 0.019370473363716858
Position 474: 0.017778272932070086
Position 1544: 0.0033443282764399253
Position 485: 0.0032707969571296133
Position 644: 0.0021911455506522484
Position 372: 0.0020303968635742038
Position 574: 0.0008818503517578084
Position 347: 0.0008350063827774061
Position 518: 0.0008297095966991349
Position 284: 0.0006860061386744297
Position 907: 0.0005399287314459808
Position 522: 0.00045202332907671544
Position 1098: 0.00045064180233161044
Position 1110: 0.0003582855297767993
Position 948: 0.000355224624706875
Position 1072: 0.0003299467288526657
Position 466: 0.00032791535368668234
Position 1143: 0.00032199549135100746
Position 930: 0.0002864728968284593
Position 665: 0.00028125152873855006
Position 1521: 0.0002582810408360123
Position 792: 0.0002296556097475178
Position 612: 0.00018120965988424893
Position 681: 0.00015685136100880554
Position 1569: 0.0001128318412530524
Position 1120: 6.567223803338279e-05
Position 72: 6.271590695709727e-05
Position 123: 5.701487174334719e-05
Position 1550: 5.3000595387190356e-05
Position 35: 4.947219275510691e-05
Position 1678: 4.1231051181860866e-05
Position 1283: 3.372911397544405e-05
Position 453: 2.5813096827123164e-05
Position 142: 2.4799975513572672e-05
Position 1349: 2.252376765233062e-05
Position 27: 2.1148582549038473e-05
Position 541: 1.6104834332128505e-05
Position 1134: 1.490190310335369e-05
Position 1613: 1.2067888333011234e-05
Position 1645: 1.1298074338415231e-05
Position 1606: 1.0586161124920658e-05
Position 98: 1.043514297830376e-05
Position 374: 8.999080430856758e-06
Position 479: 7.007312554943772e-06
Position 1608: 6.073117875135186e-06
Position 1634: 3.798769447058169e-06
Position 1325: 3.685974643830939e-06
Position 150: 2.390987454216808e-06
Position 1049: 2.300816940814595e-06
Position 1421: 2.1959771189322305e-06
Position 295: 7.397763893360056e-08
Position 913: 3.629834478022042e-08
Position 560: 2.98049152364698e-08
Position 515: 2.7553789263870306e-08
Position 263: 1.320054426247404e-08
Position 506: 6.496307046335382e-09
Position 420: 4.358869069738336e-09
Position 576: 3.193664733144767e-09
Position 288: 3.073283416212032e-09
Position 597: 2.8091668192942723e-09
Position 357: 1.001340642507452e-09
Position 359: 7.00483211189509e-10
Position 290: 5.930396481933531e-10
Position 584: 6.742691539143198e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 274: 0.9329928288044662
Position 253: 0.05113740605121954
Position 548: 0.013666632662237579
Position 304: 0.005172961409606868
Position 1733: 0.00458690111958182
Position 717: 0.003991846222068968
Position 368: 0.0028670755872024184
Position 1304: 0.0025833645566120545
Position 1611: 0.002159677313984069
Position 743: 0.0019467532579858953
Position 1333: 0.0016944259639342196
Position 689: 0.001424753861722801
Position 448: 0.0012080318221226504
Position 1502: 0.00109249195141797
Position 1252: 0.000980596269008508
Position 963: 0.0007409152085760623
Position 573: 0.0006815032840336295
Position 776: 0.0006220031240773678
Position 1272: 0.0006002196677079073
Position 1421: 0.00038281646477054173
Position 724: 0.0003820105160603391
Position 608: 0.00035642748400071877
Position 433: 0.00027742131358358827
Position 812: 0.0002414576556375306
Position 1167: 0.00022355625941759868
Position 791: 0.00018743354147911996
Position 407: 0.0001679381393966506
Position 823: 0.00015375699334724258
Position 371: 0.00012237441162142788
Position 881: 0.0001216375604836519
Position 1645: 0.00012028754336316911
Position 332: 0.00011680569156157994
Position 1012: 9.413253784001006e-05
Position 1146: 9.019783528082888e-05
Position 329: 8.93991759279882e-05
Position 1138: 8.911400282567382e-05
Position 162: 8.008116949861433e-05
Position 1028: 4.5933991710451615e-05
Position 198: 4.372847589331192e-05
Position 1577: 4.291332470077854e-05
Position 644: 3.96546386625689e-05
Position 1196: 3.6191340606667416e-05
Position 1753: 2.6150425310108145e-05
Position 1742: 2.519876814933708e-05
Position 770: 1.932858039459604e-05
Position 1202: 1.2278403946826518e-05
Position 1643: 1.1131947627903988e-05
Position 113: 4.831661922941085e-06
Position 213: 3.449274893516158e-06
Position 485: 3.0698854504094714e-06
Position 142: 1.6643622079735758e-06
Position 139: 8.965792905584465e-07
Position 72: 1.0752100494501996e-07
Position 295: 3.048029869337283e-08
Position 416: 3.2494428757148917e-09
Position 340: 2.5074212291136076e-09
Position 347: 2.560924006375086e-10
Position 391: 1.976335968484384e-10
Position 193: 1.4327343123685594e-10
Position 384: 1.882519543605712e-11
Position 223: 1.0028553668463823e-11
Position 386: 4.517389540224843e-12
Position 395: 2.3397809262258914e-12
Position 195: 6.102544649755244e-14
