Gene = RpS17
index = 1449
Annotated 5SS: [ 30 127 648]
Annotated 3SS: [ 93 495 706]
SMsplice 5SS: [ 30 648]
SMsplice 3SS: [ 93 706]
top_k =  1000
Partition function (log Z): 4.607757204329156

Sorted 5' Splice Sites (High to Low Probability):
Position 648: 0.99960602812429
Position 30: 0.9958918595160843
Position 127: 0.057052346502408285
Position 212: 0.04308096208114637
Position 415: 0.025210506031857528
Position 252: 0.021031214354263347
Position 339: 0.007950338563958957
Position 418: 0.002554512427943023
Position 219: 0.0023416136129809396
Position 361: 0.0007487338295802718
Position 170: 0.0004090723805115422
Position 96: 0.0003779571757572545
Position 747: 0.00030188876486279245
Position 230: 0.00021435791447838379
Position 261: 0.00018667435262203697
Position 962: 0.00012535183499812612
Position 953: 9.55238090942696e-05
Position 272: 9.401592959796707e-05
Position 672: 4.830969992341175e-05
Position 843: 4.317026271595257e-05
Position 34: 4.230368530265884e-05
Position 465: 3.68407254213473e-05
Position 784: 3.327280145134358e-05
Position 535: 2.4369626950741922e-05
Position 502: 2.2721366170207977e-05
Position 517: 1.3133066239024832e-05
Position 131: 9.4105078663231e-06
Position 652: 7.059545813217586e-06
Position 754: 6.586646891231868e-06
Position 18: 5.974890736417245e-06
Position 47: 4.877162437356754e-06
Position 668: 3.804952888303197e-06
Position 604: 3.2814695218489813e-06
Position 549: 3.221665255067282e-06
Position 934: 2.615663386850177e-06
Position 57: 2.078074591194637e-06
Position 937: 9.65822019299795e-07
Position 497: 6.147052020311972e-07
Position 567: 5.069806615596748e-07
Position 767: 4.788985477477218e-07
Position 751: 3.1126855483287405e-07
Position 974: 2.823245987669722e-07
Position 866: 2.322835758309899e-07
Position 895: 1.9377325775739336e-07
Position 813: 1.1350728112331178e-07
Position 676: 1.7447594069152833e-08
Position 790: 1.701110035086258e-08
Position 793: 1.0466733993807607e-08
Position 804: 6.952276664943479e-09
Position 711: 2.9055966811789632e-09
Position 736: 2.441260527516047e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 706: 0.9966871199315374
Position 93: 0.9501130935930434
Position 495: 0.20137814552109617
Position 295: 0.0015651044071263345
Position 424: 0.0015130468552702685
Position 767: 0.0011805496188738978
Position 773: 0.0009891123595936408
Position 389: 0.0007345573590610033
Position 746: 0.0007114301808037153
Position 361: 0.0005602569513058097
Position 830: 0.00040236958536874384
Position 319: 0.00036357590451764203
Position 116: 0.0002899220857558602
Position 513: 0.00015627872269176766
Position 1023: 0.00013883219545405193
Position 415: 9.790932551729281e-05
Position 1012: 9.177195503214259e-05
Position 242: 8.013886382283964e-05
Position 525: 7.829214600517039e-05
Position 549: 7.501547942230174e-05
Position 588: 5.693509940780708e-05
Position 905: 5.2549562716689286e-05
Position 439: 4.659482363365945e-05
Position 344: 3.790393451300712e-05
Position 397: 3.131189375296455e-05
Position 522: 3.0945968973187775e-05
Position 534: 2.7274242352282065e-05
Position 198: 2.1776740739837493e-05
Position 776: 1.8712243116777557e-05
Position 167: 1.3510593177634085e-05
Position 219: 1.3478500095323665e-05
Position 179: 8.602807783354809e-06
Position 779: 8.377966588730635e-06
Position 958: 4.601498493789621e-06
Position 339: 3.5143468831399255e-06
Position 624: 2.1518958549320713e-06
Position 603: 1.5037498292370129e-06
Position 600: 8.156367790435942e-07
Position 827: 5.84649964035076e-07
Position 965: 5.34216832855693e-07
Position 546: 5.022997541518253e-07
Position 948: 3.1570888864138145e-07
Position 639: 2.9307137301757024e-07
Position 863: 2.1154127900332922e-07
Position 914: 8.056549461996697e-08
Position 860: 7.47874368700997e-08
Position 672: 3.649677130303346e-08
Position 872: 2.60306366092249e-08
Position 782: 1.8914710000096828e-09
Position 652: 2.362596265705968e-12
