Gene = ckd
index = 1649
Annotated 5SS: [  68 8837 9410 9670]
Annotated 3SS: [8524 9242 9546 9730]
SMsplice 5SS: [ 778 9410 9670]
SMsplice 3SS: [9242 9546 9730]
top_k =  1000
Partition function (log Z): -1.7031376838527694

Sorted 5' Splice Sites (High to Low Probability):
Position 9670: 0.9989126814918693
Position 9410: 0.9611773249175779
Position 8837: 0.38093454285990014
Position 778: 0.3767323113521773
Position 68: 0.21466561407996865
Position 121: 0.1700749416520553
Position 9138: 0.15921806978526773
Position 397: 0.15775755218158968
Position 8729: 0.11288396664231268
Position 9128: 0.07735127940990455
Position 393: 0.03889572971467045
Position 8137: 0.03636355610294074
Position 391: 0.03287313391471728
Position 1152: 0.02388977657595282
Position 1910: 0.018924954665691274
Position 976: 0.014834538772895521
Position 9828: 0.014067095510915147
Position 8909: 0.012477778705342365
Position 1923: 0.011084616349485932
Position 6671: 0.006196385096335357
Position 1111: 0.00537575583580419
Position 9161: 0.005174108979440009
Position 306: 0.004150344451453084
Position 1158: 0.002635719048157755
Position 9426: 0.002625751610449672
Position 8176: 0.002298489453447353
Position 1684: 0.0017721253690750642
Position 8201: 0.0016352110827422917
Position 8677: 0.0015957777457491955
Position 1374: 0.0015859003449264595
Position 4620: 0.001581331265432863
Position 9891: 0.0015612551002835082
Position 1819: 0.0014919089618633452
Position 8210: 0.001472940740900845
Position 3079: 0.0014588856385392734
Position 8163: 0.0012310003170188071
Position 8695: 0.0011818933057711097
Position 8642: 0.0011349415454574147
Position 3777: 0.0011034740414437659
Position 403: 0.0010966247183966619
Position 2220: 0.0010939524676762684
Position 8011: 0.0010527112090928535
Position 7598: 0.0008635375729567306
Position 9869: 0.0008069797766442435
Position 8794: 0.0007875841453861364
Position 2416: 0.0006322915146412567
Position 826: 0.0006012073550713908
Position 5736: 0.0005712675942685375
Position 9935: 0.0005578035637818349
Position 5142: 0.0005395768292502357
Position 395: 0.0004740599801871181
Position 2224: 0.000451108092554717
Position 9885: 0.00044047171712831735
Position 794: 0.00041919198983233867
Position 6583: 0.00035455379486846046
Position 262: 0.0003011120783474579
Position 2693: 0.00025604618350576745
Position 9397: 0.00025159862523241913
Position 9674: 0.00015643555213172471
Position 9420: 0.000121561181858775
Position 251: 9.04413097743225e-05
Position 9923: 6.94131619908772e-05
Position 244: 6.701828800837246e-05
Position 249: 6.156905496004583e-05
Position 10004: 4.807853679049293e-05
Position 1656: 4.445794596321689e-05
Position 9925: 4.351101027358434e-05
Position 10017: 4.2091732363565965e-05
Position 1658: 4.1652758940641405e-05
Position 555: 4.05569992337667e-05
Position 10012: 3.651036667069912e-05
Position 1062: 3.5618031504211644e-05
Position 1067: 3.119798082150783e-05
Position 9832: 3.107666230113767e-05
Position 9621: 2.7650681551965246e-05
Position 828: 2.7007275220838948e-05
Position 9632: 2.690950113447172e-05
Position 9830: 2.031246402262341e-05
Position 518: 1.9562143936686676e-05
Position 10166: 1.9345674584341117e-05
Position 273: 1.8623000159046554e-05
Position 401: 1.7185412471469668e-05
Position 3: 1.5259932175431335e-05
Position 583: 9.08092430353055e-06
Position 9736: 9.012238251646598e-06
Position 668: 8.777417378780728e-06
Position 10020: 8.291626840903009e-06
Position 1213: 8.064141318025805e-06
Position 1360: 7.990799613080515e-06
Position 1497: 7.534241580873521e-06
Position 173: 7.501379756872549e-06
Position 25: 5.228276137486973e-06
Position 1119: 5.0960992021994175e-06
Position 5347: 4.264354309314705e-06
Position 799: 2.932049566322878e-06
Position 1617: 2.8386510441007824e-06
Position 1549: 2.652531669543618e-06
Position 336: 2.3256460963084167e-06
Position 9994: 2.2555609928573596e-06
Position 530: 1.8843839278567094e-06
Position 9663: 1.8314986944622435e-06
Position 491: 1.7696868270575173e-06
Position 830: 1.5355596226074681e-06
Position 1007: 1.472230858023263e-06
Position 1019: 1.3603869324233076e-06
Position 1691: 1.2487946790222063e-06
Position 33: 1.2292326921106422e-06
Position 541: 8.79601814505822e-07
Position 686: 8.267480152091682e-07
Position 10067: 8.232302175572008e-07
Position 282: 6.462733336434336e-07
Position 1607: 4.6448819389955117e-07
Position 215: 4.0006438235787646e-07
Position 1327: 3.66195414866771e-07
Position 671: 3.057927882335284e-07
Position 10058: 2.795378845813715e-07
Position 9989: 2.7842817154170385e-07
Position 162: 2.280924950161981e-07
Position 376: 1.324599434928516e-07
Position 678: 1.3067046216612622e-07
Position 10053: 1.1768504282131973e-07
Position 539: 8.674020576310507e-08
Position 317: 6.111873237269095e-08
Position 623: 4.2890748872013606e-08
Position 309: 2.118912328180752e-08
Position 479: 2.076512469974352e-08
Position 832: 1.459862650228502e-08
Position 9591: 9.433911804567597e-10
Position 759: 3.937634075610779e-10
Position 725: 1.6195672924582768e-10
Position 1261: 1.301285377766483e-10
Position 999: 6.51200511182708e-11
Position 1307: 1.9754354851651148e-11
Position 10037: 7.41479904352856e-12
Position 2736: 4.1655091433116103e-13
Position 2301: 3.6908410256104606e-13
Position 2698: 2.835997582206759e-13
Position 2000: 2.7879594791606806e-13
Position 2602: 2.5765081317337407e-13
Position 2738: 2.009728070508496e-13
Position 2420: 1.595551662143163e-13
Position 2548: 1.4756783295298647e-13
Position 473: 5.677473881001386e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 9730: 0.9831219028554488
Position 9546: 0.9503463949410124
Position 9242: 0.9316373748957499
Position 8524: 0.5018225713625585
Position 8541: 0.19946981132173172
Position 7930: 0.041676993156615764
Position 173: 0.03546407967305862
Position 8872: 0.030420937815627172
Position 9452: 0.029464436201609833
Position 1735: 0.02389406277174263
Position 8588: 0.020092995664909047
Position 10020: 0.01899875884840604
Position 8484: 0.01590374615386329
Position 9767: 0.01275143211511618
Position 8836: 0.011245115717675908
Position 8943: 0.009270911211026498
Position 9506: 0.0087807029468867
Position 325: 0.00656026254835279
Position 6108: 0.005925788226001328
Position 7957: 0.005645131106743419
Position 1462: 0.004225403073010035
Position 1433: 0.004159515807949719
Position 539: 0.0018424276692502667
Position 9209: 0.0017831570597518888
Position 641: 0.0013577483866638257
Position 9187: 0.0013158961382001642
Position 2820: 0.0011435012087935273
Position 8801: 0.0010640555320309934
Position 4516: 0.0009782759466044613
Position 10074: 0.0009770405757503287
Position 600: 0.0009448550042250792
Position 499: 0.0008518579498740815
Position 1655: 0.0007697358449949069
Position 725: 0.0006426108275221086
Position 3435: 0.0005935589883507605
Position 8807: 0.0005800787405426272
Position 4969: 0.0005611445634896371
Position 6360: 0.0005390400861850471
Position 7415: 0.000511786896671362
Position 524: 0.00047498635481904307
Position 919: 0.0003903026079284182
Position 6386: 0.00032422387142771466
Position 9923: 0.0003157005684399981
Position 9901: 0.00030523697997970753
Position 1818: 0.000274067892761849
Position 1183: 0.00026432464315597517
Position 5041: 0.0002543512228921631
Position 4375: 0.00023153147175600835
Position 1253: 0.0001970213969192733
Position 9514: 0.00019273662040043227
Position 9970: 0.0001854458911750582
Position 1603: 0.0001659601293820682
Position 1537: 0.00016429792684385195
Position 10087: 0.0001503528154784126
Position 5638: 0.0001293703968963329
Position 5962: 0.00012251396425859307
Position 4338: 0.00011863644387665586
Position 678: 0.0001150874593296952
Position 10213: 0.00010172556589021813
Position 5159: 9.569468437789117e-05
Position 9567: 9.080648260601247e-05
Position 3187: 9.052027878473044e-05
Position 1019: 8.399862917192168e-05
Position 3827: 7.997443127761456e-05
Position 555: 7.316742073869307e-05
Position 3142: 7.286297178076521e-05
Position 2108: 6.932689794948053e-05
Position 530: 6.282610250999532e-05
Position 3958: 4.893737429310977e-05
Position 1074: 4.300589452179188e-05
Position 9618: 4.2817217825580876e-05
Position 2274: 4.2283421715250084e-05
Position 5388: 3.9552080327370816e-05
Position 3455: 3.844146115570797e-05
Position 3646: 3.760504082858218e-05
Position 3154: 3.517405372838429e-05
Position 9935: 3.35966981760099e-05
Position 604: 3.359538386883798e-05
Position 5182: 3.356426317148475e-05
Position 244: 2.5573778123953892e-05
Position 9776: 2.4817787718892498e-05
Position 647: 2.3926378578888393e-05
Position 505: 2.3802406225949587e-05
Position 1632: 2.266054291935205e-05
Position 2963: 2.150623076526508e-05
Position 3459: 1.7877455033319376e-05
Position 9661: 1.4458798697295951e-05
Position 9842: 1.3228812276926384e-05
Position 2004: 1.2552731044298865e-05
Position 9994: 1.020938895253512e-05
Position 1497: 6.183279637163327e-06
Position 1587: 4.76062366708527e-06
Position 1348: 4.757370705942169e-06
Position 1547: 2.2937101363831127e-06
Position 1304: 1.4862050586411808e-06
Position 5654: 1.446224416937733e-06
Position 759: 1.3320689994047282e-06
Position 664: 9.747211033042682e-07
Position 967: 7.646013118906199e-07
Position 9885: 7.562094939991901e-07
Position 777: 7.309603452241521e-07
Position 996: 4.509898856152232e-07
Position 686: 4.487050070803408e-07
Position 126: 3.9958871582283675e-07
Position 10048: 3.69652272161331e-07
Position 753: 3.655429049654874e-07
Position 668: 2.7456872538865184e-07
Position 980: 1.8830588253812846e-07
Position 4019: 9.732094956057309e-08
Position 262: 8.14067375978659e-08
Position 249: 6.956764851263342e-08
Position 1004: 6.841168877276912e-08
Position 121: 3.78964378978074e-08
Position 781: 9.334223428684906e-09
Position 1105: 8.973706836496978e-09
Position 799: 6.551874943378564e-10
Position 72: 4.352456674363778e-10
Position 2941: 2.332588869622628e-12
Position 2667: 2.1793969034083537e-12
Position 3587: 1.7512091117451034e-12
Position 2113: 2.691435039260423e-13
Position 2085: 2.5263771415790013e-13
Position 2585: 7.071312933599058e-14
Position 2498: 6.913443829927645e-14
Position 1661: 4.9267200361829495e-14
Position 1622: 2.911638692816248e-14
Position 1740: 1.120726920061367e-16
