Gene = spz4
index = 1890
Annotated 5SS: [ 459 5670]
Annotated 3SS: [4380 5728]
SMsplice 5SS: [ 459 5670]
SMsplice 3SS: [4380 5728]
top_k =  1000
Partition function (log Z): -2.9742115544117134

Sorted 5' Splice Sites (High to Low Probability):
Position 5670: 0.994489724520024
Position 459: 0.8587056882861072
Position 3648: 0.24376175568908645
Position 247: 0.22986470784219215
Position 245: 0.22491941381125868
Position 251: 0.17642491184786474
Position 4912: 0.11715635497073437
Position 556: 0.10968080701850834
Position 3620: 0.09200602433649571
Position 792: 0.09128958864198039
Position 4642: 0.09077624113733787
Position 14: 0.046942999322251086
Position 2697: 0.04525579661403743
Position 6217: 0.026231715758694072
Position 6366: 0.023731603318259176
Position 6516: 0.021639571726274575
Position 3665: 0.016113147365882187
Position 5828: 0.012895958775841175
Position 574: 0.012793959688480377
Position 4499: 0.01202697470239377
Position 4784: 0.011570275857715787
Position 3870: 0.010534037748319515
Position 4868: 0.01030247954864874
Position 6220: 0.00916055429466688
Position 2780: 0.008864283106323072
Position 2091: 0.007815407677153354
Position 6212: 0.007731922809900502
Position 5144: 0.007672893686519983
Position 2959: 0.006927611209524425
Position 4588: 0.006867362243247337
Position 6227: 0.006364020277781928
Position 4632: 0.006290366064224235
Position 6154: 0.006206663529899932
Position 2659: 0.005646771273727667
Position 3380: 0.005405779671512893
Position 3637: 0.005213321295672563
Position 4976: 0.004879289502864606
Position 401: 0.004278381777174277
Position 249: 0.004007832817677252
Position 2791: 0.003914343834493637
Position 4288: 0.0036846488055699046
Position 2907: 0.0036657625203574762
Position 2088: 0.003323050284607786
Position 816: 0.0031607111463074224
Position 4021: 0.0030428134754129227
Position 411: 0.0030233099712415855
Position 4235: 0.0028624577519194816
Position 201: 0.002505855585320745
Position 3564: 0.002332945926946318
Position 1062: 0.002330884494884912
Position 6143: 0.0022603906054876875
Position 2061: 0.0022536601459888384
Position 4755: 0.0022319527632531744
Position 6508: 0.00196002651248547
Position 3590: 0.001888393674177891
Position 6140: 0.0018646179372473822
Position 3439: 0.0017944837538167808
Position 35: 0.0016071565691071503
Position 3661: 0.0015680029195830583
Position 6047: 0.00153470383942643
Position 2700: 0.0014010858662923927
Position 2671: 0.0012360639117969467
Position 5674: 0.0011748457740678386
Position 2677: 0.0011473099827210465
Position 4616: 0.0010452311244145726
Position 4538: 0.0009805547502608593
Position 172: 0.0008763936101349722
Position 6161: 0.000851626117909185
Position 764: 0.0008075661734439305
Position 86: 0.0007745513262162078
Position 2503: 0.0007676770066234421
Position 6660: 0.0007566800267486843
Position 3693: 0.0007450982131855528
Position 3634: 0.0007198113520012924
Position 2726: 0.0007077113518653024
Position 5086: 0.000678701622668585
Position 3017: 0.0006494399775484923
Position 5077: 0.0005968548605158781
Position 5793: 0.0005569297739107515
Position 2728: 0.00047219031541513416
Position 257: 0.00047049180451602424
Position 1187: 0.00045984962427179254
Position 4687: 0.0003739864448097103
Position 2789: 0.00035706386085695416
Position 6298: 0.00032606440078135866
Position 4790: 0.00031143952147302464
Position 5921: 0.00028147392756026326
Position 3156: 0.00027086181812524865
Position 5175: 0.0002602440496787469
Position 6533: 0.00023409109102145615
Position 6202: 0.00020909195119397147
Position 6105: 0.00020665385090489472
Position 1673: 0.00016945026208000884
Position 6756: 0.00016871242101602912
Position 6528: 0.0001677429445747116
Position 6413: 0.0001600981821181417
Position 6663: 0.000158012667724487
Position 607: 0.00015456170363492016
Position 3202: 0.0001256444484367296
Position 463: 0.00011346155427769529
Position 386: 0.00011041364723804696
Position 1666: 0.00010268680257054323
Position 968: 9.588040735758432e-05
Position 1651: 9.035236762443741e-05
Position 3631: 8.27789683495667e-05
Position 2407: 7.391676893281975e-05
Position 1512: 6.927093086536394e-05
Position 2099: 6.228424069658375e-05
Position 6804: 5.729721547073131e-05
Position 2543: 5.292873994546683e-05
Position 265: 4.87503807059106e-05
Position 5606: 3.754065765586084e-05
Position 102: 3.5553156710209035e-05
Position 1864: 3.3453880995462156e-05
Position 263: 2.966821836053077e-05
Position 1881: 2.601372268564664e-05
Position 710: 2.40059589484125e-05
Position 1875: 1.9740122661173425e-05
Position 5641: 1.8791084102669185e-05
Position 4496: 1.754619351712594e-05
Position 3744: 1.7402302567281346e-05
Position 609: 1.6808331965046878e-05
Position 276: 1.6257561459594905e-05
Position 1483: 1.3892358565714033e-05
Position 1671: 1.3766846025253351e-05
Position 395: 1.3317246939064757e-05
Position 502: 1.23497314289159e-05
Position 721: 1.2166543179322581e-05
Position 1305: 1.1863602104501348e-05
Position 588: 9.842062074862935e-06
Position 5893: 9.489858901390022e-06
Position 2581: 9.231480412065743e-06
Position 18: 8.98010877535027e-06
Position 27: 8.18227529324495e-06
Position 52: 7.716134166531953e-06
Position 2606: 7.1188740457366005e-06
Position 2889: 7.029396698826784e-06
Position 29: 6.8065304078081955e-06
Position 5999: 5.492529977124863e-06
Position 5903: 4.1471675393459435e-06
Position 1384: 3.4951965458662475e-06
