Gene = Rcd2
index = 1412
Annotated 5SS: [ 284 1520]
Annotated 3SS: [ 1342 10661]
SMsplice 5SS: [ 1144  1520 10603]
SMsplice 3SS: [ 1342 10475 10661]
top_k =  1000
Partition function (log Z): -8.043065006284888

Sorted 5' Splice Sites (High to Low Probability):
Position 1520: 0.9983530425785212
Position 10603: 0.9308303675736583
Position 1144: 0.1961510510743386
Position 1033: 0.188430867458813
Position 11129: 0.16213657152914632
Position 1042: 0.15015659925912608
Position 284: 0.14444472712082326
Position 1191: 0.11755640086688719
Position 1171: 0.10355276566842705
Position 273: 0.03449924353433782
Position 278: 0.028349570407290112
Position 11108: 0.023099838879054216
Position 5000: 0.02203741875171635
Position 873: 0.017864773295618967
Position 882: 0.017115393518593626
Position 11154: 0.01016009703214385
Position 977: 0.0094168115749334
Position 11022: 0.00885058127964104
Position 11755: 0.008610617106901924
Position 708: 0.007526054261598738
Position 11164: 0.004491064227355469
Position 8563: 0.004478306552340882
Position 886: 0.004140799261710149
Position 993: 0.0034021521579645137
Position 10782: 0.0032075612598270824
Position 1135: 0.0030176282910766698
Position 24: 0.002948912820286391
Position 10998: 0.0025535224244412655
Position 12000: 0.002411651105396643
Position 11771: 0.002370757511711511
Position 1114: 0.0021081726201745195
Position 9100: 0.0017834129551309592
Position 11361: 0.0017119720105700383
Position 877: 0.00165817277488956
Position 888: 0.001427935943044194
Position 230: 0.001177392387126331
Position 1268: 0.0011588211691466574
Position 319: 0.0011452445660549457
Position 11127: 0.0011130926268768
Position 5013: 0.001061375044010154
Position 10614: 0.0009605576281795405
Position 9243: 0.0009118320709821482
Position 745: 0.0008833546425155524
Position 11559: 0.0007858544704763645
Position 1138: 0.0007420240527150308
Position 240: 0.0007313683951967011
Position 1096: 0.0007257692179474597
Position 11962: 0.0006733922584056281
Position 1284: 0.0006708311034899509
Position 1295: 0.0006493819693495492
Position 1461: 0.0006152153690931242
Position 31: 0.000602926875739674
Position 11331: 0.0006026219495456482
Position 328: 0.0005879266222436545
Position 1524: 0.0005772319828516356
Position 895: 0.000556367349649367
