Gene = FucTA
index = 1171
Annotated 5SS: [ 266 3865 5048 5417]
Annotated 3SS: [3674 4330 5232 5482]
SMsplice 5SS: [ 266 3865 5048 5417 5690 6199]
SMsplice 3SS: [3674 4330 5232 5482 6114 6343]
top_k =  1000
Partition function (log Z): 9.409530199801992

Sorted 5' Splice Sites (High to Low Probability):
Position 5048: 0.9967663983319565
Position 5417: 0.9947935973256206
Position 5690: 0.7540335218153356
Position 266: 0.737028228987364
Position 3865: 0.6849937498961296
Position 6199: 0.6447935144305147
Position 677: 0.3669549095350012
Position 1542: 0.20129957007366056
Position 5820: 0.1018150648918007
Position 1963: 0.08469866671957037
Position 3574: 0.07668619141220548
Position 6634: 0.05200480557833639
Position 6080: 0.030715143175647462
Position 1550: 0.0287253223077815
Position 6774: 0.02595840457361024
Position 70: 0.021732196120029385
Position 3922: 0.019176412925129113
Position 1270: 0.018885669936215838
Position 6014: 0.016444902604301353
Position 6226: 0.015712074724321602
Position 6404: 0.013705041391612707
Position 595: 0.013566585710409208
Position 1949: 0.012794764900758508
Position 6397: 0.010016149955254055
Position 4125: 0.009870527520161682
Position 555: 0.009102245945065302
Position 1477: 0.006674681359398563
Position 6052: 0.006627996514266242
Position 6786: 0.004590430723481712
Position 6050: 0.004379650521473946
Position 5386: 0.0037662252718560787
Position 727: 0.00355913545307326
Position 1975: 0.0032486059650724017
Position 530: 0.002995308075154146
Position 6233: 0.0029764720542814786
Position 462: 0.0026221999617679543
Position 880: 0.00255696080610525
Position 2129: 0.002488782051522576
Position 2508: 0.002244066327438047
Position 1073: 0.0017273010195088473
Position 4721: 0.0017132257903865774
Position 1185: 0.0015293800815019652
Position 82: 0.0014932517166725866
Position 6035: 0.001490825633470989
Position 692: 0.001317858916767588
Position 5013: 0.0013009338648878417
Position 841: 0.0012964426676014898
Position 414: 0.0012262381321050905
Position 521: 0.0012252451724151841
Position 3869: 0.001198522891215679
Position 5347: 0.0011531009125191531
Position 3808: 0.001106095335273608
Position 6578: 0.0009042596471684005
Position 6545: 0.0008639913579460889
Position 1233: 0.0008462212998764318
Position 466: 0.0007743771608234771
Position 2814: 0.0007325947585960503
Position 2338: 0.0007084503048867035
Position 848: 0.0005809532168667045
Position 2027: 0.0005233451559079591
Position 5899: 0.00049617397990512
Position 76: 0.0004856827837860373
Position 4117: 0.0004625199764526091
Position 447: 0.00045910358151716936
Position 6008: 0.00045201315233358376
Position 439: 0.00044691720955698767
Position 2368: 0.00042527834395647915
Position 1968: 0.00035163932535496617
Position 505: 0.00028666740773514583
Position 2512: 0.00028039767529879783
Position 706: 0.00025505808093906525
Position 1716: 0.0002473169985962861
Position 39: 0.00023315157102334272
Position 1910: 0.0002247530007112135
Position 1322: 0.00019156783449231075
Position 2135: 0.0001807810996014812
Position 6203: 0.00017888664316294083
Position 80: 0.00017039993021576795
Position 1109: 0.00016400673586943674
Position 5581: 0.00014653433978989384
Position 5052: 0.0001415284627458039
Position 6111: 0.00013666424221744455
Position 2193: 9.908151074994815e-05
Position 1346: 9.158869341314242e-05
Position 4987: 8.24541676531494e-05
Position 1600: 8.026195762906008e-05
Position 2032: 8.021928517936152e-05
Position 5627: 7.55125733296764e-05
Position 7083: 7.427327889125219e-05
Position 1888: 6.788324410730661e-05
Position 5379: 6.529323815781529e-05
Position 507: 6.116901671110457e-05
Position 4795: 5.6541107729196514e-05
Position 2380: 5.125742816720161e-05
Position 502: 4.4855615997349995e-05
Position 5852: 4.280504007196857e-05
Position 270: 4.098030497238748e-05
Position 5788: 3.5648343752401464e-05
Position 5755: 3.515686890770797e-05
Position 5158: 3.3707133853338265e-05
Position 13: 3.2143907083345076e-05
Position 186: 2.8233904968178132e-05
Position 1239: 2.4991656612288116e-05
Position 5836: 2.4765905226952913e-05
Position 264: 2.4381465825588588e-05
Position 74: 2.3846562333201785e-05
Position 478: 2.276029899882458e-05
Position 4806: 1.9440890355236275e-05
Position 5797: 1.7932149307503166e-05
Position 5981: 1.541544529575158e-05
Position 285: 1.536612298027948e-05
Position 1554: 1.4974733358848745e-05
Position 470: 1.4866478184799178e-05
Position 4589: 1.3534864207450173e-05
Position 5936: 1.2928173723462841e-05
Position 5569: 1.1865409668926104e-05
Position 4607: 1.1429462574800477e-05
Position 4991: 1.0182746686289202e-05
Position 4973: 9.261417678501398e-06
Position 829: 8.019281436688826e-06
Position 5620: 7.608410908866872e-06
Position 18: 7.3394830457494e-06
Position 5288: 7.28050637857284e-06
Position 475: 7.192246053112052e-06
Position 6613: 6.3570943592581765e-06
Position 480: 5.960839691223552e-06
Position 146: 5.922952916083919e-06
Position 5441: 5.9119510792866194e-06
Position 5920: 5.423071340345841e-06
Position 5806: 5.048631546716016e-06
Position 5539: 4.716393530855931e-06
Position 6115: 4.0612310378618205e-06
Position 4962: 2.482300693256372e-06
Position 6395: 2.23340019381277e-06
Position 6438: 2.2285066497684476e-06
Position 5339: 2.1021048315509975e-06
Position 5361: 2.075849977420947e-06
Position 715: 1.5266481897407163e-06
Position 5353: 1.4530004571420006e-06
Position 228: 1.0867664387831194e-06
Position 5648: 9.000928980055769e-07
Position 5660: 8.369252864521882e-07
Position 5720: 7.921108547848988e-07
Position 5824: 7.745995168602922e-07
Position 6509: 7.735076438289873e-07
Position 4527: 6.595940803999764e-07
Position 1077: 4.7127436793023696e-07
Position 297: 4.464426516579646e-07
Position 157: 4.4538718596233727e-07
Position 6221: 3.767025167461051e-07
Position 5112: 2.449380627401176e-07
Position 5351: 1.1867311271740352e-07
Position 5272: 3.9722193103333766e-08
Position 5694: 3.684630753681569e-08
Position 5321: 2.324404947240716e-08
Position 5515: 1.8887965920874125e-08
Position 5483: 1.607413349312229e-08
Position 5444: 1.4412826631751815e-08
Position 5241: 1.0917366400179954e-08
Position 4: 1.0335853958843715e-08
Position 5728: 9.311985574588996e-09
Position 5471: 8.769114839681423e-09
Position 159: 7.166525150507597e-09
Position 1124: 6.7967273081536636e-09
