Gene = GlyP
index = 1192
Annotated 5SS: [ 442 4155 5832]
Annotated 3SS: [3625 4224 5917]
SMsplice 5SS: [ 442 4155 5832]
SMsplice 3SS: [3625 4224 5917]
top_k =  1000
Partition function (log Z): -0.7374457344529924

Sorted 5' Splice Sites (High to Low Probability):
Position 442: 0.9969999181378536
Position 5832: 0.9830508111876186
Position 4155: 0.8279082785515444
Position 5154: 0.34919866716078135
Position 2959: 0.1110842160102289
Position 3485: 0.07150539988949942
Position 5676: 0.06678876239662884
Position 2930: 0.022345020598097533
Position 4027: 0.012562162670021032
Position 5379: 0.00719785746619452
Position 3570: 0.005959233978147563
Position 4909: 0.00419928434961787
Position 4419: 0.003098366603407387
Position 262: 0.002986775289295756
Position 4816: 0.0024770300540191896
Position 5161: 0.002359631939299732
Position 1667: 0.002052961740966308
Position 3055: 0.0019286596784387512
Position 3102: 0.0017412275003502449
Position 4452: 0.0016703770418805605
Position 3483: 0.0012608079532663672
Position 3459: 0.0012439563946409766
Position 4159: 0.0012265979007653953
Position 3402: 0.000831229955477456
Position 5141: 0.0007366432120946942
Position 3259: 0.0007118429677128453
Position 3222: 0.0006850684926294065
Position 3265: 0.0006673821856486082
Position 1656: 0.0005908748260405066
Position 391: 0.0005638258523599937
Position 3170: 0.00048576245392118654
Position 5855: 0.0004854210966381543
Position 2921: 0.0003964684951651835
Position 2034: 0.00038359399225053445
Position 52: 0.0003807545069814271
Position 2272: 0.0003460083551006952
Position 3837: 0.0003230398864882954
Position 4097: 0.0002786183740312616
Position 3127: 0.00026125327200127743
Position 4175: 0.0002553869256390596
Position 811: 0.0002477727650766473
Position 2737: 0.00024581921412927777
Position 1312: 0.00024096917582865188
Position 2622: 0.0002222188520723867
Position 1783: 0.00021907170651538205
Position 280: 0.00021782384697367478
Position 3069: 0.00021155738511565198
Position 5171: 0.00019871973268718412
Position 3195: 0.00018985077133090294
Position 2142: 0.0001849594002527599
Position 46: 0.00018350185939123575
Position 3453: 0.00018219434891226968
Position 6197: 0.00017919856606021537
Position 1071: 0.00017528891576461302
Position 5998: 0.00015922650846039743
Position 1942: 0.00015395788569687262
Position 244: 0.00014893590360099253
Position 3786: 0.000141074371109483
Position 2963: 0.00013667386033596802
Position 2634: 0.0001304448631767134
Position 3445: 0.0001274585392540737
Position 2488: 0.0001261638546282364
Position 3442: 0.00011404734020742294
Position 3789: 0.00011284724316431637
Position 3911: 0.00011122420478462905
Position 1787: 0.00010800758123644555
Position 3774: 0.00010794311346920126
Position 3489: 9.472446164372788e-05
Position 4150: 9.03426093988169e-05
Position 3358: 8.668507789440214e-05
Position 6171: 8.118335551750766e-05
Position 3876: 7.732099291324141e-05
Position 6020: 6.883085206715424e-05
Position 771: 6.812363277361971e-05
Position 2024: 6.327403719803501e-05
Position 720: 6.0760542436111444e-05
Position 3026: 5.1180589105804924e-05
Position 1954: 4.7168099681030967e-05
Position 2783: 4.425249075259934e-05
Position 5607: 3.9200492287374145e-05
Position 3468: 3.911721182049079e-05
Position 1419: 3.8618199250806435e-05
Position 1520: 3.832191261361596e-05
Position 4400: 3.5240947493751875e-05
Position 5756: 3.0482300730885395e-05
Position 6135: 2.7729118330245394e-05
Position 3317: 2.5615413427441463e-05
Position 107: 2.5357229565305795e-05
Position 5479: 2.522907481894959e-05
Position 6321: 2.296686241981406e-05
Position 3375: 2.2002429806991932e-05
Position 4117: 1.9815585603500295e-05
Position 5667: 1.8277856648299675e-05
Position 5361: 1.792801045812243e-05
Position 3295: 1.7921391015409203e-05
Position 6367: 1.5940731371925756e-05
Position 58: 1.5597949767172746e-05
Position 2876: 1.5009192257879076e-05
Position 5010: 1.4974896853301378e-05
Position 2452: 1.3314268242506034e-05
Position 6104: 1.190575421881136e-05
Position 2568: 1.1713044982522994e-05
Position 1759: 1.0846373905020255e-05
Position 2066: 1.0587782836331068e-05
Position 5792: 9.861003703786487e-06
Position 3871: 8.68772034830429e-06
Position 4352: 7.933912464157075e-06
Position 4046: 7.583015765017629e-06
Position 1274: 7.373446884546691e-06
Position 6123: 6.656997509510777e-06
Position 4574: 6.561013908819066e-06
Position 1323: 6.488698739753021e-06
Position 4234: 5.4258630828895495e-06
Position 36: 5.136468700530772e-06
Position 2449: 4.94126806145106e-06
Position 5536: 4.653761577769858e-06
Position 2539: 4.111647519653003e-06
Position 1589: 3.239662059768337e-06
Position 319: 3.0545310265028956e-06
Position 6129: 3.040264531664799e-06
Position 483: 2.7468499472436394e-06
Position 1103: 2.7298849813723633e-06
Position 1992: 2.5393113691149708e-06
Position 1374: 2.480237568722053e-06
Position 5024: 2.4752800430873913e-06
Position 446: 2.3599435188662493e-06
Position 1963: 2.271670831723448e-06
Position 33: 1.9451882940654017e-06
Position 1481: 1.843164084849453e-06
Position 1241: 1.8336404001277166e-06
Position 2723: 1.7724762894355573e-06
Position 40: 1.43055709312366e-06
Position 4560: 1.3594853409085325e-06
Position 1811: 1.3354342723129727e-06
Position 1566: 1.3345936290376502e-06
Position 1753: 1.2390723815468004e-06
Position 1390: 1.1869673775099542e-06
Position 4928: 1.1868209103174943e-06
Position 63: 1.1207766757082734e-06
Position 76: 1.1124008077524473e-06
Position 4695: 1.0898468027365892e-06
Position 6285: 1.0687098026324346e-06
Position 4889: 9.72780654470735e-07
Position 4567: 8.708736696743592e-07
Position 4746: 8.075438578184701e-07
Position 4515: 7.317396923066301e-07
Position 4794: 6.023676356245902e-07
Position 4330: 4.977714342333596e-07
Position 2268: 3.735489584758418e-07
Position 3152: 1.632858953374794e-07
Position 61: 5.275002965837121e-08
Position 70: 3.65075085749158e-08
Position 334: 2.2375396406019682e-08
Position 510: 1.0327688625266215e-08
Position 271: 9.435829135933776e-09
Position 336: 7.44250799328982e-09
Position 201: 6.5236431523630745e-09
Position 90: 6.243178462563703e-09
Position 507: 1.7656978514853047e-09
Position 963: 1.6694829074605061e-09
Position 4634: 2.5609680288320377e-10
Position 1055: 2.3474104903610554e-10
Position 4620: 2.0933903972983833e-10
Position 547: 1.913738757870477e-10
Position 3721: 1.812286642768307e-10
Position 4292: 1.72895275982506e-10
Position 487: 9.881284863863553e-11
Position 824: 8.90970071828662e-11
Position 376: 7.688720035983241e-11
Position 985: 6.896581271343009e-11
Position 3706: 5.4634808826623144e-11
Position 990: 3.8454362324170956e-11
