Gene = SamDC
index = 1467
Annotated 5SS: [ 162  782 1023 1355 1503 1707]
Annotated 3SS: [ 694  853 1075 1409 1550 1768]
SMsplice 5SS: [ 162  782 1023 1355 1503 1707]
SMsplice 3SS: [ 694  853 1075 1409 1550 1768]
top_k =  1000
Partition function (log Z): 1.8050128681152455

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.9820885239738765
Position 1023: 0.9430266375150277
Position 1707: 0.8853557331969075
Position 1355: 0.8249514535781661
Position 1503: 0.8211514764536669
Position 782: 0.6696215596185154
Position 638: 0.026457261200073773
Position 1352: 0.023757926851481866
Position 1177: 0.01057568552059201
Position 241: 0.0049854010617793884
Position 1173: 0.0049285991017743195
Position 1327: 0.002971989670970671
Position 247: 0.0029228323141444693
Position 290: 0.0013460141433876615
Position 636: 0.0011494938938041439
Position 1653: 0.001086421262945247
Position 931: 0.0009712648950841633
Position 510: 0.000681303685770964
Position 1686: 0.0005511476382520521
Position 228: 0.0004859828759550521
Position 625: 0.00047737163148561855
Position 644: 0.0003885366917343106
Position 217: 0.00030923520231041076
Position 1595: 0.00029838909017364365
Position 1599: 0.000293132020340699
Position 1636: 0.00029273828313076825
Position 134: 0.00027043169698336063
Position 1306: 0.00024941717521889624
Position 677: 0.00019590677847280855
Position 178: 0.00019544152419817264
Position 776: 0.0001856575505709327
Position 1627: 0.00018360797444824434
Position 544: 0.00016280975894426096
Position 71: 0.00012357762487404025
Position 385: 8.828016060739601e-05
Position 1194: 7.458808719532649e-05
Position 408: 6.781444359657782e-05
Position 1851: 6.23362718107684e-05
Position 1244: 6.1098085177463e-05
Position 149: 5.255817818448841e-05
Position 1679: 5.062932863864491e-05
Position 464: 4.8778359498916685e-05
Position 500: 4.609273315364113e-05
Position 969: 4.4318642982001245e-05
Position 114: 4.2728921332900775e-05
Position 344: 3.149385279601329e-05
Position 862: 2.9400483284566215e-05
Position 774: 2.9015582603823992e-05
Position 1171: 2.5527087664363542e-05
Position 19: 2.4698295070416746e-05
Position 983: 2.360624123205324e-05
Position 562: 2.268962455509626e-05
Position 1460: 2.0612782416038847e-05
Position 1149: 1.1756505533294919e-05
Position 574: 1.0066754193319184e-05
Position 1879: 8.310670719190992e-06
Position 1899: 8.289925315828686e-06
Position 1417: 8.174597606209711e-06
Position 383: 7.630691422884059e-06
Position 355: 7.596570065452128e-06
Position 209: 7.070581983091396e-06
Position 711: 5.610454079468711e-06
Position 1106: 5.1574478104639246e-06
Position 1400: 4.060418994166323e-06
Position 1556: 3.865434875231437e-06
Position 853: 2.856366938737426e-06
Position 844: 2.0296963200138655e-06
Position 260: 1.9775467395717773e-06
Position 1111: 1.7401575248283577e-06
Position 1810: 1.7085169847720214e-06
Position 1729: 1.4863569582328032e-06
Position 866: 1.452888444975147e-06
Position 730: 1.3710381399804443e-06
Position 1805: 1.0780846914060961e-06
Position 1617: 1.039354130340779e-06
Position 723: 8.378134039840374e-07
Position 10: 8.028069659215811e-07
Position 166: 7.712886989927391e-07
Position 935: 7.529070878991331e-07
Position 60: 6.248527454470958e-07
Position 1197: 6.001068994086136e-07
Position 91: 4.7662217554787567e-07
Position 202: 4.00459430006779e-07
Position 972: 2.879851950299173e-07
Position 270: 2.6912498581200035e-07
Position 39: 1.8618123964276863e-07
Position 13: 1.1863710823957468e-08
Position 901: 8.162855226539767e-11
Position 837: 7.159707406497287e-11
Position 329: 6.188584674797024e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1768: 0.8892502766302877
Position 1409: 0.8752201053912073
Position 694: 0.8672978494275306
Position 1550: 0.8166967296003982
Position 1075: 0.7772394380738975
Position 853: 0.6412043378820732
Position 1091: 0.1607484567633795
Position 523: 0.09092266704290315
Position 362: 0.025572536899134003
Position 657: 0.010808845055664956
Position 496: 0.009968140295783504
Position 878: 0.008171400603039548
Position 1194: 0.006595823337622152
Position 1259: 0.0053049105304734155
Position 1396: 0.004654927471485464
Position 1899: 0.0026026730640936573
Position 329: 0.002343108945995873
Position 1706: 0.002308024210395659
Position 1140: 0.002138553935772893
Position 343: 0.001777976331600549
Position 935: 0.001674386464720203
Position 850: 0.0015772469002332612
Position 217: 0.0015418705090012497
Position 1795: 0.001237151065296542
Position 1292: 0.0010795251186333753
Position 228: 0.0010348435153215924
Position 1286: 0.000616573862334901
Position 429: 0.00047126752937425557
Position 781: 0.0004187314021394025
Position 1819: 0.00038694821565720127
Position 371: 0.00037439585257195983
Position 457: 0.000324451150844809
Position 1653: 0.0002711845645861739
Position 857: 0.0002115474172810727
Position 530: 0.00019869515274917231
Position 862: 0.00019858584173186797
Position 1670: 0.0001983241136221827
Position 1327: 0.00018639316011378795
Position 464: 0.00014372707286776902
Position 473: 9.25614063057892e-05
Position 1934: 8.768125439005606e-05
Position 574: 8.469420806123943e-05
Position 503: 5.880705296192939e-05
Position 280: 4.4925616510598934e-05
Position 1627: 4.3039037037797063e-05
Position 718: 3.990868445510027e-05
Position 408: 3.819284968135628e-05
Position 944: 3.730471908710888e-05
Position 978: 3.6793626702635274e-05
Position 1009: 3.048019021642941e-05
Position 1941: 1.6297020883890042e-05
Position 1502: 1.4732713568565551e-05
Position 1106: 1.0572634516656141e-05
Position 1583: 5.960828101876974e-06
Position 1711: 5.358135327102394e-06
Position 742: 4.962580057288727e-06
Position 1810: 4.949226505100916e-06
Position 1556: 4.414751536506715e-06
Position 241: 3.875057527518695e-06
Position 194: 3.7949033301810197e-06
Position 1525: 2.9449045687634228e-06
Position 120: 1.208809123096303e-06
Position 158: 1.1682596671140932e-06
Position 87: 6.970711497011539e-07
Position 1805: 5.824336437208272e-07
Position 1679: 3.3218310030037003e-07
Position 56: 3.233079351318033e-07
Position 161: 2.5408912438601067e-07
Position 108: 7.96349327287472e-08
Position 53: 2.3233693477533627e-08
Position 178: 1.6802486022375404e-08
Position 96: 1.2052830207820365e-08
Position 123: 1.2078108362281046e-09
Position 66: 1.533247770662542e-11
Position 166: 3.1930380665368413e-15
Position 125: 5.266338004606409e-16
