Gene = Srp68
index = 1520
Annotated 5SS: [ 175  629 1354]
Annotated 3SS: [ 278  690 1411]
SMsplice 5SS: [ 175  629 1354]
SMsplice 3SS: [ 278  690 1411]
top_k =  1000
Partition function (log Z): 3.728475025329161

Sorted 5' Splice Sites (High to Low Probability):
Position 629: 0.9817651485924022
Position 175: 0.9710231052630808
Position 1354: 0.8903754735483949
Position 1087: 0.11815203596291965
Position 391: 0.043559806920240536
Position 2207: 0.017847942095912908
Position 209: 0.016599388252050946
Position 1457: 0.016029778589809755
Position 624: 0.011768570699408728
Position 340: 0.004313613221767524
Position 819: 0.003068577841842241
Position 1259: 0.00276857303419701
Position 636: 0.0021923656999300635
Position 2278: 0.0021922340017793197
Position 619: 0.0020558450489447833
Position 877: 0.0019675606345391835
Position 1580: 0.0014403376966451603
Position 1244: 0.0012226845367715679
Position 2113: 0.001131799403683688
Position 1267: 0.001103259131298015
Position 814: 0.0009528720702189351
Position 1548: 0.0008500691814686417
Position 1072: 0.0007736488283140768
Position 1003: 0.0007620393416638801
Position 1362: 0.0004831396734310926
Position 1331: 0.0004771601800755678
Position 1461: 0.0003022799350410054
Position 471: 0.0002939781372550235
Position 168: 0.0002660582465487132
Position 1876: 0.00024615005634098867
Position 1091: 0.00024260560321306247
Position 817: 0.00020168672600493824
Position 2097: 0.00015854306638509857
Position 1884: 0.0001496552374016077
Position 179: 0.00011222214446055639
Position 2118: 8.172017003861594e-05
Position 1760: 7.248790434653638e-05
Position 1276: 5.896967531989799e-05
Position 1381: 5.730671914139981e-05
Position 1722: 5.300981487293626e-05
Position 1373: 3.795305081467031e-05
Position 1567: 3.7585555502608865e-05
Position 514: 3.680176926797809e-05
Position 1125: 3.651104775650591e-05
Position 1248: 2.9104523787008915e-05
Position 1301: 2.8690616883857813e-05
Position 1345: 2.6384035659036e-05
Position 622: 2.533471635320958e-05
Position 1319: 2.5031648852288696e-05
Position 1732: 2.1500394780650757e-05
Position 1175: 1.7575022661988555e-05
Position 561: 1.263105384072667e-05
Position 1475: 1.1680981955051739e-05
Position 997: 1.1661093442977472e-05
Position 572: 1.1659650501621857e-05
Position 1523: 1.139922418057642e-05
Position 2139: 1.0711370906727765e-05
Position 646: 1.0123886415639104e-05
Position 594: 9.774392177487142e-06
Position 1066: 8.94226901489194e-06
Position 431: 7.900730342820992e-06
Position 1116: 6.1598488072253e-06
Position 369: 5.930649894212492e-06
Position 2211: 5.8634326684967035e-06
Position 1007: 4.793897690252518e-06
Position 141: 1.6375803393768968e-06
Position 2167: 1.3637939540651255e-06
Position 723: 7.085441323071625e-07
Position 2215: 5.908121196759899e-07
Position 2224: 5.653206709446757e-07
Position 5: 4.980727428054421e-07
Position 3: 4.655564221225083e-07
Position 49: 4.3636628649631563e-07
Position 52: 3.7332785920966944e-07
Position 538: 3.689026901729718e-07
Position 926: 2.670931539033194e-07
Position 81: 1.671981514990593e-07
Position 60: 1.071189368062773e-07
Position 1095: 7.413863524712459e-08
Position 979: 4.165514219141036e-08
Position 1210: 3.383497755941902e-08
Position 935: 2.115855118716439e-08
Position 62: 1.3145489944707185e-08
Position 114: 1.1991878515392382e-08
Position 84: 1.1427650307947048e-08
Position 1076: 9.281524952111557e-09
Position 1058: 5.194716787464075e-09
Position 278: 5.059504217481922e-09
Position 1106: 4.0464917281287704e-09
Position 658: 3.997610251480824e-09
Position 1444: 5.876485315085118e-10
Position 1934: 6.444730887464336e-11
Position 687: 1.6874483810819558e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 690: 0.9986310766432978
Position 278: 0.9330428052224446
Position 1411: 0.882354623541554
Position 1444: 0.08403292484751948
Position 452: 0.07781376595354564
Position 1519: 0.018149028759475234
Position 2253: 0.014190800496976654
Position 1194: 0.01137964373480302
Position 304: 0.008358952890616816
Position 1206: 0.008278889362781344
Position 1230: 0.008006423043416566
Position 1417: 0.006750430876194101
Position 337: 0.006608120462890664
Position 526: 0.0042616728885664715
Position 295: 0.0038607954289459263
Position 876: 0.003197670465610658
Position 2339: 0.0031211632380625286
Position 1301: 0.002979885747671338
Position 1806: 0.0028858230130656944
Position 2324: 0.002793589851101833
Position 1316: 0.002758650902450339
Position 1149: 0.002691118862862857
Position 1486: 0.0021403633626327187
Position 1263: 0.0012301979891109608
Position 2181: 0.0010829219841510395
Position 923: 0.001042118571836087
Position 1329: 0.0006959125853350805
Position 1651: 0.0005765357323176226
Position 2313: 0.0005752407876410883
Position 1239: 0.0005434446616312217
Position 717: 0.0002911115659625157
Position 1606: 0.000257589454731465
Position 1007: 0.00023764792381124363
Position 339: 0.00022339895746735042
Position 1540: 0.00022319024880859253
Position 400: 0.0002228165533462545
Position 1146: 0.00019142760872706082
Position 1345: 0.00018959258335092763
Position 2188: 0.00017348354710565946
Position 1162: 0.00017169868265756686
Position 1942: 0.00013157002224592276
Position 2050: 0.00011845124278342803
Position 357: 0.0001173250078360943
Position 2282: 0.00010627148631062267
Position 502: 9.17074648755934e-05
Position 1158: 8.848898922962768e-05
Position 1537: 7.120156280450626e-05
Position 1106: 6.984224383904435e-05
Position 535: 6.785618085648878e-05
Position 457: 6.324370714895219e-05
Position 460: 5.1540926466922675e-05
Position 1065: 4.809020838332124e-05
Position 2080: 4.211063793237221e-05
Position 1086: 3.6947325402727296e-05
Position 610: 3.4790335094213185e-05
Position 1137: 3.432944312155877e-05
Position 423: 3.272076720938228e-05
Position 1664: 2.610694866895864e-05
Position 1924: 2.227552774465954e-05
Position 532: 1.933214530045361e-05
Position 774: 1.734675802870321e-05
Position 1353: 1.4151838962387677e-05
Position 1507: 1.1592445722434832e-05
Position 409: 1.1591781448680274e-05
Position 935: 1.0309007832013749e-05
Position 382: 9.587276565821144e-06
Position 721: 8.072627208036281e-06
Position 1852: 7.563321697465526e-06
Position 1113: 6.79902823035558e-06
Position 975: 5.066007257070284e-06
Position 1738: 4.974023923495521e-06
Position 1041: 4.705947337401487e-06
Position 1744: 4.4305367232057186e-06
Position 2224: 3.842557851209978e-06
Position 1900: 3.7623111543297728e-06
Position 945: 3.6008803229394697e-06
Position 1011: 2.7512055460220928e-06
Position 391: 2.1065589826235094e-06
Position 1028: 1.8380724881771997e-06
Position 580: 1.741651512976916e-06
Position 1357: 1.2203151351394025e-06
Position 378: 9.044051747854984e-07
Position 119: 8.951882723966481e-07
Position 217: 6.667705298100884e-07
Position 559: 5.704206042227298e-07
Position 814: 5.157011372230362e-07
Position 74: 4.7493821666243835e-07
Position 588: 2.925886910961704e-07
Position 850: 2.90755676560824e-07
Position 538: 1.6070821676147394e-07
Position 616: 1.015410975383423e-07
Position 147: 7.853458288917963e-08
Position 979: 6.5474069850549e-08
Position 1715: 6.317131658419149e-08
Position 125: 4.633564522738192e-08
Position 837: 4.07672587172354e-08
Position 804: 3.780537478580731e-08
Position 93: 3.450502701035947e-08
Position 768: 2.724380732694518e-08
Position 1017: 2.6295711477767018e-08
Position 197: 2.0870398645903557e-08
Position 696: 2.0636467359545723e-08
Position 90: 1.6342400604044318e-08
Position 730: 1.028581676120326e-08
Position 859: 8.960738960007805e-09
Position 1023: 6.598695996958883e-09
Position 619: 4.0099716969597854e-09
Position 550: 3.788074321897396e-09
Position 963: 2.263663608335232e-09
Position 208: 4.5461200375732515e-10
Position 723: 2.931295787721739e-10
Position 158: 2.9601433493884198e-12
Position 131: 2.562888049543929e-12
Position 179: 8.361898728767277e-13
Position 173: 3.9343937530511775e-13
Position 149: 2.6373435181836934e-13
Position 175: 2.3361501693969354e-15
Position 469: 2.1733868133423035e-17
