Gene = Tsp66A
index = 1572
Annotated 5SS: [1912 2155 2350 2588]
Annotated 3SS: [1968 2214 2410 2636]
SMsplice 5SS: [ 106  329  521  671 1060 1243 1567 2350 2588]
SMsplice 3SS: [ 160  391  577  737 1116 1309 2214 2410 2646]
top_k =  1000
Partition function (log Z): 7.796312149776761

Sorted 5' Splice Sites (High to Low Probability):
Position 2588: 0.9975071594923767
Position 2350: 0.9667508745715216
Position 1243: 0.8896542350942392
Position 521: 0.7969553865955625
Position 329: 0.7370406851224117
Position 671: 0.701273171099012
Position 106: 0.6651749919323423
Position 840: 0.5929745852787235
Position 2149: 0.5471906940603626
Position 1060: 0.4934247284950696
Position 1567: 0.47861912735905654
Position 1916: 0.31048431941985916
Position 1912: 0.1584970410720624
Position 212: 0.15659983017243606
Position 1899: 0.11661932204198325
Position 2155: 0.05919920306158202
Position 1057: 0.04495477607758542
Position 1383: 0.04279702914283554
Position 1075: 0.042212283968957175
Position 1248: 0.03366775068958949
Position 2732: 0.03193548422296267
Position 2704: 0.030210797152581927
Position 2159: 0.027374337451372972
Position 2742: 0.018327977218817595
Position 1615: 0.016470247187130284
Position 2750: 0.0151954538830197
Position 2737: 0.013125351486822237
Position 681: 0.010169501802069264
Position 818: 0.008974724223658073
Position 2071: 0.008923798815482756
Position 2101: 0.008789710748655599
Position 1034: 0.008446381509809586
Position 1679: 0.007672237895007658
Position 1064: 0.005252186541384788
Position 326: 0.004619413529122476
Position 690: 0.004210305749082756
Position 822: 0.002690126192076913
Position 2345: 0.0017158026715154758
Position 2105: 0.0014473381646490633
Position 668: 0.0011610025094331254
Position 243: 0.0009893456946321185
Position 1469: 0.000923028306101172
Position 468: 0.00078565906154443
Position 659: 0.000774354153777977
Position 333: 0.0006944940723120342
Position 3221: 0.0006725476434627215
Position 546: 0.0006632453443712217
Position 2356: 0.0005869407297427074
Position 902: 0.0005800983303325541
Position 2579: 0.0005550332343420413
Position 415: 0.0005487045122531107
Position 363: 0.0004257620580088642
Position 810: 0.00039553999930472955
Position 1317: 0.0002520036872839334
Position 585: 0.00024686554409667893
Position 2046: 0.00021726259511403818
Position 2036: 0.00021530052481904809
Position 2299: 0.00021242298355216092
Position 1009: 0.00020433301855174102
Position 2327: 0.0001539407873866532
Position 1488: 0.00014590910929134738
Position 45: 0.00013395575416155534
Position 13: 0.0001250085261651941
Position 269: 0.00012391627712801543
Position 2592: 0.00012298666302620968
Position 227: 0.00012099084907527476
Position 525: 0.00011029125632815853
Position 2711: 9.03529397396815e-05
Position 1106: 8.760752371664497e-05
Position 984: 8.34089059380327e-05
Position 377: 7.80805763465052e-05
Position 2740: 7.53725334036682e-05
Position 2855: 7.304054113396898e-05
Position 216: 6.248921856361235e-05
Position 988: 6.096128889261698e-05
Position 64: 5.245900041168853e-05
Position 496: 4.0447097523176256e-05
Position 1441: 3.850196168695408e-05
Position 110: 3.23877855369145e-05
Position 2661: 2.9130769489977353e-05
Position 3090: 2.772479912875829e-05
Position 1479: 2.7551568681982595e-05
Position 2636: 2.6542868597484487e-05
Position 922: 2.6327429764235244e-05
Position 255: 2.497875602466785e-05
