Gene = smt3
index = 1882
Annotated 5SS: [137]
Annotated 3SS: [258]
SMsplice 5SS: [137]
SMsplice 3SS: [258]
top_k =  1000
Partition function (log Z): -8.560980558582152

Sorted 5' Splice Sites (High to Low Probability):
Position 137: 0.8279425384826448
Position 28: 0.12260961802887178
Position 631: 0.04398042601533839
Position 584: 0.028496024107796357
Position 366: 0.022181858823233865
Position 178: 0.009122477524697232
Position 771: 0.006303403476829125
Position 779: 0.003378355959806876
Position 603: 0.002734951793537047
Position 626: 0.00244939562718143
Position 497: 0.0007917096113992896
Position 392: 0.0005328480381535713
Position 635: 0.00048586679071866166
Position 500: 0.00038885646197584693
Position 253: 0.0003112985627690929
Position 183: 0.00029754408612590064
Position 198: 0.00020599711961252328
Position 203: 0.00014322114958631387
Position 164: 7.636752186990414e-05
Position 19: 7.17191011430956e-05
Position 200: 6.62411325202287e-05
Position 88: 6.301917410394208e-05
Position 421: 5.705741860239189e-05
Position 190: 4.5151348472797197e-05
Position 56: 1.9919534372262003e-05
Position 477: 1.6015376945012125e-05
Position 800: 1.359508522237107e-05
Position 219: 1.1851692020546588e-05
Position 413: 1.0086053007138016e-05
Position 54: 8.72063743168868e-06
Position 416: 7.277508788089208e-06
Position 32: 5.5029122621288575e-06
Position 243: 1.7473602644628676e-06
Position 510: 1.5693699848287427e-06
Position 8: 1.2616092577312915e-06
Position 62: 1.0821712424657886e-06
Position 804: 9.677422472172414e-07
Position 794: 8.207160537049094e-07
Position 346: 5.40359146598902e-07
Position 43: 1.0626018578187385e-07
Position 798: 9.220388409776053e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 258: 0.5046858221336423
Position 317: 0.14851912862289252
Position 826: 0.1344951836102321
Position 314: 0.0990153588514368
Position 496: 0.07008875378636525
Position 190: 0.042878728444355835
Position 523: 0.012390420833155443
Position 699: 0.011183468328224264
Position 358: 0.009243209944878128
Position 391: 0.0074930068971633575
Position 361: 0.00734876021575648
Position 771: 0.006320912811202293
Position 111: 0.004792392973700486
Position 672: 0.003811999247108868
Position 403: 0.002310377434639684
Position 427: 0.002118756705197297
Position 685: 0.0015482046858142032
Position 421: 0.0010887334244342251
Position 164: 0.0009352648022617782
Position 741: 0.0006792873830963669
Position 287: 0.0006127857068329677
Position 782: 0.000500926902999099
Position 136: 0.00017476169188256974
Position 450: 0.00016770139402345468
Position 847: 0.00011063861777608548
Position 726: 9.061733214386352e-05
Position 365: 6.75581087188205e-05
Position 115: 3.110273812988674e-05
Position 327: 2.65369719549184e-05
Position 635: 2.497858459200065e-05
Position 433: 1.96285902942281e-05
Position 436: 1.2347733866675457e-05
Position 376: 1.1568993985601244e-05
Position 595: 9.232133035799271e-06
Position 454: 7.537542258731121e-06
Position 71: 3.98486208307067e-06
Position 592: 3.4341168252270605e-06
Position 559: 2.8994828453631326e-06
Position 831: 2.8423959214645446e-06
Position 749: 1.9404486975398328e-06
Position 631: 1.8184716740578716e-06
Position 535: 1.809251410782617e-06
Position 626: 1.3539400505764964e-06
Position 81: 8.826132783284713e-07
Position 59: 1.790303178719817e-07
Position 77: 1.7485802747968218e-07
Position 65: 3.610924006925318e-08
Position 68: 2.5978419582787517e-08
Position 128: 2.2925364099580785e-08
Position 598: 2.8883102093082394e-09
Position 617: 1.3665460557809639e-09
Position 565: 9.705964098167403e-10
Position 370: 6.164670874532666e-11
