Gene = RtcB
index = 1459
Annotated 5SS: [1421]
Annotated 3SS: [1480]
SMsplice 5SS: [1421]
SMsplice 3SS: [1480]
top_k =  1000
Partition function (log Z): -5.4495859217387626

Sorted 5' Splice Sites (High to Low Probability):
Position 1421: 0.9912194090609716
Position 749: 0.0784192637631657
Position 173: 0.06598808736734751
Position 461: 0.045495858902446035
Position 1724: 0.011485478442202471
Position 1085: 0.009563227525535907
Position 1669: 0.008717192913219197
Position 1709: 0.0051910425111898915
Position 134: 0.0019345438920671109
Position 160: 0.001916116000935868
Position 305: 0.0017345988236509683
Position 1401: 0.0011084073779459881
Position 1732: 0.0008526181223078501
Position 587: 0.0008486652794833438
Position 1425: 0.0006732646928951501
Position 890: 0.0006577221336074872
Position 476: 0.000655135183079445
Position 1123: 0.0005949391212274797
Position 500: 0.0005885728905082713
Position 935: 0.00040547679981710365
Position 715: 0.00023973727428722912
Position 827: 0.00022401990677472052
Position 523: 0.00021152623735749346
Position 1135: 0.0002098282052576575
Position 1031: 0.0001949242414595911
Position 1240: 0.00015304267102110418
Position 454: 0.000123687332690757
Position 1244: 0.00012060840786558445
Position 1694: 0.00010917860336178954
Position 798: 9.17358890081978e-05
Position 591: 6.702811181121018e-05
Position 1747: 6.42816016129642e-05
Position 545: 5.998181159845004e-05
Position 1634: 4.870743466251016e-05
Position 365: 4.8029593244023097e-05
Position 1631: 4.772559420056249e-05
Position 1202: 4.608062300956109e-05
Position 373: 4.591526391780313e-05
Position 896: 4.0150193439625476e-05
Position 309: 3.562230110127918e-05
Position 57: 3.183068697217971e-05
Position 458: 3.0332759309344208e-05
Position 850: 2.80926851377829e-05
Position 1589: 2.62911335096555e-05
Position 571: 2.1164655096619603e-05
Position 683: 1.4903542948190305e-05
Position 1622: 1.4384163673663874e-05
Position 5: 1.2849966411001902e-05
Position 893: 1.2830431712543546e-05
Position 480: 1.08254886467291e-05
Position 1552: 9.957808268239132e-06
Position 138: 7.699198568365628e-06
Position 1116: 6.4661390148314815e-06
Position 131: 5.666293369941368e-06
Position 465: 5.0316029723976545e-06
Position 25: 4.503513065062508e-06
Position 326: 4.175073358002315e-06
Position 536: 4.161927925610529e-06
Position 242: 3.913119440798371e-06
Position 1644: 3.672598807010454e-06
Position 232: 3.535352711753952e-06
Position 1217: 2.6835298892753138e-06
Position 685: 2.146882721977897e-06
Position 1356: 1.778876270769352e-06
Position 1331: 1.3324521290704158e-06
Position 224: 1.1089494946910642e-06
Position 1396: 1.0565907095598338e-06
Position 1335: 5.496223815708035e-07
Position 1361: 5.062528141122244e-07
Position 1571: 3.90363323703317e-07
Position 122: 2.942208550131058e-07
Position 1438: 2.7554653328263316e-07
Position 1532: 2.731948799097481e-07
Position 1169: 2.314100303894653e-07
Position 142: 1.7336766814417793e-07
Position 830: 9.434775708715154e-08
Position 593: 8.607202109791974e-08
Position 504: 6.328355278455043e-08
Position 352: 6.309536199167296e-08
Position 234: 1.1274519625505503e-08
Position 565: 5.780305829857411e-09
Position 953: 1.6189318865154283e-09
Position 344: 1.3533378925219516e-09
Position 495: 4.4162748139762897e-10
Position 664: 2.2335553910008542e-11
Position 291: 2.8068433791244188e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1480: 0.998010111867078
Position 1201: 0.0796521762359736
Position 249: 0.039439605823986326
Position 1793: 0.026960406797908107
Position 1356: 0.025269544634157308
Position 1298: 0.015109315126377733
Position 934: 0.011457379022170632
Position 826: 0.005559921203394283
Position 1321: 0.00330002743461146
Position 1255: 0.0028832179924270502
Position 1095: 0.0027849021620523257
Position 532: 0.002713258718098964
Position 1309: 0.0024680055291792513
Position 1228: 0.0020007686360091806
Position 1121: 0.0017889234120600523
Position 958: 0.0017880696289107702
Position 1006: 0.001642150295198292
Position 305: 0.0015238228414638122
Position 1042: 0.0010667958928161595
Position 372: 0.0009925371102967023
Position 915: 0.0007052990879195211
Position 748: 0.00055374366151186
Position 637: 0.00041341854259702035
Position 1767: 0.0003256140518631918
Position 1456: 0.00031973409088080626
Position 1231: 0.00021455396131508242
Position 1732: 0.00020717567561420183
Position 1132: 0.00020703182043470486
Position 529: 0.00015828360131175113
Position 541: 0.00012986902677443834
Position 850: 0.00011019505082263549
Position 1054: 0.00010605841410277743
Position 465: 9.433330018545865e-05
Position 334: 6.959905090891503e-05
Position 331: 6.863499465482204e-05
Position 820: 6.07279196168248e-05
Position 1528: 5.4218938369375247e-05
Position 1381: 4.9101828293243804e-05
Position 1499: 4.226204630698448e-05
Position 604: 2.7703443027857058e-05
Position 1325: 1.735571301574407e-05
Position 883: 1.4957248743609272e-05
Position 565: 1.29712129831388e-05
Position 211: 1.1491697345922286e-05
Position 82: 1.1172367735414352e-05
Position 700: 1.0447662652649087e-05
Position 1694: 9.173514957418363e-06
Position 889: 9.01487108156434e-06
Position 967: 8.66023626242942e-06
Position 1390: 8.028128351760794e-06
Position 715: 7.763208700925023e-06
Position 676: 7.0147306111126276e-06
Position 202: 6.0334345140406366e-06
Position 199: 5.1414758186515724e-06
Position 865: 5.1274590280383855e-06
Position 65: 4.304989499766666e-06
Position 1543: 4.231001421492745e-06
Position 1618: 4.007513801907687e-06
Position 985: 3.612174797014822e-06
Position 1020: 3.0989714456697646e-06
Position 769: 2.7579285955426326e-06
Position 553: 1.5988662259412188e-06
Position 550: 1.557878836908118e-06
Position 259: 1.4325569645477476e-06
Position 1404: 1.184146931229682e-06
Position 964: 1.0159439276443474e-06
Position 107: 9.059380010339132e-07
Position 766: 7.187231974736272e-07
Position 91: 6.857345379815187e-07
Position 229: 6.535887854707881e-07
Position 88: 5.150728530007261e-07
Position 338: 4.986917962586247e-07
Position 283: 3.754706981717635e-07
Position 1652: 3.532057639888613e-07
Position 1552: 2.89579119934806e-07
Position 1597: 6.555174407225234e-08
Position 274: 4.988357134051658e-08
Position 694: 2.2998635438010815e-08
Position 126: 2.2690818275441052e-08
Position 640: 2.0214343664666428e-08
