Gene = skd
index = 1875
Annotated 5SS: [  295  2483 15224 20727 20878 21703 22457 23699 25418 26092 30933 31111
 31286]
Annotated 3SS: [ 1885 14907 20632 20793 21253 21771 23248 25236 25507 26152 30995 31169
 31346]
SMsplice 5SS: [  249 15224 20727 20878 21703 22457 25418 26092 30933 31111 31286]
SMsplice 3SS: [14907 20632 20793 21253 21771 25236 25507 30599 30995 31169 31346]
top_k =  1000
Partition function (log Z): 36.276002589968186

Sorted 5' Splice Sites (High to Low Probability):
Position 31111: 0.9997602049837071
Position 20727: 0.9986533977135481
Position 21703: 0.9983963971100422
Position 25418: 0.9953789609855257
Position 31286: 0.9949418867200011
Position 22457: 0.9904687764388138
Position 30933: 0.9891789210296984
Position 26092: 0.9889798972284929
Position 15224: 0.9886076998303223
Position 20878: 0.9811337749137662
Position 2483: 0.5698554553462483
Position 26204: 0.41094998045821246
Position 31732: 0.25260652597702943
Position 32757: 0.19479051011801127
Position 1754: 0.17873371675439853
Position 249: 0.1579050858720649
Position 32716: 0.13620736396308974
Position 684: 0.12885392111422453
Position 507: 0.11888157344807623
Position 23699: 0.083907166583017
Position 26416: 0.07655484702665093
Position 1014: 0.06989758016538776
Position 21204: 0.06486451493314352
Position 295: 0.060930639536178284
Position 29585: 0.04969772243500533
Position 28358: 0.048285517583638145
Position 6041: 0.04554659887121164
Position 29157: 0.041676759208745355
Position 3022: 0.03558426500211932
Position 12101: 0.03261608910435177
Position 12109: 0.02721696017727926
Position 32744: 0.025994794407738137
Position 2731: 0.025563051812948153
Position 27060: 0.024949982821822456
Position 33083: 0.02460891085174413
Position 767: 0.022926418052565286
Position 257: 0.022295933838298
Position 1927: 0.02034576209111546
Position 31455: 0.019846379381686714
Position 259: 0.018312471118170266
Position 1395: 0.018007114194503602
Position 3616: 0.017206710017625828
Position 15831: 0.01702735801475082
Position 4094: 0.01532965683706266
Position 1134: 0.0147604509934889
Position 2620: 0.014221961560401956
Position 32739: 0.011856731583977894
Position 280: 0.011826963011364882
Position 26096: 0.010583070366697386
Position 105: 0.0101736454917371
Position 166: 0.010079243881157263
Position 28981: 0.009903751053652344
Position 646: 0.009473951156309423
Position 6082: 0.009358599548947433
Position 15560: 0.009014896612150278
Position 32779: 0.008931722048022867
Position 1305: 0.007847807272303884
Position 20888: 0.007829627171890622
Position 263: 0.007688416784245057
Position 139: 0.007541752547256646
Position 8981: 0.007503422400165232
Position 587: 0.007423052564890591
Position 15937: 0.007158786944122409
Position 15468: 0.0069649108093134855
Position 272: 0.006804838105402191
Position 13617: 0.006734255965661027
Position 711: 0.006464239671562142
Position 15554: 0.006451407705326041
Position 4102: 0.006016784298419075
Position 16221: 0.005944207324955063
Position 18308: 0.00587237280505285
Position 12267: 0.005748087940779245
Position 2957: 0.005542178519148859
Position 25064: 0.005376632682722923
Position 15926: 0.0050765382236460516
Position 1738: 0.004949538203929742
Position 16624: 0.004915570178265389
Position 31464: 0.004816859218016112
Position 1006: 0.004798824279241613
Position 4088: 0.004743043553663014
Position 5482: 0.004595485483334964
Position 12095: 0.004492294388908075
Position 9841: 0.004286584707625853
Position 771: 0.004258098610152943
Position 32111: 0.004107661744984851
Position 15574: 0.003930446588301594
Position 22089: 0.003813505677721853
Position 16003: 0.003590731570651292
