Gene = Nrt
index = 1332
Annotated 5SS: [ 469 8295]
Annotated 3SS: [7641 8357]
SMsplice 5SS: [ 469 8295]
SMsplice 3SS: [7641 8357]
top_k =  1000
Partition function (log Z): -4.6545985945600385

Sorted 5' Splice Sites (High to Low Probability):
Position 8295: 0.9992437546045941
Position 469: 0.6758350053300192
Position 172: 0.24957727710694558
Position 9836: 0.10414424122459646
Position 7571: 0.04579491063118793
Position 10270: 0.04311805817906335
Position 546: 0.03453493771353826
Position 1525: 0.02838968071279259
Position 1570: 0.022092695339388554
Position 8583: 0.020974449073739642
Position 1723: 0.020133492041574233
Position 1112: 0.014001234530644915
Position 10770: 0.013919815370510963
Position 7272: 0.013907791708822139
Position 9679: 0.013355372111573695
Position 590: 0.012425236751159066
Position 6002: 0.00858286011375146
Position 1765: 0.008157235191808446
Position 4045: 0.007849262884809102
Position 9206: 0.007569772907577268
Position 305: 0.007278262399268655
Position 1023: 0.0068798798754334855
Position 4267: 0.006868514441194172
Position 8902: 0.006483080201689626
Position 1268: 0.006361466229734481
Position 5414: 0.004851462922393927
Position 7398: 0.004364244007219323
Position 9510: 0.004202450936542712
Position 7533: 0.00418869655837632
Position 2327: 0.003540404567987994
Position 1820: 0.0033903488690044605
Position 417: 0.0033396668817457825
Position 2743: 0.0033145057727960218
Position 9890: 0.00306950455282579
Position 626: 0.003029707062132704
Position 1277: 0.0029416444506277484
Position 9901: 0.0027561734429243905
Position 8704: 0.002748868862702154
Position 9489: 0.0025950017679858112
Position 9091: 0.0025918648669465165
Position 8505: 0.0025145721892009926
Position 9156: 0.002429341551138565
Position 5835: 0.002332496046468887
Position 9441: 0.002179613058564872
Position 7137: 0.002152508081428332
Position 7109: 0.001985709162572132
Position 3556: 0.0018445867505423486
Position 10665: 0.0017709909984286753
Position 179: 0.0015445902365623942
Position 5875: 0.0013491885446353644
Position 3: 0.0013295767786046973
Position 2594: 0.0010063122151644092
Position 165: 0.0009572467626465112
Position 2313: 0.0008863632627455571
Position 1184: 0.0008507881037432609
Position 6033: 0.0007596181267124594
Position 2514: 0.0007295632460353685
Position 9407: 0.000707176604269124
Position 309: 0.0006839152358274521
Position 4804: 0.0006821499966914696
Position 9344: 0.0006606436374969761
Position 2016: 0.0006254168628261951
Position 1769: 0.0005686087459257562
Position 9074: 0.0005572468489616363
Position 9434: 0.000548458303951666
Position 6198: 0.0005394990095986468
Position 4930: 0.0005019327626518558
Position 757: 0.0004595713592776469
Position 8555: 0.00045808556587306006
Position 351: 0.0004539514340272181
Position 1446: 0.0004423517489580699
Position 8845: 0.00042481241640543677
Position 1326: 0.00042437232679695984
Position 10461: 0.0004045672397575306
Position 9008: 0.0003979195452444049
Position 1286: 0.0003790037953354959
Position 9086: 0.0003617179586666464
Position 11040: 0.00035480067749223127
Position 10094: 0.00034938219833837624
Position 8274: 0.0003322487797878896
Position 9663: 0.00032613960668658435
Position 8290: 0.0002498334805365166
Position 555: 0.0002476277525322743
Position 1580: 0.00024387545776548484
Position 6462: 0.0002293875417928976
Position 5888: 0.00021949927949869581
Position 1725: 0.00021364713779369046
Position 682: 0.00019856802175825388
Position 8731: 0.0001946178642887963
Position 186: 0.00019237808578841911
Position 2943: 0.00018200311964055595
Position 9071: 0.0001818787329608636
Position 8765: 0.0001774404254226588
Position 1318: 0.00016390260856778512
Position 1735: 0.00014475027560135646
Position 9354: 0.00014469720649801557
Position 1849: 0.00013680190013273723
Position 1973: 0.00013673182969565242
Position 4650: 0.00012896847173525684
Position 10408: 0.0001245611380397243
Position 507: 0.0001238582050732707
Position 51: 0.00012304779901985404
Position 9334: 0.00012059017172320145
Position 2251: 0.00011051720096718843
Position 2310: 0.0001079173743295575
Position 11169: 0.00010584578927148702
Position 8918: 0.0001049393092261739
Position 8729: 0.00010456374104828568
Position 8480: 9.709690955678917e-05
Position 176: 9.437784857698103e-05
Position 9197: 8.897466826956614e-05
Position 447: 8.83401360560236e-05
Position 10390: 8.707481742592466e-05
Position 809: 8.28858226546682e-05
Position 8758: 7.608078615607907e-05
Position 5881: 7.196681505534904e-05
Position 11069: 7.161255603090516e-05
Position 2254: 6.466619478833647e-05
Position 2507: 5.887258743470556e-05
Position 2113: 5.8465140146730765e-05
Position 8777: 5.6479917624655134e-05
Position 9929: 5.042525540221279e-05
Position 11013: 5.041937934805326e-05
Position 9701: 4.926254055578592e-05
Position 8709: 4.309252129381374e-05
Position 9041: 4.2523768905466755e-05
Position 9005: 4.2274435166927905e-05
Position 8772: 3.863078056745645e-05
Position 10339: 3.8405446539011614e-05
