Gene = Sec61alpha
index = 1480
Annotated 5SS: [ 252  542 2605]
Annotated 3SS: [ 473 1512 2677]
SMsplice 5SS: [ 252  542 2605]
SMsplice 3SS: [ 473 1512 2677]
top_k =  1000
Partition function (log Z): 2.0583145023717138

Sorted 5' Splice Sites (High to Low Probability):
Position 2605: 0.9973194375916101
Position 542: 0.8019316146834834
Position 252: 0.5961692512587947
Position 1337: 0.12623900445811795
Position 1290: 0.10058854823932205
Position 2841: 0.09021429649973754
Position 2116: 0.0718802559971722
Position 2340: 0.06825385019530555
Position 161: 0.05965621202013674
Position 1741: 0.05606828554738118
Position 1658: 0.04455564623566436
Position 2402: 0.024110388619269913
Position 556: 0.023903412607983766
Position 3074: 0.015489658678323382
Position 2262: 0.013341554551265093
Position 1676: 0.01248296347652
Position 1198: 0.008519529072526441
Position 1845: 0.006925111214868697
Position 1655: 0.005325759230135153
Position 399: 0.004988938174862622
Position 2847: 0.0036784985459217606
Position 1913: 0.0036161357921762655
Position 1745: 0.00240645561828446
Position 780: 0.0023844859278851754
Position 124: 0.002136378962226943
Position 1388: 0.0021221162216389726
Position 256: 0.0017342203266067567
Position 566: 0.0012547754094394362
Position 3080: 0.0010924787014882
Position 1592: 0.0010839274382949122
Position 546: 0.0010099199853769846
Position 1306: 0.0009622670144822998
Position 1177: 0.0007121162207494541
Position 1814: 0.000711828238945627
Position 1778: 0.00068452283400661
Position 1233: 0.000682764553279711
Position 1294: 0.0006696983377873793
Position 609: 0.0006209666339809042
Position 438: 0.0005711414650368269
Position 363: 0.0005560331403472741
Position 575: 0.0005461645811707398
Position 2609: 0.0005425305705161938
Position 1801: 0.0004806875892384671
Position 48: 0.00047272644151695074
Position 3087: 0.0004624858467667324
Position 1266: 0.00042162079420188513
Position 383: 0.0003920878234722529
Position 2054: 0.000376608636084379
Position 657: 0.0003723523432357675
Position 106: 0.0003477592033469743
Position 2622: 0.0002289966964123673
Position 115: 0.00022699776061366195
Position 303: 0.00022367929175256355
Position 37: 0.00022066753331416618
Position 235: 0.00021258519870341754
Position 507: 0.00020918200346043921
Position 2319: 0.00015540417508956878
Position 743: 0.00014256928564151998
Position 154: 0.00013689328024607178
Position 577: 0.00012911064234086245
Position 295: 0.0001258486900662182
Position 189: 0.00011534799139013899
Position 2803: 0.00011352924785531343
Position 1391: 0.00010434997282113761
Position 2611: 0.00010404561669727526
Position 394: 9.861728151768813e-05
Position 142: 9.693143851168748e-05
Position 1328: 8.989864147825112e-05
Position 1168: 8.471826908634743e-05
Position 176: 8.147774201112086e-05
Position 98: 7.785725231536971e-05
Position 182: 7.296597037281696e-05
Position 60: 6.48416448335448e-05
Position 838: 6.135707951155331e-05
Position 2456: 6.0454780077152356e-05
Position 2249: 5.735811245362505e-05
Position 309: 5.280925123928616e-05
Position 2074: 5.022659565683274e-05
Position 3191: 4.7787103816119514e-05
Position 614: 4.403145181613483e-05
Position 783: 4.169833409187664e-05
Position 311: 4.062467224761026e-05
Position 721: 3.667676095865734e-05
Position 764: 3.3722778591136726e-05
Position 923: 3.359373579733457e-05
Position 2781: 3.099992014820164e-05
Position 316: 3.0743381696255346e-05
Position 89: 2.71213219738702e-05
Position 836: 2.5457400020749473e-05
Position 95: 2.443197736693593e-05
Position 1247: 1.949901382689374e-05
Position 149: 1.879281991155465e-05
Position 937: 1.831001385188088e-05
Position 3055: 1.651121080468618e-05
Position 544: 1.6305641748780856e-05
Position 2807: 1.3791520135654788e-05
Position 397: 1.2731921464273258e-05
Position 1634: 1.1955417527474805e-05
Position 994: 1.014667341560821e-05
Position 827: 9.373937918236973e-06
Position 903: 9.3658266622309e-06
Position 262: 6.866584146555052e-06
Position 214: 5.7824458296714574e-06
Position 450: 5.7066247134141575e-06
Position 17: 5.509636384053566e-06
Position 3331: 4.658197091449553e-06
Position 2905: 3.945165366773459e-06
Position 3133: 3.4097847988659638e-06
Position 718: 1.8536533339052247e-06
Position 1831: 1.7922195036390926e-06
Position 478: 1.70114095522495e-06
Position 2708: 1.5611196300584334e-06
Position 1318: 1.402740761828971e-06
Position 2453: 1.3165198200842426e-06
Position 488: 1.1828010264216696e-06
Position 19: 9.689214915682535e-07
Position 865: 8.791176762499239e-07
Position 602: 8.575166606063725e-07
Position 11: 8.46748646934117e-07
Position 1636: 7.379960382195409e-07
Position 1567: 6.74857845999566e-07
Position 2488: 6.393244712507196e-07
Position 1135: 6.015115842892217e-07
Position 584: 5.996461760535841e-07
Position 3059: 5.396475703204701e-07
Position 26: 4.917201068685086e-07
Position 863: 3.290266017424147e-07
Position 29: 2.8686632104924107e-07
Position 968: 2.3451209834307912e-07
Position 1690: 7.246920532535576e-08
Position 2541: 7.220064548753817e-08
Position 2520: 5.968008399848908e-08
Position 347: 5.9563880328871935e-08
Position 1857: 5.3642512973835595e-08
Position 2011: 4.527254126047684e-08
Position 2370: 4.443058225184607e-08
Position 2061: 4.410196564067056e-08
Position 2550: 4.3363161264856976e-08
Position 2784: 4.0879202611607356e-08
Position 2854: 3.313310142481036e-08
Position 1921: 3.000146173543779e-08
Position 1876: 2.3575430447678753e-08
Position 1825: 2.1719997310810386e-08
Position 2197: 1.7234697452745696e-08
Position 1874: 1.606777779511303e-08
Position 2038: 1.3016191714004306e-08
Position 1902: 1.0488014932034774e-08
Position 2344: 1.042102169417665e-08
Position 2200: 7.925006389699345e-09
Position 648: 2.3709371877783647e-09
Position 734: 6.53825974939149e-10
Position 3052: 9.480553695528477e-11
Position 2945: 5.085710107993117e-11
Position 3043: 2.3643385296529788e-11
Position 2861: 1.941673913161452e-11
Position 2935: 1.0530045096155444e-11
Position 499: 4.282635357928937e-12
Position 473: 1.1376423511319085e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2677: 0.9998026254760387
Position 1512: 0.9399553666440453
Position 473: 0.5313712373587728
Position 2482: 0.23822431908663633
Position 1081: 0.07347703920035926
Position 2899: 0.07008638962641925
Position 2319: 0.07002170115274509
Position 1197: 0.036824767747830445
Position 696: 0.028651927506756943
Position 994: 0.027795380924400415
Position 1713: 0.02501994204956506
Position 214: 0.021611787314978367
Position 3128: 0.0187720655976352
Position 2355: 0.013517017450984855
Position 2902: 0.01228989504265576
Position 903: 0.006801577560026679
Position 1523: 0.005270536704198084
Position 2905: 0.004222848347914146
Position 1818: 0.0035529989471052444
Position 937: 0.003438199396568031
Position 507: 0.0032563998493901924
Position 316: 0.002745063114003513
Position 221: 0.0024554185721346994
Position 2105: 0.0022086600054380175
Position 3131: 0.0019609176076590385
Position 375: 0.0018685959115171441
Position 185: 0.001778284085912793
Position 783: 0.001499740014519128
Position 847: 0.0013935333247517329
Position 1899: 0.0012620569111149132
Position 1578: 0.001183486724064892
Position 1785: 0.0010391826231768366
Position 3171: 0.0010008136748393046
Position 743: 0.0009955819255854565
Position 300: 0.000980073738499599
Position 3074: 0.0009695211314439926
Position 272: 0.0009235272251352153
Position 2215: 0.0007811286836254295
Position 2027: 0.0005825594108583901
Position 3178: 0.0005556721308383989
Position 1788: 0.000394420310334651
Position 764: 0.00039324209525521547
Position 705: 0.0003324141889612103
Position 1020: 0.0002983659759449083
Position 3382: 0.00027477694061467194
Position 671: 0.000244329291999139
Position 2887: 0.0002359168535110945
Position 1157: 0.00022847945275536677
Position 2945: 0.00021603729630519553
Position 1419: 0.0001921683038319676
Position 226: 0.0001887439841273447
Position 1391: 0.0001857560935585362
Position 2283: 0.0001836189695112447
Position 3143: 0.0001815214380219079
Position 478: 0.00016964507722300344
Position 3323: 0.00015041320712140202
Position 2148: 0.0001459502030848452
Position 2973: 0.0001424419887780258
Position 563: 0.00011532047801649061
Position 2422: 0.00011201748736036072
Position 2689: 8.910266580969847e-05
Position 154: 6.797356248234409e-05
Position 3328: 5.8804039944261855e-05
Position 1172: 4.975520065366334e-05
Position 953: 4.5198760346318266e-05
Position 2942: 4.267485997224687e-05
Position 2241: 3.569736959808497e-05
Position 580: 3.3989242515507794e-05
Position 2262: 3.362925052301662e-05
Position 1606: 3.031987366641718e-05
Position 816: 2.4360681867736618e-05
Position 3305: 1.3255282704854436e-05
Position 3078: 6.99172681352781e-06
Position 2686: 6.934658660412572e-06
Position 584: 6.550733807976201e-06
Position 1531: 5.103788600352402e-06
Position 295: 3.9569565519277755e-06
Position 3091: 2.3346461300037e-06
Position 202: 2.1011213016993165e-06
Position 488: 1.1476521383560034e-06
Position 256: 9.638374432199645e-07
Position 433: 9.531547840131443e-07
Position 139: 8.871580176233284e-07
Position 235: 6.39972694078454e-07
Position 161: 5.883123707761924e-07
Position 189: 3.768226427242598e-07
Position 252: 1.124432865633632e-07
Position 535: 5.1000599798170584e-08
Position 2701: 4.015122495585756e-08
Position 575: 3.2522834556048827e-08
Position 2695: 1.0180933229822404e-08
Position 1323: 6.010785051309783e-09
Position 1293: 2.9517712587351394e-09
Position 541: 2.6220064192753374e-10
Position 165: 6.598248012462531e-13
