Gene = DIP2
index = 1125
Annotated 5SS: [ 402  825 1306 1741 2141 2792 3258 4641 5120 5261 5416 5843 6565 7078
 7284]
Annotated 3SS: [ 752  897 1360 2049 2238 2916 3317 4958 5178 5310 5472 5903 6628 7134
 7340]
SMsplice 5SS: [ 402  825 1306 1741 2141 2792 3258 3468 4641 5120 5261 5416 5843 6565
 7078 7284]
SMsplice 3SS: [ 752  897 1360 2049 2238 2842 3317 3910 4958 5178 5310 5490 5903 6628
 7134 7340]
top_k =  1000
Partition function (log Z): 13.824628247069866

Sorted 5' Splice Sites (High to Low Probability):
Position 3258: 0.9924619821309852
Position 7284: 0.992066142475698
Position 5416: 0.9815069033858506
Position 402: 0.926143304894337
Position 2792: 0.9157550437500164
Position 4641: 0.9055019614953959
Position 2141: 0.8639336093905651
Position 5261: 0.8618706785806334
Position 7078: 0.8462350952746011
Position 6565: 0.773013114284335
Position 825: 0.7223472463131932
Position 1741: 0.6990156117785257
Position 1306: 0.5867354652461662
Position 5120: 0.5019282113024822
Position 5843: 0.44422081021749027
Position 3468: 0.4249139002750777
Position 1984: 0.2837288554384901
Position 3401: 0.17969404844852888
Position 6142: 0.14037839341796807
Position 2170: 0.08334643831389371
Position 6140: 0.07760095878417286
Position 3636: 0.05805133490962675
Position 7441: 0.04271249279290422
Position 7612: 0.03689779808971141
Position 6479: 0.02921227510801454
Position 6393: 0.025675948685756973
Position 5195: 0.0167919766058355
Position 3866: 0.016426687318344027
Position 6340: 0.015001607604880032
Position 3831: 0.014428906899982143
Position 2796: 0.011541400915210017
Position 1978: 0.010412400961057191
Position 7046: 0.010133076868753008
Position 623: 0.0098263378782386
Position 1745: 0.009399266658492958
Position 1275: 0.009207504174560776
Position 6970: 0.009138594098056991
Position 2932: 0.00758042516485565
Position 2145: 0.007011698456755572
Position 6713: 0.006787496551581621
Position 3863: 0.006642649060438713
Position 1683: 0.005885945627886315
Position 3407: 0.005310029340137562
Position 1187: 0.004926538377664343
Position 2800: 0.004801190047081011
Position 6067: 0.004710176225718618
Position 1542: 0.004603267670627687
Position 3423: 0.00446301638014777
Position 7561: 0.004251777994989469
Position 3011: 0.00406884832947117
Position 5124: 0.003933804398717434
Position 237: 0.003793681031334153
Position 2940: 0.0032985226358731765
Position 4895: 0.0031617767039313774
Position 4073: 0.003139545749485501
Position 2637: 0.003039771647517584
