Gene = Rexo5
index = 1420
Annotated 5SS: [ 210  501 3395]
Annotated 3SS: [ 278 2610 3450]
SMsplice 5SS: [ 210  501 3395]
SMsplice 3SS: [ 278 2610 3450]
top_k =  1000
Partition function (log Z): 2.1739086134595365

Sorted 5' Splice Sites (High to Low Probability):
Position 3395: 0.9980772856512587
Position 501: 0.985574516304578
Position 210: 0.7885009707403436
Position 888: 0.28696337723821796
Position 1843: 0.17014319530018315
Position 1228: 0.15646118357531386
Position 2510: 0.12745470025288205
Position 130: 0.09529386755345673
Position 1465: 0.05426888998315114
Position 3997: 0.038149914830913206
Position 3544: 0.035191973200237765
Position 4047: 0.030872274734911047
Position 3087: 0.015926145080827528
Position 1330: 0.015418975739604691
Position 1549: 0.015288851769358135
Position 3540: 0.013002224642445893
Position 3797: 0.010858830977587419
Position 1510: 0.010396480818559201
Position 3794: 0.010303373661420546
Position 3078: 0.009833599952266063
Position 3736: 0.007919796504041336
Position 535: 0.007115020401216097
Position 1645: 0.006326697607164403
Position 4433: 0.006031544219333753
Position 1263: 0.005893113097866527
Position 1557: 0.004916750560151839
Position 3649: 0.0035068225411287544
Position 3123: 0.0032352225654644884
Position 4051: 0.0031922089146095406
Position 4087: 0.0030363101195695647
Position 4730: 0.0030198973659704906
Position 4486: 0.002913157958218488
Position 839: 0.002793608644500152
Position 3726: 0.002756267028180425
Position 598: 0.0023456646229052846
Position 133: 0.0021950994007451405
Position 799: 0.001934329863529903
Position 3633: 0.001878356247779922
Position 2220: 0.001787460204480861
Position 1847: 0.0015940693220773917
Position 2331: 0.00154142684892723
Position 1017: 0.0014069483250591082
Position 1441: 0.001392898283730352
Position 4456: 0.0013351509007508567
Position 1217: 0.001299426683070593
Position 2442: 0.001099255112940253
Position 3844: 0.0010031735401284587
Position 2480: 0.0009987956045771427
Position 1526: 0.0009925833777817458
Position 2166: 0.0009245956894477329
Position 1409: 0.0008492055662473769
Position 3770: 0.0007347882346664878
Position 3859: 0.0006451821776789048
Position 505: 0.000640788318175944
Position 1426: 0.0006383291350197393
Position 874: 0.0005805511721806199
Position 3609: 0.000548337617513224
Position 2134: 0.0005025095766731128
Position 2834: 0.0004934568921507341
Position 4614: 0.00047715629976552014
Position 901: 0.0004717382156779618
Position 2257: 0.0004272137755053136
Position 1852: 0.0004271233902207066
Position 2207: 0.0004137549786976443
Position 4676: 0.0004062727178279781
Position 1984: 0.0004061174696476184
Position 3823: 0.00040168582955182885
Position 214: 0.0003714563991352093
Position 492: 0.00036881388281427926
Position 4066: 0.0003453057212435019
Position 594: 0.0003233445837569269
Position 3756: 0.0002510410194669499
Position 1672: 0.0002492176469568347
Position 1952: 0.00022410281292980177
Position 33: 0.00021735420337204322
Position 2016: 0.00019369989503062527
Position 751: 0.00018884441144701805
Position 1042: 0.00016960250160198386
Position 1369: 0.00016704194065037206
Position 1657: 0.00016300338059176616
Position 1649: 0.00016097781652283006
Position 3514: 0.00013987984813583888
Position 2232: 0.0001291763058475035
Position 3966: 0.00011576845310160349
Position 316: 0.00010925644251848068
Position 2282: 0.00010234879784552297
Position 4295: 9.0606435402155e-05
Position 4919: 8.466869274486331e-05
Position 2040: 8.236222031075195e-05
Position 3582: 7.489516105481789e-05
Position 1855: 7.352827941583676e-05
Position 3695: 7.303244217621638e-05
Position 1683: 7.171450532511656e-05
Position 1084: 6.960401035749562e-05
Position 234: 6.344508877813962e-05
Position 583: 6.1762841743654e-05
Position 1150: 5.894520368896473e-05
Position 3711: 5.722556451388345e-05
Position 892: 5.520123889780341e-05
Position 843: 5.5001542361753874e-05
Position 3931: 3.9732650404621286e-05
Position 587: 2.6307150660005888e-05
Position 4068: 2.5639744945899014e-05
Position 3763: 2.52687600364117e-05
Position 638: 2.054287712077909e-05
Position 608: 1.852537993240044e-05
Position 3949: 1.5439548521999536e-05
Position 3231: 1.2494730843219774e-05
Position 347: 6.587144309111695e-06
