Gene = NimC2
index = 1322
Annotated 5SS: [ 149  315  432 1409]
Annotated 3SS: [ 211  375  489 1551]
SMsplice 5SS: [ 315  432 1409]
SMsplice 3SS: [ 375  489 1551]
top_k =  1000
Partition function (log Z): -1.9363805033168353

Sorted 5' Splice Sites (High to Low Probability):
Position 315: 0.9883804600813438
Position 1409: 0.8968916130430667
Position 432: 0.6462585564984993
Position 1486: 0.2031571690158017
Position 149: 0.05740604109786025
Position 1923: 0.02245995091105663
Position 1179: 0.01899059445602855
Position 612: 0.0169534322639254
Position 1413: 0.012473270793680664
Position 572: 0.01155760176029254
Position 962: 0.005285063882990319
Position 1803: 0.005139855761142844
Position 702: 0.004215763890339694
Position 2727: 0.0037733236820006832
Position 1401: 0.0035402688353573276
Position 1017: 0.0031642081771872223
Position 2133: 0.002826899613541285
Position 2490: 0.002209872574579292
Position 1380: 0.002022020078255412
Position 1531: 0.0019632090397379144
Position 2815: 0.0019448349739360246
Position 353: 0.0018818340859589845
Position 3006: 0.0017648556781715281
Position 1975: 0.0015277662308519123
Position 1781: 0.0013760845033253142
Position 2359: 0.0013493071650851358
Position 294: 0.0012424479984245505
Position 2045: 0.0012142992574492623
Position 1742: 0.0008254919299401635
Position 597: 0.0007601708576692269
Position 548: 0.0007392385371850491
Position 1371: 0.0007159467943449938
Position 579: 0.0006100710462109917
Position 1980: 0.0005202259963998714
Position 2455: 0.000511419626271645
Position 1986: 0.0004896438737197475
Position 1089: 0.00047870150857402593
Position 1120: 0.00046528327905308813
Position 3042: 0.0002793926024744513
Position 123: 0.00023698132021453123
Position 2758: 0.00023002391734534545
Position 16: 0.00021618726602766144
Position 654: 0.00020444733841952083
Position 1161: 0.00017931404144778373
Position 1094: 0.00016786668594908412
Position 153: 0.00015509725867437306
Position 1834: 0.00013636708430403823
Position 954: 0.00012576161826706437
Position 161: 9.766104968939432e-05
Position 2946: 9.44237996046372e-05
Position 2325: 7.925843090109647e-05
Position 2613: 7.034226864163111e-05
Position 1382: 4.853081208661859e-05
Position 2991: 4.544663184882505e-05
Position 2151: 4.250957974878277e-05
Position 404: 4.041041529989373e-05
Position 247: 3.809841955995641e-05
Position 1927: 3.4851216398840425e-05
Position 2065: 3.43990195093185e-05
Position 680: 3.39564030626054e-05
Position 1475: 3.131558655697761e-05
Position 397: 2.984605326545265e-05
Position 636: 2.4721989362178906e-05
Position 1675: 2.086743553730548e-05
Position 350: 1.9318276607116705e-05
Position 1143: 1.8763739385231287e-05
Position 1535: 1.7748365394746544e-05
Position 33: 1.7673498252696112e-05
Position 237: 1.5587796018151603e-05
Position 2285: 1.3985168081212728e-05
Position 2261: 1.1473632034170692e-05
Position 1025: 1.0367846740534023e-05
Position 1374: 1.0260715996348589e-05
Position 964: 9.70604495303915e-06
Position 2888: 9.26269085028943e-06
Position 804: 8.79297689405554e-06
Position 493: 8.00431376370995e-06
Position 2803: 7.62812209169973e-06
Position 552: 7.186647303052497e-06
Position 1990: 7.005309025068249e-06
Position 735: 6.5907921380334406e-06
Position 652: 6.552931801864875e-06
Position 1113: 6.489831032192046e-06
Position 46: 4.264765245386348e-06
Position 229: 3.6334172375137945e-06
Position 135: 3.407000877278661e-06
Position 213: 3.2078446067601153e-06
Position 197: 2.8158788950368233e-06
Position 102: 2.287480188074306e-06
Position 177: 1.9068823172480286e-06
Position 567: 1.5342046866482044e-06
Position 763: 1.4311013024347265e-06
Position 1661: 6.561673819579343e-07
Position 1433: 2.2903308836766983e-07
Position 283: 2.039863511271703e-07
Position 216: 1.9706222340483536e-07
Position 1736: 1.4622801375516727e-07
Position 1533: 8.538548073136635e-08
Position 133: 5.018560528391613e-08
Position 714: 4.2944045038384504e-08
Position 726: 3.9339703428983e-08
Position 576: 3.846603941539454e-08
Position 9: 3.455473177307966e-08
Position 1027: 3.100099000060281e-08
Position 607: 2.9269329562538394e-08
Position 623: 2.40287343461561e-08
Position 495: 1.6629902148248622e-08
Position 741: 8.296591711927025e-09
Position 556: 8.171974350997328e-09
Position 591: 7.855800871172892e-09
Position 516: 4.0881556764497055e-09
Position 738: 4.053959367946298e-09
Position 716: 3.520698866962263e-09
Position 465: 2.896525926174816e-09
Position 843: 2.5463369063915617e-09
Position 896: 6.79247284783397e-10
Position 497: 2.3876287456767395e-10
Position 550: 2.263496704743033e-10
Position 505: 9.512902320432286e-11
Position 901: 5.367310422208289e-11
Position 558: 2.8482133287893784e-11
Position 480: 4.2818126519202676e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 375: 0.9685475863415473
Position 1551: 0.8290833439813494
Position 489: 0.6640818525382305
Position 1457: 0.20427091941448713
Position 211: 0.05403371299128057
Position 1607: 0.040369575622208005
Position 3137: 0.029593032497231646
Position 1274: 0.026880575212373484
Position 1579: 0.023509228393723172
Position 2574: 0.02090454636134941
Position 820: 0.007595130477193358
Position 2529: 0.007561988531239829
Position 2106: 0.004161046436708049
Position 2871: 0.003649287474738755
Position 1088: 0.003452072723306989
Position 1131: 0.003398091297483787
Position 1433: 0.003363210458714247
Position 2814: 0.003270360331119464
Position 2189: 0.0031843664534587303
Position 1317: 0.002878002402242039
Position 257: 0.002726391736349061
Position 1013: 0.0025104248570012857
Position 2784: 0.002377509275537383
Position 1164: 0.0022626848372842455
Position 2844: 0.002125290584089751
Position 1472: 0.0015505164302978926
Position 2081: 0.0015197694958528167
Position 886: 0.0013864432165383357
Position 1531: 0.0012187090993068497
Position 1834: 0.0011105254321462118
Position 2192: 0.0009764483356681292
Position 493: 0.0009561235012137756
Position 1800: 0.0008907706847035622
Position 1729: 0.000764599824032092
Position 1475: 0.0003484529042008662
Position 251: 0.0003101943451513012
Position 347: 0.000277268797512396
Position 2221: 0.0002614142787770433
Position 781: 0.0002432676182948566
Position 952: 0.00023438786579813579
Position 1661: 0.00022033534904117104
Position 1252: 0.0002018860412226067
Position 452: 0.0001792395612911591
Position 1694: 0.00016244336674153402
Position 2394: 0.00013666299274757955
Position 465: 0.0001180631975630596
Position 122: 0.00011712097886478086
Position 1204: 9.70148815938016e-05
Position 1626: 7.592968646670988e-05
Position 2238: 7.54002663038951e-05
Position 2463: 7.524573109941285e-05
Position 607: 7.35442206538671e-05
Position 859: 7.284123671718762e-05
Position 927: 6.709821816073644e-05
Position 1347: 5.8409025825836406e-05
Position 2877: 5.5233749268684136e-05
Position 2285: 5.2524467612472914e-05
Position 1803: 4.996614536683069e-05
Position 612: 4.462811330054935e-05
Position 1896: 4.120916921152201e-05
Position 1408: 3.687775895745741e-05
Position 565: 3.4755734593704356e-05
Position 1465: 3.026181007233329e-05
Position 748: 2.62428787145491e-05
Position 994: 2.244295956195014e-05
Position 1860: 1.7096058504077996e-05
Position 67: 1.415841444282094e-05
Position 307: 9.223383266757118e-06
Position 1183: 7.90120994932222e-06
Position 128: 2.3124305671749073e-06
Position 1400: 2.004426552893127e-06
