Gene = dunk
index = 1680
Annotated 5SS: [5]
Annotated 3SS: [130]
SMsplice 5SS: [43]
SMsplice 3SS: [110]
top_k =  1000
Partition function (log Z): -9.850924601825232

Sorted 5' Splice Sites (High to Low Probability):
Position 43: 0.907601249157799
Position 201: 0.051202697334741795
Position 892: 0.018513173443569342
Position 733: 0.014401540326824532
Position 508: 0.01405225526191394
Position 694: 0.007143418585978928
Position 47: 0.004849830358483327
Position 272: 0.004651001976059282
Position 957: 0.0025685608163649827
Position 499: 0.0012676884175737539
Position 64: 0.0008531667629618368
Position 586: 0.0008213276444546176
Position 226: 0.0006909995168513307
Position 467: 0.00047174474531760317
Position 515: 0.00041946443181669555
Position 698: 0.0002261595175036285
Position 441: 0.00021337170500277804
Position 100: 0.00017087505709378957
Position 630: 0.00012002591097462365
Position 828: 0.00011048065970228095
Position 205: 9.178484628511676e-05
Position 906: 6.65489798953355e-05
Position 256: 5.10119343995092e-05
Position 327: 2.508030050527218e-05
Position 594: 1.9556431428404483e-05
Position 571: 1.9535468319686482e-05
Position 601: 1.7129049909362997e-05
Position 262: 1.6182891586433984e-05
Position 955: 1.023447234105949e-05
Position 35: 8.695189692967162e-06
Position 136: 6.1207087007309195e-06
Position 5: 5.064059251314332e-06
Position 91: 4.445284252644508e-06
Position 19: 4.2450425789453905e-06
Position 769: 2.8003227173081957e-06
Position 855: 7.547516963255071e-07
Position 835: 7.176027608470067e-07
Position 862: 6.78346489124143e-07
Position 418: 1.746914002407726e-07
Position 620: 7.609060676426838e-08
Position 251: 3.7468938508341076e-08
Position 83: 2.582642017603138e-08
Position 37: 2.0665605109863023e-08
Position 573: 1.6282351788983833e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 110: 0.2929462619260892
Position 201: 0.12402246859199896
Position 180: 0.1047192202892456
Position 247: 0.0849269357420771
Position 332: 0.08134801866749707
Position 226: 0.057156504173053575
Position 775: 0.04443416702432879
Position 814: 0.04089876827860685
Position 1006: 0.03381279653242856
Position 538: 0.02808862187890755
Position 287: 0.025782696459690554
Position 783: 0.018245253562347113
Position 130: 0.01780916744223627
Position 974: 0.014471341874560496
Position 662: 0.014031846190452715
Position 354: 0.011023203435138327
Position 163: 0.007666820522910715
Position 146: 0.006724444868681498
Position 777: 0.006675274394579327
Position 304: 0.0035378099602879336
Position 136: 0.002072569309763351
Position 584: 0.002067864537897021
Position 608: 0.0016841482185156922
Position 358: 0.0015074168656735477
Position 882: 0.0011548398178963008
Position 820: 0.0005556129887528202
Position 666: 0.0005534708418244049
Position 843: 0.0003977619076797374
Position 615: 0.0003355028514681776
Position 633: 0.0003262263319531297
Position 790: 0.0002933050195078471
Position 732: 0.00027055513670051507
Position 455: 0.00024300083514913263
Position 618: 0.00010975426120020336
Position 376: 0.00010542166472984064
Position 715: 0.00010071410761428578
Position 393: 9.800790541357491e-05
Position 209: 9.502289456132614e-05
Position 947: 8.633332082617439e-05
Position 403: 6.75054071376879e-05
Position 325: 6.135599833187114e-05
Position 727: 4.638458507585717e-05
Position 891: 4.108392801946205e-05
Position 499: 2.9986747821771105e-05
Position 805: 2.9786496754306356e-05
Position 855: 1.7215286563539178e-05
Position 847: 1.0069611575261934e-05
Position 165: 7.5536004061875915e-06
Position 493: 6.209132258707784e-06
Position 441: 3.6168866180264672e-06
Position 594: 3.565398577397003e-08
Position 327: 7.2671814033774386e-09
Position 198: 3.1402748938829322e-09
Position 470: 2.388393285009221e-09
Position 50: 9.574455131504823e-10
Position 367: 5.966598277021806e-10
Position 464: 1.8382044292237065e-11
Position 388: 3.3610050318792536e-12
Position 71: 5.078338876565555e-13
Position 73: 1.2116756115132112e-13
Position 418: 1.7456715047351934e-22
