Gene = simj
index = 1873
Annotated 5SS: [  632 21156 21523 22424 22601 22865 23859 24105]
Annotated 3SS: [20270 21224 22336 22498 22665 22925 23939 24186]
SMsplice 5SS: [  632 21156 21523 22424 22601 22865 23859 24131]
SMsplice 3SS: [20270 21224 22312 22498 22665 22925 23939 24186]
top_k =  1000
Partition function (log Z): 26.914032973656305

Sorted 5' Splice Sites (High to Low Probability):
Position 632: 0.9995786418812632
Position 23859: 0.9990875490236065
Position 22601: 0.9988453827509303
Position 22865: 0.9988426266385477
Position 22424: 0.9970659003859509
Position 21156: 0.993036933961533
Position 21523: 0.9636563763697288
Position 24131: 0.5021121786275734
Position 24042: 0.37904067694645305
Position 16744: 0.2845313130300548
Position 24474: 0.16849966905069402
Position 22162: 0.1518833000032681
Position 450: 0.13636862537760633
Position 25633: 0.13012103075390297
Position 242: 0.11441829640053042
Position 442: 0.08224309904986485
Position 2803: 0.07271131451166668
Position 24414: 0.06089962122814512
Position 24101: 0.052121284094991484
Position 25237: 0.04684910592975773
Position 24388: 0.039639453439233724
Position 14452: 0.03635427645672767
Position 24105: 0.017077701557937787
Position 22137: 0.016437681777868224
Position 14342: 0.015366392979559901
Position 483: 0.015044092584658594
Position 24791: 0.012956459854366054
Position 24331: 0.012266256695559875
Position 24646: 0.010932401988891904
Position 2368: 0.010668554737080053
Position 24109: 0.010051571524769957
Position 21550: 0.009757267492551777
Position 496: 0.009556637645050704
Position 246: 0.009087924718221852
Position 457: 0.00766619149484549
Position 234: 0.00763016863274194
Position 290: 0.007312223478633844
Position 17855: 0.0066178912074251715
Position 21789: 0.0065253323276806335
Position 25006: 0.006334527827781828
Position 21145: 0.006134852749326977
Position 5231: 0.00584545367898508
Position 236: 0.005647346311180958
Position 21533: 0.005535767643430233
Position 14284: 0.005143583435188197
Position 238: 0.005084633731586884
Position 15486: 0.004459440808882186
Position 3747: 0.00438983711835397
Position 9726: 0.003849093818866352
Position 24750: 0.0037478192056231673
Position 264: 0.0032349781709374442
Position 24439: 0.0030586975361293943
Position 22247: 0.002964946042467512
Position 70: 0.0028805434238441366
Position 21538: 0.002820335972809557
Position 25445: 0.002744507243937101
Position 1992: 0.002307438625748783
