Gene = vsg
index = 1931
Annotated 5SS: [ 76 300]
Annotated 3SS: [ 181 1422]
SMsplice 5SS: [300]
SMsplice 3SS: [1419]
top_k =  1000
Partition function (log Z): -6.278355899312913

Sorted 5' Splice Sites (High to Low Probability):
Position 300: 0.9780931147481995
Position 131: 0.4211002241360862
Position 2388: 0.22548596138019367
Position 2680: 0.11884221951269235
Position 2135: 0.10777472573534026
Position 76: 0.1031914456924776
Position 2585: 0.07681282957163015
Position 1991: 0.034695246824753855
Position 2377: 0.03271253857697936
Position 2609: 0.025587305862927564
Position 72: 0.01162680704238294
Position 2263: 0.011132646166246948
Position 108: 0.007929859416837352
Position 2320: 0.0068881505097888665
Position 681: 0.0059584763760136186
Position 2633: 0.005811822887823545
Position 456: 0.005299991763022388
Position 2123: 0.004997367447172622
Position 478: 0.004783140701183692
Position 1358: 0.004124507559209107
Position 2258: 0.0036879244708305425
Position 137: 0.0032153031632594837
Position 460: 0.0020356193032588276
Position 921: 0.0016260381966172817
Position 2649: 0.0015292714509185232
Position 634: 0.0010202227801813723
Position 111: 0.0009397460894344954
Position 1291: 0.0009247745956785793
Position 638: 0.0007438437508147858
Position 1366: 0.0006881536355220338
Position 2077: 0.00061794902697607
Position 2981: 0.0005626339681911079
Position 2674: 0.000535080410460804
Position 2018: 0.0005169090244240056
Position 1347: 0.0004645211085143045
Position 1500: 0.00039070571917175446
Position 1317: 0.00036149729411222135
Position 1986: 0.00029480021874011403
Position 412: 0.00028821917215431786
Position 1777: 0.0002595531197542133
Position 2907: 0.0002469550852497756
Position 464: 0.00023162169691513232
Position 3039: 0.00021831404895479627
Position 1279: 0.00021758915992385415
Position 162: 0.00020496133481155205
Position 1250: 0.00019422400894231393
Position 482: 0.00017914307172136695
Position 770: 0.00017853910719525936
Position 3022: 0.00016778252650828546
Position 484: 0.00013784391987062213
Position 2424: 0.00011850230972368441
Position 1772: 9.623961896482979e-05
Position 2430: 9.474431139073165e-05
Position 2552: 8.94724561430867e-05
Position 37: 7.658221463503801e-05
Position 289: 5.993768085142288e-05
Position 24: 5.382557473687163e-05
Position 462: 4.913107420677789e-05
Position 2363: 4.7997913664025034e-05
Position 689: 4.755140317957989e-05
Position 1045: 4.147748959847907e-05
Position 494: 3.604055226965004e-05
Position 3014: 3.0263279460055396e-05
Position 2519: 2.9165669602245738e-05
Position 962: 2.864478199325952e-05
Position 975: 2.380490530515669e-05
Position 1139: 2.293400085067683e-05
Position 1150: 2.2507463679541672e-05
Position 2108: 2.0762841856287225e-05
Position 35: 1.890051797446974e-05
Position 5: 1.860109191399153e-05
Position 1703: 1.7528682143827144e-05
Position 957: 1.6753070667502747e-05
Position 1002: 1.5429233548871043e-05
Position 2074: 1.0756752173515367e-05
Position 660: 1.010951623214732e-05
Position 500: 9.634554195646124e-06
Position 1043: 9.507081046392722e-06
Position 1054: 9.408597674176953e-06
Position 266: 9.212788534748293e-06
Position 1089: 8.931127884286787e-06
Position 435: 7.833765210301207e-06
Position 1095: 7.376663979768249e-06
Position 2071: 6.491228466732506e-06
Position 304: 6.142449747566266e-06
Position 1856: 5.855427403186376e-06
Position 952: 4.0732815189616345e-06
Position 466: 3.7083133533868795e-06
Position 486: 3.5229152626804655e-06
Position 1051: 3.1106893473388874e-06
Position 703: 3.0180355810539674e-06
Position 1169: 1.8255496224438562e-06
Position 439: 1.622831067503138e-06
Position 1812: 1.2782189455695105e-06
Position 2062: 1.2566954621158659e-06
Position 30: 1.1180348968316056e-06
Position 716: 1.0857027831232438e-06
Position 204: 9.94285475006998e-07
Position 32: 7.4449483121393e-07
Position 468: 4.0126515930996277e-07
Position 1511: 3.9176076555542023e-07
Position 1221: 2.9225142812463325e-07
Position 446: 9.454932176416815e-08
Position 416: 6.435026558885541e-08
Position 418: 5.384655351045212e-08
Position 1195: 4.838042035822532e-08
Position 198: 3.482048080555566e-08
Position 213: 3.4468314563406634e-08
Position 828: 2.1662677447731676e-08
Position 256: 1.1669989652293453e-08
Position 488: 1.085956682750644e-08
Position 744: 7.423296598861968e-09
Position 574: 6.963288550114261e-09
Position 404: 6.509938876301706e-09
Position 437: 5.076517589932903e-09
Position 195: 1.8194155849581438e-09
Position 670: 5.216804541907009e-10
Position 739: 3.696592357830457e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1419: 0.6066346948027975
Position 181: 0.5462513739466296
Position 2452: 0.4058390935332888
Position 2765: 0.34804456131590034
Position 1422: 0.19138102734701276
Position 841: 0.053926878138437856
Position 782: 0.011559406717719874
Position 2428: 0.009653265774170342
Position 2238: 0.008626925524317165
Position 2189: 0.0055679891977447665
Position 3112: 0.002906819591214797
Position 1605: 0.002540480715112754
Position 2935: 0.0023674162936741278
Position 2690: 0.00226679881481249
Position 343: 0.0022081751524771756
Position 2460: 0.0021617966257471972
Position 603: 0.002069305760667934
Position 1386: 0.0017337741823273023
Position 2958: 0.0016909747513819905
Position 2800: 0.0010717756885135312
Position 2253: 0.0009572693180642327
Position 2914: 0.0009128744467830421
Position 2363: 0.0007218438149004031
Position 3186: 0.000702699420778672
Position 1366: 0.0006911339855276924
Position 1440: 0.0006409387005435443
Position 2493: 0.000511038831563432
Position 1289: 0.00046639467932081344
Position 128: 0.00043427412172806796
Position 1206: 0.00036518505878299206
Position 1845: 0.00024285159692984332
Position 3042: 0.00019177230996552264
Position 211: 0.00019087272913088287
Position 587: 0.00012674841545143125
Position 238: 0.0001225264266282086
Position 724: 0.00011849302347406632
Position 1609: 0.00010654503484724026
Position 1583: 9.891767931526706e-05
Position 2952: 8.922923955835636e-05
Position 1457: 6.900531572777527e-05
Position 614: 6.748526061753646e-05
Position 1466: 6.428822389778283e-05
Position 1215: 4.9370080431626606e-05
Position 2068: 4.2245090428788846e-05
Position 2316: 3.492205761444406e-05
Position 921: 3.3384869570787613e-05
Position 1941: 2.956832312286672e-05
Position 634: 2.9370849699830043e-05
Position 1935: 2.7364432088009724e-05
Position 1268: 2.245119134665041e-05
Position 791: 1.9845232332768784e-05
Position 2000: 1.9423143604721017e-05
Position 2517: 1.6479331453656116e-05
Position 1150: 9.194521610429566e-06
Position 204: 5.10131001857445e-06
Position 2033: 7.103900659255905e-07
Position 2017: 5.539837487874294e-07
Position 108: 6.896462620558296e-08
Position 700: 3.9657598912711215e-08
Position 299: 7.370602382204345e-09
Position 296: 5.728401715635302e-09
Position 91: 4.198512026992114e-11
Position 80: 2.0869894823077716e-14
Position 304: 7.380123577006434e-15
