Gene = ninaA
index = 1817
Annotated 5SS: [570]
Annotated 3SS: [667]
SMsplice 5SS: [570]
SMsplice 3SS: [667]
top_k =  1000
Partition function (log Z): -4.295374605970034

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9962391609124707
Position 48: 0.023609498528580283
Position 28: 0.004305931562143951
Position 21: 0.0029862245570514596
Position 26: 0.0017329209686200951
Position 531: 0.001526124406522386
Position 177: 0.0008575819778845408
Position 795: 0.0004342494843813996
Position 601: 0.00034583151322828767
Position 52: 0.00032090975829120844
Position 15: 0.00031157841627111173
Position 43: 0.00023549127784219066
Position 574: 0.00023166231744260163
Position 424: 0.0001534482128925988
Position 156: 6.228748844486029e-05
Position 200: 4.6333933498676076e-05
Position 333: 3.521400620966915e-05
Position 405: 3.2782375162971116e-05
Position 4: 3.244713320783855e-05
Position 297: 2.6123543524370406e-05
Position 118: 1.9798517818209646e-05
Position 276: 1.8972295926737485e-05
Position 497: 1.844137781198824e-05
Position 9: 1.74544713685065e-05
Position 225: 1.5208850589588451e-05
Position 300: 1.5107633537975413e-05
Position 862: 1.4476497550646684e-05
Position 803: 1.1004306644759884e-05
Position 486: 1.0691597655167513e-05
Position 519: 9.079548368863333e-06
Position 137: 4.528804710537855e-06
Position 633: 4.475081666659898e-06
Position 132: 3.6542968169921193e-06
Position 65: 9.517767150126868e-07
Position 477: 9.164363643453167e-07
Position 668: 8.498957394639369e-07
Position 470: 6.770409915181797e-07
Position 191: 5.000543866536313e-07
Position 115: 4.4147726583246153e-07
Position 742: 3.279779719190304e-07
Position 748: 2.1250567104308474e-07
Position 315: 1.5458889451501884e-07
Position 821: 8.23778267436616e-08
Position 108: 1.576458997085218e-08
Position 89: 1.3000700172567972e-08
Position 707: 1.05292040329596e-08
Position 704: 3.064444267345218e-09
Position 695: 1.912619799003039e-10
Position 661: 1.998695647356493e-19

Sorted 3' Splice Sites (High to Low Probability):
Position 667: 0.9981166657402687
Position 94: 0.03326622103237066
Position 628: 0.0013971558513850965
Position 853: 0.0004989904422906726
Position 115: 0.00019612849331542058
Position 321: 5.787569773214752e-05
Position 617: 4.6200429607687984e-05
Position 637: 2.2230969708662136e-05
Position 742: 1.7769751766914384e-05
Position 361: 1.442056713222848e-05
Position 907: 1.3359090017795815e-05
Position 470: 5.962950828935777e-06
Position 395: 5.813090654400521e-06
Position 497: 5.43432222448543e-06
Position 913: 4.803245272541329e-06
Position 872: 3.2416420253028468e-06
Position 530: 3.1466880859062475e-06
Position 184: 2.6923206584403557e-06
Position 209: 2.6761423354576752e-06
Position 810: 2.5675184729883833e-06
Position 271: 1.7305827337931449e-06
Position 221: 1.4841218620962789e-06
Position 65: 1.4510347652169041e-06
Position 916: 1.1056901220787794e-06
Position 739: 1.0266741957131733e-06
Position 173: 9.420240133394738e-07
Position 161: 6.454693160037657e-07
Position 418: 5.526393349904543e-07
Position 748: 5.336675538419206e-07
Position 787: 3.867579041656297e-07
Position 389: 2.8589318193919116e-07
Position 888: 1.6858112417342697e-07
Position 170: 1.1518462501401989e-07
Position 512: 4.7094850184738314e-08
Position 47: 8.651858498932492e-09
Position 582: 4.91244686259982e-09
Position 882: 2.706920839611983e-09
Position 539: 2.581075075352986e-09
Position 410: 1.2893494738906145e-09
Position 727: 4.1607495760733997e-10
Position 566: 3.4669210904262334e-10
Position 124: 3.0010520957332045e-11
