Gene = Bre1
index = 53
Annotated 5SS: [ 137 1493 2497]
Annotated 3SS: [ 339 1606 2548]
SMsplice 5SS: [ 137  833 1493 2497 2752]
SMsplice 3SS: [ 339  884 1606 2548 3820]
top_k =  1000
Partition function (log Z): 7.255074210525182

Sorted 5' Splice Sites (High to Low Probability):
Position 2497: 0.9923886764591583
Position 1493: 0.9834804643925692
Position 2752: 0.7218779502465422
Position 833: 0.6419695237200898
Position 137: 0.46965977162194616
Position 254: 0.36862456044330244
Position 29: 0.08916877881613382
Position 4050: 0.06305838152787849
Position 827: 0.036850840432003165
Position 74: 0.03540325123971564
Position 1808: 0.02711404569667809
Position 3498: 0.021371166845815203
Position 2780: 0.016505218281390108
Position 3929: 0.01412070928775938
Position 1545: 0.01293367864295725
Position 431: 0.008592950569531356
Position 844: 0.0064454965273946325
Position 2471: 0.005369898204409465
Position 3441: 0.0050120923864560496
Position 491: 0.004222315390769374
Position 2977: 0.004151037975990196
Position 1281: 0.004053820133973306
Position 628: 0.003566492258162431
Position 104: 0.00325045576828358
Position 722: 0.0029104440686159205
Position 2142: 0.002872641957575017
Position 1983: 0.0018806022434749313
Position 3644: 0.0018618711032809022
Position 3972: 0.0017645370884086227
Position 1472: 0.001595756662970158
Position 2280: 0.0015866104001809637
Position 3905: 0.0008297217641351352
Position 116: 0.000824575026418345
Position 118: 0.0007592719227394915
Position 3774: 0.000671442518534306
Position 4054: 0.0006047180356883648
Position 1513: 0.000576849362081752
Position 617: 0.0004885129438472509
Position 620: 0.00046638511750983166
Position 3913: 0.00045751322219603603
Position 802: 0.000443283702540151
Position 815: 0.0004403967147107797
Position 4073: 0.00040857960573298483
Position 2501: 0.0003616655102113472
Position 4048: 0.0003055049225533202
Position 1988: 0.0002850621294451391
Position 2870: 0.0002641876816792833
Position 2103: 0.00022910187059611904
Position 800: 0.00020864965128855275
Position 1628: 0.0002035427455834464
Position 109: 0.00019535348413555418
Position 3527: 0.00018877340754098456
Position 2463: 0.00016601640111276004
Position 2008: 0.00014155663786282106
Position 1772: 0.0001404760112926008
Position 206: 0.0001398479681075205
Position 1861: 0.00012123341895897954
Position 794: 0.00011870435257560469
Position 4020: 0.00011301469280894571
Position 3306: 0.00010838643442375375
Position 3275: 0.0001066152495405026
Position 979: 0.0001058168068695689
Position 1087: 9.892934008192788e-05
Position 2916: 9.699374276297666e-05
Position 2747: 8.186246518802377e-05
Position 3897: 8.078350296642239e-05
Position 3063: 7.384641012361982e-05
Position 1497: 7.309973513057654e-05
Position 3923: 7.214976450367645e-05
Position 3162: 6.672660779709341e-05
Position 3587: 6.596895588638325e-05
Position 3182: 5.7491793004195136e-05
Position 2874: 5.728140991661045e-05
Position 2930: 5.4083244774204205e-05
Position 992: 5.3060615393577267e-05
Position 15: 3.715179294176422e-05
Position 2628: 3.658599879029787e-05
Position 1117: 3.5171917870678056e-05
Position 2168: 3.510356714578426e-05
Position 608: 3.161469084842478e-05
Position 990: 2.8614588197451636e-05
Position 2144: 2.712718987301227e-05
Position 3419: 2.5769069059451022e-05
Position 885: 2.3351627052310707e-05
Position 2447: 2.3272448953181926e-05
Position 4243: 2.2407245733597086e-05
Position 1838: 2.186808707210593e-05
Position 3380: 2.0664168866040814e-05
Position 4004: 1.9452051489285657e-05
Position 3008: 1.8221710973908518e-05
Position 4229: 1.4631649225456477e-05
Position 167: 1.2858770166113463e-05
Position 31: 1.1384228328850535e-05
Position 3674: 9.056832467129416e-06
Position 4235: 8.100887582597272e-06
Position 2836: 7.805580731349679e-06
Position 7: 7.5895403251541545e-06
Position 2633: 7.016332940691613e-06
Position 3167: 6.585145425375996e-06
Position 1549: 5.165937746163681e-06
Position 1648: 4.429536418733258e-06
Position 4215: 4.240916096486432e-06
Position 188: 3.649705396682773e-06
Position 195: 2.690754009901403e-06
Position 2288: 2.470997215990821e-06
Position 2379: 2.4087047694288402e-06
Position 733: 2.134557494641832e-06
Position 141: 1.8046293575618125e-06
Position 463: 1.6579224591122284e-06
Position 2505: 1.2770517517695915e-06
Position 392: 1.2476647499051626e-06
Position 1654: 1.1925317713815148e-06
Position 1352: 7.646186707692772e-07
Position 3325: 7.236459469660697e-07
Position 3309: 5.82264034023582e-07
Position 2878: 5.795616347850582e-07
Position 461: 5.761931793773691e-07
Position 2456: 5.734708492069269e-07
Position 1882: 5.413525089162494e-07
Position 3482: 5.350930180744395e-07
Position 3521: 4.864224263043654e-07
Position 2594: 4.767543678982101e-07
Position 3484: 4.063811077880892e-07
Position 2219: 3.834203443199422e-07
Position 3589: 2.749544929749372e-07
Position 2430: 2.6952115793234373e-07
Position 3117: 2.5190901453560287e-07
Position 2277: 2.1315367460853728e-07
Position 3679: 1.564759277366941e-07
Position 3491: 1.3758524387187413e-07
Position 299: 1.0320617496209157e-07
Position 2086: 5.7501957617459117e-08
Position 2043: 4.7387074163753614e-08
Position 2402: 4.196894610932547e-08
Position 2432: 2.877683922143477e-08
Position 3529: 1.614217951131845e-08
Position 1634: 9.898069187449247e-09
Position 1676: 8.347930284812437e-09
Position 2178: 7.668937354192503e-09
Position 2020: 7.353525104054539e-09
Position 1396: 6.498024915432043e-09
Position 659: 4.31810077476264e-10
Position 1099: 3.006510810760903e-10
Position 1690: 3.999500685269751e-11
Position 748: 3.98852874555503e-11
Position 318: 4.291187850834434e-12
Position 349: 1.9001113482182655e-12
Position 339: 2.662507466315517e-13
Position 329: 1.52899803627898e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 2548: 0.9956238025223993
Position 1606: 0.9921250292494279
Position 339: 0.949834522244194
Position 3820: 0.7559977086032699
Position 884: 0.5109521138427847
Position 902: 0.08141210687524733
Position 1328: 0.056114245171368766
Position 4106: 0.0548704934374942
Position 917: 0.029543634165346028
Position 4138: 0.016415935096852546
Position 1858: 0.015946256434425116
Position 891: 0.014512165553698865
Position 4009: 0.00770742778751425
Position 136: 0.007371323269698745
Position 4073: 0.007337567867113398
Position 1615: 0.007256182459709899
Position 2255: 0.005413148986295992
Position 1087: 0.00489291046108442
Position 195: 0.0037388816410218032
Position 670: 0.003623692593164662
Position 3565: 0.002887270926656105
Position 1891: 0.002498815522239248
Position 1108: 0.0021389911979037162
Position 2222: 0.0019748797735947214
Position 318: 0.0018654463000573644
Position 4053: 0.0017876896249557528
Position 1332: 0.0015706546466140263
Position 4077: 0.0014401040274143447
Position 505: 0.0013749910431732812
Position 2308: 0.0012141510670872918
Position 2553: 0.0011999587578602495
Position 159: 0.0011741473750355366
Position 1273: 0.0011353438449788157
Position 1861: 0.0011214527617183108
Position 4028: 0.0010893865437243602
Position 2972: 0.0010310312713365797
Position 2178: 0.0008324288538264316
Position 1294: 0.0008074583065024514
Position 2889: 0.0007876776289831607
Position 2836: 0.0007484937962625021
Position 640: 0.0007267419768745338
Position 4143: 0.0006753474584437942
Position 2416: 0.0006221128604476121
Position 1144: 0.0005790102456080101
Position 345: 0.0005202283884517718
Position 1981: 0.0004954284349352403
Position 2339: 0.0004642130338378058
Position 2798: 0.00045571561534570796
Position 1359: 0.0004415608837152036
Position 4347: 0.0004387564481619509
Position 3249: 0.00043619339402618725
Position 2567: 0.0004296877605727191
Position 2038: 0.00036824141451546346
Position 2425: 0.00036256554775635977
Position 2047: 0.00034922677437402715
Position 3795: 0.00032445921551257597
Position 2813: 0.0003187338131839694
Position 1305: 0.00031841905536625045
Position 1987: 0.0003088485848823673
Position 3128: 0.0003065162316640941
Position 535: 0.0003053939541334842
Position 4048: 0.00030199949845470726
Position 1699: 0.0002712012982467707
Position 109: 0.000269235237858456
Position 4201: 0.00026716897005026806
Position 177: 0.00024960966040185053
