Gene = Gem2
index = 1186
Annotated 5SS: [ 20 310]
Annotated 3SS: [ 86 360]
SMsplice 5SS: [310]
SMsplice 3SS: [360]
top_k =  1000
Partition function (log Z): -3.5526662976722543

Sorted 5' Splice Sites (High to Low Probability):
Position 310: 0.9990915549038439
Position 20: 0.015564149521000992
Position 461: 0.009731861423362891
Position 965: 0.009375754001866556
Position 883: 0.0032098196177802888
Position 649: 0.002790830146417284
Position 847: 0.002126787302471435
Position 48: 0.0018811364834588333
Position 88: 0.0018163789388646108
Position 1140: 0.0007107419996159326
Position 687: 0.0006244764017325518
Position 244: 0.00031636173817146257
Position 300: 0.00031550710864619276
Position 799: 0.0002867928632455292
Position 448: 0.0002664449087305088
Position 25: 0.00023319488509022102
Position 1041: 0.00019328925006603388
Position 86: 6.667828749275579e-05
Position 700: 6.623049821934506e-05
Position 146: 6.435175710520051e-05
Position 314: 5.971587652783708e-05
Position 1113: 2.6048986853773353e-05
Position 418: 2.572312381254046e-05
Position 241: 2.300112590897111e-05
Position 897: 1.928814572909172e-05
Position 198: 1.5443428525429054e-05
Position 624: 1.4892111404278466e-05
Position 1126: 1.354184573277608e-05
Position 937: 1.0682087846167773e-05
Position 381: 9.818867451376885e-06
Position 454: 9.78616174083833e-06
Position 186: 7.536041186563242e-06
Position 732: 7.47668699694473e-06
Position 1089: 6.637952449022651e-06
Position 213: 4.521272483322268e-06
Position 841: 3.709190218355438e-06
Position 730: 3.584579888426643e-06
Position 468: 2.7808157324350446e-06
Position 667: 2.726400228607994e-06
Position 492: 2.5957061332855887e-06
Position 973: 2.4827825717521235e-06
Position 992: 6.699102796433098e-07
Position 233: 2.0858646346977744e-07
Position 161: 9.035583184291695e-09
Position 338: 3.5743640419620326e-09
Position 375: 1.5652866147827623e-09
Position 366: 3.4378957852339053e-10
Position 354: 4.446984238946048e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 360: 0.9952158007831334
Position 1045: 0.010163192792425722
Position 522: 0.009382181427984962
Position 99: 0.007192205376196251
Position 86: 0.007053564457438111
Position 132: 0.004563896538674913
Position 381: 0.0023016101003473237
Position 997: 0.001520154506741117
Position 1012: 0.0014516858022175004
Position 1197: 0.0014323846312280062
Position 436: 0.0013278496159289579
Position 902: 0.001078490946065932
Position 1109: 0.0008310702156058337
Position 846: 0.0008241644361500662
Position 949: 0.0006656481728194731
Position 737: 0.0006244655365315705
Position 174: 0.0004885159959633018
Position 918: 0.0004259839714395207
Position 858: 0.0004035104201915689
Position 366: 0.00038997791206629495
Position 897: 0.0003823826567868461
Position 789: 0.0003523190622483993
Position 1052: 0.00028189701948694236
Position 161: 9.786056276539346e-05
Position 1168: 7.886649968120178e-05
Position 177: 5.974813099768161e-05
Position 158: 5.4584138930986965e-05
Position 555: 5.079283833419651e-05
Position 433: 3.228907490336327e-05
Position 1140: 3.191176247879982e-05
Position 1171: 2.7804766554854752e-05
Position 882: 2.6425548723505986e-05
Position 1076: 2.4004351525734342e-05
Position 620: 2.1371710416488094e-05
Position 492: 2.0567647071271024e-05
Position 447: 1.966154570714526e-05
Position 1126: 1.9087441320123832e-05
Position 295: 1.87001258637643e-05
Position 525: 1.1282587796462945e-05
Position 792: 8.681014166819941e-06
Position 652: 7.745889026454773e-06
Position 465: 6.80015295044656e-06
Position 956: 5.568787565530359e-06
Position 269: 5.157921765484943e-06
Position 338: 4.175645563164405e-06
Position 870: 2.725568747017985e-06
Position 141: 2.6981186160791216e-06
Position 552: 2.6255196970568138e-06
Position 117: 2.557504763525082e-06
Position 633: 2.2837270979781195e-06
Position 811: 1.8176707971896738e-06
Position 254: 1.111174511747784e-06
Position 112: 1.0261390793230344e-06
Position 600: 9.533357620037227e-07
Position 454: 4.2142807689762484e-07
Position 238: 3.426635869830331e-07
Position 418: 2.2435667964059302e-07
Position 224: 9.090707247526511e-08
Position 228: 6.83942342623465e-08
Position 184: 6.117313420335004e-08
Position 105: 5.468455344348506e-08
Position 196: 4.765681586892183e-08
Position 222: 3.606023004820075e-08
Position 297: 2.028505864672667e-08
Position 198: 1.938592606602083e-08
Position 534: 6.82051926639551e-10
Position 186: 6.7275632795641e-10
Position 624: 5.90340196903796e-10
Position 468: 1.5558711505035276e-11
Position 314: 5.211705185843439e-12
Position 150: 4.558688398636172e-12
Position 414: 1.1951126527189052e-13
