Gene = Tap42
index = 1548
Annotated 5SS: [230]
Annotated 3SS: [299]
SMsplice 5SS: [230]
SMsplice 3SS: [299]
top_k =  1000
Partition function (log Z): -6.87565696013767

Sorted 5' Splice Sites (High to Low Probability):
Position 230: 0.9856890803157238
Position 357: 0.06781346013028451
Position 1012: 0.02564187626110457
Position 234: 0.00661879090150766
Position 393: 0.001708745393496429
Position 564: 0.0012799552221946487
Position 612: 0.0010738953556401706
Position 1281: 0.0010238787907443441
Position 752: 0.0008255875545387792
Position 117: 0.0005991591467628536
Position 1032: 0.000589101906145234
Position 533: 0.00043141366542144235
Position 766: 0.00039662144953161137
Position 677: 0.0002600897617641888
Position 1312: 0.00024076685534830757
Position 194: 9.767325592384368e-05
Position 348: 9.00895881411595e-05
Position 4: 8.177409158545686e-05
Position 380: 7.519139746622694e-05
Position 1315: 7.128463095374999e-05
Position 717: 5.9611778656152504e-05
Position 260: 5.4124554281481606e-05
Position 867: 4.4460158483728925e-05
Position 395: 2.7286028435459393e-05
Position 365: 2.598187900905824e-05
Position 1291: 2.297683173471106e-05
Position 232: 1.7478165246451035e-05
Position 736: 1.3942711954213352e-05
Position 306: 1.2542713882263028e-05
Position 804: 9.125620175327654e-06
Position 1336: 6.857636153542598e-06
Position 847: 6.441023422410964e-06
Position 22: 6.133105638445233e-06
Position 738: 5.399902326212688e-06
Position 1238: 2.3568742510003495e-06
Position 1285: 2.3533200895244226e-06
Position 370: 2.049269847598582e-06
Position 1303: 1.5838773489797556e-06
Position 1278: 8.988375013009905e-07
Position 14: 2.4921618624449345e-07
Position 282: 5.6898688875397154e-08
Position 911: 3.7265386188846605e-08
Position 925: 2.9691981699479764e-08
Position 342: 2.6132474303154056e-08
Position 931: 1.235049152021006e-08
Position 523: 1.1778681324919337e-08
Position 650: 7.030776942701679e-09
Position 1071: 6.557916099219315e-09
Position 702: 3.879101485058883e-09
Position 1128: 3.5728103896066174e-09
Position 294: 2.985997068933564e-10
Position 544: 5.699097501075299e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 299: 0.9162454885881366
Position 486: 0.05446565583783157
Position 1091: 0.054241803507747724
Position 273: 0.018872299984724568
Position 1088: 0.013704351156618267
Position 356: 0.007951603826739526
Position 335: 0.00747711169597902
Position 549: 0.003599937722260951
Position 463: 0.0020999947020961755
Position 509: 0.0018338140404259215
Position 995: 0.0017426110959447092
Position 521: 0.0012621776483520723
Position 1374: 0.0011765091232549128
Position 1025: 0.0011205267989423465
Position 1054: 0.0009589562195257322
Position 1127: 0.000917210266661879
Position 306: 0.0008241470863963148
Position 645: 0.0007195225476616148
Position 311: 0.0005940958587740952
Position 166: 0.0005529463634186909
Position 332: 0.0003612459032251281
Position 785: 0.00032113296880469956
Position 1151: 0.00028056380633526554
Position 443: 0.00028028686822093745
Position 752: 0.0002756998841976854
Position 1028: 0.00027465066887889745
Position 812: 0.0002454120191998899
Position 361: 0.00023805258999862314
Position 971: 0.00023295069852033426
Position 370: 0.00022545048237675077
Position 563: 0.00021532085898214918
Position 530: 0.0002034218754575249
Position 968: 0.00018246177893425022
Position 815: 0.0001784269845180873
Position 455: 0.00017542602427635446
Position 937: 0.00016291025047796966
Position 1386: 0.0001517762391720287
Position 1390: 0.0001491356476746159
Position 1124: 0.0001277810172965291
Position 688: 0.00012463424623742326
Position 824: 2.9033688618434347e-05
Position 572: 2.578876519767202e-05
Position 1145: 2.4779429759166226e-05
Position 1185: 1.5917862121683793e-05
Position 650: 1.0669509794548732e-05
Position 1121: 1.017633341654826e-05
Position 665: 9.800561371476347e-06
Position 631: 9.697139210564573e-06
Position 533: 8.135837994960547e-06
Position 766: 6.367618589559517e-06
Position 602: 5.098999214706724e-06
Position 867: 4.112894197023876e-06
Position 774: 2.6263295140031597e-06
Position 145: 1.8782183630339954e-07
Position 229: 1.55411468126169e-07
Position 115: 1.479087727813698e-07
Position 191: 1.3408973510844224e-07
Position 219: 9.150080242361509e-08
Position 245: 3.135127501373271e-08
Position 1136: 1.6243131976831926e-08
Position 194: 8.79200529003445e-09
Position 595: 1.3690614905223983e-09
Position 488: 1.737118129632389e-10
Position 136: 1.3911989942038612e-10
Position 134: 3.420536394159123e-11
Position 392: 3.1987439455902456e-12
Position 380: 9.801542096095147e-13
Position 187: 2.195753446046825e-13
