Gene = Piezo
index = 1380
Annotated 5SS: [  446 10137 10468 10836 11195 11396 11626 12325 13734 14001 14617 15325
 15879 16743 16957 18977 19378 19806 20491 20634 21778 22206 23183 23603
 23812 24020 25022 25603 25805]
Annotated 3SS: [ 9942 10202 10527 11067 11275 11462 12102 13499 13802 14056 14705 15385
 15937 16798 18910 19231 19553 20115 20556 21741 22052 23043 23240 23664
 23874 24087 25094 25662 25858]
SMsplice 5SS: [  446 10137 10468 10836 11195 11396 11626 13422 13734 14001 14617 15325
 15879 16743 16957 19378 20491 21778 23183 23603 23812 24020 25022 25603
 25805]
SMsplice 3SS: [ 9942 10202 10527 11067 11275 11462 12921 13499 13802 14056 14705 15385
 15937 16798 18910 20067 20556 23043 23240 23664 23874 24087 25094 25662
 25858]
top_k =  1000
Partition function (log Z): 77.35195433838057

Sorted 5' Splice Sites (High to Low Probability):
Position 23603: 0.9997687870338208
Position 20491: 0.9990509271535877
Position 24020: 0.9989560949256148
Position 23183: 0.998920467775572
Position 23812: 0.9987927377789061
Position 13734: 0.9974245416434953
Position 25022: 0.9963221449529658
Position 16957: 0.9959972658599904
Position 14001: 0.9882873106548334
Position 25603: 0.9876539429392185
Position 10137: 0.9709793875259273
Position 19378: 0.9686348425675636
Position 15325: 0.9611894533340899
Position 11626: 0.9603350978730166
Position 25805: 0.9525992628854348
Position 11195: 0.9508847605633269
Position 11396: 0.9396565981046366
Position 16743: 0.9308982905451152
Position 10468: 0.9167767067081591
Position 10836: 0.9065906744341098
Position 14617: 0.876424058577857
Position 21778: 0.8145114072733922
Position 15879: 0.7604129104371455
Position 446: 0.6777220032518014
Position 22206: 0.4583472731924224
Position 12325: 0.4043534409024159
Position 19806: 0.38793954091942917
Position 13422: 0.38297339253155643
Position 13347: 0.3400669049590552
Position 22545: 0.2311924415679051
Position 22720: 0.207187151672141
Position 25373: 0.19847585186570496
Position 21321: 0.19418318238311824
Position 15851: 0.1714064182198789
Position 18182: 0.1674515703098611
