Gene = ebd2
index = 1688
Annotated 5SS: [ 247 2600]
Annotated 3SS: [2333 3212]
SMsplice 5SS: [ 247 2600]
SMsplice 3SS: [2333 3212]
top_k =  1000
Partition function (log Z): -1.5967035735976445

Sorted 5' Splice Sites (High to Low Probability):
Position 2600: 0.9577327411294854
Position 247: 0.752930340541627
Position 182: 0.16743745555533904
Position 2251: 0.16557844744772823
Position 2146: 0.1301415397859054
Position 476: 0.1058553176845435
Position 3497: 0.0929704873245214
Position 3485: 0.06776541943471401
Position 1246: 0.05720266659070785
Position 481: 0.03848598005280035
Position 874: 0.03030986516019689
Position 2285: 0.026877508144394897
Position 2244: 0.024499371284072678
Position 940: 0.019541498547813525
Position 238: 0.016984972075256923
Position 3635: 0.014312969812163236
Position 1544: 0.013289776453474535
Position 427: 0.011285227538243526
Position 1686: 0.0086702808883245
Position 1312: 0.00760395058514358
Position 3874: 0.005287301235687519
Position 1666: 0.005015147105363924
Position 438: 0.003965808916709739
Position 2419: 0.0037356421760680967
Position 3090: 0.00355866205059946
Position 3449: 0.0030483156728549126
Position 2167: 0.002952650735680507
Position 338: 0.0027927440145120302
Position 2161: 0.002506734513539718
Position 3121: 0.002177502464171889
Position 813: 0.0021749205203962013
Position 802: 0.002010527653408386
Position 3867: 0.002003773505717912
Position 2909: 0.001762291942160347
Position 3110: 0.0017371811224748581
Position 4210: 0.0017194410900400812
Position 3629: 0.0016651198226841314
Position 4271: 0.001488436417735212
Position 1211: 0.001332860356585297
Position 1554: 0.0011100643463766555
Position 1657: 0.0011000678993785366
Position 4247: 0.0009955293818722376
Position 1071: 0.0008437006054719242
Position 632: 0.0007619606464632443
Position 478: 0.0007435512468826664
Position 1269: 0.0005071083626028112
Position 3103: 0.0004895442153732924
Position 553: 0.00048152018398350365
Position 4008: 0.00047498145025207876
Position 2884: 0.0003184424486481259
Position 9: 0.0003149318822472385
Position 2175: 0.00030936717379572256
Position 1959: 0.0002875064254411401
Position 3346: 0.00025083735996712583
Position 3489: 0.00021494148749182107
Position 269: 0.00020868734245051889
Position 2463: 0.00020583468719159102
Position 1217: 0.00018324871696062992
Position 186: 0.000174643429521446
Position 3093: 0.00017342891099192322
Position 987: 0.0001727809306682226
Position 332: 0.00017095411214612297
Position 1576: 0.0001630302464888467
Position 3512: 0.00014603231178136043
Position 2045: 0.0001393970409879446
Position 884: 0.00013036939580021338
Position 59: 0.00012572307939498424
Position 1992: 0.00012013531320771816
Position 2604: 0.00010535543939541533
Position 2669: 0.00010275777255410235
Position 2746: 0.00010110447917333069
Position 2634: 9.97958069472963e-05
Position 287: 7.347052197614072e-05
Position 957: 6.292894626592096e-05
Position 2888: 5.573505564496159e-05
Position 3786: 4.925290543071451e-05
Position 4372: 4.848353161851545e-05
Position 3267: 4.376710370289843e-05
Position 3713: 4.274000323027006e-05
Position 2505: 3.327214477304711e-05
Position 3307: 2.9878125221539766e-05
Position 2811: 2.7677833838570646e-05
Position 174: 2.56837816492769e-05
Position 3460: 1.6688083193983597e-05
Position 867: 1.551477385259954e-05
Position 797: 9.238927985630054e-06
Position 714: 8.656305188565037e-06
Position 4059: 8.218347199281475e-06
Position 4301: 7.507361590095876e-06
Position 30: 6.5740229588535675e-06
Position 661: 5.559923714491577e-06
Position 556: 3.7529230719137576e-06
Position 68: 3.3905459608521285e-06
Position 259: 3.3749052810738275e-06
Position 3235: 3.150348380591266e-06
Position 342: 2.04975194961967e-06
Position 191: 1.7858300252284392e-06
Position 869: 1.7835296122234708e-06
Position 584: 1.6064850952524633e-06
Position 411: 1.3685072349812636e-06
Position 396: 8.724803091538401e-07
