Gene = smog
index = 1881
Annotated 5SS: [  153  1865 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136
 21306 21699]
Annotated 3SS: [ 1533 12283 17613 17913 18211 18393 18551 18960 19090 19634 20953 21193
 21677 22022]
SMsplice 5SS: [  153 13267 17854 17973 18332 18475 18901 19030 19493 19830 21136 21306
 21699]
SMsplice 3SS: [12283 17613 17913 18211 18393 18551 18960 19090 19634 20731 21193 21477
 22022]
top_k =  1000
Partition function (log Z): 28.01653719859032

Sorted 5' Splice Sites (High to Low Probability):
Position 18332: 0.9990355375465115
Position 21136: 0.9983208726662502
Position 18475: 0.9981848395777206
Position 19493: 0.9918576498737094
Position 18901: 0.9909803376654835
Position 19030: 0.9883489727922629
Position 17973: 0.9509813974831813
Position 17854: 0.9376673511543622
Position 21306: 0.936211082234533
Position 13267: 0.8756499832845596
Position 21699: 0.7346886387605855
Position 19830: 0.5966544487311513
Position 153: 0.38678332263437076
Position 22276: 0.2132441166074871
Position 5613: 0.1920736038308238
Position 5732: 0.18424813613633642
Position 20954: 0.149129261179429
Position 22291: 0.14191181320172086
Position 1865: 0.13637431711530312
Position 73: 0.13012419120955776
Position 433: 0.10325760270217801
Position 5962: 0.06447967383174193
Position 1425: 0.044106258989020056
Position 22266: 0.03322174108940458
Position 421: 0.03136413660523735
Position 22484: 0.030766713351320474
Position 2503: 0.028677075701311498
Position 17731: 0.02596500819601862
Position 17360: 0.025499550656302973
Position 6450: 0.023602335412218206
Position 99: 0.023566053427286286
Position 478: 0.019207464219245855
Position 22479: 0.01674312525876096
Position 885: 0.014795494320705892
Position 22308: 0.013446122017598459
Position 19808: 0.012217348647608565
Position 427: 0.01218491916597282
Position 429: 0.011497814444541987
Position 19814: 0.011247468771301734
Position 22763: 0.011099965432646814
Position 425: 0.010737190464817817
Position 702: 0.010635128705408612
Position 423: 0.010511176226652302
Position 22667: 0.01021186651832837
Position 437: 0.009754943191831997
Position 20585: 0.009354601997164322
Position 17272: 0.00929429613346613
Position 1495: 0.008879513115886068
Position 22217: 0.008824994200468896
Position 20135: 0.007365677990841142
Position 37: 0.006940785837358125
Position 19789: 0.006520914536120105
Position 22931: 0.006262930512683594
Position 871: 0.005416457632810886
Position 6674: 0.005414033797138281
Position 17824: 0.005258456878247058
Position 18006: 0.005059323044855123
Position 181: 0.005033379018718871
Position 12574: 0.004957693806086189
Position 21401: 0.004439084439680164
Position 18894: 0.004071931521725011
Position 1869: 0.003737066621232789
Position 17062: 0.0035252163050690016
Position 889: 0.003399767451503189
Position 447: 0.0033511767919433308
Position 22663: 0.003228063768373386
Position 20078: 0.003019356129297201
Position 1052: 0.0029025584945001084
Position 157: 0.0028419237112935853
Position 463: 0.0028316012689336752
Position 18871: 0.0026130889024110443
Position 20323: 0.0025922157082843645
Position 1175: 0.002482177728741157
Position 13271: 0.0024407000196148745
Position 449: 0.0023426599025748672
Position 439: 0.002139944870890095
Position 18717: 0.0021169162819633493
Position 178: 0.0019740930139899027
Position 457: 0.0019529862372967574
Position 6135: 0.0017886271778830112
Position 18008: 0.001729285903786315
Position 5868: 0.0014118737663455347
Position 19283: 0.001410232966563624
Position 18693: 0.0013839309066356023
Position 6849: 0.001347285789647442
Position 22643: 0.0012809539536305524
Position 20647: 0.0012706599765137188
Position 21081: 0.001184320086491199
Position 19500: 0.0011790578058874337
Position 18479: 0.0011569216909229612
Position 20385: 0.0010917263975738145
Position 21256: 0.0009868003289997171
Position 1461: 0.0009303485102899431
Position 20168: 0.0009154147501464171
Position 21873: 0.0007268618937530411
Position 19940: 0.0005426350999506714
Position 17990: 0.0005314767127424562
Position 19267: 0.00047439982393650715
Position 4389: 0.0004379031337425688
Position 4074: 0.0004296235183993645
Position 20900: 0.00040409068282111634
Position 21885: 0.0004009084834960776
Position 1164: 0.00038511846050108995
Position 19065: 0.00036876370827158334
Position 21883: 0.00036839087537364934
Position 22287: 0.000366056976661836
Position 19344: 0.0003543907145566764
Position 21887: 0.0003543801806939498
Position 17929: 0.00035246835545296604
Position 21768: 0.0003462570660664514
Position 19399: 0.00033872561705513356
Position 21889: 0.00033496047413026026
Position 21881: 0.0003325280881655547
Position 4564: 0.00031916493841117026
Position 459: 0.00028487552598191213
Position 21712: 0.0002778876497473401
Position 19877: 0.00023248894762832798
Position 20216: 0.000188163333759902
Position 20090: 0.00015526124785692933
Position 3849: 0.00015371932419720006
Position 19843: 0.00015196672579632738
Position 18974: 0.0001485938256817195
Position 20347: 0.00014361153038581822
Position 19571: 0.00013937549203921977
Position 19811: 0.00012985802991319904
Position 18623: 0.00012880103425745446
Position 21362: 0.00012751657012136387
Position 21877: 0.00012491880831519702
Position 19777: 0.00012456164834163757
Position 4300: 0.00011110000001966107
Position 694: 0.0001069814423604557
Position 19898: 0.00010609073853111552
Position 1375: 0.00010406184471687764
Position 18726: 0.00010062365640923868
Position 21879: 9.128147674028486e-05
Position 19904: 8.888555089690656e-05
Position 922: 8.747403122514718e-05
Position 18728: 8.743613059060895e-05
Position 2004: 8.576277984522607e-05
Position 21928: 8.32253824163808e-05
Position 22258: 7.964742004049355e-05
Position 18615: 7.692172416733672e-05
Position 2132: 7.468244925610588e-05
Position 20108: 7.137883307777745e-05
Position 21333: 5.9295904774156055e-05
Position 443: 5.804967716170416e-05
Position 1381: 5.654500111982708e-05
Position 18908: 5.6083606039736426e-05
Position 584: 5.109374551102413e-05
Position 2114: 5.102617026423265e-05
Position 21541: 3.8926095889968634e-05
Position 932: 3.8815246275412885e-05
Position 453: 3.8345324167038346e-05
Position 21424: 3.774554361160834e-05
Position 21674: 3.612148084707733e-05
Position 18685: 3.579399840400656e-05
Position 17977: 3.513343044401819e-05
Position 19034: 3.430797549144056e-05
Position 166: 3.2071885205168354e-05
Position 108: 3.113128403977078e-05
Position 1110: 3.089890154017265e-05
Position 21611: 2.923197494038428e-05
Position 1809: 2.917979800707881e-05
Position 19486: 2.8765286534656445e-05
Position 22110: 2.835821948219273e-05
Position 19012: 2.669698144129352e-05
Position 22234: 2.6685168114953696e-05
Position 19192: 2.518639565059152e-05
Position 22318: 2.4414767068263783e-05
Position 327: 2.3584422715660974e-05
Position 17967: 2.132434531690271e-05
Position 1419: 2.12721454505857e-05
