Gene = Est-Q
index = 1156
Annotated 5SS: [ 302  889 1695 1943]
Annotated 3SS: [ 744 1042 1751 2000]
SMsplice 5SS: [ 302  889 1695 1943]
SMsplice 3SS: [ 744 1042 1751 2000]
top_k =  1000
Partition function (log Z): 3.296962061031307

Sorted 5' Splice Sites (High to Low Probability):
Position 1695: 0.9923393098986474
Position 1943: 0.9908425227161592
Position 889: 0.91418730591888
Position 302: 0.8495276473479093
Position 2467: 0.3572390338788615
Position 629: 0.13649980267580328
Position 623: 0.11875428054854861
Position 456: 0.06169405109195594
Position 1485: 0.017427886957581736
Position 874: 0.012831642444669705
Position 2031: 0.01196875566519259
Position 2465: 0.009496785537404788
Position 517: 0.007785252358848268
Position 505: 0.007725471748782372
Position 1401: 0.006638302476482487
Position 346: 0.006604891350236348
Position 1787: 0.006453163953932204
Position 540: 0.006176326105402034
Position 320: 0.005024526051855728
Position 167: 0.004027524230968106
Position 200: 0.003998968563812734
Position 39: 0.002342933188015757
Position 870: 0.0018994199292247597
Position 614: 0.001700585516881482
Position 1007: 0.001588303762095685
Position 811: 0.001532767734084639
Position 181: 0.001438880094237941
Position 1821: 0.001363807823361353
Position 620: 0.0013099346327062951
Position 700: 0.0012453001072261784
Position 2278: 0.0010235586193745442
Position 566: 0.0006527200622534207
Position 1835: 0.0005596622478639587
Position 603: 0.0005267758462274452
Position 294: 0.0005265100021319836
Position 65: 0.0005147023968855608
Position 1614: 0.0004902345343503588
Position 359: 0.00042801130901333673
Position 830: 0.00038326817895892995
Position 141: 0.00035268324966093376
Position 86: 0.00034052733498834357
Position 1455: 0.00030884432731414596
Position 2317: 0.00030379925783693404
Position 59: 0.0002971420108456716
Position 1256: 0.00029207897019604566
Position 1699: 0.0002723941541663181
Position 397: 0.0002552542256335078
Position 435: 0.0002523328023353816
Position 698: 0.00023987820994662422
Position 1677: 0.00021920852648825903
Position 837: 0.000211690520012777
Position 2099: 0.00021105966955072323
Position 1468: 0.0001982785436707765
Position 2247: 0.00018863840772524845
Position 2477: 0.00015502058203248215
Position 1947: 0.0001319198615623775
Position 1461: 0.00012892285386343445
Position 250: 0.00012838491271642674
Position 906: 0.00011942569986928225
Position 559: 0.00011076304690940383
Position 990: 0.00011046561824452789
Position 116: 9.334950513177941e-05
Position 173: 9.16198206429658e-05
Position 151: 8.806762482791233e-05
Position 2253: 8.406865625466089e-05
Position 1622: 7.956876886317395e-05
Position 1933: 7.803665937788123e-05
Position 79: 7.30481314671287e-05
Position 953: 6.790714612857307e-05
Position 318: 6.734822148560734e-05
Position 2429: 6.342053852012411e-05
Position 471: 5.961587742300897e-05
Position 1802: 5.488983247939548e-05
Position 2305: 5.3478653751593054e-05
Position 987: 5.0335507115751686e-05
Position 1806: 4.519438673413188e-05
Position 998: 3.98626384265467e-05
Position 903: 3.751779411984918e-05
Position 2343: 3.58428152275565e-05
Position 893: 3.435936604863016e-05
Position 34: 3.3409172528810863e-05
Position 445: 3.147174076180151e-05
Position 1917: 2.764585200873394e-05
Position 1505: 2.6452004380523915e-05
Position 1685: 1.844023022788346e-05
Position 1876: 1.8218127179847414e-05
Position 1986: 1.682340100533028e-05
Position 1298: 1.6055696044668874e-05
Position 1529: 1.4972421004081975e-05
Position 1927: 1.3640545974478631e-05
Position 25: 1.2938748535612456e-05
Position 1061: 1.2349650133238794e-05
Position 2321: 1.0376093861388704e-05
Position 2314: 1.0206909184060963e-05
