Gene = Reph
index = 1418
Annotated 5SS: [3277 3512 3917]
Annotated 3SS: [3423 3587 3979]
SMsplice 5SS: [ 186 3512 3917 4980]
SMsplice 3SS: [3423 3587 3979 5043]
top_k =  1000
Partition function (log Z): -0.725912860802441

Sorted 5' Splice Sites (High to Low Probability):
Position 3512: 0.9896685980118708
Position 3917: 0.9847703310854748
Position 4980: 0.8710746660993223
Position 645: 0.44396770520613704
Position 186: 0.43101550703956876
Position 3108: 0.3178844315338071
Position 1442: 0.22817419926004404
Position 1133: 0.12442052528146597
Position 1118: 0.06905456333143313
Position 241: 0.06272517206923155
Position 3277: 0.04557026860188647
Position 4200: 0.03003263693730733
Position 5593: 0.0294475476919154
Position 1455: 0.028953893155431627
Position 4685: 0.023732532837310066
Position 222: 0.022449800937281314
Position 2171: 0.017203635300929353
Position 4430: 0.015960899921424267
Position 2589: 0.015172341109397214
Position 855: 0.013881131659280146
Position 226: 0.012135042461807147
Position 1550: 0.006720015286881606
Position 1890: 0.006487876194453904
Position 204: 0.005238777141121133
Position 1145: 0.004620313474402816
Position 705: 0.004127946777502661
Position 2153: 0.0038070769685927116
Position 803: 0.003722394879238297
Position 1439: 0.003284467781559222
Position 5918: 0.0032022911749579734
Position 475: 0.003097690862318689
Position 1248: 0.003007378024260057
Position 3161: 0.0029459103741014247
Position 3139: 0.002881423524229709
Position 3124: 0.002696433812393812
Position 31: 0.0024371603684492493
Position 851: 0.0020283940504330004
Position 4059: 0.00200392238659156
Position 1908: 0.0019269322402061225
Position 3571: 0.0017511793903273744
Position 4439: 0.0016545269304749596
Position 3213: 0.0015982836030996753
Position 2398: 0.0015966353720471577
Position 2512: 0.0015095937598324602
Position 601: 0.0014379084619445923
Position 2858: 0.0013951212102821145
Position 1711: 0.0013933211515161689
Position 673: 0.0013717510487390482
Position 3126: 0.0013658150456527481
Position 1437: 0.0013346442321062251
Position 416: 0.0012096666094813034
Position 2852: 0.0011563883134752225
Position 3516: 0.0010103478283151831
Position 5217: 0.0009722879876553948
Position 2222: 0.0009476805162592675
Position 5322: 0.0007839253945627038
Position 5741: 0.0006962049155218926
Position 2403: 0.0006825968967089642
Position 1511: 0.0006750192758765964
Position 660: 0.0006519326819513614
Position 477: 0.000640072633723751
Position 1680: 0.0006169615322665289
Position 359: 0.0005641758626450088
Position 4494: 0.0005523687254698447
Position 2551: 0.0005054760121304451
Position 1593: 0.0004965347944709084
Position 3105: 0.0004804800484583342
Position 1823: 0.00045505638594977845
Position 230: 0.0004510861618532188
Position 3664: 0.00045096101057202047
Position 514: 0.0004388947771191703
Position 497: 0.0004314973459479063
Position 957: 0.00042197593465013214
Position 2573: 0.00041306779508857596
Position 5170: 0.000413030865047746
Position 859: 0.00040011757027376866
Position 2161: 0.0003805009931436972
Position 4306: 0.0003746324308168373
Position 4295: 0.0003654711370528738
Position 5760: 0.0003642503190663791
Position 4293: 0.00036402564330061197
Position 3102: 0.00034294407336744106
Position 27: 0.0003322136997913336
Position 2214: 0.0003078132372042713
Position 2013: 0.0003029419748387189
Position 2225: 0.00028749335398655285
Position 232: 0.0002719114261443395
Position 5276: 0.0002675176493262925
Position 6225: 0.0002653834192999755
Position 236: 0.0002465377356832903
Position 2237: 0.00024273068305673962
Position 6003: 0.00024114624437646898
Position 1110: 0.00021326737573526352
Position 1226: 0.00018570413879003363
Position 1645: 0.00017766578946938383
Position 2247: 0.00017689491411755393
Position 2903: 0.00016955727681517533
Position 978: 0.00016214257421653445
Position 4148: 0.00014555358926406393
Position 4768: 0.00014178639273252882
Position 2575: 0.00014035296835429996
Position 6205: 0.0001352081617079054
Position 500: 0.00013256521058868903
Position 1370: 0.00011489596646034431
Position 342: 0.00011466466647116887
Position 2591: 0.0001135203096681392
Position 1607: 0.00010846921894678103
Position 940: 0.00010763233978402767
Position 2840: 0.00010678444347687367
Position 3921: 9.86208542787145e-05
Position 2980: 8.779173024268652e-05
Position 2545: 8.189077585735264e-05
Position 677: 8.172155219439371e-05
Position 4164: 7.918977338647661e-05
Position 1154: 7.490755260693942e-05
Position 409: 7.142574496234081e-05
Position 407: 6.906223648519274e-05
Position 5466: 6.568673234473189e-05
Position 2120: 6.449480422016816e-05
Position 3496: 6.238520390642573e-05
Position 1191: 5.9082657836465464e-05
Position 799: 5.6556546680183176e-05
Position 3726: 5.4566274225918976e-05
Position 489: 4.642494873214207e-05
Position 4072: 4.641811386226415e-05
Position 5156: 4.4548069749051953e-05
Position 1670: 4.080783666643543e-05
