Gene = nudE
index = 1824
Annotated 5SS: [ 115  844 1066 1456 1778 2194]
Annotated 3SS: [ 484  911 1181 1519 2101 2319]
SMsplice 5SS: [ 844 1066 1456 1778 2194 2419]
SMsplice 3SS: [ 911 1181 1519 2101 2319 2909]
top_k =  1000
Partition function (log Z): 11.343109277143613

Sorted 5' Splice Sites (High to Low Probability):
Position 844: 0.9990526825298391
Position 1066: 0.9857633322834299
Position 1456: 0.9689730962178119
Position 2194: 0.9195439399382629
Position 1778: 0.5949242410692955
Position 34: 0.3019196965261375
Position 2845: 0.19068882479528879
Position 1669: 0.18189336659883729
Position 115: 0.08210685044155766
Position 2251: 0.06957345338691101
Position 2660: 0.06732386328767521
Position 1646: 0.06291839056763658
Position 157: 0.03141752290736514
Position 2043: 0.026302008750680006
Position 1738: 0.024603879077196585
Position 2627: 0.019052368950185437
Position 15: 0.013087384714168501
Position 1266: 0.011940555673106968
Position 1863: 0.010998667415406137
Position 1733: 0.0105938071236815
Position 73: 0.007980651661345609
Position 3035: 0.0070710572636121065
Position 1708: 0.005772029958695796
Position 2015: 0.005561236421312564
Position 1714: 0.005211182098534744
Position 1004: 0.005001002647540997
Position 2785: 0.004468567304967554
Position 210: 0.004440306683454515
Position 2002: 0.0043344815256790995
Position 2255: 0.004211761758866361
Position 28: 0.00416343405533104
Position 417: 0.003169574784279137
Position 7: 0.003053644327871598
Position 1947: 0.002945131743570212
Position 618: 0.002871087380385171
Position 2032: 0.0025422174958072653
Position 1125: 0.0021679322772935835
Position 522: 0.0021285018844597044
Position 2036: 0.0021282724023740937
Position 2710: 0.0020137591985467424
Position 2471: 0.001962391497465824
Position 1868: 0.0015029040472874183
Position 1606: 0.0014308611271689022
Position 332: 0.0013955190659240351
Position 1038: 0.0013684901540227349
Position 2683: 0.0013641397449135298
Position 2522: 0.0013241616423637474
Position 337: 0.0011906064173229747
Position 319: 0.0011379151202768089
Position 93: 0.0009922491487920728
Position 632: 0.0008658446629447518
Position 2178: 0.0008586597487560331
Position 1936: 0.0007739220138570635
Position 2369: 0.000728757777362264
Position 122: 0.0007109823678028952
Position 2423: 0.0006169149970095842
Position 2080: 0.0006128733046228533
Position 3059: 0.0006024194827485779
Position 2046: 0.0005480924740432944
Position 3147: 0.0005472599628153858
Position 3444: 0.0005386639799060514
Position 1880: 0.000538084591934524
Position 1398: 0.0005325999575821669
Position 1845: 0.00043001221412227765
Position 143: 0.0003957788274643229
Position 3052: 0.0003384168225227444
Position 1119: 0.0003341448115162108
Position 2826: 0.00032361880605774027
Position 3109: 0.0003115203673220978
Position 1909: 0.0002966870814840987
Position 3475: 0.00026857951140018524
Position 3153: 0.0002677044197702767
Position 1268: 0.00025946633180498114
Position 662: 0.00024387283269319907
Position 296: 0.00024106549887746142
Position 2861: 0.00023223627862016045
Position 1942: 0.00022076767130968972
Position 220: 0.00020022282348819794
Position 1626: 0.0001949008283025235
Position 119: 0.00017691995741505006
Position 31: 0.0001758396625054823
Position 3168: 0.00016643818954422744
Position 1895: 0.00016592683325418426
Position 1975: 0.00016590159642763822
Position 1239: 0.00015018807994164984
Position 2026: 0.0001496980215348443
Position 3125: 0.00014864150034099384
Position 1986: 0.0001350619358529273
Position 548: 0.0001304449994803313
Position 2384: 0.00013022938346002528
Position 287: 0.0001275912729098818
Position 1056: 0.00012556971752039896
Position 2461: 0.0001241836242538954
Position 1564: 0.00012345077885603868
Position 2729: 0.00012115551088168995
Position 635: 0.00011666685675364539
Position 3329: 0.0001108484575129935
Position 3288: 0.00010993344723403416
Position 3318: 0.00010561474157401709
Position 3114: 0.00010483258134139064
Position 2246: 0.00010317838224183152
Position 1309: 9.856130975219164e-05
Position 1545: 9.638089341669609e-05
Position 3607: 9.547319644997762e-05
Position 3040: 9.431356175911819e-05
Position 848: 7.827309185431483e-05
Position 214: 7.261468797525556e-05
Position 3546: 6.965415132026267e-05
Position 2346: 6.752929715649179e-05
Position 2355: 6.606044878477329e-05
Position 113: 6.597200779615714e-05
Position 1790: 6.325527675960595e-05
Position 2024: 6.114064634856053e-05
Position 2367: 6.0685517667038236e-05
Position 647: 5.653911253427469e-05
Position 3554: 5.520009062226311e-05
Position 106: 5.045564853529737e-05
Position 1540: 4.554241609128993e-05
Position 299: 4.431964691435984e-05
Position 3038: 4.2457443825380903e-05
Position 3301: 4.0735413048491036e-05
Position 19: 3.364094957998077e-05
Position 1579: 3.147057094294367e-05
Position 1824: 3.0374475429873717e-05
Position 3209: 2.5175492494026733e-05
Position 1922: 2.4956545262958313e-05
Position 550: 2.4051133201154022e-05
Position 484: 2.2633565923124428e-05
Position 2217: 2.1048724992906972e-05
Position 237: 2.093409053289221e-05
Position 737: 1.7863448505912678e-05
Position 445: 1.5205298713894197e-05
Position 714: 1.5049594328175053e-05
