Gene = Pex19
index = 1369
Annotated 5SS: [ 305 2089 2290 2660 2890]
Annotated 3SS: [1865 2171 2355 2725 2946]
SMsplice 5SS: [ 305 2089 2290 2660 2890]
SMsplice 3SS: [1865 2171 2355 2725 2995]
top_k =  1000
Partition function (log Z): 1.0149584841922459

Sorted 5' Splice Sites (High to Low Probability):
Position 2890: 0.9852985613153695
Position 2290: 0.9752751700674874
Position 2660: 0.968785256755709
Position 305: 0.8230397662606835
Position 2089: 0.764528796590185
Position 425: 0.05231983021349176
Position 715: 0.05154118192146153
Position 1295: 0.023045660407188556
Position 933: 0.0203874288519674
Position 731: 0.01594539252985324
Position 1251: 0.011609975053905654
Position 1308: 0.009055497394575064
Position 1469: 0.007949219990005524
Position 261: 0.007600844998935683
Position 1405: 0.007145445831618706
Position 1375: 0.006294696975684524
Position 2640: 0.006265673405992217
Position 1930: 0.0054942706133251
Position 1190: 0.005386055694132206
Position 1972: 0.004961313137773438
Position 3187: 0.003190172565777701
Position 2635: 0.0029855982270265116
Position 1608: 0.002970392919072717
Position 649: 0.0025509198433422905
Position 1105: 0.002456060273292725
Position 1344: 0.0023279039157488267
Position 2093: 0.001821691054523455
Position 1747: 0.001639240513151604
Position 1893: 0.001132887857124336
Position 706: 0.0010556608647342108
Position 175: 0.0008600286232229643
Position 220: 0.0008168112050254753
Position 222: 0.0007416300862932109
Position 2947: 0.0006422293782313552
Position 423: 0.0006217871968876548
Position 1143: 0.00042997922512216487
Position 1036: 0.00039592749627053
Position 1641: 0.0003508318379883358
Position 3218: 0.00033761866118711366
Position 621: 0.00032007044559539174
Position 1279: 0.00029310940276050453
Position 1440: 0.0002906030909385995
Position 945: 0.0002828074741259842
Position 3364: 0.00025908353994625265
Position 5: 0.0002514849515076806
Position 1425: 0.0002509322221001119
Position 662: 0.0002444788525963621
Position 185: 0.00024199765718783213
Position 2842: 0.00021774300304725245
Position 7: 0.00021150064108391828
Position 2574: 0.000195812539874744
Position 1819: 0.00018103328893157893
Position 76: 0.00017236410821343633
Position 365: 0.00016738196196995094
Position 615: 0.00014621459216027476
Position 940: 0.00014106995436422533
Position 16: 0.00013917100441156955
Position 466: 0.00013728163457473857
Position 2833: 0.00013600319117980188
Position 901: 0.0001239866614413413
Position 1450: 0.00012120218822111779
Position 3215: 0.00011800071125058887
Position 232: 0.00010716479591838448
Position 198: 0.0001014142451598062
Position 2542: 9.641875670894934e-05
Position 504: 8.688775078617236e-05
Position 318: 8.011673826371708e-05
Position 1118: 7.609771605521828e-05
Position 3230: 7.539626775382235e-05
Position 156: 6.397317428979294e-05
Position 3237: 5.8582662474250264e-05
Position 1130: 5.604912086973728e-05
Position 2466: 5.107126920614988e-05
Position 429: 4.613026219886969e-05
Position 408: 4.259005540564174e-05
Position 369: 3.9693474559854325e-05
Position 642: 3.517956153410403e-05
Position 2294: 3.446254950328165e-05
Position 3319: 3.430831481517686e-05
Position 2975: 2.5043976449328058e-05
Position 573: 2.4638580871370176e-05
Position 3355: 2.4036537978853294e-05
Position 3274: 2.1848105316875367e-05
Position 474: 2.107385029094113e-05
Position 3190: 2.052527752759839e-05
Position 687: 1.906772762519715e-05
Position 721: 1.8848351247385544e-05
Position 145: 1.6834623288671545e-05
Position 1390: 1.5861306373986517e-05
Position 536: 1.5820806767634233e-05
Position 3149: 1.5673293938367008e-05
Position 1194: 1.139498535482185e-05
Position 3168: 9.927197961502481e-06
Position 1107: 9.647349554212547e-06
Position 69: 9.553840747064123e-06
Position 2403: 8.95053073854197e-06
Position 2281: 8.81676384572048e-06
Position 2369: 7.401476102355591e-06
Position 431: 6.468006583898236e-06
Position 3368: 5.853599151427491e-06
Position 114: 5.7064270109110445e-06
Position 3162: 5.138649924037624e-06
Position 400: 5.066253033553979e-06
Position 64: 4.9739468945584395e-06
Position 553: 4.86613899104781e-06
Position 2355: 3.979280928053581e-06
Position 3210: 2.815800665094421e-06
Position 3175: 1.789690146272335e-06
Position 3309: 1.290254670000117e-06
Position 448: 1.2444193308961335e-06
Position 895: 1.1839418842155679e-06
Position 487: 1.076336880937003e-06
Position 1022: 9.356876358334745e-07
Position 28: 8.719165959042785e-07
Position 1199: 7.989731046361684e-07
Position 1163: 7.919210934582392e-07
Position 735: 6.638769680033314e-07
Position 2736: 6.329193512283197e-07
Position 3242: 5.524950954803315e-07
Position 700: 3.2793317634542086e-07
Position 2418: 2.3159261132184663e-07
Position 849: 1.9129750852232516e-07
Position 385: 1.793787667714709e-07
Position 3220: 1.719965828878119e-07
Position 951: 1.63712830004511e-07
Position 3244: 1.612769318113783e-07
Position 1151: 4.6201803463452296e-08
Position 507: 1.7464444443998835e-08
Position 783: 1.885598194172707e-09
Position 2968: 2.034424826412005e-10
Position 3037: 5.1408405527698135e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 2725: 0.9946639730617532
Position 2355: 0.937981360405185
Position 2171: 0.9249597541963307
Position 2995: 0.8130235422401332
Position 1865: 0.3280470808634282
Position 783: 0.2909534299793979
Position 2946: 0.16348491674342233
Position 709: 0.06511694102722126
Position 1592: 0.054531648532211076
Position 1814: 0.03832895845580146
Position 813: 0.021731901304545272
Position 1190: 0.016315863048849046
Position 2362: 0.01292714327216776
Position 1443: 0.011365553079197671
Position 1890: 0.01125994258204485
Position 628: 0.00856187649389225
Position 2563: 0.007533737841248144
Position 676: 0.007098615757466519
Position 2956: 0.005578840213490554
Position 580: 0.005283059140267044
Position 1569: 0.004866705619715025
Position 1246: 0.0048215419860499755
Position 849: 0.004166767059893596
Position 3259: 0.0040221616116617575
Position 1738: 0.003462060046870975
Position 1920: 0.0031137147373645345
Position 2049: 0.00300097747438013
Position 1667: 0.002804911293965687
Position 1547: 0.0023556849952742634
Position 1943: 0.002127339613132637
Position 1320: 0.001990152031609943
Position 815: 0.001696365835038824
Position 1700: 0.0015520194676801062
Position 2182: 0.001471561146291752
Position 3028: 0.0013560057530725203
Position 1033: 0.0013000629622833444
Position 543: 0.0012152089458172437
Position 1607: 0.0011947960751087809
Position 1767: 0.0011100219727276073
Position 2553: 0.0011009828038844257
Position 394: 0.0010500760948033649
Position 1357: 0.0009865305600693217
Position 951: 0.000951657508349984
Position 3417: 0.0008689780321018092
Position 2016: 0.0008480591995198112
Position 611: 0.0008053514437912552
Position 3380: 0.0007595846298414543
Position 2368: 0.0006943067244966616
Position 1361: 0.0006734208523842832
Position 1906: 0.0006116282346963477
Position 69: 0.0005990266689500736
Position 2022: 0.000584534822886795
Position 747: 0.0005838066481208636
Position 2089: 0.0005761220638085713
Position 1641: 0.0005731822603241641
Position 2959: 0.0005364144684971371
Position 2443: 0.0005253513103966843
Position 914: 0.0005063629293191386
Position 789: 0.0004317221776210729
Position 1217: 0.000358584346229184
Position 3343: 0.00035529593437474163
Position 2196: 0.0003465059804102526
Position 1976: 0.000281499634161294
Position 290: 0.0002599360514686393
Position 2779: 0.0002584324934871224
Position 2476: 0.00019619022420069106
Position 2455: 0.00019101816823575
Position 1901: 0.0001907448989173416
Position 2218: 0.00017157544737350354
Position 1940: 0.00015898169290632806
Position 3377: 0.00015801323329353955
Position 2402: 0.0001479138693918545
Position 2054: 0.00013794409944237144
Position 127: 0.00013372880340055702
Position 831: 0.00013125176472120813
Position 3001: 0.00012801414964868317
Position 727: 0.00011571316819225648
Position 966: 0.00011125767332364389
Position 2215: 0.00011076791069722911
Position 2953: 0.0001030359950375465
Position 2572: 8.496907577419885e-05
Position 1819: 6.535404361288857e-05
Position 3242: 4.91479595239002e-05
Position 3004: 4.7088695030971165e-05
Position 3074: 3.5951774120803e-05
Position 318: 3.553230322087373e-05
Position 2974: 3.3861843873956336e-05
Position 587: 3.079081172722253e-05
Position 3265: 2.960688527997543e-05
Position 2997: 2.713037035908845e-05
Position 400: 2.6672450221522964e-05
Position 429: 2.4053224257241515e-05
Position 2767: 2.3926607157369812e-05
Position 463: 1.6313406108337603e-05
Position 3037: 1.1556373279525788e-05
Position 553: 1.13899324277371e-05
Position 3190: 1.123675407567543e-05
Position 1141: 1.0776218020722386e-05
Position 3152: 1.0448179015829106e-05
Position 981: 1.003286357655827e-05
Position 2418: 9.790513085874768e-06
Position 1473: 9.17849574522826e-06
Position 687: 6.427953735467941e-06
Position 180: 4.221267395097663e-06
Position 1398: 3.74770639619608e-06
Position 3155: 3.2047333691275405e-06
Position 2811: 3.1610134666501993e-06
Position 237: 2.8680737244205833e-06
Position 3085: 2.7645779089014104e-06
Position 3095: 2.528389862746364e-06
Position 323: 2.167411720966669e-06
Position 2965: 2.1343004463105966e-06
Position 139: 1.5523387705121432e-06
Position 3175: 1.438298328249666e-06
Position 3423: 1.3017251149410494e-06
Position 615: 1.2471404053155736e-06
Position 314: 1.0944390793528587e-06
Position 3032: 8.468723771664542e-07
Position 858: 5.3522270286229e-07
Position 3419: 5.062739182980341e-07
Position 304: 4.786174368727651e-07
Position 2657: 4.3106895720373497e-07
Position 2734: 3.8673188515063844e-07
Position 3010: 3.4012914739525113e-07
Position 211: 2.3247151262965467e-07
Position 102: 2.2331283182610187e-07
Position 976: 2.1861571816704277e-07
Position 198: 1.8959523877242932e-07
Position 225: 1.4679674430460132e-07
Position 613: 1.3982217488776786e-07
Position 721: 1.3697303527023754e-07
