Gene = Gale
index = 1179
Annotated 5SS: [ 497  865 1969]
Annotated 3SS: [ 623 1677 2028]
SMsplice 5SS: [ 497  865 1969]
SMsplice 3SS: [ 623 1677 2028]
top_k =  1000
Partition function (log Z): 0.023573302523249517

Sorted 5' Splice Sites (High to Low Probability):
Position 1969: 0.9904119202302177
Position 497: 0.9567431437845183
Position 865: 0.7699427577399445
Position 844: 0.13096111575158473
Position 2618: 0.07830597185693337
Position 1620: 0.02154444232034835
Position 805: 0.021227685538584225
Position 2535: 0.01310758574131907
Position 1653: 0.010748020978604141
Position 557: 0.009874118366260388
Position 292: 0.007469662666300151
Position 1724: 0.0074119264929356525
Position 1216: 0.007285991298607084
Position 251: 0.006480225110653991
Position 1850: 0.00425469118554622
Position 2065: 0.004228850926651574
Position 1303: 0.004170211937231338
Position 316: 0.0033855479513492767
Position 86: 0.002885176017704817
Position 1510: 0.0023420733541451664
Position 1132: 0.002297149068199684
Position 1539: 0.0015594270639476837
Position 781: 0.0014380387012054188
Position 1094: 0.001417730348283406
Position 911: 0.0010748722015849312
Position 33: 0.0009988711832333928
Position 2547: 0.0009619808985172434
Position 61: 0.0009172707962499024
Position 1151: 0.0006978370133718421
Position 875: 0.0006647084898565753
Position 1090: 0.0006598612359189642
Position 1148: 0.0006304867449707883
Position 1237: 0.0006051651521314204
Position 115: 0.0004275952236522946
Position 1251: 0.00041141448876320843
Position 562: 0.0003993856833340492
Position 1959: 0.00039263256266311984
Position 489: 0.0003176909774861457
Position 2149: 0.0002923590864385739
Position 1693: 0.0002772927827751667
Position 896: 0.0002334181333421765
Position 73: 0.00022550207763158788
Position 378: 0.00022061854450150864
Position 188: 0.00022012233143106998
Position 412: 0.00019474276662321285
Position 1170: 0.00019342606003679033
Position 1602: 0.00018923580104305995
Position 2585: 0.00017940186727274295
Position 1818: 0.00017826052326831563
Position 2254: 0.0001490510184610337
Position 434: 0.00014777978367940968
Position 1079: 0.00014511903174965806
Position 925: 0.00013157861292451784
Position 1443: 0.0001066738805872712
Position 1455: 9.496313572850156e-05
Position 682: 8.928199046413935e-05
Position 903: 8.589855912514493e-05
Position 1172: 7.47012105636501e-05
Position 2593: 6.971997410764887e-05
Position 2641: 6.249681832996504e-05
Position 2493: 5.586765552504158e-05
Position 2052: 5.249795414347952e-05
Position 2084: 5.0440189101161784e-05
Position 712: 5.021153444191739e-05
Position 1327: 4.750236926493949e-05
Position 1749: 4.693711413875401e-05
Position 162: 4.564625087023575e-05
Position 853: 4.4706482711155913e-05
Position 425: 4.4114106745325745e-05
Position 279: 4.3192484841877864e-05
Position 2646: 3.905809801070884e-05
Position 1260: 3.8844785211814944e-05
Position 1580: 3.760720332958278e-05
Position 2555: 3.7395996221172515e-05
Position 1449: 3.5596012003933386e-05
Position 820: 3.3028627661932726e-05
Position 2669: 3.153202312327513e-05
Position 216: 3.071597306582353e-05
Position 2380: 2.8388734849968958e-05
Position 362: 2.6963447487461456e-05
Position 1452: 2.6471986465634697e-05
Position 2347: 2.566941061803215e-05
Position 1843: 2.3443522843221723e-05
Position 1720: 2.2355263034459812e-05
Position 1291: 2.1645184251678005e-05
Position 2143: 2.156851789637619e-05
Position 1514: 1.8333915720566983e-05
Position 2406: 1.355797270800935e-05
Position 598: 1.256545017091824e-05
Position 1824: 1.1504284052832417e-05
Position 2069: 1.1477855282533317e-05
Position 221: 1.0582338446444311e-05
Position 1898: 8.376080702639086e-06
Position 732: 7.877361411039765e-06
Position 2081: 7.727205613670506e-06
Position 381: 5.7180946354449715e-06
Position 1001: 5.497174484749076e-06
Position 1014: 5.2246694953705355e-06
Position 2159: 5.0645564593737324e-06
Position 986: 4.873236336508565e-06
Position 1270: 4.33819751110994e-06
Position 1860: 3.4619373338073135e-06
Position 1273: 3.2734288259374263e-06
Position 2212: 3.019927540282559e-06
Position 501: 2.806657535563873e-06
Position 77: 2.3217088523103665e-06
Position 721: 2.12864074212883e-06
Position 1953: 2.116561373018182e-06
Position 2567: 2.0927191574151654e-06
Position 996: 2.0187506340941133e-06
Position 202: 1.8281957900579173e-06
Position 1407: 1.8033196095935355e-06
Position 2173: 1.7797583041492491e-06
Position 2672: 1.6558991621436566e-06
Position 1979: 1.2962908426676333e-06
Position 2262: 1.1024251731916314e-06
Position 2644: 9.176459747859469e-07
Position 2667: 6.019487552215821e-07
Position 508: 5.148465224206771e-07
Position 2355: 3.646816152934153e-07
Position 2690: 2.800732908216575e-07
Position 168: 1.7872199914640575e-07
Position 1004: 8.898657733127752e-09
Position 640: 3.893241936122855e-09
Position 1870: 2.861316757593623e-09
Position 1822: 2.8489760617663144e-09
Position 583: 1.8669265458980085e-09
Position 1810: 1.883203662713106e-10
Position 2038: 3.2169165080506503e-11
Position 600: 1.2436465363409904e-12
Position 646: 1.8288410462184927e-17

Sorted 3' Splice Sites (High to Low Probability):
Position 2028: 0.9933978010941721
Position 623: 0.9631809897532181
Position 1677: 0.8378425028973984
Position 2672: 0.08349294949243863
Position 1652: 0.06264568963663791
Position 1749: 0.04689304875418313
Position 1716: 0.029261164915200234
Position 1402: 0.01904271190510824
Position 2142: 0.0054939508630011845
Position 2641: 0.0038424671039955045
Position 1829: 0.0038359882342580216
Position 1014: 0.0035227723158380657
Position 2736: 0.003304457332863704
Position 1791: 0.0025097059602827796
Position 2718: 0.002356239027843059
Position 388: 0.0014143711062926674
Position 1818: 0.0011699883534946826
Position 1629: 0.0010227516841752144
Position 1342: 0.0009566607512069185
Position 1434: 0.0008874040353710697
Position 1614: 0.0006786055040069991
Position 1476: 0.0006664493952345342
Position 1120: 0.0006585650000324294
Position 861: 0.0005751750047738259
Position 1917: 0.000566885955440741
Position 1359: 0.0004611638083170454
Position 2585: 0.00034750802381080696
Position 496: 0.00025110139464637997
Position 2038: 0.0002504941727778317
Position 2081: 0.00022726859852126728
Position 375: 0.00021249921901048274
Position 1835: 0.00018048698396799277
Position 1588: 0.0001658466461681718
Position 975: 0.00016263883361519342
Position 1064: 0.00016095033776737384
Position 2617: 0.00014224472617084956
Position 746: 0.00012586366778477082
Position 2698: 0.00012147344902183773
Position 1860: 0.00011831671941574378
Position 373: 0.00011317817188796924
Position 306: 9.720571957551427e-05
Position 2013: 7.234936225589383e-05
Position 523: 7.107139495145693e-05
Position 320: 5.82824426622652e-05
Position 1488: 5.4454546840321754e-05
Position 121: 5.3034872059404256e-05
Position 1215: 5.293579196584637e-05
Position 903: 4.933846202037275e-05
Position 1938: 4.776353343512658e-05
Position 439: 4.5755712648355216e-05
Position 570: 3.369675819741212e-05
Position 749: 3.076938300706742e-05
Position 264: 2.994262734634901e-05
Position 1443: 2.9198836614879923e-05
Position 951: 2.8311569934776582e-05
Position 520: 2.4434867943201685e-05
Position 196: 2.44124231918605e-05
Position 368: 2.0712477278759447e-05
Position 115: 1.999148801646704e-05
Position 900: 1.9494714021275922e-05
Position 864: 1.905772941621959e-05
Position 2621: 1.8804584261662446e-05
Position 162: 1.6701978601624582e-05
Position 1498: 1.654550238515204e-05
Position 2000: 1.3609389017744663e-05
Position 1289: 1.344745182763227e-05
Position 296: 1.2921707352408191e-05
Position 818: 1.2364332598047259e-05
Position 2550: 1.106493208880159e-05
Position 248: 9.996155877040405e-06
Position 238: 6.317084616934348e-06
Position 2183: 5.972832469655665e-06
Position 690: 5.83919650579881e-06
Position 419: 4.595318924644122e-06
Position 2376: 3.882247986657293e-06
Position 888: 3.826034460482792e-06
Position 1616: 3.3633174311870014e-06
Position 90: 3.2898815722823132e-06
Position 159: 3.2827232385566376e-06
Position 1194: 3.1530997915041745e-06
