Gene = AIMP2
index = 3
Annotated 5SS: [ 244  458  802 1231]
Annotated 3SS: [ 358  648 1001 1284]
SMsplice 5SS: [ 244  802 1231]
SMsplice 3SS: [ 648 1001 1284]
top_k =  1000
Partition function (log Z): 2.570330907774611

Sorted 5' Splice Sites (High to Low Probability):
Position 1231: 0.9583467985026773
Position 244: 0.8746585705622305
Position 802: 0.6996546527900351
Position 845: 0.2280868272067368
Position 458: 0.08604537292106965
Position 306: 0.04610738276055664
Position 3: 0.029954575730250545
Position 824: 0.02018963057355061
Position 265: 0.015266063150882157
Position 99: 0.0126212721802475
Position 575: 0.010951250304421
Position 877: 0.010608640764798866
Position 788: 0.007282196814057768
Position 1176: 0.0052690798632820815
Position 62: 0.0029494374322902007
Position 272: 0.0027917644811085367
Position 1182: 0.0027005004196386747
Position 10: 0.0016680436786220645
Position 169: 0.001531688250448478
Position 600: 0.001239311246988562
Position 1235: 0.001203934947630175
Position 1368: 0.0011531440058114883
Position 837: 0.000657283434085217
Position 1319: 0.0005272027236588632
Position 1209: 0.0005053441415003296
Position 299: 0.00045378067630586015
Position 1341: 0.00044007180909244327
Position 276: 0.00032474499215427217
Position 743: 0.0003070286698865056
Position 745: 0.0003056592953442008
Position 1207: 0.00029005607401784195
Position 293: 0.00028462793539239096
Position 938: 0.0001532641291963445
Position 343: 0.00010959984775594188
Position 408: 0.00010246366105280231
Position 15: 9.095172331241035e-05
Position 248: 9.089753892925525e-05
Position 685: 7.028591244471781e-05
Position 1485: 6.870236467023395e-05
Position 920: 6.59532647093698e-05
Position 579: 6.11978750528236e-05
Position 153: 5.394301237398718e-05
Position 281: 5.373236323090518e-05
Position 537: 4.2312714113473044e-05
Position 1528: 2.806839486774365e-05
Position 228: 2.49351119776835e-05
Position 818: 2.0136696144691133e-05
Position 1382: 1.7892276991001856e-05
Position 577: 1.6063778730751912e-05
Position 345: 1.3021750268146915e-05
Position 1520: 1.2804003441077696e-05
Position 1647: 9.749101272488794e-06
Position 68: 8.415313253231692e-06
Position 1541: 7.557421285139458e-06
Position 1476: 6.899577140875238e-06
Position 1650: 4.644525490285227e-06
Position 1088: 4.265001888379103e-06
Position 918: 3.900675207537792e-06
Position 1253: 3.4395297036137263e-06
Position 1366: 2.663544820903786e-06
Position 749: 2.5535645633919894e-06
Position 585: 2.3044989930502754e-06
Position 1554: 2.2277439340419415e-06
Position 1387: 1.3658746239147268e-06
Position 570: 1.2837656432300697e-06
Position 956: 1.1995169781586394e-06
Position 1620: 6.596785418213046e-07
Position 70: 5.981584651831263e-07
Position 1372: 5.779048423910497e-07
Position 310: 3.909689729101808e-07
Position 1058: 2.660937329016256e-07
Position 1002: 1.9854014961556567e-07
Position 1545: 1.880170337290801e-07
Position 1558: 8.056829351788974e-08
Position 1560: 3.386875593139397e-08
Position 610: 6.969584719614769e-10
Position 1101: 2.603613768158945e-10
Position 1425: 1.3274373785765397e-11
Position 1323: 2.47101846019414e-13
Position 607: 3.789093531155861e-14
Position 664: 3.2854772706414735e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 648: 0.9987899336018871
Position 1284: 0.9719115440986733
Position 1001: 0.8674715888711819
Position 1013: 0.06465325090233534
Position 358: 0.042019938458893985
Position 61: 0.03040210826096032
Position 165: 0.011621870732244516
Position 928: 0.009259306531497109
Position 944: 0.00611161802502139
Position 938: 0.00578100955930245
Position 1475: 0.0029813390518739612
Position 1106: 0.002851478432897119
Position 1306: 0.0019361030390338055
Position 891: 0.0017636494386666789
Position 906: 0.0017008995937193535
Position 138: 0.0012661687220782633
Position 524: 0.0010990090797131106
Position 894: 0.0005173608491947014
Position 111: 0.00047993668676683235
Position 173: 0.00047517197529637137
Position 877: 0.0004421034594274458
Position 431: 0.0003481036135389946
Position 375: 0.00030479126836740637
Position 1202: 0.00029827764865840293
Position 952: 0.00018122071227166515
Position 1253: 0.00013538290756164752
Position 1377: 0.00012588102850161255
Position 1538: 0.0001219197390842683
Position 1587: 6.997191099168679e-05
Position 384: 5.111828808529624e-05
Position 1146: 4.688332887752745e-05
Position 367: 3.946942910305415e-05
Position 678: 3.771366875418611e-05
Position 1143: 3.277985907114489e-05
Position 1698: 2.7646315969403907e-05
Position 1567: 2.3225723073510113e-05
Position 1415: 2.3167280529806386e-05
Position 401: 2.2603206141259915e-05
Position 293: 2.0680513861943365e-05
Position 537: 1.1769778000711865e-05
Position 1207: 6.4792954762810905e-06
Position 543: 6.4506965020598845e-06
Position 1511: 5.8946507262266184e-06
