Gene = Nuf2
index = 1334
Annotated 5SS: [373 806]
Annotated 3SS: [432 862]
SMsplice 5SS: [373 806]
SMsplice 3SS: [432 862]
top_k =  1000
Partition function (log Z): -0.2629468158747808

Sorted 5' Splice Sites (High to Low Probability):
Position 373: 0.994303000337778
Position 806: 0.9894436729164382
Position 561: 0.010996706064033052
Position 1017: 0.0018668203573334033
Position 99: 0.0010192797496606076
Position 1151: 0.0007433691860130128
Position 618: 0.0007282292883521272
Position 789: 0.0004713982228380803
Position 574: 0.00028365915313236417
Position 733: 0.0002302680239518658
Position 344: 0.0001543667878395526
Position 1194: 0.00014844370112378753
Position 507: 0.00013284427417733618
Position 28: 0.00011056359041585391
Position 927: 9.698368834924816e-05
Position 1221: 6.355840658028421e-05
Position 519: 3.0428179891721955e-05
Position 306: 1.8719118290083615e-05
Position 388: 1.5426933913797775e-05
Position 492: 1.498860982216883e-05
Position 916: 1.2426735784668737e-05
Position 192: 1.0694410956080522e-05
Position 810: 8.189150299010497e-06
Position 774: 7.23472538646089e-06
Position 784: 5.648398354753743e-06
Position 771: 4.660459378037687e-06
Position 1078: 4.610741915691594e-06
Position 294: 3.703265323495404e-06
Position 256: 3.4642504898140316e-06
Position 1227: 2.8063033757327057e-06
Position 1083: 2.4907938173129645e-06
Position 84: 1.8286547248842897e-06
Position 263: 1.4960023098766503e-06
Position 815: 1.1482132473779005e-06
Position 961: 1.0838021967728231e-06
Position 435: 9.76997121609675e-07
Position 1056: 8.231784030621084e-07
Position 318: 8.165540697727144e-07
Position 859: 7.853853290187633e-07
Position 77: 7.696868667692619e-07
Position 999: 6.935394672133517e-07
Position 688: 6.466049812339522e-07
Position 683: 5.858077456622648e-07
Position 754: 4.183627356727e-07
Position 208: 4.1053803180497096e-07
Position 296: 3.641524222739327e-07
Position 1010: 3.2319811195132373e-07
Position 494: 1.6270535165539685e-07
Position 279: 1.6023521188230224e-07
Position 1246: 3.878417510441566e-08
Position 1141: 2.53416431360368e-08
Position 177: 1.166410301676795e-09
Position 849: 6.9445114903936485e-12
Position 835: 1.23938116091057e-12
Position 888: 8.371555271692065e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 862: 0.9889666267980588
Position 432: 0.9819140487653208
Position 491: 0.007617121300289324
Position 725: 0.006541987613990071
Position 680: 0.0037847937722890416
Position 683: 0.003384985816245333
Position 650: 0.002279953541599244
Position 1097: 0.0009136956298299077
Position 1094: 0.0008276006968233071
Position 148: 0.0007968039806969752
Position 872: 0.0005539821092896128
Position 1214: 0.0004911447959729967
Position 1106: 0.00045228881758042634
Position 731: 0.0003258835632330462
Position 1281: 0.0003006357633744053
Position 1220: 0.0002921576336950396
Position 728: 0.00018753828027527738
Position 926: 0.00017064605263374344
Position 691: 0.00011712133043515829
Position 185: 0.00010857921932074912
Position 1083: 0.0001012329723639538
Position 972: 9.943676859460704e-05
Position 638: 8.600696016641646e-05
Position 506: 7.837535713142278e-05
Position 170: 7.190382757244882e-05
Position 503: 6.520480342632885e-05
Position 84: 5.6372396335935264e-05
Position 97: 4.835388364419315e-05
Position 1046: 4.6010377891742924e-05
Position 1016: 4.337214237415737e-05
Position 989: 4.1478219852443744e-05
Position 1361: 3.115985349085061e-05
Position 961: 2.9448886363860438e-05
Position 642: 2.3560508154982585e-05
Position 665: 1.3101848737520513e-05
Position 522: 9.766418762084024e-06
Position 323: 8.947926261656655e-06
Position 560: 8.74448929322619e-06
Position 239: 7.958071468818327e-06
Position 581: 7.577925454177531e-06
Position 1241: 4.770548960254514e-06
Position 1193: 4.029277097088471e-06
Position 1162: 3.308466418631789e-06
Position 767: 3.111565102001185e-06
Position 566: 3.0214215913841397e-06
Position 227: 3.0187214563668545e-06
Position 1277: 2.54080218586777e-06
Position 306: 2.3952422724089653e-06
Position 1157: 2.336073659094104e-06
Position 110: 2.000562585924807e-06
Position 1340: 1.9786030916885835e-06
Position 372: 1.8596798419212898e-06
Position 608: 1.5340505716632099e-06
Position 1169: 1.08522378151215e-06
Position 208: 8.26545344946906e-07
Position 1113: 8.011248444389574e-07
Position 660: 6.379875818724567e-07
Position 536: 6.329086211051719e-07
Position 986: 5.572517256325451e-07
Position 460: 5.302494977233076e-07
Position 542: 4.6977805250783266e-07
Position 341: 4.437488835385484e-07
Position 1127: 3.6425479529746217e-07
Position 893: 3.486884943528431e-07
Position 1232: 3.4256255640757894e-07
Position 574: 2.7935123620245036e-07
Position 587: 2.7668145945246595e-07
Position 1043: 2.483740864896093e-07
Position 595: 2.2361521578987076e-07
Position 618: 1.9600502059380105e-07
Position 1184: 1.8985579696939432e-07
Position 328: 1.7809151069823668e-07
Position 1302: 1.655856904407897e-07
Position 1286: 1.6256285220988136e-07
Position 771: 1.4132965984749947e-07
Position 1115: 1.4109583293840145e-07
